OBJECTID,JoinID,JoinID 1910,Valid in 1910,Geometry Check 1910,FULL_STREE,ST Name Alternate 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
254,G00000253,G00000254,1,1,BAY 13,NA,BAY 13,1,81,2,84,1075,1075,BAY 13
255,G00000254,G00000255,1,1,VAN BRUNT,NA,VAN BRUNT,405,419,424,440,240,240,VAN BRUNT
256,G00000255,G00000256,1,1,89,NA,89,17,97,18,98,1083,1082,89
257,G00000256,G00000257,1,1,W 1,NA,W 1,1515,1543,1502,1556,1031,1031,W 1
258,G00000257,G00000258,1,1,BROADWAY,NA,BROADWAY,1389,1391,1390,1392,891,689,BROADWAY
259,G00000258,G00000259,1,1,HENRY,NA,HENRY,493,511,486,500,63,72,HENRY
260,G00000259,G00000260,1,1,WITHERS,NA,WITHERS,211,249,208,244,410,410,WITHERS
261,G00000260,G00000261,1,1,FOSTER AVE,NA,FOSTER AVE,705,715,706,710,1026,1029,FOSTER AVE
262,G00000261,G00000262,1,1,PITKIN AVE,NA,PITKIN AVE,2457,2479,2458,2484,777,777,PITKIN AVE
263,G00000262,G00000263,1,1,AVE Y,NA,AVE Y,NA,NA,NA,NA,1003,1003,AVE Y
264,G00000263,G00000264,1,1,HIGHLAWN AVE,NA,HIGHLAWN AVE,119,143,120,144,1031,1031,HIGHLAWN AVE
265,G00000264,G00000265,1,1,RUTLAND RD,NA,RUTLAND RD,NA,NA,NA,NA,949,954,RUTLAND RD
266,G00000265,G00000266,1,1,GARDNER AVE,NA,GARDNER AVE,NA,NA,NA,NA,416,416,GARDNER AVE
267,G00000266,G00000267,1,1,GLENWOOD RD,NA,GLENWOOD RD,5201,5223,5204,5224,995,999,GLENWOOD RD
268,G00000267,G00000268,1,1,52,NA,52,1101,1169,1102,1170,1067,1067,52
269,G00000268,G00000269,1,1,86,NA,86,NA,NA,NA,NA,1038,1038,86
270,G00000269,G00000270,1,1,PENNSYLVAN AVE,NA,PENNSYLVAN AVE,283,329,286,332,792,792,PENNSYLVAN AVE
271,G00000270,G00000271,1,1,FLATLAND AVE,NA,FLATLAND AVE,9201,9229,NA,NA,987,987,FLATLAND AVE
272,G00000271,G00000272,1,1,7 AVE,NA,7 AVE,6401,6423,6402,6418,1087,1096,7 AVE
273,G00000272,G00000273,1,1,NASSAU AVE,NA,NASSAU AVE,169,183,168,180,393,393,NASSAU AVE
274,G00000273,G00000274,1,1,GLENMORE AVE,NA,GLENMORE AVE,823,837,816,836,977,977,GLENMORE AVE
275,G00000274,G00000275,1,1,COLLEGE PL,NA,COLLEGE PL,1,35,2,36,4,4,COLLEGE PL
276,G00000275,G00000276,1,1,BRG,NA,BRG,295,327,294,328,226,40,BRG
277,G00000276,G00000277,1,1,MIDDLETON,NA,MIDDLETON,59,103,48,94,446,447,MIDDLETON
278,G00000277,G00000278,1,1,BAYARD,NA,BAYARD,85,123,88,126,405,404,BAYARD
279,G00000278,G00000279,1,1,WYTHE AVE,NA,WYTHE AVE,221,235,252,268,284,283,WYTHE AVE
280,G00000279,G00000280,1,1,5 AVE,NA,5 AVE,8825,8923,8902,8924,1080,1080,5 AVE
281,G00000280,G00000281,1,1,LUQUER,NA,LUQUER,207,215,188,210,259,259,LUQUER
282,G00000281,G00000282,1,1,WYTHE AVE,NA,WYTHE AVE,375,389,408,424,269,269,WYTHE AVE
283,G00000282,G00000283,1,1,WYCKOFF AVE,NA,WYCKOFF AVE,1,21,2,32,865,865,WYCKOFF AVE
284,G00000283,G00000284,1,1,E 18,NA,E 18,1715,1785,1716,1786,1007,1007,E 18
285,G00000284,G00000285,1,1,E 24,NA,MANSFIELD PL,1483,1497,1480,1500,1008,1008,MANSFIELD PL
286,G00000285,G00000286,1,1,LORIMER,NA,LORIMER,525,547,526,548,309,311,LORIMER
287,G00000286,G00000287,1,1,8 AVE,NA,8 AVE,4401,4425,4402,4424,146,146,8 AVE
288,G00000287,G00000288,1,1,VERMONT,NA,VERMONT,309,353,310,358,757,757,VERMONT
289,G00000288,G00000289,1,1,7 AVE,NA,7 AVE,7,19,8,24,176,176,7 AVE
290,G00000289,G00000290,1,1,SCHOLES,NA,SCHOLES,81,117,80,114,331,332,SCHOLES
291,G00000290,G00000291,1,1,DIVISION AVE,NA,DIVISION AVE,225,239,200,224,274,436,DIVISION AVE
292,G00000291,G00000292,1,1,EMPIRE BLVD,NA,MALBONE,775,857,776,858,679,679,MALBONE
293,G00000292,G00000293,1,1,HEGEMAN AVE,NA,HEGEMAN AVE,635,657,636,658,808,985,HEGEMAN AVE
294,G00000293,G00000294,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,2719,2743,NA,NA,760,760,ATLANTIC AVE
295,G00000294,G00000295,1,1,CONEY IS AVE,NA,CONEY IS AVE,NA,NA,NA,NA,1407,1037,CONEY IS AVE
296,G00000295,G00000296,1,1,RALPH AVE,NA,RALPH AVE,0,0,0,0,708,705,RALPH AVE
297,G00000296,G00000297,1,1,79,NA,79,2001,2075,2002,2084,1057,1057,79
298,G00000297,G00000298,1,1,E 19,NA,E 19,209,295,200,272,1018,1018,E 19
299,G00000298,G00000299,1,1,BAINBRIDGE,NA,BAINBRIDGE,277,351,278,356,700,700,BAINBRIDGE
300,G00000299,G00000300,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,69,125,66,118,105,109,LEXINGTON AVE
301,G00000300,G00000301,1,1,BRADFORD,NA,BRADFORD,137,177,138,178,760,760,BRADFORD
302,G00000301,G00000302,1,1,WASHINGTON AVE,NA,WASHINGTON AVE,393,461,406,480,108,474,WASHINGTON AVE
303,G00000302,G00000303,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,553,573,584,610,624,623,NOSTRAND AVE
304,G00000303,G00000304,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,699,761,660,724,595,595,LEXINGTON AVE
305,G00000304,G00000305,1,1,KNICKERBOCKER AVE,NA,KNICKERBOCKER AVE,1,27,2,28,425,425,KNICKERBOCKER AVE
306,G00000305,G00000306,1,1,E 94,NA,E 94,603,685,604,686,987,987,E 94
307,G00000306,G00000307,1,1,ESSEX,NA,ESSEX,623,649,624,652,810,810,ESSEX
308,G00000307,G00000308,1,1,BENSON AVE,NA,BENSON AVE,2151,2201,2152,2202,1052,1052,BENSON AVE
309,G00000308,G00000309,1,1,BAY VIEW PL,NA,BAY VIEW PL,8901,8923,8902,8924,990,990,BAY VIEW PL
310,G00000309,G00000310,1,1,NICHOLS AVE,NA,NICHOLS AVE,195,239,206,236,970,970,NICHOLS AVE
311,G00000310,G00000311,1,1,AVE N,NA,AVE N,4401,4421,4402,4422,1000,1000,AVE N
312,G00000311,G00000312,1,1,STERLING,NA,STERLING,1,109,2,108,682,682,STERLING
313,G00000312,G00000313,1,1,BKLYN AVE,NA,BKLYN AVE,NA,NA,NA,NA,625,625,BKLYN AVE
314,G00000313,G00000314,1,1,CHURCH AVE,NA,CHURCH AVE,NA,NA,NA,NA,953,990,CHURCH AVE
315,G00000314,G00000315,1,1,ELDERT,NA,ELDERT,173,233,180,232,907,907,ELDERT
316,G00000315,G00000316,1,1,LIVINGSTON,NA,LIVINGSTON,77,115,78,116,12,12,LIVINGSTON
317,G00000316,G00000317,1,1,4 AVE,NA,4 AVE,NA,NA,920,936,133,132,4 AVE
318,G00000317,G00000318,1,1,FLATBUSH AVE,NA,FLATBUSH AVE,2003,2011,2004,2010,1000,1001,FLATBUSH AVE
319,G00000318,G00000319,1,1,ELDERT,NA,ELDERT,297,351,298,350,909,909,ELDERT
320,G00000319,G00000320,1,1,PROSPECT AVE,NA,PROSPECT AVE,235,301,240,302,547,120,PROSPECT AVE
321,G00000320,G00000321,1,1,HANCOCK,NA,HANCOCK,149,239,148,230,603,603,HANCOCK
322,G00000321,G00000322,1,1,AVE W,NA,AVE W,NA,NA,NA,NA,1004,1004,AVE W
323,G00000322,G00000323,1,1,SHORE BLVD,NA,SHORE BLVD,NA,NA,500,540,1034,1034,SHORE BLVD
324,G00000323,G00000324,1,1,E 64,NA,E 64,NA,NA,NA,NA,1000,1000,E 64
325,G00000324,G00000325,1,1,ELTON,NA,ELTON,665,679,666,734,810,810,ELTON
326,G00000325,G00000326,1,1,6,NA,6,343,393,346,404,539,540,6
327,G00000326,G00000327,1,1,MONTAUK AVE,NA,MONTAUK AVE,457,511,458,512,983,983,MONTAUK AVE
328,G00000327,G00000328,1,1,BR 1,NA,BR 1,NA,NA,NA,NA,1035,1035,BR 1
329,G00000328,G00000329,1,1,ALBEMARLE RD,NA,ALBEMARLE RD,1801,1819,1802,1822,1017,1018,ALBEMARLE RD
330,G00000329,G00000330,1,1,WESTMINSTER RD,NA,WESTMINSTER RD,703,795,704,798,1406,1406,WESTMINSTER RD
331,G00000330,G00000331,1,1,IRVING AVE,NA,IRVING AVE,451,469,462,480,882,908,IRVING AVE
332,G00000331,G00000332,1,1,BEDFORD AVE,NA,BEDFORD AVE,1091,1109,1116,1132,579,110,BEDFORD AVE
333,G00000332,G00000333,1,1,BAY RIDGE AVE,NA,BAY RIDGE AVE,1301,1313,1302,1328,1070,1070,BAY RIDGE AVE
334,G00000333,G00000334,1,1,PARK AVE,NA,PARK AVE,235,253,226,246,82,82,PARK AVE
335,G00000334,G00000335,1,1,BEDFORD AVE,NA,BEDFORD AVE,4009,4091,4002,4088,1006,1006,BEDFORD AVE
336,G00000335,G00000336,1,1,PARK AVE,NA,PARK AVE,765,781,766,782,500,498,PARK AVE
337,G00000336,G00000337,1,1,UNION,NA,UNION,NA,NA,NA,NA,726,726,UNION
338,G00000337,G00000338,1,1,HARRISON AVE,NA,HARRISON AVE,135,153,140,158,450,449,HARRISON AVE
339,G00000338,G00000339,1,1,CLARENDON RD,NA,CLARENDON RD,3405,3411,NA,NA,992,994,CLARENDON RD
340,G00000339,G00000340,1,1,SAINT JOHNS PL,NA,SAINT JOHNS PL,845,919,844,926,659,659,SAINT JOHNS PL
341,G00000340,G00000341,1,1,SAINT NICHOLASS AVE,NA,SAINT NICHOLASS AVE,181,199,182,200,860,860,SAINT NICHOLASS AVE
342,G00000341,G00000342,1,1,CORTELYOU RD,NA,CORTELYOU RD,NA,NA,NA,NA,992,992,CORTELYOU RD
343,G00000342,G00000343,1,1,17 AVE,NA,17 AVE,4401,4423,4402,4424,1027,1061,17 AVE
344,G00000343,G00000344,1,1,4 AVE,NA,4 AVE,6101,6123,NA,NA,1095,1101,4 AVE
345,G00000344,G00000345,1,1,RYDER,NA,RYDER,1801,1881,1802,1882,1001,1001,RYDER
346,G00000345,G00000346,1,1,GLENWOOD RD,AVE G,AVE G,NA,NA,NA,NA,990,990,AVE G
347,G00000346,G00000347,1,1,BLAKE AVE,NA,BLAKE AVE,625,647,626,648,792,806,BLAKE AVE
348,G00000347,G00000348,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,351,367,390,404,582,579,NOSTRAND AVE
349,G00000348,G00000349,1,1,THROOP AVE,NA,THROOP AVE,89,105,100,120,458,457,THROOP AVE
350,G00000349,G00000350,1,1,BRGHTN 3,NA,BRGHTN 3,NA,NA,NA,NA,1035,1035,BRGHTN 3
351,G00000350,G00000351,1,1,LOTT AVE,NA,LOTT AVE,NA,NA,NA,NA,964,964,LOTT AVE
352,G00000351,G00000352,1,1,KENT AVE,NA,KENT AVE,813,873,824,886,88,86,KENT AVE
353,G00000352,G00000353,1,1,CHURCH AVE,NA,CHURCH AVE,601,619,602,620,926,1021,CHURCH AVE
354,G00000353,G00000354,1,1,14 AVE,NA,14 AVE,8401,8423,8402,8424,1077,1078,14 AVE
355,G00000354,G00000355,1,1,LYME AVE,NA,LYME AVE,3702,3726,3701,3725,1044,1044,LYME AVE
356,G00000355,G00000356,1,1,20 AVE,BAY 24,20 AVE,5901,5923,5902,5922,1058,1058,20 AVE
357,G00000356,G00000357,1,1,AUBURN PL,NA,AUBURN PL,1,15,2,24,225,225,AUBURN PL
358,G00000357,G00000358,1,1,AMBOY,NA,AMBOY,435,445,NA,NA,962,962,AMBOY
359,G00000358,G00000359,1,1,NEWKIRK AVE,NA,NEWKIRK AVE,1601,1623,1602,1624,1014,1014,NEWKIRK AVE
360,G00000359,G00000360,1,1,CT,NA,CT,79,99,76,92,12,12,CT
361,G00000360,G00000361,1,1,DEAN,NA,DEAN,373,439,372,438,162,162,DEAN
362,G00000361,G00000362,1,1,OCEAN PKWY,NA,OCEAN PKWY,NA,NA,1758,1800,1031,1031,OCEAN PKWY
363,G00000362,G00000363,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,593,649,630,646,624,623,NOSTRAND AVE
364,G00000363,G00000364,1,1,KINGSHIGWY,NA,KINGSHIGWY,903,969,902,946,1031,1031,KINGSHIGWY
365,G00000364,G00000365,1,1,E 34,NA,E 34,1901,1973,1902,1974,1001,1001,E 34
366,G00000365,G00000366,1,1,AVE Y,NA,AVE Y,NA,NA,NA,NA,1037,1037,AVE Y
367,G00000366,G00000367,1,1,NEW YORK AVE,NA,NEW YORK AVE,1143,1171,1144,1166,992,1404,NEW YORK AVE
368,G00000367,G00000368,1,1,E 57,NA,E 57,1207,1285,1208,1286,1000,1000,E 57
369,G00000368,G00000369,1,1,MOORE,NA,MOORE,161,235,160,232,422,423,MOORE
370,G00000369,G00000370,1,1,WILSON AVE,NA,HAMBURG AVE,241,255,222,240,857,827,HAMBURG AVE
371,G00000370,G00000371,1,1,EVERGREEN AVE,NA,EVERGREEN AVE,NA,NA,682,698,906,902,EVERGREEN AVE
372,G00000371,G00000372,1,1,LINCOLN PL,NA,LINCOLN PL,1125,1207,1126,1208,661,661,LINCOLN PL
373,G00000372,G00000373,1,1,SNYDER AVE,NA,SNYDER AVE,4601,4623,4602,4624,991,991,SNYDER AVE
374,G00000373,G00000374,1,1,N 10,NA,N 10,121,149,128,160,280,279,N 10
375,G00000374,G00000375,1,1,ALBANY AVE,NA,ALBANY AVE,781,839,782,840,944,944,ALBANY AVE
376,G00000375,G00000376,1,1,E 23,NA,DELANCEY PL,509,583,510,584,1010,1010,DELANCEY PL
377,G00000376,G00000377,1,1,SARATOGA AVE,NA,SARATOGA AVE,215,219,212,214,713,708,SARATOGA AVE
378,G00000377,G00000378,1,1,AVE A,NA,AVE A,NA,NA,NA,NA,961,987,AVE A
379,G00000378,G00000379,1,1,N 3,NA,N 3,115,155,118,154,286,285,N 3
380,G00000379,G00000380,1,1,E 77,NA,E 77,NA,NA,NA,NA,990,990,E 77
381,G00000380,G00000381,1,1,71,NA,71,2001,2067,2002,2070,1057,1057,71
382,G00000381,G00000382,1,1,HOOPER,NA,HOOPER,371,389,382,402,307,310,HOOPER
383,G00000382,G00000383,1,1,18,NA,18,NA,NA,NA,NA,920,920,18
384,G00000383,G00000384,1,1,PEARL,NA,PEARL,349,393,348,392,39,39,PEARL
385,G00000384,G00000385,1,1,WARREN,NA,WARREN,539,601,564,620,206,207,WARREN
386,G00000385,G00000386,1,1,FORCE TUBE AVE,NA,FORCE TUBE AVE,NA,NA,NA,NA,965,965,FORCE TUBE AVE
387,G00000386,G00000387,1,1,BEAVER,NA,BEAVER,28,52,25,43,814,812,BEAVER
388,G00000387,G00000388,1,1,AVE R,NA,AVE R,NA,NA,NA,NA,1001,1001,AVE R
389,G00000388,G00000389,1,1,BEAUMONT,NA,BEAUMONT,101,199,100,198,1034,1034,BEAUMONT
390,G00000389,G00000390,1,1,E 34,NA,E 34,1003,1023,1004,1024,997,997,E 34
391,G00000390,G00000391,1,1,LINDEN BLVD,NA,LINDEN AVE,795,817,796,818,952,952,LINDEN AVE
392,G00000391,G00000392,1,1,KNICKERBOCKER AVE,NA,KNICKERBOCKER AVE,135,139,140,144,842,840,KNICKERBOCKER AVE
393,G00000392,G00000393,1,1,WASHINGTON,NA,WASHINGTON,91,115,82,108,17,16,WASHINGTON
394,G00000393,G00000394,1,1,DAHLGREEN PL,NA,DAHLGREEN PL,97,155,98,156,1080,1080,DAHLGREEN PL
395,G00000394,G00000395,1,1,67,NA,67,129,157,130,158,1102,1102,67
396,G00000395,G00000396,1,1,DUMONT AVE,NA,DUMONT AVE,685,707,686,708,807,807,DUMONT AVE
397,G00000396,G00000397,1,1,THROOP AVE,NA,THROOP AVE,147,163,162,178,505,500,THROOP AVE
398,G00000397,G00000398,1,1,AVE X,NA,AVE X,NA,NA,NA,NA,1407,1407,AVE X
399,G00000398,G00000399,1,1,BURNETT,NA,BURNETT,NA,NA,NA,NA,1001,1001,BURNETT
400,G00000399,G00000400,1,1,40,NA,40,NA,NA,NA,NA,1064,1064,40
401,G00000400,G00000401,1,1,ADAMS,NA,ADAMS,61,87,58,82,18,17,ADAMS
402,G00000401,G00000402,1,1,AVE M,NA,AVE M,301,321,302,322,1030,1030,AVE M
403,G00000402,G00000403,1,1,W 1,NA,W 1,NA,NA,NA,NA,1037,1037,W 1
404,G00000403,G00000404,1,1,CHURCH AVE,NA,CHURCH AVE,5501,5523,5502,5524,953,990,CHURCH AVE
405,G00000404,G00000405,1,1,E 87,NA,E 87,NA,NA,NA,NA,990,990,E 87
406,G00000405,G00000406,1,1,KINGSHIGWY,NA,KINGSHIGWY,NA,NA,NA,NA,1031,1031,KINGSHIGWY
407,G00000406,G00000407,1,1,E 13,NA,E 13,1267,1299,1272,1300,1009,1009,E 13
408,G00000407,G00000408,1,1,E 15,NA,E 15,1201,1250,1202,1243,1009,1009,E 15
409,G00000408,G00000409,1,1,E 8,NA,E 8,645,683,634,682,1026,1026,E 8
410,G00000409,G00000410,1,1,HERKIMER,NA,HERKIMER,1315,1353,1322,1342,720,720,HERKIMER
411,G00000410,G00000411,1,1,18 AVE,NA,18 AVE,3900,3928,NA,NA,1026,1026,18 AVE
412,G00000411,G00000412,1,1,9 AVE,NA,9 AVE,6301,6323,6302,6324,1087,1087,9 AVE
413,G00000412,G00000413,1,1,HERKIMER,NA,HERKIMER,787,809,790,806,704,705,HERKIMER
414,G00000413,G00000414,1,1,PACIFIC,NA,PACIFIC,277,331,276,330,24,24,PACIFIC
415,G00000414,G00000415,1,1,CENTRAL AVE,NA,CENTRAL AVE,293,317,322,340,869,869,CENTRAL AVE
416,G00000415,G00000416,1,1,CROPSEY AVE,NA,CROPSEY AVE,2255,2271,2254,2270,1051,1051,CROPSEY AVE
417,G00000416,G00000417,1,1,FLATBUSH AVE,NA,FLATBUSH AVE,1161,1219,1172,1216,1012,1013,FLATBUSH AVE
418,G00000417,G00000418,1,1,STILLWELL AVE,W 14,STILLWELL AVE,1939,1951,NA,NA,1031,1049,STILLWELL AVE
419,G00000418,G00000419,1,1,4 AVE,NA,4 AVE,599,619,NA,NA,121,121,4 AVE
420,G00000419,G00000420,1,1,67,NA,67,935,963,924,936,1068,1068,67
421,G00000420,G00000421,1,1,E 91,NA,E 91,NA,NA,NA,NA,961,961,E 91
422,G00000421,G00000422,1,1,SURF AVE,NA,SURF AVE,2802,2826,2801,2825,1042,1045,SURF AVE
423,G00000422,G00000423,1,1,MOORE,NA,MOORE,13,45,8,38,346,347,MOORE
424,G00000423,G00000424,1,1,AVE T,NA,AVE T,601,619,602,620,1031,1037,AVE T
425,G00000424,G00000425,1,1,3,NA,3,169,225,170,228,523,523,3
426,G00000425,G00000426,1,1,GOLD,NA,GOLD,235,285,226,278,50,51,GOLD
427,G00000426,G00000427,1,1,4 AVE,NA,4 AVE,NA,NA,4102,4124,140,139,4 AVE
428,G00000427,G00000428,1,1,1,NA,1,175,197,NA,NA,215,523,1
429,G00000428,G00000429,1,1,N 14,NA,N 14,NA,NA,NA,NA,386,276,N 14
430,G00000429,G00000430,1,1,3,NA,3,121,167,148,168,221,221,3
431,G00000430,G00000431,1,1,FENIMORE,NA,FENIMORE,285,361,294,360,933,933,FENIMORE
432,G00000431,G00000432,1,1,25 AVE,NA,25 AVE,NA,NA,NA,NA,1049,1050,25 AVE
433,G00000432,G00000433,1,1,AVE O,NA,AVE O,5701,5723,5702,5724,1000,1001,AVE O
434,G00000433,G00000434,1,1,LOTT,NA,LOTT,73,93,72,100,1016,1016,LOTT
435,G00000434,G00000435,1,1,GATLING PL,NA,GATLING PL,41,73,42,74,1080,1080,GATLING PL
436,G00000435,G00000436,1,1,DITMAS AVE,NA,DITMAS AVE,201,221,NA,NA,1022,1027,DITMAS AVE
437,G00000436,G00000437,1,1,73,NA,73,1301,1379,1302,1380,1072,1072,73
438,G00000437,G00000438,1,1,E 59,NA,E 59,NA,NA,NA,NA,953,953,E 59
439,G00000438,G00000439,1,1,E 36,NA,E 36,1251,1285,1252,1286,1008,1008,E 36
440,G00000439,G00000440,1,1,MARLBOROUGH RD,NA,MARLBOROUGH RD,443,501,448,504,1024,1025,MARLBOROUGH RD
441,G00000440,G00000441,1,1,SCHNECTADY AVE,NA,SCHNECTADY AVE,NA,NA,NA,NA,949,948,SCHNECTADY AVE
442,G00000441,G00000442,1,1,STANLEY AVE,NA,STANLEY AVE,461,483,462,484,984,984,STANLEY AVE
443,G00000442,G00000443,1,1,E 8,NA,E 8,NA,NA,80,NA,921,926,E 8
444,G00000443,G00000444,1,1,3 AVE,NA,3 AVE,77,93,82,96,32,31,3 AVE
445,G00000444,G00000445,1,1,RIDGE BLVD,2 AVE,RIDGE BLVD,6901,6927,NA,NA,1101,1100,RIDGE BLVD
446,G00000445,G00000446,1,1,AVE W,NA,AVE W,NA,NA,NA,NA,1038,1038,AVE W
447,G00000446,G00000447,1,1,LEONARD,NA,LEONARD,317,331,312,328,302,302,LEONARD
448,G00000447,G00000448,1,1,E 37,NA,E 37,119,132,171,172,937,937,E 37
449,G00000448,G00000449,1,1,HARMAN,NA,HARMAN,243,253,210,234,854,857,HARMAN
450,G00000449,G00000450,1,1,BLAKE AVE,NA,BLAKE AVE,1459,1481,1460,1482,981,981,BLAKE AVE
451,G00000450,G00000451,1,1,RIDGE BLVD,2 AVE,RIDGE BLVD,7001,7017,NA,NA,1098,1100,RIDGE BLVD
452,G00000451,G00000452,1,1,AVE K,NA,AVE K,9301,9323,9308,9318,988,988,AVE K
453,G00000452,G00000453,1,1,ERASMUS,NA,ERASMUS,121,179,128,180,993,993,ERASMUS
454,G00000453,G00000454,1,1,4 AVE,NA,4 AVE,NA,NA,954,966,136,135,4 AVE
455,G00000454,G00000455,1,1,97,NA,97,301,371,300,370,1081,1081,97
456,G00000455,G00000456,1,1,9,NA,9,309,379,320,372,541,542,9
457,G00000456,G00000457,1,1,GATES AVE,NA,GATES AVE,273,321,262,310,110,110,GATES AVE
458,G00000457,G00000458,1,1,AVE Z,NA,AVE Z,NA,NA,NA,NA,1037,1037,AVE Z
459,G00000458,G00000459,1,1,5 AVE,NA,5 AVE,25,27,22,30,163,162,5 AVE
460,G00000459,G00000460,1,1,FORT HAMILTN PKWY,NA,FORT HAMILTON AVE,6801,6823,6802,6824,1071,1087,FORT HAMILTON AVE
461,G00000460,G00000461,1,1,OCEAN PKWY,NA,OCEAN PKWY,NA,NA,602,624,1026,1028,OCEAN PKWY
462,G00000461,G00000462,1,1,TROY AVE,NA,TROY AVE,639,703,640,704,946,946,TROY AVE
463,G00000462,G00000463,1,1,AVE L,NA,AVE L,2101,2115,2102,2116,1008,1008,AVE L
464,G00000463,G00000464,1,1,BEVERLEY RD,NA,BEVERLEY RD,1707,1721,1710,1722,1018,1018,BEVERLEY RD
465,G00000464,G00000465,1,1,QUINCY,NA,QUINCY,709,773,740,806,684,685,QUINCY
466,G00000465,G00000466,1,1,16,NA,16,531,587,502,558,573,573,16
467,G00000466,G00000467,1,1,BROADWAY,NA,BROADWAY,885,901,882,902,812,517,BROADWAY
468,G00000467,G00000468,1,1,AVE T,NA,AVE T,NA,NA,NA,NA,1001,1001,AVE T
469,G00000468,G00000469,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,3800,3844,3801,3843,1043,1043,ATLANTIC AVE
470,G00000469,G00000470,1,1,LIVONIA AVE,NA,LIVONIA AVE,853,887,854,888,809,809,LIVONIA AVE
471,G00000470,G00000471,1,1,BKLYN AVE,NA,BKLYN AVE,97,117,98,120,626,625,BKLYN AVE
472,G00000471,G00000472,1,1,74,NA,74,1501,1579,1502,1580,1412,1412,74
473,G00000472,G00000473,1,1,BROADWAY,NA,BROADWAY,1713,1739,1710,1744,915,717,BROADWAY
474,G00000473,G00000474,1,1,BAY,NA,BAY,155,205,156,206,248,248,BAY
475,G00000474,G00000475,1,1,REMSEN AVE,NA,REMSEN AVE,1221,1221,1230,1230,987,990,REMSEN AVE
476,G00000475,G00000476,1,1,39,NA,39,NA,NA,NA,NA,1027,1027,39
477,G00000476,G00000477,1,1,STILLWELL AVE,W 14,STILLWELL AVE,NA,NA,NA,NA,1031,1050,STILLWELL AVE
478,G00000477,G00000478,1,1,GRAND,NA,GRAND,487,499,478,500,308,308,GRAND
479,G00000478,G00000479,1,1,4 AVE,NA,4 AVE,NA,NA,654,670,116,116,4 AVE
480,G00000479,G00000480,1,1,CLYMER,NA,CLYMER,147,191,148,204,435,435,CLYMER
481,G00000480,G00000481,1,1,AVE R,NA,AVE R,NA,NA,NA,NA,1001,1001,AVE R
482,G00000481,G00000482,1,1,E 19,NA,E 19,1,17,2,16,1017,1017,E 19
483,G00000482,G00000483,1,1,AVE N,NA,AVE N,3001,3025,3002,3026,1008,1008,AVE N
484,G00000483,G00000484,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,2913,2933,NA,NA,773,774,ATLANTIC AVE
485,G00000484,G00000485,1,1,FLATLAND AVE,NA,FLATLAND AVE,NA,NA,NA,NA,990,990,FLATLAND AVE
486,G00000485,G00000486,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,1861,1875,NA,NA,705,636,ATLANTIC AVE
487,G00000486,G00000487,1,1,E 42,NA,E 42,647,733,648,732,995,1405,E 42
488,G00000487,G00000488,1,1,CT,NA,CT,587,607,632,644,248,248,CT
489,G00000488,G00000489,1,1,N 3,NA,N 3,41,79,38,72,283,283,N 3
490,G00000489,G00000490,1,1,8,NA,8,423,505,414,478,561,560,8
491,G00000490,G00000491,1,1,OCEANVIEW AVE,NA,OCEANVIEW AVE,NA,NA,NA,NA,1035,1035,OCEANVIEW AVE
492,G00000491,G00000492,1,1,RALPH AVE,NA,RALPH AVE,561,583,560,582,664,664,RALPH AVE
493,G00000492,G00000493,1,1,PROSPECT,NA,PROSPECT,27,49,38,50,17,17,PROSPECT
494,G00000493,G00000494,1,1,BAY RIDGE PKWY,NA,75,NA,NA,NA,NA,1057,1057,75
495,G00000494,G00000495,1,1,DITMAS AVE,NA,DITMAS AVE,NA,NA,NA,NA,990,990,DITMAS AVE
496,G00000495,G00000496,1,1,DREW,NA,DREW,NA,NA,NA,NA,971,971,DREW
497,G00000496,G00000497,1,1,N 15,NA,N 15,39,47,40,58,360,360,N 15
498,G00000497,G00000498,1,1,CYPRESS AVE,NA,CYPRESS AVE,NA,NA,NA,NA,865,865,CYPRESS AVE
499,G00000498,G00000499,1,1,KNICKERBOCKER AVE,NA,KNICKERBOCKER AVE,495,509,496,510,872,873,KNICKERBOCKER AVE
500,G00000499,G00000500,1,1,W 3,NA,W 3,1701,1749,1702,1748,1031,1031,W 3
501,G00000500,G00000501,1,1,MANHATTAN AVE,NA,MANHATTAN AVE,75,93,80,98,335,335,MANHATTAN AVE
502,G00000501,G00000502,1,1,LEONARD,NA,LEONARD,333,349,330,350,302,301,LEONARD
503,G00000502,G00000503,1,1,SEA GATE AVE,NA,SEA GATE AVE,4202,4218,4201,4219,1044,1044,SEA GATE AVE
504,G00000503,G00000504,1,1,GARVEY BLVD,NA,SUMNER AVE,221,235,220,232,588,587,SUMNER AVE
505,G00000504,G00000505,1,1,BLAKE AVE,NA,BLAKE AVE,1023,1045,1024,1046,784,784,BLAKE AVE
