ED,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
19,G00004953,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,5080,geo,IN
5,G00004955,CHURCH,NA,CHURCH,NA,194,208,193,207,5082,geo,IN
18,G00004957,E 26,NA,E 26,NA,107,113,110,116,5084,geo,IN
12,G00004959,W 128,NA,W 128,NA,NA,NA,NA,NA,5086,geo,IN
15,G00004960,E 10,NA,E 10,NA,143,149,142,150,5087,geo,IN
19,G00004962,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,5089,geo,IN
9,G00004963,WAVERLY PL,FACTORY,WAVERLY PL,NA,172,184,163,165,5090,geo,WN
19,G00004964,W 76,NA,W 76,NA,NA,NA,NA,NA,5091,geo,IN
19,G00004966,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,5093,geo,IN
18,G00004969,1 AVE,NA,1 AVE,NA,421,433,420,434,5096,geo,IN
18,G00004970,IRVING PL,NA,IRVING PL,NA,65,77,66,80,5097,geo,IN
19,G00004971,LEX AVE,NA,LEX AVE,NA,NA,NA,NA,NA,5098,geo,IN
18,G00004972,3 AVE,NA,3 AVE,NA,502,520,507,521,5099,geo,IN
18,G00004973,MADISON AVE,NA,MADISON AVE,NA,246,258,247,259,5100,geo,IN
19,G00004974,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,5101,geo,IN
12,G00004976,SAINT NICHOLAS AVE,11 AVE,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,5103,geo,IN
2,G00004977,FRONT,NA,FRONT,NA,NA,NA,NA,NA,5104,geo,IN
6,G00004978,CENTRE,NA,CENTRE,NA,121,149,134,150,5105,geo,WN
1,G00004980,STATE,NA,STATE,NA,NA,NA,15,15,5106,geo,IN
12,G00004981,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5107,geo,IN
12,G00004983,W 121,NA,W 121,NA,NA,NA,NA,NA,5109,geo,IN
12,G00004984,W 139,NA,W 139,NA,NA,NA,NA,NA,5110,geo,IN
12,G00004985,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,NA,5111,geo,IN
12,G00004986,SAINT NICHOLAS AVE,KINGS BRG RD,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,5112,geo,IN
19,G00004987,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,5113,geo,IN
18,G00004989,BROADWAY,NA,BROADWAY,NA,941,953,940,956,5115,geo,IN
18,G00004993,GRAMERCY N PARK,NA,GRAMERCY N PARK,NA,84,96,NA,NA,5119,geo,IN
6,G00004994,WHITE,NA,WHITE,NA,70,78,71,79,5120,geo,IN
5,G00004995,BEACH,NA,BEACH,NA,2,10,NA,NA,5121,geo,IN
12,G00004997,E 97,NA,E 97,NA,NA,NA,NA,NA,5123,geo,IN
14,G00004998,MULBERRY,NA,MULBERRY,NA,155,177,154,176,5124,geo,IN
1,G00004999,WATER,NA,WATER,NA,2,6,1,5,5125,geo,IN
9,G00005001,CHARLES,NA,CHARLES,NA,116,126,117,127,5127,geo,IN
15,G00005002,BLEECKER,NA,BLEECKER,NA,188,202,187,199,5128,geo,IN
2,G00005004,BEEKMAN,NA,BEEKMAN,NA,10,38,11,37,5130,geo,IN
13,G00005006,DELANCEY,NA,DELANCEY,NA,230,244,231,245,5132,geo,IN
12,G00005007,E 106,NA,E 106,NA,NA,NA,NA,NA,5133,geo,IN
11,G00005008,AVE D,NA,AVE D,NA,17,37,16,36,5134,geo,IN
12,G00005009,E 111,NA,E 111,NA,NA,NA,NA,NA,5135,geo,IN
19,G00005012,E 58,NA,E 58,NA,NA,NA,NA,NA,5138,geo,IN
19,G00005013,E 75,NA,E 75,NA,NA,NA,NA,NA,5139,geo,IN
12,G00005014,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,5140,geo,IN
1,G00005016,MORRIS,NA,MORRIS,NA,1,11,2,8,5142,geo,IN
18,G00005017,5 AVE,NA,5 AVE,NA,162,172,163,173,5143,geo,IN
12,G00005019,W 119,NA,W 119,NA,NA,NA,NA,NA,5145,geo,IN
9,G00005020,WEST,NA,WEST,NA,NA,NA,505,519,5146,geo,IN
7,G00005021,MONROE,NA,MONROE,NA,185,211,184,208,5147,geo,IN
7,G00005022,E BROADWAY,NA,E BROADWAY,NA,192,218,191,219,5148,geo,IN
19,G00005024,BROADWAY,NA,BROADWAY,NA,1323,1339,NA,NA,5150,geo,IN
17,G00005026,E 13,NA,E 13,NA,69,113,68,114,5152,geo,IN
16,G00005027,8 AVE,NA,8 AVE,NA,143,159,144,160,5153,geo,IN
18,G00005029,PARK AVE S,NA,PARK AVE S,NA,234,250,237,243,5155,geo,IN
16,G00005032,7 AVE,NA,7 AVE,NA,382,400,383,401,5158,geo,IN
12,G00005038,W 206,NA,W 206,NA,NA,NA,NA,NA,5164,geo,IN
9,G00005039,PERRY,NA,PERRY,NA,80,98,79,97,5165,geo,IN
17,G00005040,CHRYSTIE,NA,CHRYSTIE,NA,207,233,206,232,5166,geo,IN
9,G00005042,GREENWICH AVE,NA,GREENWICH AVE,NA,79,93,76,92,5168,geo,IN
16,G00005044,W 37,NA,W 37,NA,120,178,121,175,5170,geo,IN
19,G00005045,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5171,geo,IN
12,G00005046,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,5172,geo,IN
12,G00005047,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5173,geo,IN
9,G00005048,HUDSON,NA,HUDSON,NA,535,549,538,550,5174,geo,IN
18,G00005049,E 32,NA,E 32,NA,109,151,108,152,5175,geo,IN
2,G00005050,FULTON,NA,FULTON,NA,26,30,27,29,5176,geo,IN
12,G00005052,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,5178,geo,IN
12,G00005054,W 119,NA,W 119,NA,NA,NA,NA,NA,5179,geo,IN
15,G00005056,MAC DOUGAL,NA,MAC DOUGAL,NA,75,107,74,106,5181,geo,IN
19,G00005057,W 55,NA,W 55,NA,NA,NA,NA,NA,5182,geo,IN
17,G00005058,1 AVE,NA,1 AVE,NA,13,31,12,28,5183,geo,IN
10,G00005064,LUDLOW,NA,LUDLOW,NA,1,29,2,30,5187,geo,IN
18,G00005065,3 AVE,NA,3 AVE,NA,468,482,475,489,5188,geo,IN
18,G00005067,E 38,NA,E 38,NA,123,155,122,168,5190,geo,WN
5,G00005068,FRANKLIN,NA,FRANKLIN,NA,69,69,64,68,5191,geo,IN
12,G00005069,E 113,NA,E 113,NA,NA,NA,NA,NA,5192,geo,IN
18,G00005070,W 27,NA,W 27,NA,2,14,1,13,5193,geo,IN
12,G00005071,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,5194,geo,IN
18,G00005072,3 AVE,NA,3 AVE,NA,282,296,281,295,5195,geo,IN
12,G00005074,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5197,geo,IN
19,G00005075,W 70,NA,W 70,NA,NA,NA,NA,NA,5198,geo,IN
12,G00005077,W 155,NA,W 155,NA,NA,NA,NA,NA,5200,geo,IN
19,G00005080,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,5203,geo,IN
19,G00005081,C W P,NA,C W P,NA,NA,NA,NA,NA,5204,geo,IN
12,G00005082,E 114,NA,E 114,NA,NA,NA,NA,NA,5205,geo,IN
2,G00005083,FRONT,NA,FRONT,NA,156,160,153,159,5206,geo,IN
19,G00005084,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,5207,geo,IN
12,G00005085,W 111,NA,W 111,NA,NA,NA,NA,NA,5208,geo,IN
6,G00005086,SAINT ANDREWS PLZ,DUANE,SAINT ANDREWS PLZ,NA,22,28,23,29,5209,geo,IN
10,G00005087,ALLEN,NA,ALLEN,NA,15,39,14,38,5210,geo,IN
16,G00005088,7 AVE,NA,7 AVE,NA,190,208,189,207,5211,geo,IN
19,G00005089,E 74,NA,E 74,NA,NA,NA,NA,NA,5212,geo,IN
8,G00005090,GRAND,NA,GRAND,NA,88,106,89,105,5213,geo,IN
19,G00005091,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5214,geo,IN
19,G00005092,W 85,NA,W 85,NA,NA,NA,NA,NA,5215,geo,IN
1,G00005093,PEARL,NA,PEARL,NA,107,121,NA,NA,5216,geo,IN
19,G00005094,E 67,NA,E 67,NA,NA,NA,NA,NA,5217,geo,IN
12,G00005098,W END AVE,11 AVE,W END AVE,NA,NA,NA,NA,NA,5221,geo,IN
19,G00005099,E 54,NA,E 54,NA,NA,NA,NA,NA,5222,geo,IN
19,G00005100,E END AVE,NA,E END AVE,NA,NA,NA,NA,NA,5223,geo,IN
19,G00005102,1 AVE,NA,1 AVE,NA,965,979,966,980,5225,geo,IN
12,G00005103,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5226,geo,IN
19,G00005105,7 AVE,NA,7 AVE,NA,NA,NA,NA,NA,5228,geo,IN
5,G00005107,VARICK,NA,VARICK,NA,1,11,2,10,5230,geo,IN
19,G00005110,E 65,NA,E 65,NA,150,180,151,189,5233,geo,IN
16,G00005111,W 27,NA,W 27,NA,236,294,235,299,5234,geo,IN
13,G00005112,ATTORNEY,NA,ATTORNEY,NA,75,111,80,110,5235,geo,IN
12,G00005114,W 214,NA,W 214,NA,NA,NA,NA,NA,5237,geo,IN
19,G00005115,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5238,geo,IN
9,G00005116,GREENWICH,NA,GREENWICH,NA,650,680,651,683,5239,geo,IN
19,G00005119,W 74,NA,W 74,NA,NA,NA,NA,NA,5242,geo,IN
12,G00005121,E 90,NA,E 90,NA,NA,NA,NA,NA,5244,geo,IN
18,G00005122,E 32,NA,E 32,NA,25,45,26,46,5245,geo,IN
6,G00005126,READE,NA,READE,NA,1,11,2,10,5249,geo,IN
12,G00005128,PLEASANT AVE,NA,PLEASANT AVE,NA,NA,NA,NA,NA,5251,geo,IN
15,G00005130,MERCER,NA,MERCER,NA,229,241,238,244,5253,geo,IN
19,G00005132,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,NA,5254,geo,IN
19,G00005133,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5255,geo,IN
19,G00005134,YORK AVE,NA,YORK AVE,NA,NA,NA,NA,NA,5256,geo,IN
9,G00005136,HUDSON,NA,HUDSON,NA,387,403,386,402,5258,geo,IN
17,G00005138,2 AVE,NA,2 AVE,NA,53,67,54,66,5260,geo,IN
7,G00005139,MARKET,NA,MARKET,NA,40,56,39,55,5261,geo,IN
15,G00005140,MINETTA LN,MINETTO LN,MINETTA LN,"MINETTA , MINETTO , MINETTA LN",21,27,16,24,5262,geo,NA
12,G00005141,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,5263,geo,IN
12,G00005143,C W P,NA,C W P,NA,NA,NA,NA,NA,5264,geo,IN
19,G00005145,E 49,NA,E 49,NA,91,109,96,112,5266,geo,IN
18,G00005146,PARK AVE,NA,PARK AVE,NA,598,620,NA,NA,5267,geo,IN
19,G00005147,E 59,NA,E 59,NA,NA,NA,NA,NA,5268,geo,IN
5,G00005154,DESBROSSES,NA,DESBROSSES,NA,23,29,24,30,5275,geo,IN
19,G00005155,W 41,NA,W 41,NA,114,172,113,173,5276,geo,IN
11,G00005156,E 9,NA,E 9,NA,302,348,303,347,5277,geo,IN
12,G00005157,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5278,geo,IN
8,G00005158,VARICK,NA,VARICK,NA,93,109,92,108,5279,geo,IN
12,G00005159,LENOX AVE,NA,LENOX AVE,NA,NA,NA,NA,NA,5280,geo,IN
12,G00005160,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,5281,geo,IN
12,G00005161,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,5282,geo,IN
6,G00005162,WALKER,NA,WALKER,NA,70,76,71,77,5283,geo,IN
8,G00005163,HOWARD,NA,HOWARD,NA,47,53,48,54,5284,geo,IN
18,G00005164,W 23,NA,W 23,NA,2,64,1,65,5285,geo,IN
7,G00005166,JACKSON,NA,JACKSON,NA,62,76,63,77,5287,geo,IN
19,G00005167,E 53,NA,E 53,NA,113,159,114,162,5288,geo,IN
19,G00005170,E 55,NA,E 55,NA,NA,NA,NA,NA,5291,geo,IN
19,G00005171,E 58,NA,E 58,NA,NA,NA,NA,NA,5292,geo,IN
9,G00005173,GREENWICH,NA,GREENWICH,NA,602,618,601,617,5294,geo,IN
12,G00005174,BROADWAY,KINGS BRG RD,BROADWAY,NA,NA,NA,NA,NA,5295,geo,IN
4,G00005175,MADISON,NA,MADISON,NA,51,59,48,60,5296,geo,IN
12,G00005177,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5298,geo,IN
9,G00005179,W 12,TROY,W 12,NA,2,44,1,43,5300,geo,IN
12,G00005181,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5302,geo,IN
12,G00005182,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5303,geo,IN
12,G00005183,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,5304,geo,IN
12,G00005184,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5305,geo,IN
15,G00005185,WASHINGTON PL,NA,WASHINGTON PL,NA,6,20,5,21,5306,geo,IN
6,G00005186,BAXTER,NA,BAXTER,NA,84,102,77,99,5307,geo,IN
2,G00005187,CLIFF,NA,CLIFF,NA,39,55,36,56,5308,geo,IN
17,G00005188,1 AVE,NA,1 AVE,NA,51,59,52,66,5309,geo,IN
19,G00005189,W 82,NA,W 82,NA,NA,NA,NA,NA,5310,geo,IN
11,G00005191,PITT,NA,PITT,NA,79,111,82,112,5312,geo,IN
18,G00005194,MADISON AVE,NA,MADISON AVE,NA,226,244,227,245,5315,geo,IN
12,G00005196,E 103,NA,E 103,NA,NA,NA,NA,NA,5317,geo,IN
14,G00005197,SPRING,NA,SPRING,NA,2,12,1,11,5318,geo,IN
19,G00005201,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,5322,geo,IN
15,G00005202,LAGUARDIA PL,LAURENS,LAGUARDIA PL,NA,1,25,2,26,5323,geo,IN
8,G00005203,W BROADWAY,LAURENS,W BROADWAY,NA,59,91,58,90,5324,geo,IN
8,G00005205,SPRING,NA,SPRING,NA,228,258,231,259,5326,geo,IN
8,G00005206,WOOSTER,NA,WOOSTER,NA,131,161,128,160,5327,geo,IN
1,G00005208,WALL,NA,WALL,NA,22,46,23,51,5329,geo,IN
12,G00005210,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5331,geo,IN
1,G00005211,HANOVER SQ,OLD SLIP,HANOVER SQ,NA,2,12,5,13,5332,geo,IN
19,G00005212,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,5333,geo,IN
12,G00005214,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,5335,geo,IN
14,G00005215,SPRING,NA,SPRING,NA,48,62,47,61,5336,geo,IN
12,G00005223,W 184,NA,W 184,NA,NA,NA,NA,NA,5344,geo,IN
19,G00005225,E 85,NA,E 85,NA,NA,NA,NA,NA,5346,geo,IN
16,G00005226,7 AVE,NA,7 AVE,NA,286,294,281,295,5347,geo,IN
18,G00005227,E 29,NA,E 29,NA,21,51,22,50,5348,geo,IN
15,G00005228,UNIVERSITY PL,NA,UNIVERSITY PL,NA,28,48,29,47,5349,geo,IN
16,G00005229,W 37,NA,W 37,NA,238,296,241,297,5350,geo,IN
18,G00005231,W 30,NA,W 30,NA,2,32,1,33,5352,geo,IN
17,G00005232,3 AVE,NA,3 AVE,NA,20,24,NA,NA,5353,geo,IN
17,G00005233,1 AVE,NA,1 AVE,NA,61,75,68,84,5354,geo,IN
19,G00005234,E 85,NA,E 85,NA,NA,NA,NA,NA,5355,geo,IN
9,G00005235,JONES,NA,JONES,NA,2,34,1,33,5356,geo,IN
19,G00005236,E 68,NA,E 68,NA,NA,NA,NA,NA,5357,geo,IN
17,G00005239,STANTON,NA,STANTON,NA,90,102,91,101,5360,geo,IN
19,G00005240,6 AVE,NA,6 AVE,NA,751,779,752,764,5361,geo,WN
9,G00005242,GREENWICH,NA,GREENWICH,NA,768,776,771,775,5363,geo,IN
16,G00005243,8 AVE,NA,8 AVE,NA,333,351,326,342,5364,geo,IN
19,G00005246,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5367,geo,IN
16,G00005247,W 18,NA,W 18,NA,242,300,241,307,5368,geo,IN
12,G00005248,W 178,NA,W 178,NA,NA,NA,NA,NA,5369,geo,IN
12,G00005249,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,5370,geo,IN
12,G00005250,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,5371,geo,IN
12,G00005251,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5372,geo,IN
19,G00005258,E 83,NA,E 83,NA,NA,NA,NA,NA,5377,geo,IN
14,G00005260,BAXTER,NA,BAXTER,NA,130,154,131,159,5379,geo,IN
12,G00005261,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,5380,geo,IN
18,G00005262,E 36,NA,E 36,NA,1,11,2,10,5381,geo,IN
18,G00005264,E 32,NA,E 32,NA,47,79,48,80,5383,geo,IN
11,G00005265,BARUCH PL,GOERCK,BARUCH PL,NA,119,145,118,144,5384,geo,IN
17,G00005266,ALLEN,NA,ALLEN,NA,147,177,148,178,5385,geo,IN
5,G00005267,W BROADWAY,NA,W BROADWAY,NA,144,150,143,151,5386,geo,IN
12,G00005268,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,5387,geo,IN
19,G00005269,W 44,NA,W 44,NA,250,304,249,297,5388,geo,IN
16,G00005270,W 15,NA,W 15,NA,124,184,123,183,5389,geo,IN
15,G00005271,WASHINGTON N SQ,WASHINGTON SQ,WASHINGTON N SQ,NA,NA,NA,1,13,5390,geo,IN
19,G00005275,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5394,geo,IN
17,G00005279,E 9,NA,E 9,NA,154,158,155,159,5398,geo,IN
12,G00005282,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,5401,geo,IN
18,G00005285,5 AVE,NA,5 AVE,NA,140,154,139,151,5403,geo,IN
12,G00005286,E 108,NA,E 108,NA,NA,NA,NA,NA,5404,geo,IN
10,G00005291,BROOME,NA,BROOME,NA,211,225,212,226,5409,geo,IN
19,G00005292,W 48,NA,W 48,NA,136,176,121,177,5410,geo,WN
12,G00005293,E 125,NA,E 125,NA,NA,NA,NA,NA,5411,geo,IN
19,G00005294,W 45,NA,W 45,NA,236,254,235,253,5412,geo,IN
12,G00005296,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,5414,geo,IN
18,G00005297,LEX AVE,NA,LEX AVE,NA,10,16,11,17,5415,geo,IN
1,G00005304,BROADWAY,NA,BROADWAY,NA,NA,NA,88,106,5421,geo,IN
9,G00005305,WASHINGTON,NA,WASHINGTON,NA,770,782,771,781,5422,geo,IN
2,G00005306,FULTON,NA,FULTON,NA,16,18,15,17,5423,geo,IN
12,G00005307,MADISON AVE,NA,MADISON AVE,NA,NA,NA,NA,NA,5424,geo,IN
19,G00005310,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5427,geo,IN
18,G00005312,3 AVE,NA,3 AVE,NA,192,196,191,199,5429,geo,IN
12,G00005313,W 118,NA,W 118,NA,NA,NA,NA,NA,5430,geo,IN
12,G00005314,LENOX AVE,NA,LENOX AVE,NA,NA,NA,NA,NA,5431,geo,IN
12,G00005316,MORNINGSIDE AVE,NA,MORNINGSIDE AVE,NA,NA,NA,NA,NA,5432,geo,IN
12,G00005318,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5434,geo,IN
12,G00005323,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,5439,geo,IN
16,G00005325,W 19,NA,W 19,NA,248,302,249,303,5441,geo,IN
12,G00005326,SAINT NICHOLAS AVE,KINGS BRG RD,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,5442,geo,IN
8,G00005327,WATTS,NA,WATTS,NA,1,29,2,30,5443,geo,IN
12,G00005328,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,5444,geo,IN
12,G00005329,LENOX AVE,NA,LENOX AVE,NA,NA,NA,NA,NA,5445,geo,IN
12,G00005330,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,5446,geo,IN
5,G00005331,SAINT JOHNS LN,NA,SAINT JOHNS LN,NA,12,16,11,15,5447,geo,IN
15,G00005333,MAC DOUGAL,NA,MAC DOUGAL,NA,131,139,130,140,5449,geo,IN
12,G00005335,W END AVE,NA,W END AVE,NA,NA,NA,NA,NA,5451,geo,IN
12,G00005336,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5452,geo,IN
19,G00005339,E 70,NA,E 70,NA,NA,NA,NA,NA,5455,geo,IN
12,G00005340,W 90,NA,W 90,NA,NA,NA,NA,NA,5456,geo,IN
13,G00005341,DELANCEY,NA,DELANCEY,NA,198,214,197,213,5457,geo,IN
12,G00005343,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,5459,geo,IN
12,G00005344,MACOMBS PL,NA,MACOMBS PL,NA,NA,NA,NA,NA,5460,geo,IN
12,G00005346,YORK AVE,NA,YORK AVE,NA,NA,NA,NA,NA,5462,geo,IN
19,G00005347,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,5463,geo,IN
2,G00005348,GOLD,NA,GOLD,NA,61,65,64,66,5464,geo,IN
1,G00005349,WHITEHALL,NA,WHITEHALL,NA,15,27,16,20,5465,geo,IN
17,G00005350,E 9,NA,E 9,NA,160,172,161,171,5466,geo,IN
19,G00005351,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,5467,geo,IN
9,G00005352,GREENWICH AVE,NA,GREENWICH AVE,NA,95,103,94,104,5468,geo,IN
1,G00005353,BROADWAY,NA,BROADWAY,NA,29,55,32,60,5469,geo,IN
13,G00005354,PITT,NA,PITT,NA,1,17,2,18,5470,geo,IN
1,G00005357,NEW,NA,NEW,NA,30,70,31,83,5473,geo,WN
19,G00005361,W END AVE,NA,W END AVE,NA,NA,NA,NA,NA,5477,geo,IN
12,G00005364,LENOX AVE,NA,LENOX AVE,NA,NA,NA,NA,NA,5480,geo,IN
5,G00005366,BEACH,NA,BEACH,NA,52,64,53,61,5482,geo,IN
1,G00005367,BROADWAY,NA,BROADWAY,NA,57,73,58,80,5483,geo,IN
12,G00005368,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5484,geo,IN
14,G00005369,BROOME,NA,BROOME,NA,355,369,358,370,5485,geo,IN
19,G00005371,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,5487,geo,IN
12,G00005372,W 177,NA,W 177,NA,NA,NA,NA,NA,5488,geo,IN
12,G00005375,10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,5491,geo,IN
12,G00005376,BROADWAY,KINGS BRG RD,BROADWAY,NA,NA,NA,NA,NA,5492,geo,IN
12,G00005378,W 207,NA,W 207,NA,NA,NA,NA,NA,5494,geo,IN
10,G00005379,ALLEN,NA,ALLEN,NA,117,145,118,146,5495,geo,IN
2,G00005384,JOHN,NA,JOHN,NA,67,87,70,88,5500,geo,IN
19,G00005387,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,5503,geo,IN
12,G00005388,W 168,NA,W 168,NA,NA,NA,NA,NA,5504,geo,IN
15,G00005391,W 3,AMITY,W 3,NA,62,76,61,77,5507,geo,IN
9,G00005393,W 11,HAMMOND,W 11,NA,108,136,107,135,5509,geo,IN
2,G00005394,JOHN,NA,JOHN,NA,33,49,32,50,5510,geo,IN
3,G00005396,HUDSON,NA,HUDSON,NA,1,7,NA,NA,5512,geo,IN
18,G00005399,E 32,NA,E 32,NA,1,23,2,24,5515,geo,IN
16,G00005400,W 23,LONDON TER,W 23,W 23,258,324,1,71,5516,geo,WN
19,G00005402,11 AVE,NA,11 AVE,NA,529,545,528,544,5518,geo,IN
14,G00005403,LAFAYETTE,ELM,LAFAYETTE,NA,128,152,129,149,5519,geo,IN
12,G00005405,W 138,NA,W 138,NA,NA,NA,NA,NA,5520,geo,IN
18,G00005406,E 20,NA,E 20,NA,NA,NA,1,12,5521,geo,EO
9,G00005407,W 4,NA,W 4,NA,35,49,36,50,5522,geo,IN
6,G00005411,WHITE,NA,WHITE,NA,80,96,81,95,5526,geo,IN
18,G00005412,W 19,NA,W 19,NA,2,68,1,67,5527,geo,IN
18,G00005413,E 23,NA,E 23,NA,125,163,126,164,5528,geo,IN
5,G00005418,CHURCH,NA,CHURCH,NA,162,172,163,173,5533,geo,IN
19,G00005419,E 85,NA,E 85,NA,NA,NA,NA,NA,5534,geo,IN
1,G00005420,GOUVERNEUR LN,NA,GOUVERNEUR LN,NA,1,3,2,4,5535,geo,IN
12,G00005422,W 111,NA,W 111,NA,NA,NA,NA,NA,5537,geo,IN
12,G00005424,PLEASANT AVE,NA,PLEASANT AVE,NA,NA,NA,NA,NA,5539,geo,IN
16,G00005425,10 AVE,NA,10 AVE,NA,327,341,328,342,5540,geo,IN
18,G00005426,E 34,NA,E 34,NA,103,133,102,128,5541,geo,IN
5,G00005427,HUDSON,NA,HUDSON,NA,197,211,196,208,5542,geo,IN
5,G00005429,WHITE,NA,WHITE,NA,32,56,33,57,5544,geo,IN
9,G00005431,W 4,NA,W 4,NA,NA,NA,20,24,5546,geo,IN
18,G00005434,GRAMERCY S PARK,NA,GRAMERCY S PARK,NA,NA,NA,13,19,5549,geo,IN
9,G00005437,GREENWICH AVE,NA,GREENWICH AVE,NA,7,19,10,18,5552,geo,IN
18,G00005438,E 21,NA,E 21,NA,1,15,2,14,5553,geo,IN
14,G00005439,BROOME,NA,BROOME,NA,399,403,400,404,5554,geo,IN
19,G00005440,PARK AVE,NA,PARK AVE,NA,NA,NA,629,643,5555,geo,IN
19,G00005441,E 41,NA,E 41,NA,101,121,104,122,5556,geo,IN
13,G00005443,BROOME,NA,BROOME,NA,147,159,146,160,5558,geo,IN
9,G00005444,8 AVE,NA,8 AVE,NA,31,47,NA,NA,5559,geo,IN
12,G00005445,W 182,NA,W 182,NA,NA,NA,NA,NA,5560,geo,IN
9,G00005447,W LITTLE 12,NA,W LITTLE 12,NA,NA,NA,NA,NA,5562,geo,IN
11,G00005450,AVE C,NA,AVE C,NA,123,139,122,138,5565,geo,IN
12,G00005451,E 92,NA,E 92,NA,NA,NA,NA,NA,5566,geo,IN
19,G00005453,11 AVE,NA,11 AVE,NA,NA,NA,462,480,5568,geo,IN
9,G00005454,W 13,NA,W 13,NA,174,178,175,179,5569,geo,IN
18,G00005455,5 AVE,NA,5 AVE,NA,156,160,153,161,5570,geo,IN
19,G00005457,11 AVE,NA,11 AVE,NA,511,527,510,526,5572,geo,IN
10,G00005458,BROOME,NA,BROOME,NA,291,305,292,306,5573,geo,IN
12,G00005459,W 176,NA,W 176,NA,NA,NA,NA,NA,5574,geo,IN
12,G00005460,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,5575,geo,IN
3,G00005464,CHURCH,NA,CHURCH,NA,32,40,31,39,5579,geo,IN
