ED,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
16,G00002472,7 AVE,NA,7 AVE,NA,210,226,209,225,2668,geo,IN
10,G00002473,GRAND,NA,GRAND,NA,236,252,237,253,2669,geo,IN
12,G00002475,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,2671,geo,IN
12,G00002476,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2672,geo,IN
12,G00002477,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,2673,geo,IN
17,G00002478,ALLEN,NA,ALLEN,NA,179,213,180,214,2674,geo,IN
12,G00002481,W 175,NA,W 175,NA,NA,NA,NA,NA,2677,geo,IN
11,G00002482,E 3,NA,E 3,NA,181,253,182,254,2678,geo,IN
16,G00002486,9 AVE,NA,9 AVE,NA,459,473,444,470,2681,geo,WN
7,G00002487,MONROE,NA,MONROE,NA,1,43,2,44,2682,geo,IN
1,G00002488,GREENWICH,NA,GREENWICH,NA,94,112,91,111,2683,geo,IN
18,G00002489,E 38,NA,E 38,NA,33,57,34,56,2684,geo,IN
12,G00002492,E 90,NA,E 90,NA,NA,NA,NA,NA,2687,geo,IN
12,G00002493,W 179,NA,W 179,NA,NA,NA,NA,NA,2688,geo,IN
12,G00002494,E 118,NA,E 118,NA,NA,NA,NA,NA,2689,geo,IN
19,G00002495,W 51,NA,W 51,NA,68,132,67,131,2690,geo,IN
19,G00002497,W 48,NA,W 48,NA,2,60,1,59,2692,geo,IN
12,G00002499,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2694,geo,IN
12,G00002502,MORNINGSIDE AVE,NA,MORNINGSIDE AVE,NA,NA,NA,NA,NA,2697,geo,IN
16,G00002504,10 AVE,NA,10 AVE,NA,215,229,214,230,2699,geo,IN
1,G00002505,STONE,NA,STONE,NA,41,61,42,60,2700,geo,IN
16,G00002507,8 AVE,NA,8 AVE,NA,541,557,538,556,2702,geo,IN
19,G00002512,E 45,NA,E 45,NA,NA,NA,NA,NA,2706,geo,IN
7,G00002513,CHERRY,NA,CHERRY,NA,118,168,117,167,2707,geo,IN
12,G00002514,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2708,geo,IN
2,G00002515,GOLD,NA,GOLD,NA,37,51,38,52,2709,geo,IN
19,G00002517,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2711,geo,IN
12,G00002518,DONNELLON SQ,NA,DONNELLON SQ,NA,NA,NA,NA,NA,2712,geo,IN
7,G00002520,MONTGOMERY,NA,MONTGOMERY,NA,35,51,36,50,2714,geo,IN
18,G00002521,E 18,NA,E 18,NA,28,58,29,59,2715,geo,IN
19,G00002522,W END AVE,NA,W END AVE,NA,NA,NA,NA,NA,2716,geo,IN
7,G00002523,JEFFERSON,NA,JEFFERSON,NA,21,25,22,26,2717,geo,IN
19,G00002524,E 53,NA,E 53,NA,NA,NA,NA,NA,2718,geo,IN
19,G00002525,9 AVE,NA,9 AVE,NA,NA,NA,NA,NA,2719,geo,IN
1,G00002526,WATER,NA,WATER,NA,76,96,75,95,2720,geo,IN
19,G00002529,W 59,NA,W 59,NA,NA,NA,305,313,2723,geo,IN
17,G00002534,2 AVE,NA,2 AVE,NA,37,51,36,52,2728,geo,IN
12,G00002535,W END AVE,NA,W END AVE,NA,NA,NA,NA,NA,2729,geo,IN
12,G00002537,BROADWAY,KINGS BRG RD,BROADWAY,NA,NA,NA,NA,NA,2731,geo,IN
2,G00002540,MAIDEN LN,NA,MAIDEN LN,NA,1,19,2,18,2733,geo,IN
19,G00002541,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,978,994,2734,geo,IN
18,G00002542,E 28,NA,E 28,NA,21,47,22,48,2735,geo,IN
18,G00002543,1 AVE,NA,1 AVE,NA,357,385,374,382,2736,geo,WN
17,G00002546,E 6,NA,E 6,NA,64,104,63,85,2739,geo,WN
19,G00002549,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2741,geo,IN
18,G00002550,BROADWAY,NA,BROADWAY,NA,873,887,872,886,2742,geo,IN
17,G00002551,STUYVESANT,NA,STUYVESANT,NA,13,45,16,46,2743,geo,IN
17,G00002552,E 13,NA,E 13,NA,259,301,260,304,2744,geo,IN
17,G00002553,SAINT MARKS PL,NA,SAINT MARKS PL,NA,1,35,2,36,2745,geo,IN
9,G00002554,HUDSON,NA,HUDSON,NA,405,421,NA,NA,2746,geo,IN
19,G00002555,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2747,geo,IN
12,G00002558,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2750,geo,IN
19,G00002561,E 75,NA,E 75,NA,NA,NA,NA,NA,2753,geo,IN
16,G00002563,10 AVE,NA,10 AVE,NA,199,213,200,212,2755,geo,IN
19,G00002564,E 49,NA,E 49,NA,NA,NA,NA,NA,2756,geo,IN
18,G00002565,IRVING PL,NA,IRVING PL,NA,51,63,52,64,2757,geo,IN
4,G00002566,PEARL,NA,PEARL,NA,313,339,314,340,2758,geo,IN
18,G00002568,E 34,NA,E 34,NA,39,65,40,66,2760,geo,IN
12,G00002569,E 117,NA,E 117,NA,NA,NA,NA,NA,2761,geo,IN
12,G00002570,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2762,geo,IN
9,G00002571,GANSEVOORT,NA,GANSEVOORT,NA,50,76,NA,NA,2763,geo,IN
19,G00002572,8 AVE,NA,8 AVE,NA,741,749,742,748,2764,geo,IN
12,G00002573,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,2765,geo,IN
12,G00002574,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,2766,geo,IN
19,G00002579,7 AVE,NA,7 AVE,NA,794,810,795,811,2771,geo,IN
11,G00002581,AVE D,NA,AVE D,NA,NA,NA,NA,NA,2773,geo,IN
15,G00002582,E 12,NA,E 12,NA,29,47,34,54,2774,geo,IN
8,G00002583,GREENE,NA,GREENE,NA,37,53,36,56,2775,geo,IN
19,G00002586,E 73,NA,E 73,NA,NA,NA,NA,NA,2778,geo,IN
6,G00002592,CORTLANDT ALY,NA,CORTLANDT ALY,NA,2,10,1,9,2784,geo,IN
9,G00002593,W 4,NA,W 4,NA,51,67,52,68,2785,geo,IN
19,G00002594,LEX AVE,NA,LEX AVE,NA,NA,NA,NA,NA,2786,geo,IN
5,G00002595,GREENWICH,NA,GREENWICH,NA,296,306,301,305,2787,geo,IN
5,G00002599,HUDSON,NA,HUDSON,NA,53,61,52,60,2791,geo,IN
8,G00002600,HUDSON,NA,HUDSON,NA,219,243,214,230,2792,geo,WN
12,G00002602,W 177,NA,W 177,NA,NA,NA,NA,NA,2794,geo,IN
1,G00002603,BROAD,NA,BROAD,NA,107,111,110,122,2795,geo,WN
19,G00002604,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,2796,geo,IN
12,G00002605,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,2797,geo,IN
12,G00002607,E 125,NA,E 125,NA,NA,NA,NA,NA,2799,geo,IN
14,G00002609,MOTT,NA,MOTT,NA,243,291,242,290,2801,geo,IN
19,G00002610,E 61,NA,E 61,NA,NA,NA,NA,NA,2802,geo,IN
8,G00002612,SULLIVAN,NA,SULLIVAN,NA,2,20,1,19,2804,geo,IN
19,G00002614,10 AVE,NA,10 AVE,NA,509,525,510,528,2806,geo,IN
13,G00002615,BROOME,NA,BROOME,NA,195,209,192,210,2807,geo,IN
18,G00002616,W 34,NA,W 34,NA,1,12,49,65,2808,geo,WN
12,G00002618,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,2810,geo,IN
12,G00002621,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,2813,geo,IN
12,G00002622,W 183,NA,W 183,NA,NA,NA,NA,NA,2814,geo,IN
18,G00002625,E 24,NA,E 24,NA,59,89,58,88,2816,geo,IN
18,G00002630,5 AVE,NA,5 AVE,NA,130,138,127,137,2821,geo,IN
17,G00002633,AVE A,NA,AVE A,NA,157,173,156,170,2823,geo,IN
19,G00002634,YORK AVE,NA,YORK AVE,NA,NA,NA,NA,NA,2824,geo,IN
16,G00002635,W 18,NA,W 18,NA,64,120,65,119,2825,geo,IN
18,G00002636,1 AVE,NA,1 AVE,NA,267,281,274,288,2826,geo,IN
12,G00002637,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,2827,geo,IN
16,G00002638,W 36,NA,W 36,NA,80,116,79,123,2828,geo,IN
9,G00002639,HUDSON,NA,HUDSON,NA,445,463,438,462,2829,geo,IN
12,G00002641,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,2831,geo,IN
9,G00002643,W 12,TROY,W 12,NA,46,58,45,57,2833,geo,IN
18,G00002644,W 28,NA,W 28,NA,18,46,27,43,2834,geo,IN
15,G00002646,E 10,NA,E 10,NA,63,97,64,98,2836,geo,IN
19,G00002647,2 AVE,NA,2 AVE,NA,941,961,940,960,2837,geo,IN
19,G00002648,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2838,geo,IN
12,G00002650,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,2840,geo,IN
18,G00002653,PARK AVE S,NA,PARK AVE S,NA,306,314,305,315,2843,geo,IN
17,G00002655,STANTON,NA,STANTON,NA,40,58,41,59,2845,geo,IN
8,G00002658,SPRING,NA,SPRING,NA,88,104,89,105,2848,geo,IN
12,G00002660,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,2850,geo,IN
15,G00002661,E 11,NA,E 11,NA,34,60,35,59,2851,geo,IN
19,G00002663,E 62,NA,E 62,NA,NA,NA,NA,NA,2853,geo,IN
19,G00002664,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2854,geo,IN
9,G00002665,WASHINGTON,NA,WASHINGTON,NA,568,582,569,583,2855,geo,IN
16,G00002668,10 AVE,NA,10 AVE,NA,393,409,392,408,2858,geo,IN
13,G00002669,DELANCEY,NA,DELANCEY,NA,304,314,305,319,2859,geo,IN
12,G00002671,E 127,NA,E 127,NA,NA,NA,NA,NA,2861,geo,IN
19,G00002672,E 71,NA,E 71,NA,NA,NA,NA,NA,2862,geo,IN
18,G00002673,E 17,NA,E 17,NA,70,96,71,97,2863,geo,IN
9,G00002678,8 AVE,NA,8 AVE,NA,65,67,NA,NA,2868,geo,IN
15,G00002679,BROADWAY,NA,BROADWAY,NA,715,727,714,726,2869,geo,IN
18,G00002683,E 19,NA,E 19,NA,109,155,108,156,2873,geo,IN
12,G00002685,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,2875,geo,IN
19,G00002687,7 AVE,NA,7 AVE,NA,506,522,507,519,2877,geo,IN
19,G00002692,E 64,NA,E 64,NA,NA,NA,NA,NA,2882,geo,IN
12,G00002694,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,2883,geo,IN
1,G00002695,FRONT,NA,FRONT,NA,116,134,115,131,2884,geo,IN
12,G00002697,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2886,geo,IN
9,G00002698,DOWNING,NA,DOWNING,NA,34,70,35,71,2887,geo,IN
18,G00002699,LEX AVE,NA,LEX AVE,NA,70,88,69,87,2888,geo,IN
12,G00002701,BROADWAY,KINGS BRG RD,BROADWAY,NA,NA,NA,NA,NA,2890,geo,IN
9,G00002705,LEROY,NA,LEROY,NA,130,144,129,143,2894,geo,IN
19,G00002711,E 46,NA,E 46,NA,NA,NA,NA,NA,2900,geo,IN
14,G00002715,HESTER,NA,HESTER,NA,162,174,161,175,2904,geo,IN
12,G00002717,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,2906,geo,IN
12,G00002719,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,2908,geo,IN
5,G00002724,COLLISTER,NA,COLLISTER,NA,NA,NA,NA,NA,2912,geo,IN
18,G00002725,LEX AVE,NA,LEX AVE,NA,256,270,257,271,2913,geo,IN
15,G00002726,THOMPSON,NA,THOMPSON,NA,235,247,236,248,2914,geo,IN
19,G00002727,W 69,NA,W 69,NA,NA,NA,NA,NA,2915,geo,IN
12,G00002729,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,2917,geo,IN
19,G00002732,3 AVE,NA,3 AVE,NA,922,940,919,937,2920,geo,IN
11,G00002733,AVE C,NA,AVE C,NA,159,167,158,166,2921,geo,IN
12,G00002734,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2922,geo,IN
16,G00002737,W 17,NA,W 17,NA,130,200,131,201,2925,geo,IN
12,G00002738,W END AVE,NA,W END AVE,NA,NA,NA,NA,NA,2926,geo,IN
2,G00002742,PEARL,NA,PEARL,NA,237,265,238,266,2930,geo,IN
19,G00002743,E 57,NA,E 57,NA,NA,NA,NA,NA,2931,geo,IN
19,G00002744,2 AVE,NA,2 AVE,NA,NA,NA,810,822,2932,geo,IN
9,G00002745,WAVERLY PL,NA,WAVERLY PL,NA,NA,NA,153,161,2933,geo,IN
2,G00002746,FULTON,NA,FULTON,NA,72,76,73,79,2934,geo,IN
12,G00002747,W 185,NA,W 185,NA,NA,NA,NA,NA,2935,geo,IN
11,G00002752,E HOUSTON,2,E HOUSTON,NA,300,314,299,315,2940,geo,IN
12,G00002753,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,2941,geo,IN
18,G00002754,2 AVE,NA,2 AVE,NA,469,477,464,478,2942,geo,IN
19,G00002756,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,2944,geo,IN
9,G00002757,HUDSON,NA,HUDSON,NA,465,487,464,488,2945,geo,IN
12,G00002758,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,2946,geo,IN
16,G00002761,W 31,NA,W 31,NA,260,320,271,321,2949,geo,WN
16,G00002764,10 AVE,NA,10 AVE,NA,167,181,168,180,2952,geo,IN
19,G00002765,E 72,NA,E 72,NA,NA,NA,NA,NA,2953,geo,IN
1,G00002767,PINE,NA,PINE,NA,16,46,17,45,2955,geo,IN
19,G00002768,W 73,NA,W 73,NA,NA,NA,NA,NA,2956,geo,IN
19,G00002770,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,NA,2958,geo,IN
19,G00002771,E 71,NA,E 71,NA,NA,NA,NA,NA,2959,geo,IN
9,G00002775,WASHINGTON,NA,WASHINGTON,NA,816,830,815,829,2962,geo,IN
4,G00002780,OLIVER,NA,OLIVER,NA,2,14,1,11,2967,geo,IN
15,G00002781,MERCER,NA,MERCER,NA,179,217,180,216,2968,geo,IN
14,G00002782,CROSBY,NA,CROSBY,NA,26,46,27,47,2969,geo,IN
18,G00002785,W 36,NA,W 36,NA,2,74,1,67,2972,geo,IN
8,G00002786,WOOSTER,NA,WOOSTER,NA,57,89,56,90,2973,geo,IN
3,G00002788,CHURCH,NA,CHURCH,NA,88,94,87,93,2975,geo,IN
18,G00002790,E 26,NA,E 26,NA,115,159,118,160,2977,geo,IN
12,G00002791,E 94,NA,E 94,NA,NA,NA,NA,NA,2978,geo,IN
19,G00002793,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2980,geo,IN
11,G00002795,E 4,NA,E 4,NA,575,619,576,620,2982,geo,IN
19,G00002796,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2983,geo,IN
15,G00002797,ASTOR PL,NA,ASTOR PL,NA,2,14,1,13,2984,geo,IN
19,G00002799,BROADWAY,BLOOMINGDALE RD,BROADWAY,NA,NA,NA,NA,NA,2986,geo,IN
19,G00002801,E 64,NA,E 64,NA,NA,NA,NA,NA,2988,geo,IN
19,G00002803,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,2990,geo,IN
19,G00002805,W 51,NA,W 51,NA,258,292,257,293,2992,geo,IN
19,G00002806,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,2993,geo,IN
4,G00002808,WATER,NA,WATER,NA,260,278,259,279,2995,geo,IN
12,G00002809,E 111,NA,E 111,NA,NA,NA,NA,NA,2996,geo,IN
18,G00002810,2 AVE,NA,2 AVE,NA,281,283,280,286,2997,geo,IN
19,G00002812,E 52,NA,E 52,NA,NA,NA,NA,NA,2999,geo,IN
19,G00002814,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,3001,geo,IN
1,G00002816,RECTOR,NA,RECTOR,NA,3,11,2,10,3003,geo,IN
3,G00002817,BARCLAY,NA,BARCLAY,NA,58,74,57,73,3004,geo,IN
19,G00002818,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,3005,geo,IN
19,G00002819,E 53,NA,E 53,NA,67,79,70,80,3006,geo,IN
14,G00002821,HESTER,NA,HESTER,NA,176,190,177,191,3008,geo,IN
19,G00002823,7 AVE,NA,7 AVE,NA,704,720,705,721,3010,geo,IN
11,G00002824,E 9,NA,E 9,NA,350,400,349,401,3011,geo,IN
12,G00002825,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,NA,3012,geo,IN
2,G00002828,PLATT,NA,PLATT,NA,22,40,25,41,3015,geo,IN
18,G00002829,W 31,NA,W 31,NA,2,44,1,45,3016,geo,IN
12,G00002830,E 112,NA,E 112,NA,NA,NA,NA,NA,3017,geo,IN
17,G00002831,E 7,NA,E 7,NA,15,47,16,46,3018,geo,IN
16,G00002832,W 28,NA,W 28,NA,110,168,115,169,3019,geo,IN
9,G00002835,CHRISTOPHER,NA,CHRISTOPHER,NA,184,186,185,187,3022,geo,IN
3,G00002836,W BROADWAY,COLLEGE PL,W BROADWAY,NA,1,4,NA,NA,3023,geo,EO
16,G00002839,W 36,NA,W 36,NA,306,364,307,363,3026,geo,IN
19,G00002840,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,3027,geo,IN
15,G00002841,W 3,AMITY,W 3,NA,78,96,79,93,3028,geo,IN
4,G00002842,SOUTH,NA,SOUTH,NA,151,160,NA,NA,3029,geo,EO
7,G00002843,PIKE,NA,PIKE,NA,9,21,8,22,3030,geo,IN
15,G00002844,WASHINGTON N SQ,WASHINGTON SQ,WASHINGTON N SQ,NA,NA,NA,14,29,3031,geo,EO
19,G00002846,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,3033,geo,IN
5,G00002847,FRANKLIN,NA,FRANKLIN,NA,131,165,132,166,3034,geo,IN
19,G00002848,BROADWAY,BLOOMINGDALE RD,BROADWAY,NA,NA,NA,NA,NA,3035,geo,IN
16,G00002849,10 AVE,NA,10 AVE,NA,67,81,68,82,3036,geo,IN
19,G00002851,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,3038,geo,IN
10,G00002853,ELDRIDGE,NA,ELDRIDGE,NA,1,27,2,28,3039,geo,IN
16,G00002854,9 AVE,NA,9 AVE,NA,373,391,374,390,3040,geo,IN
5,G00002856,GREENWICH,NA,GREENWICH,NA,370,380,369,379,3042,geo,IN
12,G00002857,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,3043,geo,IN
19,G00002858,E 41,NA,E 41,NA,123,165,124,166,3044,geo,IN
12,G00002859,E 122,NA,E 122,NA,NA,NA,NA,NA,3045,geo,IN
15,G00002860,BLEECKER,LEROY PL,BLEECKER,NA,NA,NA,NA,NA,3046,geo,IN
8,G00002861,BROOME,NA,BROOME,NA,451,465,452,466,3047,geo,IN
15,G00002862,UNIVERSITY PL,NA,UNIVERSITY PL,NA,10,24,11,23,3048,geo,IN
18,G00002863,BROADWAY,NA,BROADWAY,NA,955,965,NA,NA,3049,geo,IN
2,G00002865,SOUTH,NA,SOUTH,NA,NA,NA,NA,NA,3051,geo,IN
19,G00002866,W 49,NA,W 49,NA,224,274,225,275,3052,geo,IN
15,G00002867,LAGUARDIA PL,LAURENS,LAGUARDIA PL,NA,169,199,166,196,3053,geo,IN
6,G00002870,WORTH,NA,WORTH,NA,149,168,NA,NA,3056,geo,EO
17,G00002871,2 AVE,NA,2 AVE,NA,17,35,18,34,3057,geo,IN
18,G00002872,GRAMERCY N PARK,NA,GRAMERCY N PARK,NA,70,82,NA,NA,3058,geo,IN
15,G00002875,BROADWAY,NA,BROADWAY,NA,745,755,746,754,3061,geo,IN
9,G00002876,7 AVE,NA,7 AVE,NA,12,32,17,33,3062,geo,IN
16,G00002880,7 AVE,NA,7 AVE,NA,128,142,127,141,3066,geo,IN
18,G00002881,3 AVE,NA,3 AVE,NA,152,170,151,169,3067,geo,IN
12,G00002882,W 108,NA,W 108,NA,NA,NA,NA,NA,3068,geo,IN
12,G00002884,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,3070,geo,IN
8,G00002888,THOMPSON,NA,THOMPSON,NA,83,121,82,118,3074,geo,IN
18,G00002891,MADISON AVE,NA,MADISON AVE,NA,NA,NA,25,37,3076,geo,IN
8,G00002892,SPRING,NA,SPRING,NA,308,318,305,317,3077,geo,IN
12,G00002893,W 140,NA,W 140,NA,NA,NA,NA,NA,3078,geo,IN
12,G00002895,E 87,NA,E 87,NA,NA,NA,NA,NA,3080,geo,IN
9,G00002896,W 12,TROY,W 12,NA,92,128,91,127,3081,geo,IN
18,G00002898,IRVING PL,NA,IRVING PL,NA,35,49,36,50,3083,geo,IN
12,G00002899,W 176,NA,W 176,NA,NA,NA,NA,NA,3084,geo,IN
2,G00002900,NASSAU,NA,NASSAU,NA,93,105,94,102,3085,geo,IN
19,G00002901,YORK AVE,NA,YORK AVE,NA,NA,NA,NA,NA,3086,geo,IN
19,G00002902,3 AVE,NA,3 AVE,NA,676,692,677,689,3087,geo,IN
5,G00002903,LEONARD,NA,LEONARD,NA,1,35,2,34,3088,geo,IN
11,G00002904,E 12,NA,E 12,NA,285,327,280,326,3089,geo,IN
19,G00002905,LEX AVE,NA,LEX AVE,NA,NA,NA,NA,NA,3090,geo,IN
19,G00002908,W 42,NA,W 42,NA,NA,NA,NA,NA,3092,geo,IN
18,G00002909,1 AVE,NA,1 AVE,NA,349,355,356,372,3093,geo,WN
12,G00002914,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,3098,geo,IN
19,G00002915,SUTTON S PL,NA,SUTTON S PL,NA,NA,NA,NA,NA,3099,geo,IN
12,G00002916,2 AVE,NA,2 AVE,NA,NA,NA,NA,NA,3100,geo,IN
19,G00002918,E 59,NA,E 59,NA,NA,NA,NA,NA,3102,geo,IN
19,G00002919,C W P,NA,C W P,NA,NA,NA,NA,NA,3103,geo,IN
3,G00002926,W BROADWAY,COLLEGE PL,W BROADWAY,NA,5,11,NA,NA,3110,geo,IN
16,G00002927,10 AVE,NA,10 AVE,NA,411,425,410,422,3111,geo,IN
12,G00002928,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,3112,geo,IN
19,G00002929,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,NA,3113,geo,IN
19,G00002930,9 AVE,NA,9 AVE,NA,NA,NA,NA,NA,3114,geo,IN
19,G00002931,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,3115,geo,IN
12,G00002933,3 AVE,NA,3 AVE,NA,NA,NA,NA,NA,3117,geo,IN
12,G00002934,SAINT NICHOLAS AVE,POST RD,SAINT NICHOLAS AVE,KINGSBRIDGE RD,NA,NA,NA,NA,3118,geo,IN
15,G00002935,E 9,NA,E 9,NA,88,130,87,131,3119,geo,IN
19,G00002937,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,3121,geo,IN
8,G00002939,W BROADWAY,LAURENS,W BROADWAY,NA,93,125,92,124,3122,geo,IN
12,G00002942,F DOUGLAS BLVD,NA,F DOUGLAS BLVD,NA,NA,NA,NA,NA,3125,geo,IN
17,G00002945,1 AVE,NA,1 AVE,NA,137,151,148,162,3128,geo,WN
9,G00002949,GREENWICH,NA,GREENWICH,NA,588,600,587,599,3132,geo,IN
1,G00002950,THAMES,NA,THAMES,NA,12,30,13,31,3133,geo,IN
5,G00002951,N MOORE,NA,N MOORE,NA,16,48,19,47,3134,geo,IN
18,G00002955,E 31,NA,E 31,NA,111,147,108,146,3138,geo,IN
12,G00002956,E 111,NA,E 111,NA,NA,NA,NA,NA,3139,geo,IN
16,G00002957,W 36,NA,W 36,NA,182,250,185,243,3140,geo,IN
1,G00002958,WHITEHALL,NA,WHITEHALL,NA,33,41,34,44,3141,geo,IN
7,G00002959,F D R DR,FRONT,F D R DR,NA,305,343,306,342,3142,geo,IN
18,G00002960,E 35,NA,E 35,NA,173,225,172,218,3143,geo,IN
13,G00002961,DELANCEY,NA,DELANCEY,NA,264,282,267,285,3144,geo,IN
17,G00002964,NORFOLK,NA,NORFOLK,NA,115,135,114,134,3147,geo,IN
3,G00002966,CHURCH,NA,CHURCH,NA,2,16,1,15,3149,geo,IN
12,G00002967,1 AVE,NA,1 AVE,NA,NA,NA,NA,NA,3150,geo,IN
5,G00002968,WASHINGTON,NA,WASHINGTON,NA,440,454,441,453,3151,geo,IN
19,G00002969,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,3152,geo,IN
18,G00002971,UNION E SQ,NA,UNION E SQ,NA,NA,NA,22,34,3154,geo,IN
12,G00002972,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,3155,geo,IN
9,G00002974,WASHINGTON,NA,WASHINGTON,NA,694,700,695,701,3157,geo,IN
13,G00002976,BIALYSTOKER PL,WILLETT,BIALYSTOKER PL,NA,1,19,2,20,3159,geo,IN
17,G00002977,COOPER SQ,3 AVE,COOPER SQ,NA,2,18,1,17,3160,geo,IN
9,G00002978,W 10,AMOS,W 10,NA,146,158,147,159,3161,geo,IN
14,G00002984,GRAND,NA,GRAND,NA,190,202,191,203,3167,geo,IN
17,G00002985,E 3,NA,E 3,NA,137,179,138,180,3168,geo,IN
7,G00002986,F D R DR,FRONT,F D R DR,NA,291,305,290,304,3169,geo,IN
12,G00002987,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,3170,geo,IN
9,G00002988,CHARLES,NA,CHARLES,NA,24,54,23,53,3171,geo,IN
2,G00002990,PLATT,NA,PLATT,NA,2,20,1,23,3173,geo,IN
9,G00002991,W 13,NA,W 13,NA,136,172,137,173,3174,geo,IN
8,G00002992,SULLIVAN,NA,SULLIVAN,NA,94,130,95,129,3175,geo,IN
8,G00002993,BROOME,NA,BROOME,NA,501,517,502,518,3176,geo,IN
12,G00002995,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,NA,3178,geo,IN
16,G00002997,W 15,NA,W 15,NA,244,298,245,299,3180,geo,IN
12,G00002998,W 187,NA,W 187,NA,NA,NA,NA,NA,3181,geo,IN
10,G00002999,ORCHARD,NA,ORCHARD,NA,107,135,108,136,3182,geo,IN
18,G00003000,E 26,NA,E 26,NA,1,27,NA,NA,3183,geo,IN
19,G00003002,E 55,NA,E 55,NA,NA,NA,NA,NA,3185,geo,IN
18,G00003004,E 15,NA,E 15,NA,NA,NA,141,157,3187,geo,IN
17,G00003005,STANTON,NA,STANTON,NA,60,72,61,73,3188,geo,IN
18,G00003009,E 25,NA,E 25,NA,25,49,28,48,3192,geo,IN
19,G00003010,E 77,NA,E 77,NA,NA,NA,NA,NA,3193,geo,IN
12,G00003011,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,NA,NA,NA,3194,geo,IN
19,G00003012,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,NA,3195,geo,IN
18,G00003013,E 22,NA,E 22,NA,105,141,104,142,3196,geo,IN
