Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,Ward_Right,Ward_Left,ObjectID,JoinId
NA,8 AVE,NA,8,NA,NA,NA,NA,22951,NA,NA,8
NA,BATH PLANK RD,NA,8,NA,NA,NA,NA,22952,NA,NA,8
NA,38,NA,8,NA,NA,NA,NA,22953,NA,NA,8
NA,BATH PLANK RD,NA,8,NA,NA,NA,NA,22954,NA,NA,8
NA,37,NA,8,NA,NA,NA,NA,22955,NA,NA,8
NA,38,NA,8,NA,NA,NA,NA,22956,NA,NA,8
NA,37,NA,8,NA,NA,NA,NA,22957,NA,NA,8
NA,NA,NA,8,NA,NA,NA,NA,22958,NA,7 AVE,8
NA,BATH PLANK RD,NA,8,NA,NA,NA,NA,22959,NA,NA,8
NA,5 AVE,NA,8,NA,NA,NA,NA,22960,NA,NA,8
NA,5 AVE,NA,8,NA,NA,NA,NA,22962,NA,NA,8
NA,50,NA,8,NA,NA,NA,NA,22963,NA,NA,8
NA,52,NA,8,NA,NA,NA,NA,22964,NA,NA,8
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,22965,NA,NA,NA
NA,SMITH,NA,NA,NA,NA,NA,NA,22966,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,22967,NA,NA,NA
NA,6,NA,NA,NA,NA,NA,NA,22968,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,22969,NA,KENT AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,22970,NA,KENT AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,22971,NA,NA,NA
NA,NA,NA,7,NA,NA,NA,NA,22973,NA,LEE AVE,7
NA,NA,NA,7,NA,NA,NA,NA,22974,NA,NA,7
NA,NA,NA,7,NA,NA,NA,NA,22975,NA,ROEBLING,7
NA,DIVISION,NA,7,NA,NA,NA,NA,22978,NA,NA,NA
NA,MORTON,NA,7,NA,NA,NA,NA,22979,NA,NA,7
NA,DIVISION,NA,7,NA,NA,NA,NA,22980,NA,NA,NA
NA,KENT AVE,NA,7,NA,NA,NA,NA,22981,NA,NA,7
NA,LITTLE,NA,5,NA,NA,NA,NA,22984,NA,NA,NA
NA,UNITED STATES,NA,NA,NA,NA,NA,NA,22985,NA,NA,NA
NA,LITTLE,NA,5,NA,NA,NA,NA,22986,NA,NA,NA
NA,GOLD,NA,5,NA,NA,NA,NA,22987,NA,NA,5
NA,FURMAN,NA,1,NA,NA,NA,NA,22989,NA,NA,1
NA,MIDDAGH,NA,1,NA,NA,NA,NA,22990,NA,NA,1
NA,FURMAN,NA,1,NA,NA,NA,NA,22991,NA,NA,1
NA,FULTON,NA,10,NA,NA,NA,NA,22992,NA,NA,4
NA,LIVINGSTON,NA,10,NA,NA,NA,NA,22993,NA,NA,10
NA,NEVINS,NA,10,NA,NA,NA,NA,22996,NA,NA,10
NA,NEVINS,NA,10,NA,NA,NA,NA,22997,NA,NA,10
NA,GROVE PL,NA,10,NA,NA,NA,NA,22998,NA,NA,10
NA,DIVISION,NA,11,NA,NA,NA,NA,23001,NA,NA,11
NA,AUBURN PL,NA,11,NA,NA,NA,NA,23002,NA,NA,11
NA,DIVISION,NA,11,NA,NA,NA,NA,23003,NA,NA,11
NA,FLUSHING AVE,NA,7,NA,NA,NA,NA,23010,NA,NA,7
NA,FLUSHING AVE,NA,7,NA,NA,NA,NA,23011,NA,NA,7
NA,FLUSHING AVE,NA,7,NA,NA,NA,NA,23012,NA,NA,7
NA,STEWARD AVE,NA,NA,NA,NA,NA,NA,23016,NA,NA,NA
NA,STEWARD AVE,NA,NA,NA,NA,NA,NA,23018,NA,NA,NA
NA,PARK AVE,NA,11,NA,NA,NA,NA,23020,NA,NA,11
NA,PARK AVE,NA,11,NA,NA,NA,NA,23021,NA,NA,11
NA,DIVISION,NA,11,NA,NA,NA,NA,23022,NA,NA,11
NA,HEMPDEM,NA,11,NA,NA,NA,NA,23023,NA,NA,11
NA,HEMPDEM,NA,11,NA,NA,NA,NA,23025,NA,NA,11
NA,DIVISION,NA,11,NA,NA,NA,NA,23026,NA,NA,11
NA,N PORTLAND AVE,NA,11,NA,NA,NA,NA,23027,NA,NA,11
NA,N PORTLAND AVE,NA,11,NA,NA,NA,NA,23028,NA,NA,11
NA,DIVISION,NA,11,NA,NA,NA,NA,23030,NA,NA,11
NA,TILLARY,NA,11,NA,NA,NA,NA,23031,NA,NA,11
NA,DIVISION,NA,11,NA,NA,NA,NA,23032,NA,NA,11
NA,GRAHAM,NA,7,NA,NA,NA,NA,23036,NA,NA,7
NA,KENT AVE,NA,7,NA,NA,NA,NA,23037,NA,NA,7
NA,HOPKINS,NA,7,NA,NA,NA,NA,23039,NA,NA,7
NA,ELLERY,NA,9,NA,NA,NA,NA,23040,NA,NA,9
NA,PARK AVE,NA,9,NA,NA,NA,NA,23041,NA,NA,9
NA,BEACH RD,NA,NA,NA,NA,NA,NA,23046,NA,NA,NA
NA,BEACH RD,NA,NA,NA,NA,NA,NA,23047,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23048,NA,NA,NA
NA,FORT HAMILTON AVE,NA,NA,NA,NA,NA,NA,23049,NA,NA,NA
NA,BEACH RD,NA,NA,NA,NA,NA,NA,23050,NA,NA,NA
NA,FORT HAMILTON AVE,NA,NA,NA,NA,NA,NA,23051,NA,NA,NA
NA,BEACH RD,NA,NA,NA,NA,NA,NA,23052,NA,NA,NA
NA,HOPKINS,NA,9,NA,NA,NA,NA,23062,NA,NA,9
NA,NA,NA,9,NA,NA,NA,NA,23063,NA,NA,9
NA,HOPKINS,NA,9,NA,NA,NA,NA,23064,NA,NA,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23065,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23066,NA,NA,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23067,NA,NA,NA
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23068,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23076,NA,HART,9
NA,NA,NA,9,NA,NA,NA,NA,23077,NA,WILLOUGHBY AVE,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23078,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23079,NA,WILLOUGHBY AVE,NA
NA,WOTHERSPOON,NA,9,NA,NA,NA,NA,23080,NA,VERNON AVE,9
NA,NA,NA,9,NA,NA,NA,NA,23081,NA,STUYVESANT AVE,9
NA,WOTHERSPOON,NA,9,NA,NA,NA,NA,23082,NA,VERNON AVE,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23083,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23084,NA,STUYVESANT AVE,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23085,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23086,NA,MYRTLE AVE,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23087,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23088,NA,STOCKTON,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23089,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23090,NA,NA,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23091,NA,NA,NA
NA,LEWIS,NA,9,NA,NA,NA,NA,23092,NA,NA,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23093,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23094,NA,PARK AVE,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23095,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23096,NA,ELLERY,9
NA,DIVISION AVE,NA,9,NA,NA,NA,NA,23097,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23117,NA,GATES AVE,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23118,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23119,NA,QUINCY,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23120,NA,NA,NA
NA,HICKORY,NA,9,NA,NA,NA,NA,23121,NA,LEXINGTON AVE,9
NA,NA,NA,9,NA,NA,NA,NA,23122,NA,RALPH AVE,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23123,NA,NA,NA
NA,GREENE,NA,9,NA,NA,NA,NA,23124,NA,NA,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23125,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23126,NA,VAN BUREN,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23127,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23128,NA,LAFAYETTE AVE,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23129,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23130,NA,PATCHEN AVE,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23131,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23132,NA,KOSCIUSZKO,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23133,NA,NA,NA
NA,NA,NA,9,NA,NA,NA,NA,23134,NA,DE KALB AVE,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23135,NA,NA,NA
NA,PULASKY,NA,9,NA,NA,NA,NA,23136,NA,NA,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23137,NA,NA,NA
NA,REED AVE,NA,9,NA,NA,NA,NA,23138,NA,MALCOLM X BLVD,9
NA,DIVISION,NA,9,NA,NA,NA,NA,23139,NA,NA,NA
NA,DIVISION,NA,9,NA,NA,NA,NA,23140,NA,NA,NA
NA,SARATOGA AVE,NA,9,NA,NA,NA,NA,23145,NA,NA,9
NA,MACON,NA,9,NA,NA,NA,NA,23148,NA,NA,9
NA,MACDONOUGH,NA,9,NA,NA,NA,NA,23149,NA,NA,9
NA,DECATUR,NA,9,NA,NA,NA,NA,23150,NA,NA,9
NA,MORRELL,NA,NA,NA,NA,NA,NA,23151,NA,NA,NA
NA,DECATUR,NA,9,NA,NA,NA,NA,23152,NA,NA,9
NA,BAINBRIDGE,NA,9,NA,NA,NA,NA,23153,NA,NA,9
NA,FULTON,NA,9,NA,NA,NA,NA,23156,NA,NA,9
NA,FULTON,NA,9,NA,NA,NA,NA,23157,NA,NA,9
NA,DECATUR,NA,9,NA,NA,NA,NA,23158,NA,NA,9
NA,HALSEY,NA,9,NA,NA,NA,NA,23161,NA,NA,9
NA,FULTON,NA,9,NA,NA,NA,NA,23163,NA,NA,9
NA,NA,NA,7,NA,NA,NA,NA,23164,NA,BEDFORD AVE,9
NA,NA,NA,9,NA,NA,NA,NA,23167,NA,NOSTRAND AVE,9
NA,FULTON,NA,7,NA,NA,NA,NA,23168,NA,NA,7
NA,MACON,NA,9,NA,NA,NA,NA,23170,NA,NA,9
NA,NA,NA,9,NA,NA,NA,NA,23171,NA,NOSTRAND AVE,9
NA,MCDONOUGH,NA,9,NA,NA,NA,NA,23172,NA,NA,9
NA,MARSHALL,NA,NA,NA,NA,NA,NA,23176,NA,NA,NA
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,23177,NA,NA,NA
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,23178,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23180,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23182,NA,COOK,NA
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,23183,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23184,NA,NA,NA
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,23185,NA,NA,NA
NA,BUSHWICK AVE,NA,NA,NA,NA,NA,NA,23186,NA,NA,NA
NA,NEWTOWN RD,NA,NA,NA,NA,NA,NA,23187,NA,NA,NA
NA,NEWTOWN RD,NA,NA,NA,NA,NA,NA,23188,NA,NA,NA
NA,RICHARDSON,NA,NA,NA,NA,NA,NA,23191,NA,NA,NA
NA,EWEN,NA,NA,NA,NA,NA,NA,23192,NA,NA,NA
NA,RICHARDSON,NA,NA,NA,NA,NA,NA,23193,NA,NA,NA
NA,EWEN,NA,NA,NA,NA,NA,NA,23194,NA,NA,NA
NA,GRAHAM,NA,NA,NA,NA,NA,NA,23195,NA,NA,NA
NA,NEWTON,NA,NA,NA,NA,NA,NA,23196,NA,NA,NA
NA,5,NA,10,NA,NA,NA,NA,23201,NA,NA,10
NA,3 AVE,NA,8,NA,NA,NA,NA,23203,NA,NA,8
NA,5,NA,8,NA,NA,NA,NA,23204,NA,NA,NA
NA,3 AVE,NA,8,NA,NA,NA,NA,23205,NA,NA,8
NA,4,NA,8,NA,NA,NA,NA,23206,NA,NA,8
NA,5,NA,8,NA,NA,NA,NA,23207,NA,NA,NA
NA,3 AVE,NA,8,NA,NA,NA,NA,23208,NA,NA,8
NA,2 AVE,NA,NA,NA,NA,NA,NA,23209,NA,NA,NA
NA,4,NA,8,NA,NA,NA,NA,23210,NA,NA,8
NA,1 AVE,NA,10,NA,NA,NA,NA,23211,NA,NA,10
NA,4,NA,10,NA,NA,NA,NA,23212,NA,NA,10
NA,4,NA,10,NA,NA,NA,NA,23214,NA,NA,10
NA,PRESIDENT,NA,10,NA,NA,NA,NA,23216,NA,NA,10
NA,NA,NA,10,NA,NA,NA,NA,23224,NA,BOND,10
NA,HOYT,NA,10,NA,NA,NA,NA,23225,NA,NA,10
NA,CARROLL,NA,10,NA,NA,NA,NA,23226,NA,NA,10
NA,HOYT,NA,10,NA,NA,NA,NA,23227,NA,NA,10
NA,SMITH,NA,10,NA,NA,NA,NA,23228,NA,NA,10
NA,CARROLL,NA,10,NA,NA,NA,NA,23229,NA,NA,10
NA,SMITH,NA,10,NA,NA,NA,NA,23230,NA,NA,10
NA,CARROLL,NA,10,NA,NA,NA,NA,23231,NA,NA,10
NA,1 AVE,NA,10,NA,NA,NA,NA,23235,NA,NA,10
NA,1 AVE,NA,10,NA,NA,NA,NA,23237,NA,NA,10
NA,1 AVE,NA,10,NA,NA,NA,NA,23239,NA,NA,10
NA,1,NA,10,NA,NA,NA,NA,23240,NA,NA,10
NA,3,NA,10,NA,NA,NA,NA,23241,NA,NA,10
NA,1 AVE,NA,10,NA,NA,NA,NA,23242,NA,NA,10
NA,CARROLL,NA,10,NA,NA,NA,NA,23243,NA,NA,10
NA,2,NA,10,NA,NA,NA,NA,23244,NA,NA,10
NA,1,NA,10,NA,NA,NA,NA,23245,NA,NA,10
NA,2 AVE,NA,10,NA,NA,NA,NA,23246,NA,NA,NA
NA,2 AVE,NA,10,NA,NA,NA,NA,23247,NA,NA,NA
NA,2 AVE,NA,10,NA,NA,NA,NA,23248,NA,NA,NA
NA,3,NA,10,NA,NA,NA,NA,23249,NA,NA,10
NA,2,NA,10,NA,NA,NA,NA,23250,NA,NA,10
NA,1 AVE,NA,8,NA,NA,NA,NA,23251,NA,NA,10
NA,HAMILTON AVE,NA,NA,NA,NA,NA,NA,23252,NA,NA,NA
NA,PROSPECT PL,NA,NA,NA,NA,NA,NA,23253,NA,NA,NA
NA,STEWARD AVE,NA,NA,NA,NA,NA,NA,23254,NA,NA,NA
NA,STATE RD,NA,NA,NA,NA,NA,NA,23255,NA,NA,NA
NA,KINGS HIGHWAY,NA,NA,NA,NA,NA,NA,23257,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23258,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23265,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,23266,NA,NA,NA
NA,BATH AVE,NA,NA,NA,NA,NA,NA,23267,NA,NA,NA
NA,BENNETS LN,NA,NA,NA,NA,NA,NA,23268,NA,NA,NA
NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,23269,NA,NA,NA
NA,BENNETS LN,NA,NA,NA,NA,NA,NA,23284,NA,NA,NA
NA,BENNETS LN,NA,NA,NA,NA,NA,NA,23285,NA,NA,NA
NA,BAY,NA,NA,NA,NA,NA,NA,23286,NA,NA,NA
NA,BAY,NA,NA,NA,NA,NA,NA,23288,NA,NA,NA
NA,BENNETS LN,NA,NA,NA,NA,NA,NA,23289,NA,NA,NA
NA,BAY,NA,NA,NA,NA,NA,NA,23290,NA,NA,NA
NA,35,NA,8,NA,NA,NA,NA,23302,NA,NA,8
NA,36,NA,8,NA,NA,NA,NA,23303,NA,NA,8
NA,37,NA,8,NA,NA,NA,NA,23304,NA,NA,8
NA,2 AVE,NA,8,NA,NA,NA,NA,23305,NA,NA,8
NA,38,NA,8,NA,NA,NA,NA,23306,NA,NA,NA
NA,39,NA,8,NA,NA,NA,NA,23307,NA,NA,8
NA,26,NA,8,NA,NA,NA,NA,23308,NA,NA,8
NA,27,NA,8,NA,NA,NA,NA,23309,NA,NA,8
NA,24,NA,8,NA,NA,NA,NA,23311,NA,NA,8
NA,23,NA,8,NA,NA,NA,NA,23312,NA,NA,8
NA,22,NA,8,NA,NA,NA,NA,23313,NA,NA,8
NA,25,NA,8,NA,NA,NA,NA,23315,NA,NA,8
NA,6 AVE,NA,8,NA,NA,NA,NA,23316,NA,NA,8
NA,25,NA,8,NA,NA,NA,NA,23317,NA,NA,8
NA,7 AVE,NA,NA,NA,NA,NA,NA,23324,NA,NA,NA
NA,39,NA,8,NA,NA,NA,NA,23326,NA,NA,8
NA,40,NA,8,NA,NA,NA,NA,23327,NA,NA,8
NA,41,NA,8,NA,NA,NA,NA,23328,NA,NA,8
NA,42,NA,8,NA,NA,NA,NA,23329,NA,NA,8
NA,43,NA,8,NA,NA,NA,NA,23330,NA,NA,8
NA,44,NA,8,NA,NA,NA,NA,23331,NA,NA,8
NA,45,NA,8,NA,NA,NA,NA,23332,NA,NA,8
NA,46,NA,8,NA,NA,NA,NA,23333,NA,NA,8
NA,49,NA,8,NA,NA,NA,NA,23335,NA,NA,8
NA,50,NA,8,NA,NA,NA,NA,23336,NA,NA,8
NA,51,NA,8,NA,NA,NA,NA,23337,NA,NA,8
NA,52,NA,8,NA,NA,NA,NA,23338,NA,NA,8
NA,53,NA,8,NA,NA,NA,NA,23339,NA,NA,8
NA,57,NA,8,NA,NA,NA,NA,23340,NA,NA,8
NA,54,NA,8,NA,NA,NA,NA,23341,NA,NA,8
NA,55,NA,8,NA,NA,NA,NA,23342,NA,NA,8
NA,56,NA,8,NA,NA,NA,NA,23343,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23344,NA,NA,8
NA,6 AVE,NA,8,NA,NA,NA,NA,23345,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23346,NA,NA,8
NA,5 AVE,NA,8,NA,NA,NA,NA,23347,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23349,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23351,NA,NA,8
NA,1 AVE,NA,8,NA,NA,NA,NA,23352,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23353,NA,NA,8
NA,2 AVE,NA,8,NA,NA,NA,NA,23354,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23355,NA,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,23356,NA,NA,8
NA,1 AVE,NA,8,NA,NA,NA,NA,23357,NA,NA,8
NA,MARTENSENS LN,NA,NA,NA,NA,NA,NA,23359,NA,NA,8
NA,MARTENSENS LN,NA,NA,NA,NA,NA,NA,23360,NA,NA,8
NA,38,NA,8,NA,NA,NA,NA,23361,NA,NA,8
NA,9 AVE,NA,8,NA,NA,NA,NA,23364,NA,NA,8
NA,15,NA,8,NA,NA,NA,NA,23365,NA,NA,8
NA,9 AVE,NA,8,NA,NA,NA,NA,23366,NA,NA,8
NA,15,NA,8,NA,NA,NA,NA,23367,NA,NA,8
NA,MIDDLE,NA,8,NA,NA,NA,NA,23368,NA,NA,8
NA,BRAXTON,NA,8,NA,NA,NA,NA,23369,NA,NA,8
NA,BERGEN LN,NA,NA,NA,NA,NA,NA,23381,NA,NA,NA
NA,BERGEN LN,NA,NA,NA,NA,NA,NA,23382,NA,NA,NA
NA,FOSTER AVE,NA,NA,NA,NA,NA,NA,23383,NA,NA,NA
NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,23384,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,23385,NA,NA,NA
NA,LAWRENCE AVE,NA,NA,NA,NA,NA,NA,23386,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,23387,NA,NA,NA
NA,FOSTER AVE,NA,NA,NA,NA,NA,NA,23388,NA,NA,NA
NA,WEBSTER AVE,NA,NA,NA,NA,NA,NA,23389,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,23390,NA,NA,NA
NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,23391,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,23392,NA,NA,NA
NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,23393,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,23394,NA,NA,NA
NA,LAWRENCE AVE,NA,NA,NA,NA,NA,NA,23395,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,23396,NA,NA,NA
NA,FOSTER AVE,NA,NA,NA,NA,NA,NA,23397,NA,NA,NA
NA,WEBSTER AVE,NA,NA,NA,NA,NA,NA,23398,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,23399,NA,NA,NA
NA,FOSTER AVE,NA,NA,NA,NA,NA,NA,23400,NA,NA,NA
NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,23402,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,23403,NA,NA,NA
NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,23404,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,23405,NA,NA,NA
NA,LAWRENCE AVE,NA,NA,NA,NA,NA,NA,23406,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,23407,NA,NA,NA
NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,23408,NA,NA,NA
NA,CONEY ISLAND PLANK RD,NA,NA,NA,NA,NA,NA,23409,NA,NA,NA
NA,WEBSTER AVE,NA,NA,NA,NA,NA,NA,23410,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,23411,NA,NA,NA
NA,CONEY ISLAND PLANK RD,NA,NA,NA,NA,NA,NA,23413,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,23414,NA,NA,NA
NA,WEBSTER AVE,NA,NA,NA,NA,NA,NA,23415,NA,NA,NA
NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,23416,NA,NA,NA
NA,CONEY ISLAND PLANK RD,NA,NA,NA,NA,NA,NA,23417,NA,NA,NA
NA,MARTENSENS LN,NA,NA,NA,NA,NA,NA,23427,NA,NA,NA
NA,CHURCH LN,NA,NA,NA,NA,NA,NA,23428,NA,NA,NA
NA,CHURCH LN,NA,NA,NA,NA,NA,NA,23429,NA,NA,NA
NA,MIDDLE,NA,8,NA,NA,NA,NA,23433,NA,NA,8
NA,20,NA,8,NA,NA,NA,NA,23436,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23437,NA,NA,8
NA,21,NA,8,NA,NA,NA,NA,23438,NA,NA,8
NA,15,NA,8,NA,NA,NA,NA,23440,NA,NA,8
NA,15,NA,8,NA,NA,NA,NA,23441,NA,NA,8
NA,WYKOFF,NA,8,NA,NA,NA,NA,23443,NA,NA,8
NA,CARROLL,NA,8,NA,NA,NA,NA,23453,NA,NA,8
NA,MACOMB,NA,8,NA,NA,NA,NA,23454,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23477,NA,NA,8
NA,13,NA,8,NA,NA,NA,NA,23478,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23479,NA,NA,8
NA,NA,NA,8,NA,NA,NA,NA,23480,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23481,NA,NA,8
NA,13,NA,8,NA,NA,NA,NA,23482,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23483,NA,NA,8
NA,12,NA,8,NA,NA,NA,NA,23484,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23485,NA,NA,8
NA,NA,NA,8,NA,NA,NA,NA,23486,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23487,NA,NA,8
NA,11,NA,8,NA,NA,NA,NA,23488,NA,NA,8
NA,13,NA,8,NA,NA,NA,NA,23489,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23490,NA,NA,8
NA,12,NA,8,NA,NA,NA,NA,23491,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23492,NA,NA,8
NA,10,NA,8,NA,NA,NA,NA,23493,NA,NA,8
NA,NA,NA,8,NA,NA,NA,NA,23494,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23495,NA,NA,8
NA,11,NA,8,NA,NA,NA,NA,23496,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23497,NA,NA,8
NA,9,NA,8,NA,NA,NA,NA,23498,NA,NA,8
NA,12,NA,8,NA,NA,NA,NA,23499,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23500,NA,NA,8
NA,10,NA,8,NA,NA,NA,NA,23501,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23502,NA,NA,8
NA,8,NA,8,NA,NA,NA,NA,23503,NA,NA,8
NA,11,NA,8,NA,NA,NA,NA,23504,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23505,NA,NA,8
NA,9,NA,8,NA,NA,NA,NA,23506,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23507,NA,NA,8
NA,7,NA,8,NA,NA,NA,NA,23508,NA,NA,8
NA,10,NA,8,NA,NA,NA,NA,23509,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23510,NA,NA,8
NA,8,NA,8,NA,NA,NA,NA,23511,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23512,NA,NA,8
NA,6,NA,8,NA,NA,NA,NA,23513,NA,NA,8
NA,9,NA,8,NA,NA,NA,NA,23514,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23515,NA,NA,8
NA,7,NA,8,NA,NA,NA,NA,23516,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23517,NA,NA,8
NA,5,NA,8,NA,NA,NA,NA,23518,NA,NA,8
NA,8,NA,8,NA,NA,NA,NA,23519,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23520,NA,NA,8
NA,6,NA,8,NA,NA,NA,NA,23521,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23522,NA,NA,8
NA,4,NA,8,NA,NA,NA,NA,23523,NA,NA,8
NA,7,NA,8,NA,NA,NA,NA,23524,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23525,NA,NA,8
NA,5,NA,8,NA,NA,NA,NA,23526,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23527,NA,NA,8
NA,3,NA,8,NA,NA,NA,NA,23528,NA,NA,8
NA,6,NA,8,NA,NA,NA,NA,23529,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23530,NA,NA,8
NA,4,NA,8,NA,NA,NA,NA,23531,NA,NA,8
NA,11 AVE,NA,8,NA,NA,NA,NA,23532,NA,NA,8
NA,2,NA,NA,NA,NA,NA,NA,23533,NA,NA,NA
NA,5,NA,8,NA,NA,NA,NA,23534,NA,NA,8
NA,10 AVE,NA,8,NA,NA,NA,NA,23535,NA,NA,8
NA,3,NA,8,NA,NA,NA,NA,23536,NA,NA,8
