Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,Ward_Right,Ward_Left,ObjectID,JoinId
NA,NA,NA,2,NA,NA,NA,NA,5544,NA,FRONT,2
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,5554,NA,BKLYN AVE,9
NA,NA,NA,10,NA,NA,NA,NA,5563,NA,ELM PL,10
NA,NA,NA,9,NA,NA,NA,NA,5566,NA,FULTON,9
NA,NA,NA,9,NA,NA,NA,NA,5570,NA,WASHINGTON AVE,9
NA,NA,NA,8,NA,NA,NA,NA,5571,NA,PRESIDENT,8
NA,NA,NA,11,NA,NA,NA,NA,5574,NA,PARK AVE,11
NA,NA,NA,6,NA,NA,NA,NA,5582,NA,PRESIDENT,6
NA,NA,NA,9,NA,NA,NA,NA,5583,NA,GARVEY BLVD,9
NA,NA,NA,10,NA,NA,NA,NA,5584,NA,BALTIC,10
NA,NA,NA,9,NA,NA,NA,NA,5589,NA,NOSTRAND AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5592,NA,KENT AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,5594,NA,GATES AVE,7
NA,NA,NA,9,NA,NA,NA,NA,5603,NA,CARROLL,9
NA,NA,NA,NA,NA,NA,NA,NA,5607,NA,UNION AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,5609,NA,NOSTRAND AVE,7
NA,NA,NA,6,NA,NA,NA,NA,5610,NA,KANE,6
NA,NA,NA,NA,NA,NA,NA,NA,5612,NA,BUSHWICK AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,5620,NA,BUSHWICK PL,NA
NA,NA,NA,8,NA,NA,NA,NA,5622,NA,12,8
NA,NA,NA,9,NA,NA,NA,NA,5635,NA,BAINBRIDGE,9
NA,NA,NA,9,NA,NA,NA,NA,5638,NA,SARATOGA AVE,9
NA,NA,NA,8,NA,NA,NA,NA,5641,NA,43,8
NA,NA,NA,9,NA,NA,NA,NA,5643,NA,TOMPKINS AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5644,NA,ROEBLING,NA
NA,NA,NA,8,NA,NA,NA,NA,5650,NA,1 AVE,8
NA,NA,NA,3,NA,NA,NA,NA,5656,NA,CLARK,3
NA,NA,NA,NA,NA,NA,NA,NA,5659,NA,GRAHAM AVE,NA
NA,NA,NA,11,NA,NA,NA,NA,5664,NA,MYRTLE AVE,11
NA,NA,NA,8,NA,NA,NA,NA,5669,NA,4 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,5672,NA,TROY AVE,9
NA,NA,NA,8,NA,NA,NA,NA,5674,NA,7 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,5685,NA,KING,6
NA,NA,NA,10,NA,NA,NA,NA,5694,NA,DE GRAW,10
NA,NA,NA,NA,NA,NA,NA,NA,5702,NA,BEDFORD AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,5706,NA,BOERUM,NA
NA,NA,NA,9,NA,NA,NA,NA,5709,NA,LEWIS AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5716,NA,KENT AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,5718,NA,BEDFORD AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5719,NA,LORIMER,NA
NA,NA,NA,7,NA,NA,NA,NA,5729,NA,GRAND AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,5730,NA,BERRY,NA
NA,NA,NA,8,NA,NA,NA,NA,5733,NA,53,8
NA,NA,NA,7,NA,NA,NA,NA,5741,NA,TOMPKINS AVE,7
NA,NA,NA,7,NA,NA,NA,NA,5742,NA,BEDFORD AVE,7
NA,NA,NA,9,NA,NA,NA,NA,5746,NA,ROGERS AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5748,NA,OLD WOOD POINT RD,NA
NA,NA,NA,NA,NA,NA,NA,NA,5751,NA,HUMBOLDT,NA
NA,NA,NA,6,NA,NA,NA,NA,5756,NA,HENRY,6
NA,NA,NA,5,NA,NA,NA,NA,5759,NA,DUFFIELD,5
NA,NA,NA,8,NA,NA,NA,NA,5763,NA,17,8
NA,NA,NA,NA,NA,NA,NA,NA,5764,NA,ATLANTIC AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,5769,NA,WASHINGTON AVE,9
NA,PULASKY,NA,9,NA,NA,NA,NA,5770,NA,PULASKI,9
NA,NA,NA,8,NA,NA,NA,NA,5771,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,5773,NA,S 3,NA
NA,NA,NA,1,NA,NA,NA,NA,5774,NA,HICKS,3
NA,NA,NA,9,NA,NA,NA,NA,5785,NA,WASHINGTON AVE,9
NA,NA,NA,9,NA,NA,NA,NA,5787,NA,PARK PL,9
NA,NA,NA,10,NA,NA,NA,NA,5788,NA,5 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,5790,NA,GRAHAM AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,5806,NA,LINCOLN PL,9
NA,NA,NA,9,NA,NA,NA,NA,5815,NA,PUTNAM AVE,9
NA,NA,NA,7,NA,NA,NA,NA,5817,NA,BEDFORD AVE,9
NA,NA,NA,7,NA,NA,NA,NA,5818,NA,KENT AVE,7
NA,NA,NA,10,NA,NA,NA,NA,5826,NA,NEVINS,10
NA,NA,NA,9,NA,NA,NA,NA,5828,NA,DEAN,9
NA,NA,NA,9,NA,NA,NA,NA,5834,NA,WILLOUGHBY AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5859,NA,JACKSON,NA
NA,NA,NA,6,NA,NA,NA,NA,5860,NA,W 9,6
NA,NA,NA,7,NA,NA,NA,NA,5863,NA,FULTON,7
NA,NA,NA,9,NA,NA,NA,NA,5873,NA,CARROLL,9
NA,NA,NA,9,NA,NA,NA,NA,5874,NA,PARK PL,9
NA,NA,NA,NA,NA,NA,NA,NA,5883,NA,RICHARDSON,NA
NA,NA,NA,NA,NA,NA,NA,NA,5887,NA,HUMBOLDT,NA
NA,NA,NA,7,NA,NA,NA,NA,5889,NA,GREENE AVE,7
NA,NA,NA,8,NA,NA,NA,NA,5897,NA,8,8
NA,NA,NA,8,NA,NA,NA,NA,5899,NA,6 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,5910,NA,CHAUNCEY,9
NA,NA,NA,8,NA,NA,NA,NA,5916,NA,50,8
NA,NA,NA,10,NA,NA,NA,NA,5917,NA,5 AVE,10
NA,NA,NA,NA,NA,NA,NA,NA,5928,NA,DRIGGS AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,5933,NA,LIBERTY AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,5946,NA,MACDOUGAL,9
NA,NA,NA,NA,NA,NA,NA,NA,5950,NA,N 1,NA
NA,NA,NA,7,NA,NA,NA,NA,5951,NA,HARRISON AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,5955,NA,GRAND,NA
NA,NA,NA,NA,NA,NA,NA,NA,5956,NA,RODNEY,NA
NA,NA,NA,9,NA,NA,NA,NA,5963,NA,GREENE AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,5967,NA,N 1,NA
NA,NA,NA,9,NA,NA,NA,NA,5970,NA,MACDOUGAL,9
NA,NA,NA,9,NA,NA,NA,NA,5974,NA,PACIFIC,11
NA,NA,NA,8,NA,NA,NA,NA,5980,NA,44,8
NA,NA,NA,11,NA,NA,NA,NA,5988,NA,FLUSHING AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,5993,NA,DE KALB AVE,7
NA,NA,NA,8,NA,NA,NA,NA,5997,NA,18,8
NA,NA,NA,NA,NA,NA,NA,NA,5998,NA,LEONARD,NA
NA,NA,NA,9,NA,NA,NA,NA,6002,NA,VANDERBILT AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6007,NA,MACON,9
NA,NA,NA,9,NA,NA,NA,NA,6011,NA,PRESIDENT,9
NA,NA,NA,8,NA,NA,NA,NA,6013,NA,1 AVE,8
NA,NA,NA,11,NA,NA,NA,NA,6015,NA,PARK AVE,11
NA,NA,NA,9,NA,NA,NA,NA,6016,NA,NOSTRAND AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6017,NA,11 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6023,NA,STUYVESANT AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,6025,NA,RODNEY,NA
NA,15,NA,8,NA,NA,NA,NA,6032,NA,PROSPECT PARK SOUTH WEST,8
NA,NA,NA,10,NA,NA,NA,NA,6036,NA,LIVINGSTON,10
NA,NA,NA,8,NA,NA,NA,NA,6038,NA,52,8
NA,NA,NA,9,NA,NA,NA,NA,6039,NA,BERGEN,9
NA,NA,NA,9,NA,NA,NA,NA,6054,NA,HANCOCK,9
NA,NA,NA,7,NA,NA,NA,NA,6062,NA,PUTNAM AVE,7
NA,NA,NA,9,NA,NA,NA,NA,6066,NA,UNDERHILL AVE,9
NA,NA,NA,11,NA,NA,NA,NA,6079,NA,FT GREEN PL,11
NA,NA,NA,2,NA,NA,NA,NA,6081,NA,WATER,2
NA,NA,NA,7,NA,NA,NA,NA,6087,NA,GREENE AVE,7
NA,NA,NA,9,NA,NA,NA,NA,6097,NA,MADISON,9
NA,NA,NA,9,NA,NA,NA,NA,6098,NA,PACIFIC,9
NA,NA,NA,8,NA,NA,NA,NA,6099,NA,49,8
NA,NA,NA,9,NA,NA,NA,NA,6100,NA,TOMPKINS AVE,9
NA,NA,NA,7,NA,NA,NA,NA,6109,NA,DE KALB AVE,7
NA,NA,NA,11,NA,NA,NA,NA,6114,NA,ASHLAND PL,11
NA,NA,NA,NA,NA,NA,NA,NA,6116,NA,BERRY,NA
NA,NA,NA,NA,NA,NA,NA,NA,6131,NA,LEONARD,NA
NA,NA,NA,NA,NA,NA,NA,NA,6137,NA,HUMBOLDT,NA
NA,NA,NA,7,NA,NA,NA,NA,6139,NA,QUINCY,7
NA,NA,NA,NA,NA,NA,NA,NA,6143,NA,N 6,NA
NA,NA,NA,7,NA,NA,NA,NA,6155,NA,FRANKLIN AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,6166,NA,S 3,NA
NA,NA,NA,3,NA,NA,NA,NA,6176,NA,REMSEN,3
NA,NA,NA,1,NA,NA,NA,NA,6182,NA,HICKS,3
NA,NA,NA,8,NA,NA,NA,NA,6183,NA,18,8
NA,NA,NA,8,NA,NA,NA,NA,6188,NA,16,8
NA,NA,NA,6,NA,NA,NA,NA,6191,NA,COLUMBIA,6
NA,NA,NA,9,NA,NA,NA,NA,6193,NA,PARK PL,9
NA,NA,NA,11,NA,NA,NA,NA,6194,NA,AUBURN PL,11
NA,NA,NA,NA,NA,NA,NA,NA,6203,NA,GEORGIA AVE,NA
NA,NA,NA,6,NA,NA,NA,NA,6206,NA,LORRAINE,6
NA,NA,NA,NA,NA,NA,NA,NA,6208,NA,DRIGGS AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,6213,NA,S 3,NA
NA,NA,NA,8,NA,NA,NA,NA,6215,NA,1 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,6218,NA,W PROSPECT,8
NA,NA,NA,8,NA,NA,NA,NA,6227,NA,6,8
NA,NA,NA,9,NA,NA,NA,NA,6229,NA,MADISON,9
NA,NA,NA,9,NA,NA,NA,NA,6231,NA,PRESIDENT,9
NA,NA,NA,10,NA,NA,NA,NA,6236,NA,3 AVE,10
NA,NA,NA,11,NA,NA,NA,NA,6237,NA,FT GREEN PL,11
NA,NA,NA,9,NA,NA,NA,NA,6238,NA,MACDONOUGH,9
NA,NA,NA,9,NA,NA,NA,NA,6241,NA,GREENE AVE,9
NA,NA,NA,10,NA,NA,NA,NA,6244,NA,3 AVE,10
NA,NA,NA,11,NA,NA,NA,NA,6246,NA,ATLANTIC AVE,11
NA,NA,NA,6,NA,NA,NA,NA,6247,NA,CARROLL,6
NA,NA,NA,NA,NA,NA,NA,NA,6256,NA,N 12,NA
NA,NA,NA,10,NA,NA,NA,NA,6270,NA,NEVINS,10
NA,NA,NA,9,NA,NA,NA,NA,6271,NA,TOMPKINS AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,6279,NA,METROPOLITAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,6281,NA,STUYVESANT AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,6282,NA,KENT AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,6288,NA,NOSTRAND AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6298,NA,PATCHEN AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6303,NA,PATCHEN AVE,9
NA,NA,NA,6,NA,NA,NA,NA,6304,NA,OTSEGO,6
NA,NA,NA,11,NA,NA,NA,NA,6307,NA,DE KALB AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,6313,NA,BOERUM,NA
NA,NA,NA,10,NA,NA,NA,NA,6325,NA,3 PL,10
NA,NA,NA,9,NA,NA,NA,NA,6336,NA,STERLING PL,9
NA,NA,NA,6,NA,NA,NA,NA,6340,NA,CONOVER,6
NA,NA,NA,NA,NA,NA,NA,NA,6348,NA,N 10,NA
NA,NA,NA,9,NA,NA,NA,NA,6351,NA,STUYVESANT AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6352,NA,HANCOCK,9
NA,NA,NA,1,NA,NA,NA,NA,6353,NA,COLUMBIA HTS,1
NA,NA,NA,6,NA,NA,NA,NA,6355,NA,CT,10
NA,NA,NA,6,NA,NA,NA,NA,6360,NA,HENRY,6
NA,NA,NA,NA,NA,NA,NA,NA,6368,NA,FORT HAMILTN PKWY,NA
NA,NA,NA,9,NA,NA,NA,NA,6376,NA,ALBANY AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,6382,NA,N 6,NA
NA,NA,NA,8,NA,NA,NA,NA,6391,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6394,NA,STERLING PL,9
NA,NA,NA,NA,NA,NA,NA,NA,6395,NA,MAUJER,NA
NA,NA,NA,NA,NA,NA,NA,NA,6398,NA,GRAND,NA
NA,NA,NA,11,NA,NA,NA,NA,6402,NA,LAFAYETTE AVE,11
NA,NA,NA,6,NA,NA,NA,NA,6405,NA,COLUMBIA,6
NA,NA,NA,9,NA,NA,NA,NA,6406,NA,LINCOLN PL,9
NA,NA,NA,2,NA,NA,NA,NA,6412,NA,MAIN,2
NA,NA,NA,8,NA,NA,NA,NA,6414,NA,16,8
NA,NA,NA,10,NA,NA,NA,NA,6415,NA,SMITH,10
NA,NA,NA,11,NA,NA,NA,NA,6420,NA,LAFAYETTE AVE,11
NA,NA,NA,10,NA,NA,NA,NA,6425,NA,BUTLER,10
NA,NA,NA,NA,NA,NA,NA,NA,6429,NA,S 5,NA
NA,NA,NA,6,NA,NA,NA,NA,6430,NA,COLUMBIA,6
NA,NA,NA,6,NA,NA,NA,NA,6440,NA,COFFEY,6
NA,NA,NA,5,NA,NA,NA,NA,6441,NA,GOLD,5
NA,NA,NA,9,NA,NA,NA,NA,6442,NA,BERGEN,9
NA,NA,NA,9,NA,NA,NA,NA,6444,NA,RALPH AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,6451,NA,HUMBOLDT,NA
NA,NA,NA,6,NA,NA,NA,NA,6452,NA,COMMERCIAL WHARF,6
NA,NA,NA,8,NA,NA,NA,NA,6456,NA,8 AVE PEDESTRIAN OPAS,8
NA,NA,NA,9,NA,NA,NA,NA,6460,NA,RALPH AVE,9
NA,NA,NA,3,NA,NA,NA,NA,6468,NA,JORALEMON,3
NA,NA,NA,NA,NA,NA,NA,NA,6470,NA,S 4,NA
NA,NA,NA,8,NA,NA,NA,NA,6474,NA,5 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,6479,NA,6 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,6483,NA,NELSON,6
NA,NA,NA,NA,NA,NA,NA,NA,6489,NA,ROEBLING,NA
NA,NA,NA,NA,NA,NA,NA,NA,6491,NA,HOPE,NA
NA,NA,NA,7,NA,NA,NA,NA,6499,NA,NA,7
NA,NA,NA,9,NA,NA,NA,NA,6513,NA,FULTON,9
NA,NA,NA,NA,NA,NA,NA,NA,6515,NA,GLENMORE AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,6516,NA,HOWARD AVE,9
NA,NA,NA,2,NA,NA,NA,NA,6518,NA,WATER,2
NA,NA,NA,10,NA,NA,NA,NA,6519,NA,SACKETT,10
NA,NA,NA,6,NA,NA,NA,NA,6526,NA,RICHARD,6
NA,NA,NA,4,NA,NA,NA,NA,6528,NA,ADAMS,4
NA,NA,NA,9,NA,NA,NA,NA,6529,NA,STUYVESANT AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6533,NA,4 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6540,NA,KINGSTON AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6546,NA,38,8
NA,NA,NA,9,NA,NA,NA,NA,6550,NA,HALSEY,9
NA,NA,NA,9,NA,NA,NA,NA,6551,NA,KINGSTON AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6556,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6560,NA,PROSPECT PL,9
NA,NA,NA,NA,NA,NA,NA,NA,6561,NA,HAVEMEYER,NA
NA,NA,NA,3,NA,NA,NA,NA,6565,NA,CT,3
NA,NA,NA,NA,NA,NA,NA,NA,6568,NA,UNION AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,6571,NA,PRESIDENT,9
NA,NA,NA,NA,NA,NA,NA,NA,6574,NA,FROST,NA
NA,NA,NA,6,NA,NA,NA,NA,6575,NA,BOWNE,6
NA,NA,NA,8,NA,NA,NA,NA,6577,NA,7,8
NA,NA,NA,8,NA,NA,NA,NA,6580,NA,GARFIELD PL,8
NA,NA,NA,8,NA,NA,NA,NA,6587,NA,2 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6588,NA,MACDONOUGH,9
NA,NA,NA,9,NA,NA,NA,NA,6590,NA,SARATOGA AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6594,NA,6 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,6597,NA,4 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,6602,NA,GATES AVE,7
NA,NA,NA,9,NA,NA,NA,NA,6607,NA,SAINT MARKS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6640,NA,FRANKLIN AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6650,NA,53,8
NA,NA,NA,10,NA,NA,NA,NA,6651,NA,BOND,10
NA,NA,NA,4,NA,NA,NA,NA,6652,NA,TILLARY,4
NA,NA,NA,8,NA,NA,NA,NA,6653,NA,3,8
NA,NA,NA,7,NA,NA,NA,NA,6656,NA,MYRTLE AVE,7
NA,NA,NA,8,NA,NA,NA,NA,6657,NA,53,8
NA,NA,NA,8,NA,NA,NA,NA,6661,NA,8 AVE,8
NA,NA,NA,5,NA,NA,NA,NA,6662,NA,NAVY,11
NA,NA,NA,NA,NA,NA,NA,NA,6665,NA,N 1,NA
NA,NA,NA,11,NA,NA,NA,NA,6672,NA,PRINCE,11
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,6676,NA,BKLYN AVE,9
NA,NA,NA,10,NA,NA,NA,NA,6684,NA,SACKETT,10
NA,NA,NA,NA,NA,NA,NA,NA,6688,NA,MANHATTAN AVE,NA
NA,NA,NA,10,NA,NA,NA,NA,6704,NA,BERGEN,10
NA,NA,NA,7,NA,NA,NA,NA,6706,NA,DIVISION AVE,NA
NA,NA,NA,10,NA,NA,NA,NA,6708,NA,FULTON,11
NA,NA,NA,8,NA,NA,NA,NA,6713,NA,FLATBUSH AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,6721,NA,N 8,NA
NA,NA,NA,9,NA,NA,NA,NA,6724,NA,SAINT MARKS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6732,NA,MONROE,9
NA,NA,NA,9,NA,NA,NA,NA,6735,NA,BERGEN,9
NA,NA,NA,9,NA,NA,NA,NA,6738,NA,UNION,9
NA,NA,NA,11,NA,NA,NA,NA,6746,NA,GREENE AVE,11
NA,NA,NA,9,NA,NA,NA,NA,6747,NA,PATCHEN AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6748,NA,47,8
NA,NA,NA,9,NA,NA,NA,NA,6751,NA,LINCOLN PL,9
NA,NA,NA,9,NA,NA,NA,NA,6754,NA,ROCKAWAY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6757,NA,HOWARD AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6770,NA,5,8
NA,NA,NA,8,NA,NA,NA,NA,6775,NA,8 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,6779,NA,BERGEN,10
NA,NA,NA,3,NA,NA,NA,NA,6780,NA,MONTAGUE,3
NA,NA,NA,8,NA,NA,NA,NA,6787,NA,51,8
NA,NA,NA,NA,NA,NA,NA,NA,6791,NA,SHEFFIELD AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,6796,NA,DE KALB AVE,7
NA,NA,NA,9,NA,NA,NA,NA,6797,NA,THROOP AVE,9
NA,NA,NA,11,NA,NA,NA,NA,6805,NA,WILLOUGHBY,11
NA,NA,NA,10,NA,NA,NA,NA,6810,NA,NEVINS,10
NA,NA,NA,NA,NA,NA,NA,NA,6812,NA,MONTROSE AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,6816,NA,50,8
NA,NA,NA,10,NA,NA,NA,NA,6822,NA,4 PL,10
NA,NA,NA,9,NA,NA,NA,NA,6823,NA,ALBANY AVE,9
NA,NA,NA,7,NA,NA,NA,NA,6827,NA,DIVISION AVE,NA
NA,NA,NA,10,NA,NA,NA,NA,6834,NA,DEAN,10
NA,NA,NA,6,NA,NA,NA,NA,6841,NA,HAMILTON AVE,6
NA,NA,NA,7,NA,NA,NA,NA,6845,NA,BEDFORD AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6849,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6851,NA,PACIFIC,9
NA,NA,NA,9,NA,NA,NA,NA,6853,NA,ALBANY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6855,NA,TOMPKINS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6861,NA,STERLING PL,9
NA,NA,NA,7,NA,NA,NA,NA,6865,NA,GERRY,7
NA,NA,NA,6,NA,NA,NA,NA,6872,NA,COLUMBIA,6
NA,NA,NA,NA,NA,NA,NA,NA,6884,NA,MANHATTAN AVE,NA
NA,NA,NA,11,NA,NA,NA,NA,6885,NA,GREENE AVE,11
NA,NA,NA,6,NA,NA,NA,NA,6887,NA,IMLAY,6
NA,NA,NA,9,NA,NA,NA,NA,6890,NA,LEWIS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6892,NA,QUINCY,9
NA,NA,NA,2,NA,NA,NA,NA,6893,NA,PEARL,2
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,6900,NA,BKLYN AVE,9
NA,NA,NA,8,NA,NA,NA,NA,6908,NA,6 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,6909,NA,CARROLL,6
NA,NA,NA,11,NA,NA,NA,NA,6912,NA,MYRTLE AVE,11
NA,NA,NA,6,NA,NA,NA,NA,6914,NA,VERANDA PL,6
NA,NA,NA,9,NA,NA,NA,NA,6916,NA,PATCHEN AVE,9
NA,NA,NA,7,NA,NA,NA,NA,6918,NA,BEDFORD AVE,7
NA,NA,NA,11,NA,NA,NA,NA,6919,NA,DE KALB AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,6927,NA,WYTHE AVE,NA
NA,NA,NA,5,NA,NA,NA,NA,6930,NA,GOLD,5
NA,NA,NA,8,NA,NA,NA,NA,6932,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,6933,NA,GRAHAM AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,6934,NA,BEDFORD AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,6937,NA,FULTON,7
NA,NA,NA,8,NA,NA,NA,NA,6948,NA,16,8
NA,NA,NA,8,NA,NA,NA,NA,6949,NA,6 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,6950,NA,WHIPPLE,7
NA,NA,NA,10,NA,NA,NA,NA,6953,NA,BOND,10
NA,NA,NA,6,NA,NA,NA,NA,6959,NA,RICHARD,6
NA,NA,NA,7,NA,NA,NA,NA,6960,NA,WILLOUGHBY AVE,7
NA,NA,NA,8,NA,NA,NA,NA,6966,NA,6 AVE,8
NA,NA,NA,1,NA,NA,NA,NA,6970,NA,WILLOW,1
NA,NA,NA,8,NA,NA,NA,NA,6971,NA,2 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,6976,NA,PATCHEN AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6982,NA,KINGSTON AVE,9
NA,NA,NA,9,NA,NA,NA,NA,6983,NA,PROSPECT PL,9
NA,NA,NA,11,NA,NA,NA,NA,6986,NA,CLINTON AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,6989,NA,BERRY,NA
NA,NA,NA,6,NA,NA,NA,NA,6992,NA,CLINTON,6
NA,NA,NA,NA,NA,NA,NA,NA,6995,NA,N 7,NA
NA,NA,NA,3,NA,NA,NA,NA,7003,NA,JORALEMON,3
NA,NA,NA,NA,NA,NA,NA,NA,7004,NA,BEDFORD AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,7006,NA,FULTON,7
NA,NA,NA,9,NA,NA,NA,NA,7011,NA,MONTGOMERY,9
NA,NA,NA,9,NA,NA,NA,NA,7013,NA,MACDONOUGH,9
NA,NA,NA,6,NA,NA,NA,NA,7015,NA,VANDYKE,6
NA,NA,NA,NA,NA,NA,NA,NA,7021,NA,S 5,NA
NA,NA,NA,9,NA,NA,NA,NA,7038,NA,MARCY AVE,9
NA,NA,NA,8,NA,NA,NA,NA,7039,NA,6 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,7045,NA,1 PL,6
NA,NA,NA,7,NA,NA,NA,NA,7046,NA,PARK AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,7047,NA,S 1,NA
NA,NA,NA,10,NA,NA,NA,NA,7049,NA,HOYT,10
NA,NA,NA,9,NA,NA,NA,NA,7051,NA,NOSTRAND AVE,9
NA,NA,NA,11,NA,NA,NA,NA,7052,NA,WASHINGTON AVE,7
NA,NA,NA,2,NA,NA,NA,NA,7058,NA,ADAMS,2
NA,NA,NA,7,NA,NA,NA,NA,7063,NA,HALL,7
NA,NA,NA,9,NA,NA,NA,NA,7066,NA,MARCY AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,7068,NA,BOERUM,NA
NA,NA,NA,6,NA,NA,NA,NA,7072,NA,VAN BRUNT,6
NA,NA,NA,10,NA,NA,NA,NA,7074,NA,PRESIDENT,10
NA,NA,NA,6,NA,NA,NA,NA,7077,NA,OTSEGO,6
NA,REED AVE,NA,9,NA,NA,NA,NA,7078,NA,MALCOLM X BLVD,9
NA,NA,NA,8,NA,NA,NA,NA,7079,NA,58,8
NA,NA,NA,9,NA,NA,NA,NA,7081,NA,NOSTRAND AVE,9
NA,NA,NA,9,NA,NA,NA,NA,7082,NA,CROWN,9
NA,NA,NA,NA,NA,NA,NA,NA,7084,NA,BEDFORD AVE,NA
NA,PULASKY,NA,9,NA,NA,NA,NA,7086,NA,PULASKI,9
NA,NA,NA,NA,NA,NA,NA,NA,7088,NA,GLENMORE AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,7090,NA,UNION,9
NA,NA,NA,NA,NA,NA,NA,NA,7097,NA,S 5,NA
NA,NA,NA,2,NA,NA,NA,NA,7102,NA,BRG,5
NA,NA,NA,11,NA,NA,NA,NA,7109,NA,WASHINGTON AVE,7
NA,NA,NA,9,NA,NA,NA,NA,7111,NA,QUINCY,9
