OBJECTID,GlobalID,JoinID,State,City,Borough,StreetModern,Valid 1850,GeoCheck 1850,ST Direction 1850,ST Name 1850,Left Low 1850,Left High 1850,Right Low 1850,Right High 1850,Issue 1850,Parity Left 1850,Parity Right 1850,ST Unopened 1850,ST Name Alt 1850,HNYC St Name 1850,JoinID 1850,Valid 1880,GeoCheck 1880,ST Direction 1880,ST Name 1880,Left Low 1880,Left High 1880,Right Low 1880,Right High 1880,Issue 1880,Parity Left 1880,Parity Right 1880,ST Unopened 1880,ST Name Alt 1880,HNYC St Name 1880,JoinID 1880,Valid 1910,GeoCheck 1910,ST Direction 1910,ST Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,Issue 1910,Parity Left 1910,Parity Right 1910,ST Unopened 1910,ST Name Alt 1910,HNYC Street Name 1910,JoinID 1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate,Creator,EditDate,Editor,Issue_General,Ward Right 1850,ED Left 1880,ED Right 1880,ED Left 1910,ED Right 1910,Ward Left 1850
45,fbc92cef-0928-42a3-b61e-971171c8aef3,G00010045,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,FIRST AVE,873,889,876,892,,,,,,FIRST AVE,,0,1,,,,,,,,,,,,,,251.7871284217,7/10/2019 11:07:10 PM,dpm2159_columbia,7/11/2019 1:11:32 AM,rse2121_columbia,251.787117347917,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:14 PM,hnyc_columbia,,19,552,552,,,19
46,a00f4045-51d9-49fe-98ab-0f46e3b8961c,G00010046,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,E 42 ST,101,133,100,132,,,,,,E 42 ST,,0,1,,,,,,,,,,,,,,479.13479558516,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:43:51 PM,amv2173_columbia,479.13543528755,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:14 PM,hnyc_columbia,,19,570,570,,,19
47,415b9318-ccb9-4aff-95c9-8f0b171b156e,G00010047,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,W 14 ST,500,560,501,561,,,,,,W 14 ST,,0,1,,,,,,,,,,,,,,880.592589683248,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:23 PM,amv2173_columbia,880.736091163371,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:14 PM,hnyc_columbia,,16,244,247,,,9
48,2ccb5e7b-70d7-45b8-a961-fc284164f6af,G00010048,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,ELEVENTH AVE,,,2,18,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,304.940968394394,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:45 PM,amv2173_columbia,304.940954967531,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:15 PM,hnyc_columbia,,None,247,247,,,None
49,c26754eb-0591-4cf7-a8b3-1c5e73fe2537,G00010049,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,W 15 ST,500,560,501,557,,,,,,W 15 ST,,0,1,,,,,,,,,,,,,,887.053409590899,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:24 PM,amv2173_columbia,887.058907918542,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:15 PM,hnyc_columbia,,None,247,247,,,None
50,bb2d7b27-6ffe-40dd-b3e0-91a53dc259a2,G00010050,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,ELEVENTH AVE,,,20,38,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,256.407597670675,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:46 PM,amv2173_columbia,256.407586383407,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:15 PM,hnyc_columbia,,None,247,247,,,None
51,77f6c18b-452a-410b-b218-d1149c83e82c,G00010051,NY,New York,Manhattan,,1,1,,W 16 ST,298,300,299,301,,,,,,,,1,1,,W 16 ST,500,556,501,557,,,,,,W 16 ST,,0,1,,,,,,,,,,,,,,890.001049664759,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:24 PM,amv2173_columbia,890.001200876839,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:15 PM,hnyc_columbia,,None,247,326,,,None
52,fa920bcb-4220-444d-887c-3f2063094327,G00010052,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,ELEVENTH AVE,41,59,40,58,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,259.938676572554,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:46 PM,amv2173_columbia,259.938665138934,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:15 PM,hnyc_columbia,,None,326,326,,,None
53,b1281947-3b87-4540-929b-ffd038297e3c,G00010053,NY,New York,Manhattan,,1,1,,W 17 ST,326,366,325,365,,,,,,,,1,1,,W 17 ST,500,560,501,561,,,,,,W 17 ST,,0,1,,,,,,,,,,,,,,890.978683142189,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:24 PM,amv2173_columbia,890.978643931798,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:16 PM,hnyc_columbia,,None,326,326,,,None
54,04499a6c-a096-4ed0-8e84-e15651722a88,G00010054,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,ELEVENTH AVE,61,79,60,78,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,241.890198913116,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:46 PM,amv2173_columbia,241.8904773011,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:16 PM,hnyc_columbia,,None,326,326,,,None
55,0ea621f0-fd30-4d1b-b68a-b1ffd950a6b5,G00010055,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,W 18 ST,500,560,501,561,,,,,,W 18 ST,,0,1,,,,,,,,,,,,,,894.390134554352,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:25 PM,amv2173_columbia,894.390254295104,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:16 PM,hnyc_columbia,,None,326,326,,,None
56,c8d30319-f351-431e-815d-4939df747084,G00010056,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,ELEVENTH AVE,81,99,80,98,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,242.28314823297,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:47 PM,amv2173_columbia,242.283137572435,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:16 PM,hnyc_columbia,,None,326,326,,,None
57,ee56c760-8f39-4e59-a46c-7790c4f0dd53,G00010057,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 19 ST,500,560,501,561,,,,,,W 19 ST,,0,1,,,,,,,,,,,,,,897.256148311606,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:47 PM,amv2173_columbia,897.256268740468,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:16 PM,hnyc_columbia,,16,326,326,,,None
58,1549e57e-5bbb-46ba-82fb-fafbdfa96815,G00010058,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,ELEVENTH AVE,101,119,100,118,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,238.213219237765,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:48 PM,amv2173_columbia,238.213208750809,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,None,326,326,,,None
59,ab3c9de7-ee38-4ddd-9c78-005ba6871184,G00010059,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 20 ST,500,560,501,561,,,,,,W 20 ST,,0,1,,,,,,,,,,,,,,900.350170897902,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:26 PM,amv2173_columbia,900.380642276167,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,16,326,326,,,16
60,7f83cf25-108c-4534-88f5-be9b006e66d8,G00010060,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,ELEVENTH AVE,121,139,120,138,,,,,,ELEVENTH AVE,,0,1,,,,,,,,,,,,,,245.891133087713,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:48 PM,amv2173_columbia,245.891122267699,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,None,326,326,,,None
61,0bf3719d-da98-4401-bce9-e0ba1d42cd67,G00010061,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 21 ST,500,560,501,561,,,,,,W 21 ST,,0,1,,,,,,,,,,,,,,903.389650258853,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:26 PM,amv2173_columbia,903.389650265932,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,16,326,326,,,16
63,cbd26ef6-a4cd-4b55-912d-2b4274f4ab4e,G00010063,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,ELEVENTH AVE ,141,159,140,158,,,,,,ELEVENTH AVE ,,0,1,,,,,,,,,,,,,,254.331252103947,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:48 PM,amv2173_columbia,254.338011682593,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,None,326,326,,,None
64,23d1b862-19da-4a60-aa36-057ee6a7bf32,G00010064,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,E 66 ST ,501,541,500,540,,,,,,E 66 ST ,,0,1,,,,,,,,,,,,,,578.105832274558,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 8:13:31 PM,amv2173_columbia,578.105806826164,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:17 PM,hnyc_columbia,,19,616,616,,,19
65,75cbeb7d-0dc8-443c-99d0-87b0fe801e8e,G00010065,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,E 65 ST ,501,541,500,540,,,,,,E 65 ST ,,0,1,,,,,,,,,,,,,,544.98669251719,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 8:13:32 PM,amv2173_columbia,544.986668538592,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,19,616,618,,,19
66,d102ca0f-4212-4e90-9462-8ae9a1b3b2c9,G00010066,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 53 ST,600,650,601,651,,,,,,W 53 ST,,0,1,,,,,,,,,,,,,,876.97492919432,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:15:09 PM,amv2173_columbia,876.974890586094,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,19,509,509,,,19
67,765a7c04-7063-4bd7-bf00-856a2e770a89,G00010067,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,12 AVE,,,,,A,,,,,12 AVE,,0,1,,,,,,,,,,,,,,243.135347223133,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 8:15:53 PM,amv2173_columbia,243.135336523011,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,19,509,509,,,None
68,e489f754-15df-4294-98fc-65120c077350,G00010068,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 56 ST,600,650,601,651,,,,,,W 56 ST,,0,1,,,,,,,,,,,,,,594.370621780727,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 8:15:39 PM,amv2173_columbia,594.370883511648,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,19,514,514,,,19
69,f47287cd-1017-4621-b79a-b66fc71176f6,G00010069,NY,New York,Manhattan,,1,1,,JERSEY ST,1,19,2,18,,,,,,,,1,1,,,1,19,2,18,,,,,,JERSEY ST,,0,1,,,,,,,,,,,,,,340.005211590491,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:07:14 PM,amv2173_columbia,340.005196628176,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,14,63,63,,,14
70,0deed57e-fdc7-4f0c-aafd-a831becdf279,G00010070,NY,New York,Manhattan,BEEKMAN PL,0,1,,,,,,,,,,,,,,1,1,,,2,18,1,19,,,,,,BEEKMAN PL,,0,1,,,,,,,,,,,,,,251.90756400815,7/10/2019 11:07:10 PM,dpm2159_columbia,7/11/2019 1:09:33 AM,rse2121_columbia,251.918109775681,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:18 PM,hnyc_columbia,,19,552,552,,,19
71,65561538-a4d3-415b-b328-f50a48fe1bba,G00010071,NY,New York,Manhattan,,1,1,,W 13 ST,236,266,235,259,,,,,,,,1,1,,W 13 ST,400,454,401,455,,,,,,W 13 ST,,0,1,,,,,,,,,,,,,,909.044017913977,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,909.044392662676,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,9,244,244,,,9
72,9bf1ca3c-d5fa-4cee-a153-c11d8645a361,G00010072,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 11 ST,,,401,441,,,,,,W 11 ST,,0,1,,,,,,,,,,,,,,490.72120692837,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:11:05 PM,amv2173_columbia,490.721185333546,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,None,None,None,,,None
73,cf2a02d2-9d9e-403d-9b25-473efabfe679,G00010073,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,GANSEVOORT ST,110,148,,,,,,,,GANSEVOORT ST,,0,1,,,,,,,,,,,,,,483.976745072796,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:00 PM,amv2173_columbia,483.97672377336,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,None,243,243,,,None
76,32144f62-89ee-44d4-9e21-4cd5611c5b81,G00010076,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,56,68,,,,,,13 AVE,,0,,,,,,,,,,,,,,,233.471917811201,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,233.471917796322,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,None,243,243,,,None
77,905a8eb5-943d-4e21-a5d5-5acbf91174be,G00010077,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,BOGERT ST,,,,,A,,,,,ROGERT ST,,0,1,,,,,,,,,,,,,,476.635832184265,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:10:47 PM,amv2173_columbia,476.635811203171,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,None,243,243,,,None
78,1192d27c-0549-442b-a996-e6578dddba53,G00010078,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,WEST ST,537,539,536,538,,,,,,WEST ST,,0,,,,,,,,,,,,,,,224.344166911227,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,224.344166926149,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:19 PM,hnyc_columbia,,9,243,243,,,9
79,3d8044ee-96a6-44cb-8377-0bebfdde3ed0,G00010079,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,70,82,,,,,,13 AVE,,0,,,,,,,,,,,,,,,181.314370661264,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,181.314370676098,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:20 PM,hnyc_columbia,,None,243,243,,,None
80,835d0fc9-9b35-4acf-92d3-c7a45f751880,G00010080,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,BLOOMFIELD ST,,,,,A,,,,,BLOOMFIELD ST,,0,1,,,,,,,,,,,,,,496.52376306673,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:10:48 PM,amv2173_columbia,496.523741218451,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:20 PM,hnyc_columbia,,None,243,243,,,None
81,def37f95-1631-4fe0-9e7b-3963ced48129,G00010081,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,WEST ST,1,7,,,G: Street guide indicates that part of this segment should be Tenth Ave,,,,,WEST ST,,0,,,,,,,,,,,,,,,194.617756416309,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,194.617747852711,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:20 PM,hnyc_columbia,,9,243,243,,,9
83,27048cd0-8329-4a00-9bca-71da4913241a,G00010083,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,2,8,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,268.64031237004,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:11:06 PM,amv2173_columbia,268.640312370047,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:20 PM,hnyc_columbia,,None,None,None,,,None
84,3c87c754-b4d7-428a-8f76-82889ccd2793,G00010084,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,BANK ST,,,,,A,,,,,BANK ST,,0,1,,,,,,,,,,,,,,489.27602192246,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:02 PM,amv2173_columbia,489.276000386819,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:20 PM,hnyc_columbia,,None,None,None,,,None
85,7666d6d4-3837-4d55-8173-4df95bf2368f,G00010085,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,10,16,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,425.813407559794,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:02 PM,amv2173_columbia,425.813407559787,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
86,a4495c82-9f9f-4ff1-a4bc-ed60f5991d63,G00010086,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,BETHUNE ST,63,73,66,74,,,,,,BETHUNE ST,,0,1,,,,,,,,,,,,,,480.605087988353,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:03 PM,amv2173_columbia,480.605066813788,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
87,b8e6eb3e-9fbb-41f7-a10b-49ff808264c8,G00010087,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,18,28,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,220.443048962692,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:03 PM,amv2173_columbia,220.443048962692,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
88,f396057b-e4f4-4745-943f-cdb07b7fc09d,G00010088,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,W 12 ST,,,403,427,,,,,,W 12 ST,,0,1,,,,,,,,,,,,,,481.241163658541,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:03 PM,amv2173_columbia,481.241142483569,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
89,28176c86-cf2a-4c1b-851c-05efef2058c6,G00010089,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,30,36,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,210.542799954752,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:03 PM,amv2173_columbia,210.542799954752,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
90,558d193a-3981-4743-a55d-9c046b0b7b29,G00010090,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,JANE ST,142,162,143,163,,,,,,JANE ST,,0,1,,,,,,,,,,,,,,482.027972674265,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:04 PM,amv2173_columbia,482.027951440026,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:21 PM,hnyc_columbia,,None,None,None,,,None
91,313dd5ff-2399-4105-a891-0fa4e5e6eab6,G00010091,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,38,46,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,206.116346776062,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:04 PM,amv2173_columbia,206.116346776062,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:22 PM,hnyc_columbia,,None,None,None,,,None
92,09f5a14c-c1a0-4d28-b464-754a0c918314,G00010092,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,HORATIO ST,120,148,,,,,,,,HORATIO ST,,0,1,,,,,,,,,,,,,,483.275098879663,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:04 PM,amv2173_columbia,483.275077628306,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:22 PM,hnyc_columbia,,None,None,None,,,None
93,bb31fe39-a0b8-48f8-bf77-629ff1ab817f,G00010093,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,48,54,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,219.362492429353,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:04 PM,amv2173_columbia,219.36249242936,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:22 PM,hnyc_columbia,,None,None,None,,,None
94,21e0db82-4901-4823-83f8-edcfd27fe9d5,G00010094,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,84,106,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,418.450904300735,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:10:48 PM,amv2173_columbia,418.450904300812,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:22 PM,hnyc_columbia,,None,243,243,,,None
95,62b662e9-fc11-4cfa-a0a6-a858eb3a49c6,G00010095,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,LITTLE W 12 ST,,,,,A,,,,,LITTLE W 12 ST,,0,1,,,,,,,,,,,,,,608.094186461717,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:26 PM,amv2173_columbia,608.094159699029,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:22 PM,hnyc_columbia,,None,243,244,,,None
96,cc911dea-be07-45df-b087-d7ea695c1c21,G00010096,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,13 AVE,,,108,122,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,324.362444472471,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:49 PM,amv2173_columbia,324.36244445759,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:23 PM,hnyc_columbia,,None,244,244,,,None
97,cffb291e-834c-4ad8-a0d6-0504293530ac,G00010097,NY,New York,Manhattan,,1,1,,,,,,,A,,,,,,,1,1,,W 13 ST,500,550,501,551,,,,,,W 13 ST,,0,1,,,,,,,,,,,,,,751.782097538204,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:27 PM,amv2173_columbia,751.782064448441,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:23 PM,hnyc_columbia,,None,244,244,,,None
98,4fec2f05-220c-40a2-8ee2-8815399320b8,G00010098,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,13 AVE,,,124,130,,,,,,13 AVE,,0,1,,,,,,,,,,,,,,290.365289316995,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:08:49 PM,amv2173_columbia,290.365289316986,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:23 PM,hnyc_columbia,,None,244,244,,,None
99,66fd6bb5-828f-4222-9f58-2bb0713bc841,G00010099,NY,New York,Manhattan,,1,1,,WATER ST,690,732,689,733,,,,,,,,1,1,,WATER ST,686,736,687,737,,,,,,WATER ST,,0,1,,,,,,,,,,,,,,642.383199598805,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:05:22 PM,amv2173_columbia,642.383171311637,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:23 PM,hnyc_columbia,,7,130,130,,,7
100,6df052ac-7671-4d6f-94e2-872272fbff77,G00010100,NY,New York,Manhattan,,1,1,,SOUTH ST,386,400,,,,M,,,,,,1,1,,SOUTH ST,387,409,,,,M,,,,SOUTH ST,,0,1,,,,,,,,,,,,,,642.171717120657,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:05:22 PM,amv2173_columbia,642.171688861113,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:23 PM,hnyc_columbia,,None,130,None,,,7
101,1e3eb4fe-7b43-4f98-ae34-eea0cabe6e86,G00010101,NY,New York,Manhattan,,1,1,,FRONT ST,345,373,344,372,,,,,,,,1,1,,FRONT ST,346,388,345,389,,,,,,FRONT ST,,0,1,,,,,,,,,,,,,,642.243966058205,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:05:23 PM,amv2173_columbia,642.243937786594,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:24 PM,hnyc_columbia,,7,130,130,,,7
102,e1c11358-77ff-43a2-84be-97d6d279e493,G00010102,NY,New York,Manhattan,,1,1,,CORLEARS ST,12,22,,,,,,,,,,1,1,,CORLEANS ST,,,,,A,,,,,CORLEANS ST,,0,1,,,,,,,,,,,,,,212.661154324855,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 6:49:34 PM,amv2173_columbia,212.661144971613,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:24 PM,hnyc_columbia,,7,130,130,,,7
103,8274f672-aa8b-45ec-b08a-a1b7b3d5b4fc,G00010103,NY,New York,Manhattan,,1,1,,CORLEARS ST,2,10,,,,,,,,,,1,1,,CORLEARS ST,,,,,A,,,,,CORLEARS ST,,0,1,,,,,,,,,,,,,,199.372333030087,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 6:49:48 PM,amv2173_columbia,199.372324231337,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:48:24 PM,hnyc_columbia,,7,130,130,,,7
