street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
3 AVE,3 AVE,NA,470,486,471,487,1261,1247,2042,G00001828,3 AVE
PARK AVE,PARK AVE,NA,2,20,NA,NA,1265,1260,2043,G00001829,PARK AVE
W 182,W 182,NA,NA,NA,NA,NA,678,678,2044,G00001830,W 182
W 100,W 100,NA,NA,NA,NA,NA,737,737,2045,G00001831,W 100
W 126,W 126,NA,2,86,1,85,495,496,2046,G00001832,W 126
CENTRE,CENTRE,NA,NA,NA,2,12,37,37,2047,G00001833,CENTRE
HUBERT,HUBERT,NA,11,17,10,18,36,36,2048,G00001834,HUBERT
BOWERY,BOWERY,NA,30,58,NA,NA,51,179,2049,G00001835,BOWERY
E 77,E 77,NA,301,357,300,356,1047,1048,2050,G00001836,E 77
W END AVE,W END AVE,NA,1,11,2,18,1372,1372,2051,G00001837,W END AVE
WALKER,WALKER,NA,2,30,1,31,30,30,2052,G00001838,WALKER
5 AVE,5 AVE,NA,1099,1099,NA,NA,995,650,2053,G00001839,5 AVE
LAUREL HL TER,LAUREL HL TER,NA,NA,NA,NA,NA,671,671,2054,G00001840,LAUREL HL TER
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,727,727,2055,G00001841,RIVERSIDE DR
E 94,E 94,NA,61,75,58,76,478,479,2056,G00001842,E 94
W WASHINGTON PL,W WASHINGTON PL,NA,NA,NA,131,143,157,157,2057,G00001843,W WASHINGTON PL
E 22,E 22,NA,5,45,6,50,650,650,2058,G00001844,E 22
GREENWICH AVE,GREENWICH AVE,NA,23,39,18,36,158,159,2059,G00001845,GREENWICH AVE
W 4,W 4,NA,176,192,175,193,126,157,2060,G00001846,W 4
W 144,W 144,NA,NA,NA,NA,NA,521,520,2061,G00001847,W 144
E 8,E 8,NA,31,43,34,42,822,822,2062,G00001848,E 8
E 13,E 13,NA,NA,NA,NA,NA,263,263,2063,G00001849,E 13
LEXINGTON AVE,LEXINGTON AVE,NA,1228,1248,1223,1237,1149,1148,2064,G00001850,LEXINGTON AVE
1 AVE,1 AVE,NA,1241,1255,1240,1258,1067,1009,2065,G00001851,1 AVE
3 AVE,3 AVE,NA,66,84,67,85,938,930,2066,G00001853,3 AVE
E BROADWAY,E BROADWAY,NA,2,6,5,15,46,180,2067,G00001854,E BROADWAY
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,NA,NA,NA,NA,651,651,2068,G00001855,NICHOLAS AVE
W 80,W 80,NA,NA,NA,NA,NA,1392,1391,2069,G00001856,W 80
W 114,W 114,NA,NA,NA,NA,NA,727,725,2070,G00001857,W 114
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2543,2559,2552,2568,648,530,2071,G00001858,F DOUGLASS BLVD
COOPER SQ,4 AVE,NA,NA,NA,NA,NA,822,938,2072,G00001859,4 AVE
5 AVE,5 AVE,NA,NA,NA,998,1009,1181,1155,2073,G00001860,5 AVE
BROADWAY,BROADWAY,NA,2281,2299,NA,NA,1396,1396,2074,G00001861,BROADWAY
1 AVE,1 AVE,NA,823,841,826,842,1103,999,2075,G00001862,1 AVE
BROADWAY,ASTOR PL,NA,1,10,NA,NA,12,37,2076,G00001863,ASTOR PL
7 AVE,7 AVE,NA,922,940,919,941,1290,1290,2077,G00001864,7 AVE
BRADHURST AVE,BRADHURST AVE,NA,NA,NA,210,222,665,704,2078,G00001865,BRADHURST AVE
WADSWORTH AVE,WADSWORTH AVE,NA,220,234,221,235,678,678,2079,G00001866,WADSWORTH AVE
AMSTERDAM AVE,AMSTERDAM AVE,NA,1580,1598,NA,NA,707,651,2080,G00001867,AMSTERDAM AVE
BROADWAY,BROADWAY,NA,2417,2439,NA,NA,745,745,2081,G00001868,BROADWAY
MULBERRY,MULBERRY,NA,273,295,272,294,800,800,2082,G00001869,MULBERRY
5 AVE,5 AVE,NA,98,108,73,83,991,551,2083,G00001870,5 AVE
MADISON AVE,MADISON AVE,NA,1176,1186,1173,1189,482,482,2084,G00001871,MADISON AVE
BROADWAY,BROADWAY,NA,NA,NA,2180,2196,1388,1388,2085,G00001872,BROADWAY
CROSBY,CROSBY,NA,74,104,73,105,800,800,2086,G00001873,CROSBY
W 155,W 155,NA,452,474,453,473,664,667,2087,G00001874,W 155
GREENWICH,GREENWICH,NA,738,750,733,751,144,144,2088,G00001875,GREENWICH
W 87,W 87,NA,300,356,301,357,746,746,2089,G00001876,W 87
IRVING PL,IRVING PL,NA,1,13,2,12,983,983,2090,G00001877,IRVING PL
SUTTON N PL,AVE A,SUTTON PL,1053,1071,1,21,1005,1005,2091,G00001878,AVE A
AUDUBON AVE,AUDUBON AVE,NA,NA,NA,NA,NA,676,676,2092,G00001879,AUDUBON AVE
BROOME,BROOME,NA,469,483,468,482,125,125,2093,G00001880,BROOME
W 32,W 32,NA,2,50,1,49,1269,1269,2094,G00001881,W 32
E 68,E 68,NA,501,535,500,534,1009,1009,2095,G00001882,E 68
MORNINGSIDE DR,MORNINGSIDE DR,NA,40,49,NA,NA,624,624,2096,G00001883,MORNINGSIDE DR
BEACH,BEACH,NA,NA,NA,11,19,31,35,2097,G00001884,BEACH
PARK AVE,PARK AVE,NA,390,416,NA,NA,1166,1166,2098,G00001885,PARK AVE
MARBLE HL AVE,MARBLE HL AVE,NA,NA,NA,NA,NA,NA,NA,2099,G00001886,MARBLE HL AVE
E 37,E 37,NA,NA,NA,NA,NA,1121,1122,2100,G00001887,E 37
W 186,W 186,NA,NA,NA,NA,NA,678,678,2101,G00001888,W 186
BEACH,BEACH,NA,NA,NA,1,9,31,35,2102,G00001889,BEACH
10 AVE,10 AVE,NA,705,719,686,700,1361,1344,2103,G00001890,10 AVE
AMSTERDAM AVE,AMSTERDAM AVE,NA,2270,2298,NA,NA,683,671,2104,G00001891,AMSTERDAM AVE
W 152,W 152,NA,NA,NA,NA,NA,510,510,2105,G00001892,W 152
W 14,W 14,NA,NA,NA,NA,NA,177,865,2106,G00001893,W 14
W 76,W 76,NA,NA,NA,NA,NA,1389,1388,2107,G00001894,W 76
W 125,W 125,NA,2,84,1,85,495,495,2108,G00001895,W 125
CHRISTOPHER,CHRISTOPHER,NA,148,150,145,163,138,146,2109,G00001896,CHRISTOPHER
W 145,W 145,NA,NA,NA,601,623,703,699,2110,G00001897,W 145
E 75,E 75,NA,155,185,168,198,1143,1145,2111,G00001898,E 75
5 AVE,5 AVE,NA,NA,NA,NA,NA,1716,428,2112,G00001899,5 AVE
E 112,E 112,NA,41,77,34,76,455,456,2113,G00001900,E 112
W 141,W 141,NA,328,334,329,353,652,653,2114,G00001901,W 141
W 91,W 91,NA,100,154,101,169,584,588,2115,G00001902,W 91
E 36,E 36,NA,301,347,NA,NA,1254,1253,2116,G00001903,E 36
GRAND,GRAND,NA,106,120,107,119,125,125,2117,G00001904,GRAND
W 100,W 100,NA,48,76,51,75,600,603,2118,G00001905,W 100
E 128,E 128,NA,39,79,48,78,434,435,2119,G00001907,E 128
PARK AVE,PARK AVE,NA,1080,1096,NA,NA,483,483,2120,G00001908,PARK AVE
ADAM POWELL BLVD,7 AVE,NA,NA,NA,2301,2319,533,1738,2121,G00001909,7 AVE
W 113,W 113,NA,128,146,131,145,576,576,2122,G00001910,W 113
3 AVE,3 AVE,NA,1586,1602,1585,1599,382,367,2123,G00001911,3 AVE
BROADWAY,BROADWAY,NA,2739,2759,NA,NA,733,732,2124,G00001912,BROADWAY
T SHEVCHENKO PL,HALL PL,NA,NA,NA,1,8,908,908,2125,G00001913,HALL PL
W 132,W 132,NA,NA,NA,NA,NA,715,714,2126,G00001914,W 132
CANAL,CANAL,NA,518,518,NA,NA,34,34,2127,G00001915,CANAL
AVE D,AVE D,NA,NA,NA,NA,NA,269,263,2128,G00001916,AVE D
W 88,W 88,NA,100,182,101,185,580,581,2129,G00001917,W 88
E 107,E 107,NA,101,133,100,134,406,403,2130,G00001918,E 107
SAINT MARKS PL,SAINT MARKS PL,NA,39,83,38,86,899,900,2131,G00001920,SAINT MARKS PL
W 105,W 105,NA,50,82,51,73,611,610,2132,G00001921,W 105
BARROW,BARROW,NA,111,121,102,112,138,138,2133,G00001922,BARROW
E 22,E 22,NA,301,351,300,350,967,968,2134,G00001923,E 22
W 139,W 139,NA,NA,NA,NA,NA,705,705,2135,G00001924,W 139
W 28,W 28,NA,400,460,401,461,1225,1226,2136,G00001925,W 28
BROADWAY,BROADWAY,NA,3861,3879,NA,NA,686,686,2137,G00001926,BROADWAY
3 AVE,3 AVE,NA,30,46,31,45,938,929,2138,G00001927,3 AVE
1 AVE,1 AVE,NA,1445,1459,1444,1460,1049,1020,2139,G00001928,1 AVE
W 141,W 141,NA,200,230,201,233,524,523,2140,G00020639,W 141
SAINT NICHOLAS TER,NICHOLAS TER,NA,2,10,NA,NA,640,642,2141,G00001930,NICHOLAS TER
W 25,W 25,NA,500,568,501,567,867,867,2142,G00001931,W 25
8 AVE,8 AVE,NA,NA,NA,42,60,162,169,2143,G00001932,8 AVE
DELANCEY,DELANCEY,NA,NA,NA,305,317,779,779,2144,G00001933,DELANCEY
W 121,W 121,NA,300,320,301,319,634,634,2145,G00001934,W 121
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,523,549,723,723,2146,G00001935,RIVERSIDE DR
MONROE,MONROE,NA,45,77,46,78,60,59,2147,G00001936,MONROE
E 20,E 20,NA,126,152,127,151,981,981,2148,G00001937,E 20
YORK AVE,AVE A,NA,1691,1731,1696,1734,284,284,2149,G00001938,AVE A
W 10,W 10,NA,NA,NA,101,111,158,159,2150,G00001939,W 10
W 124,W 124,NA,200,270,201,273,554,553,2151,G00001940,W 124
GREENWICH,GREENWICH,NA,148,164,157,169,13,12,2152,G00001941,GREENWICH
W 137,W 137,NA,100,146,101,137,531,528,2153,G00020640,W 137
GREENWICH,GREENWICH,NA,482,514,481,513,105,105,2154,G00001943,GREENWICH
E 37,E 37,NA,19,39,22,40,1171,1171,2155,G00001944,E 37
RIVINGTON,RIVINGTON,NA,180,196,181,193,235,750,2156,G00001945,RIVINGTON
2 AVE,2 AVE,NA,1541,1559,1538,1560,1037,1044,2157,G00001946,2 AVE
BROADWAY,BROADWAY,NA,2381,2397,NA,NA,746,746,2158,G00001947,BROADWAY
W 113,W 113,NA,600,630,601,629,727,727,2159,G00001948,W 113
5 AVE,5 AVE,NA,672,684,673,685,1180,1167,2160,G00001949,5 AVE
E 34,E 34,NA,301,357,300,348,1251,1245,2161,G00001950,E 34
C W P,CENTRAL PARK WEST,NA,30,39,NA,NA,1317,1290,2162,G00001951,CENTRAL PARK WEST
LEXINGTON AVE,LEXINGTON AVE,NA,764,782,767,781,1134,1134,2163,G00001952,LEXINGTON AVE
E 12,E 12,NA,403,443,400,442,1164,922,2164,G00001953,E 12
JANE,JANE,NA,2,34,1,31,169,169,2165,G00001954,JANE
GREENWICH,GREENWICH,NA,334,348,339,353,32,33,2166,G00001955,GREENWICH
E 57,E 57,NA,NA,NA,NA,NA,1165,1165,2167,G00001956,E 57
E 55,E 55,NA,NA,NA,NA,NA,1166,1166,2168,G00001957,E 55
F DOUGLASS BLVD,8 AVE,NA,2835,2849,2850,2850,666,510,2169,G00001958,8 AVE
W 11,W 11,NA,2,74,1,75,825,824,2170,G00001959,W 11
PARK AVE,PARK AVE,NA,NA,NA,1541,1557,411,411,2171,G00001960,PARK AVE
E 138,E 138,NA,NA,NA,NA,NA,428,428,2172,G00001961,E 138
WASHINGTON,WASHINGTON,NA,40,92,41,97,5,5,2173,G00001962,WASHINGTON
JAY,JAY,NA,2,6,1,7,33,33,2174,G00001963,JAY
GOUVERNEUR,GOUVERNEUR,NA,34,48,33,49,90,89,2175,G00001964,GOUVERNEUR
SAINT JOHNS LN,SAINT JOHNS LN,NA,2,10,1,9,35,35,2176,G00001965,SAINT JOHNS LN
E 54,E 54,NA,401,439,400,438,1007,997,2177,G00001966,E 54
E 16,E 16,NA,1,27,2,22,551,551,2178,G00001967,E 16
W 54,W 54,NA,100,172,101,173,1283,1289,2179,G00001968,W 54
BROADWAY,BROADWAY,NA,569,607,568,608,125,800,2180,G00001969,BROADWAY
E 80,E 80,NA,301,343,302,342,1044,1045,2181,G00001970,E 80
W 190,W 190,NA,NA,NA,NA,NA,675,675,2182,G00001971,W 190
E 13,E 13,NA,65,77,66,78,823,823,2183,G00001972,E 13
W 21,W 21,NA,400,472,401,473,853,853,2184,G00001973,W 21
W END AVE,W END AVE,NA,425,439,418,438,1391,1391,2185,G00001974,W END AVE
E 62,E 62,NA,401,445,400,444,1001,1001,2186,G00001975,E 62
W 73,W 73,NA,300,312,301,311,1386,1387,2187,G00001976,W 73
2 AVE,2 AVE,NA,1801,1815,1800,1818,361,362,2188,G00001977,2 AVE
MADISON AVE,MADISON AVE,NA,796,812,793,811,1161,1161,2189,G00001978,MADISON AVE
W 215,W 215,NA,NA,NA,NA,NA,674,674,2190,G00001979,W 215
MAIDEN LN,MAIDEN LN,NA,21,27,20,26,10,10,2191,G00001980,MAIDEN LN
E 82,E 82,NA,1,21,2,26,1155,1155,2192,G00001981,E 82
WASHINGTON,WASHINGTON,NA,456,476,455,475,34,34,2193,G00001982,WASHINGTON
1 AVE,1 AVE,NA,463,477,NA,NA,1711,956,2194,G00001983,1 AVE
W 51,W 51,NA,500,560,501,561,1365,1366,2195,G00001984,W 51
E 38,E 38,NA,301,343,300,344,1708,1257,2196,G00001985,E 38
8 AVE,8 AVE,NA,481,499,478,498,1210,1193,2197,G00001986,8 AVE
E 108,E 108,NA,151,189,150,186,407,406,2198,G00001987,E 108
HUDSON,HUDSON,NA,181,199,182,200,34,35,2199,G00001988,HUDSON
BEEKMAN,BEEKMAN,NA,40,60,39,61,10,10,2200,G00001989,BEEKMAN
STUYVESANT,STUYVESANT,NA,NA,NA,NA,NA,938,938,2201,G00001990,STUYVESANT
CLINTON,CLINTON,NA,210,216,209,217,1690,78,2202,G00001992,CLINTON
E 110,E 110,NA,NA,NA,NA,NA,410,459,2203,G00001993,E 110
E 104,E 104,NA,201,247,200,254,345,346,2204,G00001994,E 104
10 AVE,10 AVE,NA,NA,NA,NA,NA,672,672,2205,G00001995,10 AVE
1 AVE,1 AVE,NA,1257,1263,1260,1264,1067,1009,2206,G00001996,1 AVE
BLEECKER,BLEECKER,NA,170,186,173,187,816,811,2207,G00001997,BLEECKER
FRONT,FRONT,NA,162,180,161,177,11,11,2208,G00001998,FRONT
8 AVE,8 AVE,NA,991,991,990,990,1321,1290,2209,G00001999,8 AVE
LEX AVE,LEXINGTON AVE,NA,1284,1288,1291,1295,378,385,2210,G00002000,LEXINGTON AVE
1 AVE,1 AVE,NA,479,493,478,498,962,956,2211,G00002001,1 AVE
E 78,E 78,NA,401,453,400,452,1023,1022,2212,G00002002,E 78
6 AVE,6 AVE,NA,757,771,756,770,1276,1175,2213,G00002003,6 AVE
AMSTERDAM AVE,AMSTERDAM AVE,NA,1220,1238,1221,1237,724,630,2214,G00002004,AMSTERDAM AVE
SOUTH,SOUTH,NA,94,103,NA,NA,11,11,2215,G00002005,SOUTH
WATER,WATER,NA,616,620,NA,NA,86,87,2216,G00002006,WATER
DELANCEY,DELANCEY,NA,166,178,NA,NA,749,751,2217,G00002007,DELANCEY
SUFFOLK,SUFFOLK,NA,151,177,160,188,876,879,2218,G00002008,SUFFOLK
BROADWAY,BROADWAY,NA,NA,NA,2020,2028,1308,1308,2219,G00002009,BROADWAY
W 142,W 142,NA,NA,NA,NA,NA,523,522,2220,G00002010,W 142
E 120,E 120,NA,501,551,500,550,300,301,2221,G00002011,E 120
PARK AVE,PARK AVE,NA,NA,NA,609,635,1138,1138,2222,G00002012,PARK AVE
BROOME,BROOME,NA,485,499,484,500,124,123,2223,G00002013,BROOME
9 AVE,9 AVE,NA,NA,NA,NA,NA,672,672,2224,G00002014,9 AVE
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,738,738,2225,G00002015,RIVERSIDE DR
AMSTERDAM AVE,AMSTERDAM AVE,NA,1278,1298,1281,1299,721,635,2226,G00002016,AMSTERDAM AVE
E 43,E 43,NA,201,251,200,250,1117,1116,2227,G00002017,E 43
AVE D,AVE D,NA,77,91,76,92,254,261,2228,G00002018,AVE D
W END AVE,W END AVE,NA,639,659,640,658,744,743,2229,G00002019,W END AVE
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,330,337,733,733,2230,G00002020,RIVERSIDE DR
SAINT NICHOLAS AVE,NICHOLAS AVE,HARLEM RD,141,159,144,158,564,564,2231,G00002021,NICHOLAS AVE
3 AVE,3 AVE,NA,1448,1468,1453,1469,1150,1039,2232,G00002022,3 AVE
W 140,W 140,NA,526,558,525,565,1431,1431,2233,G00002023,W 140
W 137,W 137,NA,46,72,43,73,528,1732,2234,G00020641,W 137
EDWARD MORGAN PL,EDWARD MORGAN PL,NA,NA,NA,NA,NA,1742,1742,2236,G00002027,EDWARD MORGAN PL
W 116,W 116,NA,NA,NA,NA,NA,725,725,2237,G00002028,W 116
LEXINGTON AVE,LEXINGTON AVE,NA,334,352,333,353,1121,1121,2238,G00002029,LEXINGTON AVE
GREENWICH,GREENWICH,NA,408,422,415,427,36,36,2239,G00002030,GREENWICH
W 75,W 75,NA,200,212,201,211,1389,1389,2240,G00002031,W 75
CANNON,CANNON,NA,21,35,22,36,767,780,2241,G00002032,CANNON
RIDGE,RIDGE,NA,101,137,102,138,235,236,2242,G00002033,RIDGE
E 65,E 65,NA,401,441,400,420,1727,1008,2243,G00002034,E 65
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,738,748,692,692,2244,G00002036,RIVERSIDE DR
6 AVE,6 AVE,NA,699,717,NA,NA,1200,1172,2245,G00002037,6 AVE
MAC DOUGAL,MAC DOUGAL,NA,31,41,36,56,109,116,2246,G00002038,MAC DOUGAL
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,277,286,738,738,2247,G00002039,RIVERSIDE DR
E HOUSTON,E HOUSTON,NA,74,88,73,89,821,805,2248,G00002040,E HOUSTON
E 82,E 82,NA,143,179,148,180,1150,1150,2249,G00002041,E 82
SOUTH,SOUTH,NA,162,162,NA,NA,18,18,2250,G00002042,SOUTH
HAMILTON TER,HAMILTON TER,NA,2,76,1,77,654,654,2251,G00002043,HAMILTON TER
W 130,W 130,NA,2,66,1,71,500,501,2252,G00002044,W 130
W 124,W 124,NA,54,82,41,83,494,495,2253,G00002045,W 124
W 45,W 45,NA,400,458,401,463,1352,1353,2254,G00002046,W 45
W 105,W 105,NA,240,258,243,257,733,733,2255,G00002047,W 105
ADAM POWELL BLVD,7 AVE,NA,NA,NA,1853,1873,572,576,2256,G00002048,7 AVE
FLETCHER,FLETCHER,NA,2,14,1,15,11,11,2257,G00002049,FLETCHER
E 49,E 49,NA,301,363,300,352,1096,1743,2258,G00002050,E 49
8 AVE,8 AVE,NA,51,63,NA,NA,162,170,2259,G00002051,8 AVE
W 149,W 149,NA,300,306,301,307,663,663,2260,G00002052,W 149
E 18,E 18,NA,1,17,2,28,989,551,2261,G00002053,E 18
JUMEL TER,JUMEL TER,NA,2,8,NA,NA,670,670,2262,G00002054,JUMEL TER
W 107,W 107,NA,50,72,49,71,617,619,2263,G00002055,W 107
LEX AVE,LEXINGTON AVE,NA,1550,1568,1551,1563,394,394,2264,G00002057,LEXINGTON AVE
W 158,W 158,NA,620,650,615,649,1742,686,2265,G00002058,W 158
WILLIAM,WILLIAM,NA,39,41,26,42,7,7,2266,G00002059,WILLIAM
W 149,W 149,NA,NA,NA,450,466,658,658,2267,G00002060,W 149
GREENWICH AVE,GREENWICH AVE,NA,NA,NA,120,136,170,170,2268,G00002061,GREENWICH AVE
W 130,W 130,NA,400,430,NA,NA,640,645,2269,G00002062,W 130
GREENWICH,GREENWICH,NA,554,570,551,565,103,103,2270,G00002063,GREENWICH
W 80,W 80,NA,100,188,101,189,1299,1298,2271,G00002064,W 80
MADISON AVE,MADISON AVE,NA,930,952,933,951,1159,1159,2272,G00002065,MADISON AVE
PERRY,PERRY,NA,55,85,56,88,149,147,2273,G00002066,PERRY
E 51,E 51,NA,301,359,300,360,1094,1095,2274,G00002067,E 51
FORT WASHINGTON AVE,FORT WASHINGTON AVE,NA,NA,NA,NA,NA,679,678,2275,G00002069,FORT WASHINGTON AVE
C W P,CENTRAL PARK WEST,NA,310,319,NA,NA,586,507,2276,G00002070,CENTRAL PARK WEST
MERCER,MERCER,NA,179,209,182,210,818,818,2277,G00002071,MERCER
E 68,E 68,NA,1,11,2,30,1161,1161,2278,G00002072,E 68
BROADWAY,BROADWAY,NA,2241,2259,NA,NA,1391,1391,2279,G00002073,BROADWAY
PARK AVE,PARK AVE,NA,1496,1510,NA,NA,459,459,2280,G00002074,PARK AVE
WATER,WATER,NA,396,432,397,431,58,58,2281,G00002075,WATER
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,NA,NA,NA,NA,686,684,2282,G00002076,NICHOLAS AVE
C W P,CENTRAL PARK WEST,NA,121,130,NA,NA,1304,1290,2283,G00002077,CENTRAL PARK WEST
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2729,2739,2730,2748,661,518,2284,G00002078,F DOUGLASS BLVD
W 218,W 218,NA,NA,NA,NA,NA,674,673,2285,G00002079,W 218
WATER,WATER,NA,74,76,NA,NA,8,9,2286,G00002080,WATER
E 68,E 68,NA,NA,NA,130,176,0,1137,2287,G00002081,E 68
S WILLIAM,S WILLIAM,NA,9,45,8,40,8,8,2288,G00002082,S WILLIAM
E 91,E 91,NA,NA,NA,NA,NA,386,481,2289,G00002083,E 91
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2571,2587,2570,2586,648,529,2290,G00002084,F DOUGLASS BLVD
9 AVE,9 AVE,NA,701,719,702,720,1344,1339,2291,G00002085,9 AVE
LEXINGTON AVE,LEXINGTON AVE,NA,394,414,393,413,1126,1126,2292,G00002086,LEXINGTON AVE
E 62,E 62,NA,NA,NA,NA,NA,1001,1001,2293,G00002087,E 62
BLEECKER,BLEECKER,NA,44,52,51,55,819,819,2294,G00002088,BLEECKER
5 AVE,5 AVE,NA,NA,NA,1050,1059,507,482,2295,G00002089,5 AVE
BEACH,BEACH,NA,44,58,43,51,31,36,2296,G00002090,BEACH
HOWARD,HOWARD,NA,11,27,12,28,784,784,2297,G00002091,HOWARD
E 85,E 85,NA,201,253,200,244,371,373,2298,G00002092,E 85
W END AVE,W END AVE,NA,321,339,320,336,1389,1389,2299,G00002093,W END AVE
BROADWAY,BROADWAY,NA,NA,NA,NA,NA,674,674,2300,G00002094,BROADWAY
BROADWAY,BROADWAY,NA,NA,NA,2820,2838,729,729,2301,G00002095,BROADWAY
GRAND,GRAND,NA,336,352,341,355,216,197,2302,G00002096,GRAND
AMSTERDAM AVE,AMSTERDAM AVE,NA,936,956,939,957,731,615,2303,G00002097,AMSTERDAM AVE
E 52,E 52,NA,299,353,300,352,1093,1094,2304,G00002098,E 52
BROADWAY,BROADWAY,NA,365,379,364,378,30,38,2305,G00002099,BROADWAY
E HOUSTON,E HOUSTON,NA,26,34,21,29,819,800,2306,G00002100,E HOUSTON
E 67,E 67,NA,1,25,2,26,1161,1161,2307,G00002101,E 67
E 93,E 93,NA,155,189,144,188,388,388,2308,G00002102,E 93
3 AVE,3 AVE,NA,680,700,681,701,1126,1117,2309,G00002103,3 AVE
ADAM POWELL BLVD,7 AVE,NA,2082,2096,NA,NA,553,553,2310,G00002104,7 AVE
3 AVE,3 AVE,NA,86,104,87,105,938,931,2311,G00002105,3 AVE
ELDRIDGE,ELDRIDGE,NA,223,251,224,250,890,891,2312,G00002106,ELDRIDGE
WADSWORTH AVE,WADSWORTH AVE,NA,NA,NA,NA,NA,680,680,2313,G00002107,WADSWORTH AVE
BROADWAY,BROADWAY,NA,2319,2339,NA,NA,1394,1394,2314,G00002108,BROADWAY
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,1055,1073,1056,1074,688,688,2315,G00002109,NICHOLAS AVE
W 180,W 180,NA,600,618,601,617,693,678,2316,G00002110,W 180
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,710,710,2317,G00002111,RIVERSIDE DR
E 69,E 69,NA,1,17,2,24,1161,1161,2318,G00002112,E 69
BROOME,BROOME,NA,533,539,534,538,115,121,2319,G00002113,BROOME
BROADWAY,BROADWAY,NA,NA,NA,2620,2638,737,736,2320,G00002114,BROADWAY
LEX AVE,LEXINGTON AVE,NA,1504,1518,1503,1517,392,393,2321,G00002115,LEXINGTON AVE
LEXINGTON AVE,LEXINGTON AVE,NA,844,866,839,863,1138,1140,2322,G00002116,LEXINGTON AVE
6 AVE,6 AVE,NA,375,389,376,392,841,995,2323,G00002118,6 AVE
LEXINGTON AVE,LEXINGTON AVE,NA,868,886,865,881,1138,1138,2324,G00002119,LEXINGTON AVE
W 154,W 154,NA,236,272,235,271,511,511,2325,G00002120,W 154
2 AVE,2 AVE,NA,2383,2397,2380,2398,311,310,2326,G00002121,2 AVE
E 40,E 40,NA,301,335,300,336,1113,1120,2327,G00002122,E 40
3 AVE,3 AVE,NA,972,988,973,989,1135,1091,2328,G00002123,3 AVE
3 AVE,3 AVE,NA,2322,2342,2321,2339,424,303,2329,G00002124,3 AVE
E 102,E 102,NA,47,67,46,70,469,470,2330,G00002125,E 102
BANK,BANK,NA,102,140,101,139,142,176,2331,G00002126,BANK
GOLD,GOLD,NA,83,85,82,86,14,11,2332,G00002127,GOLD
GOUVERNEUR W SLIP,GOUVERNEUR SLIP,NA,2,12,NA,NA,86,87,2333,G00002128,GOUVERNEUR SLIP
FULTON,FULTON,NA,184,224,191,223,12,12,2334,G00002129,FULTON
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2225,2243,2228,2260,634,559,2335,G00002130,F DOUGLASS BLVD
WATER,WATER,NA,182,202,181,201,11,11,2336,G00002131,WATER
10 AVE,10 AVE,NA,NA,NA,NA,NA,674,672,2337,G00002132,10 AVE
W 150,W 150,NA,NA,NA,267,291,515,510,2338,G00002133,W 150
E 87,E 87,NA,1,23,2,22,482,482,2339,G00002134,E 87
W 117,W 117,NA,2,70,1,67,490,517,2340,G00002135,W 117
E 110,E 110,NA,151,179,152,180,410,409,2341,G00002136,E 110
PARK AVE,PARK AVE,NA,NA,NA,721,733,1147,1147,2342,G00002137,PARK AVE
MANHATTAN AVE,MANHATTAN AVE,NA,NA,NA,272,286,622,621,2343,G00002138,MANHATTAN AVE
E 92,E 92,NA,41,73,42,82,480,480,2344,G00002139,E 92
MADISON AVE,MADISON AVE,NA,346,352,341,355,1169,1169,2345,G00002140,MADISON AVE
W 31,W 31,NA,100,164,101,167,1189,1189,2346,G00002141,W 31
MADISON AVE,MADISON AVE,NA,1010,1030,1011,1031,1158,1158,2347,G00002142,MADISON AVE
LEX AVE,LEXINGTON AVE,NA,1628,1632,1619,1629,399,400,2348,G00002143,LEXINGTON AVE
GOLD,GOLD,NA,27,33,26,36,10,11,2349,G00002144,GOLD
E 25,E 25,NA,301,343,300,342,964,965,2350,G00002145,E 25
W 99,W 99,NA,NA,NA,NA,NA,737,737,2351,G00002146,W 99
E END AVE,E END AVE,NA,98,118,99,117,279,279,2352,G00002147,E END AVE
LEX AVE,LEXINGTON AVE,NA,1880,1896,1879,1897,416,417,2353,G00002148,LEXINGTON AVE
1 AVE,1 AVE,NA,1097,1111,1102,1112,1077,1001,2354,G00002149,1 AVE
8 AVE,8 AVE,NA,279,299,280,294,847,844,2355,G00002150,8 AVE
CENTRE,CENTRE,NA,227,259,228,260,785,792,2356,G00002151,CENTRE
E 49,E 49,NA,1,23,2,30,1167,1168,2357,G00002152,E 49
3 AVE,3 AVE,NA,758,774,757,775,497,647,2358,G00002153,3 AVE
