street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
E 73,E 73,NA,33,65,32,68,1160,1160,3345,G00003170,E 73
E 98,E 98,NA,101,127,102,128,394,392,3346,G00003171,E 98
HUDSON,HUDSON,NA,151,163,152,164,36,35,3347,G00003172,HUDSON
W 24,W 24,NA,200,270,201,267,843,844,3348,G00003173,W 24
10 AVE,10 AVE,NA,NA,NA,130,144,866,858,3349,G00003174,10 AVE
MADISON AVE,MADISON AVE,NA,1276,1294,1273,1293,480,480,3350,G00003175,MADISON AVE
2 AVE,2 AVE,NA,1865,1879,1856,1878,357,355,3351,G00003176,2 AVE
LAIGHT,LAIGHT,NA,3,7,2,10,35,35,3352,G00003177,LAIGHT
E 108,E 108,NA,51,87,50,88,460,461,3353,G00003178,E 108
E 8,E 8,NA,295,345,300,344,1669,256,3354,G00003179,E 8
E 40,E 40,NA,1,21,2,22,1170,1170,3355,G00003180,E 40
WILLIAM,WILLIAM,NA,111,143,110,142,10,10,3356,G00003181,WILLIAM
LEXINGTON AVE,LEXINGTON AVE,NA,160,178,161,177,1263,1263,3357,G00003182,LEXINGTON AVE
BRADHURST AVE,BRADHURST AVE,NA,NA,NA,240,258,665,704,3358,G00003183,BRADHURST AVE
E 69,E 69,NA,201,235,200,250,1056,1072,3359,G00003184,E 69
8 AVE,8 AVE,NA,571,593,572,598,1201,1197,3360,G00003185,8 AVE
BROADWAY,BROADWAY,NA,NA,NA,NA,NA,1726,1726,3361,G00003186,BROADWAY
W 191,W 191,NA,NA,NA,NA,NA,676,676,3362,G00003187,W 191
10 AVE,10 AVE,NA,NA,NA,96,112,866,863,3363,G00003188,10 AVE
1 AVE,1 AVE,NA,313,327,306,326,1712,942,3364,G00003189,1 AVE
5 AVE,5 AVE,NA,282,298,283,299,1270,1266,3365,G00003190,5 AVE
E 115,E 115,NA,201,247,200,248,321,325,3366,G00003191,E 115
W 83,W 83,NA,260,268,261,269,1396,1395,3367,G00003192,W 83
5 AVE,5 AVE,NA,NA,NA,1079,1089,507,481,3368,G00003193,5 AVE
WATTS,WATTS,NA,131,141,126,142,34,34,3369,G00003194,WATTS
WASHINGTON,WASHINGTON,NA,414,424,413,423,36,36,3370,G00003195,WASHINGTON
W 112,W 112,NA,NA,NA,NA,NA,1731,573,3371,G00003196,W 112
W END AVE,W END AVE,NA,901,921,900,918,733,733,3372,G00003197,W END AVE
MADISON AVE,MADISON AVE,NA,1532,1554,1531,1553,466,467,3373,G00003198,MADISON AVE
W 141,W 141,NA,NA,NA,401,423,652,654,3374,G00003199,W 141
W 163,W 163,NA,NA,NA,NA,NA,686,686,3375,G00003200,W 163
W 16,W 16,NA,2,60,1,61,991,991,3376,G00003201,W 16
CEDAR,CEDAR,NA,106,116,107,127,4,3,3377,G00003202,CEDAR
E 7,E 7,NA,47,85,48,86,900,901,3378,G00003203,E 7
E 26,E 26,NA,135,153,130,156,987,984,3379,G00003204,E 26
DELANCEY,DELANCEY,NA,72,84,NA,NA,212,211,3380,G00003205,DELANCEY
W 151,W 151,NA,200,286,NA,NA,510,510,3381,G00003206,W 151
5 AVE,5 AVE,NA,2022,2040,2023,2039,495,436,3382,G00003207,5 AVE
LUDLOW,LUDLOW,NA,101,131,102,130,213,217,3383,G00003208,LUDLOW
ADAM POWELL BLVD,7 AVE,NA,NA,NA,2416,2436,523,523,3384,G00003209,7 AVE
E 116,E 116,NA,145,187,148,188,416,415,3385,G00003211,E 116
1 AVE,1 AVE,NA,1557,1577,1560,1576,1043,1028,3386,G00003212,1 AVE
W 26,W 26,NA,100,164,101,175,840,1182,3387,G00003213,W 26
MORNINGSIDE DR,MORNINGSIDE DR,NA,30,39,NA,NA,622,622,3388,G00003214,MORNINGSIDE DR
MADISON AVE,MADISON AVE,NA,NA,NA,11,25,988,988,3389,G00003215,MADISON AVE
3 AVE,3 AVE,NA,1010,1028,1011,1029,1134,1080,3390,G00003216,3 AVE
W 134,W 134,NA,200,268,201,277,536,535,3391,G00003217,W 134
PARK AVE,PARK AVE,NA,NA,NA,1481,1493,408,408,3392,G00003218,PARK AVE
3 AVE,3 AVE,NA,450,468,451,469,1261,1248,3393,G00003219,3 AVE
E 77,E 77,NA,53,81,50,86,1158,1159,3394,G00003220,E 77
MOTT,MOTT,NA,175,189,174,188,787,788,3395,G00003221,MOTT
7 AVE,7 AVE,NA,500,518,501,519,1196,1192,3396,G00003222,7 AVE
W 225,W 225,NA,NA,NA,NA,NA,NA,NA,3397,G00003224,W 225
GREENWICH,GREENWICH,NA,128,136,133,139,3,4,3398,G00003225,GREENWICH
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,686,686,3399,G00003226,RIVERSIDE DR
W 183,W 183,NA,500,548,NA,NA,677,677,3400,G00003227,W 183
W 94,W 94,NA,200,216,201,217,742,741,3401,G00003228,W 94
W 43,W 43,NA,2,74,1,75,1175,1175,3402,G00003229,W 43
STAFF,C,NA,NA,NA,NA,NA,675,675,3403,G00003230,C
PARK AVE,PARK AVE,NA,NA,NA,1079,1099,379,379,3404,G00003231,PARK AVE
AMSTERDAM AVE,AMSTERDAM AVE,NA,480,496,481,497,1396,1295,3405,G00003232,AMSTERDAM AVE
W 43,W 43,NA,300,364,301,363,1349,1348,3406,G00003233,W 43
7 AVE,7 AVE,NA,380,398,379,399,1190,1189,3407,G00003234,7 AVE
9 AVE,9 AVE,NA,605,617,602,620,1351,1348,3408,G00003236,9 AVE
HUDSON,HUDSON,NA,485,499,488,500,138,152,3409,G00003237,HUDSON
5 AVE,5 AVE,NA,NA,NA,1071,1077,507,482,3410,G00003238,5 AVE
C W P,CENTRAL PARK WEST,NA,40,50,NA,NA,1316,1290,3411,G00003239,CENTRAL PARK WEST
E 13,E 13,NA,301,351,300,354,933,934,3412,G00003240,E 13
10 AVE,10 AVE,NA,593,611,596,612,1355,1723,3413,G00003241,10 AVE
2 AVE,2 AVE,NA,583,599,580,600,1247,1244,3414,G00003242,2 AVE
GREENE,GREENE,NA,249,267,252,268,822,822,3415,G00003243,GREENE
W 84,W 84,NA,NA,NA,NA,NA,1395,1394,3416,G00003244,W 84
W 125,W 125,NA,100,168,101,165,553,552,3417,G00003245,W 125
PEARL,PEARL,NA,123,143,124,152,8,8,3418,G00003246,PEARL
WORTH,WORTH,NA,191,205,192,200,45,45,3419,G00003247,WORTH
AMSTERDAM AVE,AMSTERDAM AVE,NA,1656,1674,1661,1679,700,654,3420,G00003248,AMSTERDAM AVE
AVE C,AVE C,NA,1,13,2,12,244,240,3421,G00003249,AVE C
E 41,E 41,NA,NA,NA,NA,NA,1123,1123,3422,G00003250,E 41
W 122,W 122,NA,200,266,201,281,557,555,3423,G00003251,W 122
E 7,E 7,NA,231,285,230,284,1661,254,3424,G00003252,E 7
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,744,744,3425,G00003253,RIVERSIDE DR
STAPLE,STAPLE,NA,2,10,1,9,33,33,3426,G00003254,STAPLE
W 83,W 83,NA,2,70,1,73,1293,1292,3427,G00003255,W 83
BROOME,BROOME,NA,49,63,52,66,781,780,3428,G00003256,BROOME
WARREN,WARREN,NA,65,95,66,96,13,13,3429,G00003257,WARREN
W 148,W 148,NA,400,422,401,423,657,657,3430,G00003258,W 148
W 202,W 202,NA,NA,NA,NA,NA,672,672,3431,G00003259,W 202
W END AVE,W END AVE,NA,741,759,740,758,740,740,3432,G00003260,W END AVE
SAINT NICHOLAS PL,SAINT NICHOLAS PL,NA,23,37,22,36,665,665,3433,G00003261,SAINT NICHOLAS PL
PARK AVE,PARK AVE,NA,NA,NA,1199,1217,387,387,3434,G00003262,PARK AVE
E 50,E 50,NA,101,125,100,124,1127,1127,3435,G00003263,E 50
BROADWAY,BROADWAY,NA,3741,3751,NA,NA,1742,1742,3436,G00003264,BROADWAY
MADISON AVE,MADISON AVE,NA,1812,1828,1815,1829,442,443,3437,G00003265,MADISON AVE
E 63,E 63,NA,NA,NA,NA,NA,1140,1133,3438,G00003266,E 63
2 AVE,2 AVE,NA,NA,NA,NA,NA,302,302,3439,G00003267,2 AVE
BROADWAY,BROADWAY,NA,NA,NA,2260,2278,1391,1391,3440,G00003268,BROADWAY
8 AVE,8 AVE,NA,661,679,660,678,1349,1276,3441,G00003269,8 AVE
DELANCEY,DELANCEY,NA,86,98,NA,NA,213,214,3442,G00003270,DELANCEY
AVE B,AVE B,NA,NA,NA,131,137,911,1669,3443,G00003271,AVE B
W 25,W 25,NA,300,368,301,365,847,848,3444,G00003272,W 25
W 44,W 44,NA,200,268,201,259,1273,1272,3445,G00003273,W 44
MARKET SLIP,MARKET SLIP,NA,92,104,95,103,58,58,3446,G00003274,MARKET SLIP
POST AVE,POST AVE,NA,NA,NA,NA,NA,674,674,3447,G00003275,POST AVE
E 72,E 72,NA,139,169,146,188,1146,1146,3448,G00003276,E 72
W 164,W 164,NA,540,562,541,563,688,688,3449,G00003277,W 164
CANAL,CANAL,NA,286,310,291,311,30,125,3450,G00003278,CANAL
E 53,E 53,NA,NA,NA,NA,NA,1132,505,3451,G00003279,E 53
SPRING,SPRING,NA,294,306,293,305,106,105,3452,G00003280,SPRING
DELANCEY,DELANCEY,NA,116,130,NA,NA,218,219,3453,G00003281,DELANCEY
BLEECKER,BLEECKER,NA,254,270,255,269,129,127,3454,G00003282,BLEECKER
E 128,E 128,NA,NA,NA,200,248,302,302,3455,G00003283,E 128
BROADWAY,BROADWAY,NA,1691,1707,1690,1704,1282,1282,3456,G00003284,BROADWAY
W 145,W 145,NA,450,478,471,499,654,659,3457,G00003285,W 145
W 135,W 135,NA,NA,NA,NA,NA,535,533,3458,G00003286,W 135
NORFOLK,NORFOLK,NA,161,189,160,192,875,876,3459,G00003287,NORFOLK
BROADWAY,BROADWAY,NA,3561,3579,NA,NA,699,699,3460,G00003288,BROADWAY
WHITEHALL,WHITEHALL,NA,47,49,NA,NA,1,1,3461,G00003289,WHITEHALL
BOWERY,BOWERY,NA,248,284,247,279,805,886,3462,G00003290,BOWERY
12 AVE,12 AVE,NA,2988,2994,NA,NA,716,716,3463,G00003291,12 AVE
W 152,W 152,NA,NA,NA,NA,NA,692,692,3464,G00003292,W 152
CATHERINE,CATHERINE,NA,1,9,2,8,52,46,3465,G00003293,CATHERINE
W END AVE,W END AVE,NA,681,697,680,698,744,743,3466,G00003294,W END AVE
BROADWAY,BROADWAY,NA,419,431,420,434,125,784,3467,G00003295,BROADWAY
SPRUCE,SPRUCE,NA,23,43,24,44,14,10,3468,G00003296,SPRUCE
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,1479,1499,1480,1498,678,677,3469,G00003297,NICHOLAS AVE
LUDLOW,LUDLOW,NA,NA,NA,NA,NA,183,183,3470,G00003298,LUDLOW
W 13,W 13,NA,400,430,401,429,177,177,3471,G00003299,W 13
LEXINGTON AVE,LEXINGTON AVE,NA,1364,1378,1361,1379,381,382,3472,G00003300,LEXINGTON AVE
W 83,W 83,NA,NA,NA,NA,NA,1396,1395,3473,G00003301,W 83
CHRYSTIE,CHRYSTIE,NA,125,145,122,144,199,202,3474,G00003302,CHRYSTIE
RUTGERS PL,RUTGERS SLIP,NA,NA,NA,74,80,70,70,3475,G00003303,RUTGERS SLIP
W 109,W 109,NA,50,72,49,73,619,619,3476,G00003304,W 109
BROADWAY,BROADWAY,NA,4181,4185,NA,NA,680,680,3477,G00003305,BROADWAY
E 97,E 97,NA,1,19,2,24,477,477,3478,G00003306,E 97
BEACH,BEACH,NA,NA,NA,NA,NA,31,35,3479,G00003307,BEACH
W 40,W 40,NA,200,274,201,275,1198,1199,3480,G00003308,W 40
MOUNT MORRIS W PARK,MOUNT MORRIS W PARK,NA,11,18,NA,NA,494,495,3481,G00003309,MOUNT MORRIS W PARK
BEDFORD,BEDFORT,NA,47,61,46,58,131,129,3482,G00003310,BEDFORT
W 138,W 138,NA,100,144,99,145,528,527,3483,G00003311,W 138
MULBERRY,MULBERRY,NA,179,191,178,190,786,787,3484,G00003312,MULBERRY
6 AVE,6 AVE,NA,795,813,794,812,1271,1176,3485,G00003314,6 AVE
BROOME,BROOME,NA,259,273,260,274,210,211,3486,G00003315,BROOME
BARUCH PL,GOERICK,NA,NA,NA,NA,NA,779,778,3487,G00003316,GOERICK
STONE,STONE,NA,1,23,2,20,1,1,3488,G00003317,STONE
E 51,E 51,NA,29,59,18,50,505,505,3489,G00003318,E 51
WAVERLY PL,WAVERLY PL,NA,132,144,137,141,157,157,3490,G00003319,WAVERLY PL
ABRAHAM KAZAN,COLUMBIA,NA,1,19,2,22,773,773,3491,G00003320,COLUMBIA
W 109,W 109,NA,100,174,101,175,620,620,3492,G00003321,W 109
W 172,W 172,NA,NA,NA,601,601,686,686,3493,G00003322,W 172
3 AVE,3 AVE,NA,1470,1488,1471,1489,1148,1040,3494,G00003323,3 AVE
W 119,W 119,NA,300,318,301,319,632,633,3495,G00003324,W 119
W 207,W 207,NA,NA,NA,NA,NA,674,674,3496,G00003325,W 207
5 AVE,5 AVE,NA,2200,2218,2201,2219,504,428,3497,G00003326,5 AVE
W 4,W 4,NA,130,152,129,151,808,807,3498,G00003327,W 4
E 70,E 70,NA,301,339,300,340,1065,1066,3499,G00003328,E 70
C W P,CENTRAL PARK WEST,NA,487,490,NA,NA,1730,507,3500,G00003329,CENTRAL PARK WEST
WADSWORTH AVE,WADSWORTH AVE,NA,NA,NA,NA,NA,676,676,3501,G00003331,WADSWORTH AVE
MANHATTAN AVE,MANHATTAN AVE,NA,529,553,NA,NA,636,636,3502,G00003332,MANHATTAN AVE
ADAM POWELL BLVD,7 AVE,NA,NA,NA,1841,1851,573,576,3503,G00003333,7 AVE
WORTH,WORTH,NA,65,91,54,90,30,30,3504,G00003334,WORTH
W 181,W 181,NA,NA,NA,653,665,678,678,3505,G00003335,W 181
E 44,E 44,NA,1,31,2,16,1169,1169,3506,G00003336,E 44
CHURCH,CHURCH,NA,230,242,229,243,30,30,3507,G00003337,CHURCH
SEAMAN AVE,SEAMAN AVE,NA,NA,NA,NA,NA,674,674,3508,G00003338,SEAMAN AVE
E 31,E 31,NA,23,51,28,54,1266,1266,3509,G00003339,E 31
DYCKMAN,DYCKMAN,NA,NA,NA,NA,NA,675,674,3510,G00003340,DYCKMAN
PRINCE,PRINCE,NA,62,70,63,67,800,800,3511,G00003341,PRINCE
W 120,W 120,NA,44,86,1,27,493,493,3512,G00003342,W 120
10 AVE,10 AVE,NA,NA,NA,NA,NA,674,672,3513,G00003343,10 AVE
9 AVE,9 AVE,NA,469,483,468,482,1215,1725,3514,G00003344,9 AVE
W 125,W 125,NA,NA,NA,401,415,638,638,3515,G00003345,W 125
LIBERTY,LIBERTY,NA,14,52,19,53,7,10,3516,G00003346,LIBERTY
WORTH,WORTH,NA,NA,NA,NA,NA,46,22,3517,G00003347,WORTH
5 AVE,5 AVE,NA,NA,NA,850,856,1181,1161,3518,G00003348,5 AVE
W 126,W 126,NA,200,276,201,275,552,550,3519,G00003349,W 126
W 181,W 181,NA,600,624,601,625,678,678,3520,G00003350,W 181
3 AVE,3 AVE,NA,1802,1822,1801,1821,396,352,3521,G00003351,3 AVE
JACKSON,JACKSON,NA,2,12,1,13,100,95,3522,G00003352,JACKSON
GREENWICH,GREENWICH,NA,122,126,127,131,3,4,3523,G00003353,GREENWICH
WADSWORTH AVE,WADSWORTH AVE,NA,180,190,181,189,678,678,3524,G00003354,WADSWORTH AVE
CHARLES,CHARLES,NA,98,114,91,111,150,149,3525,G00003355,CHARLES
W 86,W 86,NA,250,282,251,283,1393,746,3526,G00003356,W 86
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,400,406,727,727,3527,G00003357,RIVERSIDE DR
LENOX AVE,LENOX AVE,6 AVE,585,617,NA,NA,526,1716,3528,G00003358,LENOX AVE
E 16,E 16,NA,321,345,320,346,978,625,3529,G00003359,E 16
CHAMBERS,CHAMBERS,NA,104,132,101,131,12,12,3530,G00003360,CHAMBERS
W 130,W 130,NA,NA,NA,NA,NA,719,716,3531,G00003361,W 130
9 AVE,9 AVE,NA,877,893,878,908,1323,1324,3532,G00003362,9 AVE
LEXINGTON AVE,LEXINGTON AVE,NA,120,140,119,137,1264,1264,3533,G00003363,LEXINGTON AVE
1 AVE,1 AVE,NA,805,821,806,824,1104,999,3534,G00003364,1 AVE
PIKE,PIKE,NA,1,7,2,8,64,63,3535,G00003365,PIKE
C W P,CENTRAL PARK WEST,NA,451,461,NA,NA,610,507,3536,G00003366,CENTRAL PARK WEST
BROOME,BROOME,NA,275,289,276,290,209,208,3537,G00003367,BROOME
GREENWICH AVE,GREENWICH AVE,NA,57,71,58,74,159,159,3538,G00003368,GREENWICH AVE
E 29,E 29,NA,1,23,2,24,1266,1267,3539,G00003369,E 29
W 33,W 33,NA,300,370,301,323,1218,1218,3540,G00003370,W 33
CONVENT AVE,CONVENT AVE,NA,440,458,441,459,658,657,3541,G00003371,CONVENT AVE
BROADWAY,BROADWAY,NA,4187,4199,4180,4198,680,680,3542,G00003372,BROADWAY
COLUMBUS AVE,COLUMBUS AVE,NA,396,418,NA,NA,1299,1297,3543,G00003373,COLUMBUS AVE
5 AVE,5 AVE,NA,NA,NA,830,838,1181,1162,3544,G00003374,5 AVE
COLUMBIA,COLUMBIA,NA,45,71,50,74,765,766,3545,G00003375,COLUMBIA
E 50,E 50,NA,201,257,200,254,1097,541,3546,G00003376,E 50
ADAM POWELL BLVD,7 AVE,NA,NA,NA,1875,1893,567,570,3547,G00003377,7 AVE
E 30,E 30,NA,25,53,28,52,1266,1267,3548,G00003378,E 30
LAIGHT,LAIGHT,NA,69,75,70,76,36,36,3549,G00003379,LAIGHT
3 AVE,3 AVE,NA,1330,1352,1329,1347,1142,1053,3550,G00003380,3 AVE
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,NA,NA,675,675,3551,G00003381,RIVERSIDE DR
WASHINGTON,WASHINGTON,NA,426,440,425,439,34,34,3552,G00003382,WASHINGTON
2 AVE,2 AVE,NA,1241,1259,1242,1258,1070,1069,3553,G00003384,2 AVE
W 4,W 4,NA,NA,NA,NA,NA,137,157,3554,G00003385,W 4
W 129,W 129,NA,400,464,401,499,640,640,3555,G00003386,W 129
E 45,E 45,NA,95,121,96,122,1125,498,3556,G00003387,E 45
5 AVE,5 AVE,NA,NA,NA,1250,1259,507,462,3557,G00003388,5 AVE
E 55,E 55,NA,401,443,400,434,1006,1007,3558,G00003389,E 55
GRAND,GRAND,NA,20,34,19,33,121,121,3559,G00003390,GRAND
E 10,E 10,NA,245,291,246,292,1071,920,3560,G00003391,E 10
PARK AVE,PARK AVE,NA,NA,NA,999,1017,383,383,3561,G00003392,PARK AVE
E 10,E 10,NA,131,141,130,140,930,929,3562,G00003393,E 10
LEXINGTON AVE,LEXINGTON AVE,NA,1290,1308,1297,1309,378,385,3563,G00003394,LEXINGTON AVE
BROADWAY,BROADWAY,NA,NA,NA,NA,NA,1319,1319,3564,G00003395,BROADWAY
MERCER,MERCER,NA,9,35,14,36,125,125,3565,G00003396,MERCER
1 AVE,1 AVE,NA,NA,NA,614,624,1253,996,3566,G00003397,1 AVE
W 19,W 19,NA,300,366,301,369,857,856,3567,G00003398,W 19
W 77,W 77,NA,2,66,NA,NA,1301,1301,3568,G00003399,W 77
W 126,W 126,NA,300,330,301,331,639,642,3569,G00003400,W 126
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2643,2661,2654,2670,655,523,3570,G00003401,F DOUGLASS BLVD
E 95,E 95,NA,157,185,156,184,389,389,3571,G00003402,E 95
WASHINGTON,WASHINGTON,NA,836,856,837,843,177,177,3572,G00003403,WASHINGTON
6 AVE,6 AVE,NA,993,1011,994,1012,1287,1181,3573,G00003404,6 AVE
BANK,BANK,NA,16,50,9,49,165,167,3574,G00003405,BANK
GREENWICH,GREENWICH,NA,138,146,141,155,3,3,3575,G00003406,GREENWICH
3 AVE,3 AVE,NA,1754,1768,1751,1765,393,356,3576,G00003407,3 AVE
COLUMBUS AVE,COLUMBUS AVE,NA,320,338,317,339,1303,1301,3577,G00003408,COLUMBUS AVE
W 151,W 151,NA,NA,NA,NA,NA,510,510,3578,G00003409,W 151
EDGECOMB AVE,EDGECOMB AVE,NA,NA,NA,2,24,649,649,3579,G00003410,EDGECOMB AVE
MADISON AVE,MADISON AVE,NA,532,548,533,549,1167,1166,3580,G00003411,MADISON AVE
E 96,E 96,NA,101,143,100,138,391,387,3581,G00003412,E 96
RIVERSIDE DR,RIVERSIDE DR,NA,NA,NA,221,227,741,741,3582,G00003413,RIVERSIDE DR
6 AVE,6 AVE,NA,23,39,18,36,137,808,3583,G00003414,6 AVE
ACADEMY,ACADEMY,NA,NA,NA,NA,NA,674,674,3584,G00003415,ACADEMY
W 92,W 92,NA,NA,NA,NA,NA,742,742,3585,G00003416,W 92
6 AVE,6 AVE,NA,101,105,96,112,157,826,3586,G00003417,6 AVE
W 183,W 183,NA,NA,NA,NA,NA,NA,NA,3587,G00003418,W 183
E 23,E 23,NA,135,163,134,164,984,985,3588,G00003419,E 23
3 AVE,3 AVE,NA,2182,2198,2185,2199,419,316,3589,G00003420,3 AVE
E 84,E 84,NA,501,547,500,540,279,1031,3590,G00003421,E 84
3 AVE,3 AVE,NA,48,64,47,65,938,930,3591,G00003422,3 AVE
2 AVE,2 AVE,NA,1817,1831,1820,1838,360,358,3592,G00003423,2 AVE
KING,KING,NA,66,96,61,93,110,110,3593,G00003424,KING
E 13,E 13,NA,601,653,600,652,268,267,3594,G00003425,E 13
RIVINGTON,RIVINGTON,NA,70,84,69,83,1701,212,3595,G00003426,RIVINGTON
SAINT CLASSON PL,SAINT CLASSON PL,NA,NA,NA,NA,NA,719,719,3596,G00003427,SAINT CLASSON PL
W 16,W 16,NA,200,260,201,267,831,832,3597,G00003428,W 16
BROADWAY,BROADWAY,NA,NA,NA,NA,NA,675,675,3598,G00003429,BROADWAY
W 104,W 104,NA,200,234,201,223,734,732,3599,G00003430,W 104
FRANKLIN,FRANKLIN,NA,99,125,96,124,30,30,3600,G00003431,FRANKLIN
2 AVE,2 AVE,NA,1283,1297,1276,1294,1072,1067,3601,G00003432,2 AVE
E BROADWAY,E BROADWAY,NA,NA,NA,NA,NA,63,62,3602,G00003433,E BROADWAY
HUDSON,HUDSON,NA,637,651,638,650,172,163,3603,G00003434,HUDSON
E 57,E 57,NA,27,51,28,58,1165,1165,3604,G00003435,E 57
PARK AVE,PARK AVE,NA,NA,NA,595,607,1138,1138,3605,G00003436,PARK AVE
W 56,W 56,NA,500,552,501,557,1369,1369,3606,G00003437,W 56
10 AVE,10 AVE,NA,851,869,852,876,1369,1325,3607,G00003438,10 AVE
5 AVE,5 AVE,NA,482,502,479,501,1172,1170,3608,G00003439,5 AVE
C W P,CENTRAL PARK WEST,NA,280,289,NA,NA,583,507,3609,G00003440,CENTRAL PARK WEST
BROAD,BROAD,NA,1,23,2,28,7,7,3610,G00003441,BROAD
FORT WASHINGTON AVE,FORT WASHINGTON AVE,NA,1,25,NA,NA,686,686,3611,G00003442,FORT WASHINGTON AVE
W 120,W 120,NA,NA,NA,NA,NA,560,559,3612,G00003443,W 120
AVE C,AVE C,NA,107,125,106,124,256,1661,3613,G00003444,AVE C
ADAM POWELL BLVD,7 AVE,NA,NA,NA,2141,2161,549,548,3614,G00003445,7 AVE
W 225,W 225,NA,NA,NA,NA,NA,NA,NA,3615,G00003446,W 225
E 58,E 58,NA,201,247,200,250,1091,1090,3616,G00003447,E 58
6 AVE,6 AVE,NA,431,447,430,444,1182,994,3617,G00003448,6 AVE
BEDFORD,BEDFORT,NA,96,114,99,119,152,152,3618,G00003449,BEDFORT
W 211,W 211,NA,NA,NA,NA,NA,674,674,3619,G00003450,W 211
E 39,E 39,NA,201,251,200,248,1119,1259,3620,G00003451,E 39
C W P,CENTRAL PARK WEST,NA,471,477,NA,NA,618,507,3621,G00003452,CENTRAL PARK WEST
READE,READE,NA,127,159,130,160,13,33,3622,G00003453,READE
E 50,E 50,NA,1,23,2,26,1167,1167,3623,G00003454,E 50
E 95,E 95,NA,201,239,200,240,359,360,3624,G00003455,E 95
BROADWAY,BROADWAY,NA,1293,1303,1282,1290,1268,1268,3625,G00003456,BROADWAY
W 150,W 150,NA,NA,NA,NA,NA,515,510,3626,G00003457,W 150
YORK AVE,AVE A,NA,1633,1653,1634,1654,272,281,3627,G00003458,AVE A
GOLD,GOLD,NA,87,103,88,108,14,14,3628,G00003459,GOLD
ADAM POWELL BLVD,7 AVE,NA,2062,2080,NA,NA,554,554,3629,G00003460,7 AVE
1 AVE,1 AVE,NA,1325,1343,1324,1342,1064,1014,3630,G00003461,1 AVE
E HOUSTON,E HOUSTON,NA,194,214,187,205,884,871,3631,G00003462,E HOUSTON
W 54,W 54,NA,500,562,501,565,1368,1371,3632,G00003463,W 54
MADISON AVE,MADISON AVE,NA,118,132,119,133,1266,1266,3633,G00003464,MADISON AVE
BROADWAY,BROADWAY,NA,NA,NA,2280,2298,1396,1396,3634,G00003465,BROADWAY
WASHINGTON W SQ,WASHINGTON W SQ,NA,NA,NA,33,39,807,807,3635,G00003466,WASHINGTON W SQ
W 63,W 63,NA,NA,NA,NA,NA,1317,1317,3636,G00003467,W 63
3 AVE,3 AVE,NA,2004,2018,2005,2025,410,333,3637,G00003468,3 AVE
CLAREMONT AVE,CLAREMONT AVE,NA,1,13,NA,NA,725,725,3638,G00003469,CLAREMONT AVE
E 39,E 39,NA,101,127,100,130,1121,1121,3639,G00003470,E 39
MADISON AVE,MADISON AVE,NA,186,198,185,203,1265,1265,3640,G00003471,MADISON AVE
SOUTH,SOUTH,NA,104,120,NA,NA,11,11,3641,G00003472,SOUTH
CLINTON,CLINTON,NA,NA,NA,NA,NA,751,752,3642,G00003474,CLINTON
MADISON AVE,MADISON AVE,NA,432,450,429,445,1167,505,3643,G00003475,MADISON AVE
5 AVE,5 AVE,NA,248,264,251,263,1270,1267,3644,G00003476,5 AVE
AUDUBON AVE,AUDUBON AVE,NA,NA,NA,NA,NA,676,676,3645,G00003477,AUDUBON AVE
AUDUBON AVE,AUDUBON AVE,NA,NA,NA,NA,NA,676,676,3646,G00003478,AUDUBON AVE
2 AVE,2 AVE,NA,461,479,460,478,959,958,3647,G00003479,2 AVE
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,861,879,860,882,664,665,3648,G00003480,NICHOLAS AVE
W 122,W 122,NA,NA,NA,NA,NA,724,723,3649,G00003481,W 122
DELANCEY,DELANCEY,NA,NA,NA,85,97,214,214,3650,G00003482,DELANCEY
W 18,W 18,NA,200,262,201,259,833,836,3651,G00003483,W 18
2 AVE,2 AVE,NA,231,237,230,236,980,979,3652,G00003484,2 AVE
MADISON AVE,MADISON AVE,NA,814,824,813,827,1161,1161,3653,G00003485,MADISON AVE
F DOUGLASS BLVD,F DOUGLASS BLVD,NA,2851,2861,2852,2866,704,510,3654,G00003486,F DOUGLASS BLVD
SAINT NICHOLAS AVE,NICHOLAS AVE,NA,1441,1459,1440,1458,678,677,3655,G00003487,NICHOLAS AVE
WAVERLY PL,WAVERLY PL,NA,146,156,143,151,157,157,3656,G00003488,WAVERLY PL
EXCHANGE PL,EXCHANGE PL,NA,62,66,61,69,7,7,3657,G00003489,EXCHANGE PL
BROADWAY,BROADWAY,NA,NA,NA,2400,2414,745,745,3658,G00003490,BROADWAY
W END AVE,W END AVE,NA,801,823,806,822,738,737,3659,G00003491,W END AVE
MANHATTAN AVE,MANHATTAN AVE,NA,381,407,380,398,629,627,3660,G00003492,MANHATTAN AVE
E 132,E 132,NA,1,33,2,22,429,430,3661,G00003493,E 132
