ED,Name,Min,Max
137,BLEECKER,231,253
137,CARMINE,1,20
137,CORNELIA,1,36
137,W 4,NA,NA
138,BARROW,86,143
138,CHRISTOPHER,NA,NA
138,GREENWICH,629,684
138,HUDSON,438,500
138,MORTON,69,115
138,NORTH RIVER,NA,NA
138,WASHINGTON,611,648
138,WEST,NA,NA
139,CLARKSON,23,77
139,GREENWICH,585,602
139,HUDSON,NA,NA
139,NORTH RIVER,NA,NA
139,W HOUSTON,277,349
139,WASHINGTON,566,583
139,WEST,NA,NA
140,CLARKSON,23,77
140,GREENWICH,603,618
140,HUDSON,404,421
140,LEROY,100,NA
140,NORTH RIVER,NA,NA
140,WASHINGTON,584,598
140,WEST,NA,NA
141,GREENWICH,617,634
141,HUDSON,420,445
141,LEROY,100,NA
141,MORTON,69,115
141,NORTH RIVER,NA,NA
141,WASHINGTON,599,616
141,WEST,NA,NA
142,BANK,82,169
142,GREENWICH,752,770
142,HUDSON,583,576
142,NORTH RIVER,NA,NA
142,W 11,301,385
142,WASHINGTON,719,732
142,WEST,NA,NA
143,CHARLES,145,173
143,CHARLES LA,NA,NA
143,CHARLES LN,NA,NA
143,NORTH RIVER,NA,NA
143,PERRY,150,176
143,W 10,NA,NA
143,W 11,344,385
143,WASHINGTON,666,718
143,WEST,NA,NA
144,GREENWICH,733,751
144,HUDSON,551,574
144,PERRY,119,149
144,W 11,301,345
144,WASHINGTON,702,718
145,CHARLES,113,146
145,GREENWICH,697,736
145,HUDSON,519,550
145,PERRY,119,149
145,W 10,251,280
145,WASHINGTON,666,701
146,CHRISTOPHER,NA,NA
146,GREENWICH,679,700
146,HUDSON,501,518
146,NORTH RIVER,NA,NA
146,W 10,NA,NA
146,WASHINGTON,649,665
146,WEEHAWKEN,1,14
146,WEST,NA,NA
147,BLEECKER,385,402
147,HUDSON,551,574
147,PERRY,55,108
147,W 11,254,300
147,W 4,261,285
148,CHARLES,23,62
148,PERRY,17,54
148,W 11,216,253
148,W 4,248,285
148,WAVERLY PL,206,232
149,BLEECKER,367,384
149,CHARLES,1,114
149,HUDSON,535,550
149,PERRY,55,108
149,VAN NEST PL,NA,NA
149,W 4,248,260
150,BLEECKER,350,365
150,CHARLES,1,114
150,HUDSON,519,536
150,VAN NEST PL,NA,NA
150,W 10,184,254
150,W 4,232,249
151,BLEECKER,339,348
151,CHRISTOPHER,90,130
151,HUDSON,501,518
151,W 10,215,254
152,BEDFORD,96,119
152,BLEECKER,316,328
152,CHRISTOPHER,90,130
152,GROVE,NA,NA
152,HUDSON,485,500
153,BARROW,30,89
153,BEDFORD,82,97
153,BLEECKER,296,315
153,GROVE,NA,NA
153,HUDSON,464,486
154,BARROW,2,35
154,BLEECKER,296,328
154,CHRISTOPHER,62,93
154,CHRISTOPHER PARK,NA,NA
154,GROVE,48,76
154,W 4,NA,NA
154,W WASHINGTON PL,NA,NA
155,BLEECKER,339,348
155,CHRISTOPHER,62,93
155,W 10,184,216
155,W 4,218,235
156,CHARLES,23,62
156,CHRISTOPHER,NA,NA
156,CHRISTOPHER PARK,NA,NA
156,GROVE,NA,NA
156,SPENCER PL,NA,NA
156,W 10,154,184
156,W 4,NA,NA
156,WAVERLY PL,163,204
157,6 AVE,38,112
157,BARROW,NA,NA
157,CHRISTOPHER,NA,NA
157,GAY,1,21
157,GREENWICH AVE,NA,NA
157,GROVE,NA,NA
157,SHERIDAN SQ,NA,NA
157,W 4,NA,NA
157,W WASHINGTON PL,NA,NA
157,WASHINGTON PL,NA,NA
157,WAVERLY PL,NA,NA
158,6 AVE,NA,NA
158,CHARLES,1,26
158,CHRISTOPHER,NA,NA
158,GREENWICH AVE,2,37
158,W 10,NA,NA
158,WAVERLY PL,163,204
159,6 AVE,132,149
159,ASHLAND PL,NA,NA
159,CHARLES,1,26
159,GREENWICH AVE,18,74
159,MILLIGAN PL,NA,NA
159,PATCHEN PL,NA,NA
159,PATCHIN PL,1,10
159,PERRY,1,18
159,W 10,NA,NA
159,W 11,101,202
159,WAVERLY PL,206,232
160,6 AVE,148,207
160,7 AVE,20,62
160,W 11,101,167
160,W 12,101,181
160,W 13,100,169
160,W 14,100,161
161,7 AVE,1,19
161,VINCENTS HOSPITAL,NA,NA
162,8 AVE,NA,NA
162,E 33,NA,NA
162,HORATIO,NA,NA
162,HUDSON,NA,NA
162,W 13,300,351
162,W 14,300,359
162,W 4,NA,NA
163,8 AVE,NA,NA
163,GANSEVOORT,1,22
163,HORATIO,7,50
163,HUDSON,623,667
163,JANE,NA,NA
163,W 13,315,351
163,W 4,NA,NA
164,8 AVE,NA,NA
164,ABINGDON SQ,NA,NA
164,BANK,NA,NA
164,BETHUNE,NA,NA
164,BLEECKER,NA,NA
164,HUDSON,NA,NA
164,JANE,NA,NA
164,W 12,NA,NA
164,W 4,300,331
165,BANK,1,50
165,GREENWICH AVE,72,85
165,W 11,214,253
165,W 4,285,299
165,WAVERLY PL,233,252
166,BANK,NA,NA
166,BLEECKER,403,717
166,HUDSON,583,576
166,W 11,254,300
166,W 4,285,299
167,BANK,1,50
167,GREENWICH AVE,87,101
167,W 12,230,282
167,W 4,300,319
168,7 AVE,1,40
168,GREENWICH AVE,72,129
168,W 12,200,230
168,W 13,200,253
169,8 AVE,NA,NA
169,GREENWICH AVE,88,129
169,HORATIO,NA,NA
169,JACKSON SQ,NA,NA
169,JANE,1,34
169,W 12,230,282
169,W 4,NA,NA
170,7 AVE,41,62
170,8 AVE,NA,NA
170,GREENWICH AVE,NA,NA
170,HORATIO,NA,NA
170,JACKSON SQ,NA,NA
170,W 13,200,253
170,W 14,200,267
171,GANSEVOORT,NA,NA
171,GRACE AVE,NA,NA
171,GREENWICH,821,855
171,HORATIO,61,121
171,NORTH RIVER,NA,NA
171,NULL,NA,NA
171,WASHINGTON,799,816
171,WEST,NA,NA
172,GANSEVOORT,NA,NA
172,GREENWICH,809,855
172,HORATIO,52,66
172,HUDSON,623,651
172,JANE,56,68
173,GREENWICH,809,830
173,HORATIO,61,121
173,JANE,68,142
173,NORTH RIVER,NA,NA
173,WASHINGTON,783,800
173,WEST,NA,NA
174,BANK,82,96
174,BETHUNE,1,10
174,GREENWICH,770,814
174,HUDSON,NA,NA
174,JANE,56,68
174,W 12,NA,NA
175,GREENWICH,801,814
175,JANE,68,142
175,NORTH RIVER,NA,NA
175,W 12,328,401
175,WASHINGTON,769,782
175,WEST,NA,NA
176,BANK,100,169
176,BETHUNE,11,80
176,GREENWICH,770,800
176,NORTH RIVER,NA,NA
176,W 12,328,401
176,WASHINGTON,733,768
176,WEST,NA,NA
177,10 AVE,NA,NA
177,11 AVE,NA,NA
177,9 AVE,NA,NA
177,BLOOMFIELD,NA,NA
177,FARMERS MARKET,NA,NA
177,GANSEVOORT,NA,NA
177,GRACE AVE,NA,NA
177,HEWITT AVE,NA,NA
177,HUDSON,652,684
177,LAWTON AVE,NA,NA
177,LOEW AVE,NA,NA
177,NORTH RIVER,NA,NA
177,NULL,NA,NA
177,THOMPSON,NA,NA
177,THOMPSON AVE,NA,NA
177,W 12 LITTLE,NA,NA
177,W 13,NA,NA
177,W 14,NA,NA
177,W LITTLE 12,NA,NA
177,WASHINGTON,NA,NA
177,WASHINGTON W MARKET,NA,NA
177,WEST WASHINGTON MARKET,NA,NA
178,BAYARD,NA,NA
178,BOWERY,1,NA
178,CHRISTIE,NA,NA
178,CHRYSTIE,1,11
178,DIVISION,1,62
180,BAYARD,NA,NA
180,CANAL,NA,NA
180,CATHERINE,NA,NA
180,CHATHAM SQ,NA,NA
180,CHRISTIE,NA,NA
180,CHRYSTIE,NA,NA
180,CLEVELAND SQ,NA,NA
180,E BROADWAY,NA,NA
180,FORSYTH,1,29
180,HENRY,NA,NA
180,NEW BOWERY,NA,NA
180,OLIVER,NA,NA
180,PARK ROW,NA,NA
181,BAYARD,NA,NA
181,CANAL,86,105
181,DIVISION,NA,NA
181,ELDRIDGE,1,29
181,FORSYTH,1,29
182,ALLEN,1,13
182,CANAL,70,85
182,DIVISION,89,105
182,ELDRIDGE,1,29
182,THOMPSON,NA,NA
183,ALLEN,1,13
183,CANAL,38,69
183,DIVISION,106,NA
183,LUDLOW,NA,NA
183,ORCHARD,1,9
184,CANAL,NA,NA
184,DIVISION,NA,NA
184,ESSEX,NA,NA
184,HESTER,42,63
184,LUDLOW,1,31
184,NORFOLK,NA,NA
184,NULL,NA,NA
185,CANAL,38,53
185,HESTER,54,79
185,LUDLOW,1,31
185,ORCHARD,10,39
186,ALLEN,12,39
186,CANAL,54,69
186,HESTER,68,95
186,ORCHARD,10,39
187,ALLEN,12,39
187,CANAL,70,85
187,ELDRIDGE,30,63
187,HESTER,84,105
188,CANAL,86,105
188,ELDRIDGE,30,63
188,FORSYTH,30,61
188,HESTER,96,119
189,CANAL,NA,NA
189,CHRISTIE,NA,NA
189,CHRYSTIE,45,72
189,FORSYTH,30,61
189,HESTER,110,135
190,BAYARD,NA,NA
190,BOWERY,NA,NA
190,CANAL,NA,NA
190,CHRISTIE,NA,NA
190,CHRYSTIE,NA,NA
190,CLEVELAND SQ,NA,NA
190,HESTER,122,151
191,BOWERY,90,127
191,CHRISTIE,NA,NA
191,CHRYSTIE,73,103
191,GRAND,236,253
191,HESTER,122,151
192,CHRISTIE,NA,NA
192,CHRYSTIE,73,103
192,FORSYTH,62,90
192,GRAND,254,270
192,HESTER,110,135
193,ELDRIDGE,64,98
193,FORSYTH,62,90
193,GRAND,271,289
193,HESTER,96,119
194,ALLEN,40,69
194,ELDRIDGE,64,98
194,GRAND,290,307
194,HESTER,84,105
195,ALLEN,40,69
195,GRAND,308,321
195,HESTER,68,95
195,ORCHARD,40,67
196,GRAND,322,339
196,HESTER,54,79
196,LUDLOW,32,62
196,ORCHARD,40,67
197,ESSEX,27,54
197,GRAND,336,355
197,HESTER,42,63
197,LUDLOW,32,62
198,ESSEX,27,54
198,GRAND,354,373
198,HESTER,NA,NA
198,NORFOLK,8,47
198,NULL,NA,NA
199,BOWERY,NA,NA
199,BROOME,323,340
199,CHRISTIE,NA,NA
199,CHRYSTIE,NA,NA
199,DELANCEY,NA,NA
199,GRAND,236,253
199,NULL,NA,NA
200,BOWERY,NA,NA
200,CHRISTIE,NA,NA
200,CHRYSTIE,146,178
200,DELANCEY,NA,NA
200,RIVINGTON,1,18
200,SPRING,NA,NA
201,CHRISTIE,NA,NA
201,CHRYSTIE,146,178
201,DELANCEY,NA,NA
201,FORSYTH,131,164
201,RIVINGTON,19,35
202,BROOME,306,322
202,CHRISTIE,NA,NA
202,CHRYSTIE,NA,NA
202,DELANCEY,NA,NA
202,FORSYTH,NA,NA
203,BROOME,306,322
203,CHRISTIE,NA,NA
203,CHRYSTIE,104,123
203,FORSYTH,91,110
203,GRAND,254,270
204,BROOME,291,307
204,ELDRIDGE,97,124
204,FORSYTH,91,110
204,GRAND,271,289
205,BROOME,291,307
205,DELANCEY,NA,NA
205,ELDRIDGE,NA,NA
205,FORSYTH,NA,NA
206,DELANCEY,NA,NA
206,ELDRIDGE,150,187
206,FORSYTH,131,164
206,RIVINGTON,36,55
207,ALLEN,111,145
207,DELANCEY,NA,NA
207,ELDRIDGE,150,187
207,RIVINGTON,54,68
208,ALLEN,NA,NA
208,BROOME,275,290
208,DELANCEY,NA,NA
208,ELDRIDGE,NA,NA
209,ALLEN,70,87
209,BROOME,275,290
209,ELDRIDGE,97,124
209,GRAND,290,307
210,ALLEN,70,87
210,BROOME,259,274
210,GRAND,308,321
210,ORCHARD,66,89
211,ALLEN,NA,NA
211,BROOME,259,274
211,DELANCEY,NA,NA
211,ORCHARD,NA,NA
212,ALLEN,111,145
212,DELANCEY,NA,NA
212,ORCHARD,112,143
212,RIVINGTON,69,84
213,DELANCEY,NA,NA
213,LUDLOW,101,131
213,ORCHARD,112,143
213,RIVINGTON,85,99
214,BROOME,243,258
214,DELANCEY,NA,NA
214,LUDLOW,NA,NA
214,ORCHARD,NA,NA
215,BROOME,243,258
215,GRAND,322,339
215,LUDLOW,63,81
215,ORCHARD,66,89
216,BROOME,227,242
216,DELANCEY,NA,NA
216,ESSEX,NA,NA
216,ESSEX MARKET PL,NA,NA
216,GRAND,336,355
216,LUDLOW,NA,NA
217,DELANCEY,NA,NA
217,ESSEX,91,128
217,LUDLOW,101,131
217,RIVINGTON,100,115
218,DELANCEY,NA,NA
218,ESSEX,91,128
218,NORFOLK,90,128
218,RIVINGTON,116,130
219,BROOME,211,226
219,DELANCEY,NA,NA
219,ESSEX,NA,NA
219,NORFOLK,NA,NA
220,BROOME,211,226
220,ESSEX,55,76
220,GRAND,354,373
220,NORFOLK,48,66
221,CANNON,75,NA
221,COLUMBIA,73,108
221,RIVINGTON,268,289
221,STANTON,272,282
222,CANNON,75,NA
222,LEWIS,72,99
222,RIVINGTON,294,306
222,STANTON,281,302
223,GOERCK,NA,NA
223,GOERICK,81,117
223,LEWIS,NA,NA
223,RIVINGTON,NA,NA
223,STANTON,304,321
224,GOERCK,NA,NA
224,GOERICK,81,117
224,MANGIN,77,106
224,RIVINGTON,322,337
224,STANTON,324,341
225,E 7,NA,NA
225,E HOUSTON,488,523
225,EAST RIVER,NA,NA
225,GOERCK,NA,NA
225,GOERICK,118,151
225,MANGIN,77,148
225,PIER 50,NA,NA
225,PIER 54,NA,NA
225,PIERS,NA,NA
225,RIVINGTON,NA,NA
225,STANTON,NA,NA
225,TOMPKINS,NA,NA
226,E HOUSTON,468,484
226,GOERCK,NA,NA
226,GOERICK,118,151
226,LEWIS,NA,NA
226,STANTON,NA,NA
227,CANNON,107,137
227,E HOUSTON,NA,NA
227,LEWIS,100,128
227,STANTON,281,302
228,CANNON,107,137
228,COLUMBIA,103,150
228,E HOUSTON,NA,NA
228,STANTON,272,282
229,AVE D,NA,NA
229,CANNON,NA,NA
229,E 3,341,357
229,E HOUSTON,NA,NA
229,HANCOCK PL,NA,NA
229,L WALD,NA,NA
229,LEWIS,131,150
229,MANHATTAN,NA,NA
230,BARUCH PL,152,163
230,E 3,380,433
230,E HOUSTON,468,523
230,EAST RIVER,NA,NA
230,GOERCK,NA,NA
230,LEWIS,131,150
230,PIER 54,NA,NA
230,PIER 55,NA,NA
230,TOMPKINS,NA,NA
231,E 3,380,433
231,E 4,NA,NA
231,E 4 WALK,NA,NA
231,EAST RIVER,NA,NA
231,LEWIS,151,169
231,PIER 55,NA,NA
231,PIER 56,NA,NA
231,TOMPKINS,NA,NA
232,AVE D,NA,NA
232,E 3,341,357
232,E 4,NA,NA
232,E 4 WALK,363,399
232,L WALD,NA,NA
232,LEWIS,151,169
233,5,800,823
233,AVE D,41,57
233,E 4,NA,NA
233,E 4 WALK,NA,NA
233,E 5,NA,NA
233,E 5 WALK,900,917
233,EAST RIVER,NA,NA
233,LEWIS,171,185
233,PIER 56,NA,NA
233,PIER 57,NA,NA
234,ATTORNEY,112,144
234,CLINTON,33,73
234,RIVINGTON,164,179
234,STANTON,169,187
235,ATTORNEY,112,144
235,RIDGE,101,138
235,RIVINGTON,180,196
235,STANTON,186,203
236,PITT,78,111
236,RIDGE,101,138
236,RIVINGTON,195,215
236,STANTON,202,221
237,PITT,NA,NA
237,RIVINGTON,NA,NA
237,STANTON,NA,NA
237,WILLET,78,105
237,WILLETT,NA,NA
238,RIVINGTON,NA,NA
238,SHERIFF,72,102
238,STANTON,NA,NA
238,WILLETT,NA,NA
239,COLUMBIA,73,108
239,RIVINGTON,NA,NA
239,SHERIFF,NA,NA
239,STANTON,256,271
240,2,296,315
240,AVE C,1,13
240,AVE D,NA,NA
240,COLUMBIA,103,150
240,E 2,260,297
240,E HOUSTON,NA,NA
240,HAMILTON FISH PARK,NA,NA
240,PITT,NA,NA
240,SHERIFF,NA,NA
240,STANTON,NA,NA
240,WILLET,NA,NA
240,WILLETT,NA,NA
241,E HOUSTON,337,360
241,PITT,NA,NA
241,RIDGE,139,170
241,STANTON,202,221
242,ATTORNEY,145,176
242,E HOUSTON,318,338
242,RIDGE,139,170
242,STANTON,186,203
243,ATTORNEY,145,176
243,CLINTON,1,32
243,E HOUSTON,297,317
243,STANTON,169,187
244,AVE B,NA,NA
244,AVE C,1,13
244,E 2,207,259
244,E HOUSTON,337,360
245,AVE B,NA,NA
245,AVE C,14,32
245,E 2,NA,NA
245,E 3,205,261
246,2,296,315
246,AVE C,14,32
246,AVE D,1,19
246,E 2,260,297
246,E 3,270,342
247,AVE B,NA,NA
247,AVE C,35,51
247,E 3,NA,NA
247,E 4,246,298
248,AVE C,NA,NA
248,AVE D,NA,NA
248,E 3,NA,NA
248,E 4,303,358
249,AVE C,NA,NA
249,AVE D,41,57
249,E 4,NA,NA
249,E 5,700,752
250,AVE B,NA,NA
250,AVE C,52,69
250,E 4,NA,NA
250,E 5,600,650
251,AVE B,NA,NA
251,AVE C,70,87
251,E 5,NA,NA
251,E 6,600,654
252,E 5,600,650
252,FRANCIS HOSPITAL,NA,NA
253,AVE C,NA,NA
253,AVE D,56,75
253,E 5,NA,NA
253,E 6,700,756
254,AVE C,NA,NA
254,AVE D,76,91
254,E 6,NA,NA
254,E 7,230,285
255,AVE B,NA,NA
255,AVE C,88,105
255,E 6,NA,NA
255,E 7,179,229
255,E 7 PL,NA,NA
256,AVE B,NA,NA
256,AVE C,106,125
256,E 7,NA,NA
256,E 8,297,343
257,AVE C,NA,NA
257,AVE D,93,111
257,COLUMBIA PL,NA,NA
257,E 7,NA,NA
257,E 8,350,399
258,AVE C,NA,NA
258,AVE D,110,129
258,E 8,NA,NA
258,E 9,701,750
259,AVE B,NA,NA
259,AVE C,126,143
259,E 8,NA,NA
259,E 9,600,651
260,5,800,823
260,AVE D,56,75
260,E 5,NA,NA
260,E 5 WALK,900,917
260,E 6,NA,NA
260,EAST RIVER,NA,NA
260,LEWIS,185,200
260,PIER 57,NA,NA
260,PIER 58,NA,NA
261,7,NA,NA
261,AVE D,76,91
261,E 6,NA,NA
261,E 7,NA,NA
261,EAST RIVER,NA,NA
261,LEWIS,201,220
261,PIER 58,NA,NA
261,PIER 59,NA,NA
262,7,NA,NA
262,8,400,444
262,AVE D,93,111
262,E 7,NA,NA
262,E 8,NA,NA
262,EAST RIVER,NA,NA
262,LEWIS,NA,NA
262,PIER 59,NA,NA
262,PIER 60,NA,NA
263,11,NA,NA
263,12,NA,NA
263,8,400,444
263,AVE D,NA,NA
263,DRYDOCK,NA,NA
263,E 10,451,476
263,E 11,NA,NA
263,E 12,NA,NA
263,E 13,NA,NA
263,E 14,701,746
263,E 8,NA,NA
263,E 9,800,836
263,EAST RIVER,NA,NA
263,PIER 60,NA,NA
263,TOMPKINS,NA,NA
264,AVE B,NA,NA
264,AVE C,144,159
264,E 10,345,394
264,E 9,NA,NA
265,AVE B,NA,NA
265,AVE C,160,177
265,E 10,NA,NA
265,E 11,600,650
266,AVE B,NA,NA
266,AVE C,178,196
266,E 11,NA,NA
266,E 12,601,656
267,AVE B,NA,NA
267,AVE C,197,212
267,E 12,NA,NA
267,E 13,601,651
268,AVE B,215,232
268,AVE C,213,228
268,E 13,601,651
268,E 14,601,644
269,11,726,744
269,AVE C,197,228
269,AVE D,NA,NA
269,DRY DOCK,1,22
269,DRYDOCK,NA,NA
269,E 10,428,448
269,E 11,NA,NA
269,E 12,NA,NA
269,E 13,701,740
269,E 14,701,746
270,AVE C,160,196
270,DRY DOCK,1,22
270,DRYDOCK,NA,NA
270,E 10,401,425
270,E 11,700,725
270,E 12,701,728
271,AVE C,NA,NA
271,AVE D,128,148
271,E 10,401,448
271,E 9,NA,NA
272,1 AVE,1652,1669
272,AVE A,NA,NA
272,AVENUE A,1633,1654
272,E 86,400,455
272,E 87,400,448
272,YORK AVE,NA,NA
273,1 AVE,1668,1699
273,AVE A,NA,NA
273,AVENUE A,1655,1672
273,E 87,400,448
273,E 88,401,453
273,YORK AVE,NA,NA
274,1 AVE,1701,1719
274,AVE A,NA,NA
274,AVENUE A,1673,1694
274,E 88,401,453
274,E 89,400,450
274,YORK AVE,NA,NA
275,AVE A,NA,NA
275,AVENUE A,1673,1694
275,E 88,500,541
275,E 89,500,546
275,E END AVE,1705,1720
275,EAST END AVE,NA,NA
275,YORK AVE,NA,NA
276,1 AVE,1617,1636
276,AVE A,NA,NA
276,AVENUE A,1587,1611
276,E 84,400,454
276,E 85,401,450
276,YORK AVE,NA,NA
277,1 AVE,1635,1651
277,AVE A,NA,NA
277,AVENUE A,1610,1632
277,E 85,401,450
277,E 86,400,455
277,YORK AVE,NA,NA
278,AVE A,NA,NA
278,AVENUE A,1610,1632
278,E 85,500,558
278,E 86,NA,NA
278,E END AVE,1652,1671
278,EAST END AVE,NA,NA
278,EAST RIVER,NA,NA
278,YORK AVE,NA,NA
279,AVE A,NA,NA
279,AVENUE A,1587,1611
279,E 84,500,547
279,E 85,500,558
279,E END AVE,98,118
279,EAST END AVE,NA,NA
279,EAST RIVER,NA,NA
279,GRACIE SQ,NA,NA
279,YORK AVE,NA,NA
280,AVE A,NA,NA
280,AVENUE A,1655,1672
280,E 87,500,558
280,E 88,500,541
280,E END AVE,1692,1704
280,EAST END AVE,NA,NA
280,YORK AVE,NA,NA
281,AVE A,NA,NA
281,AVENUE A,1633,1654
281,E 86,NA,NA
281,E 87,500,558
281,E 89,NA,NA
281,E END AVE,1676,1720
281,EAST END AVE,NA,NA
281,EAST RIVER,NA,NA
281,HENDERSON PL,1,16
281,YORK AVE,NA,NA
282,1 AVE,1755,1919
282,AVE A,NA,NA
282,AVENUE A,1746,1764
282,E 91,NA,NA
282,E 92,400,441
282,E 93,400,443
282,E 94,NA,NA
282,E 95,NA,NA
282,E 96,NA,NA
282,E 97,NA,NA
282,E 98,NA,NA
282,E 99,NA,NA
282,EAST RIVER,NA,NA
282,YORK AVE,NA,NA
283,1 AVE,1739,1754
283,AVE A,NA,NA
283,AVENUE A,1733,1747
283,E 90,400,551
283,E 91,NA,NA
283,EAST RIVER,NA,NA
283,YORK AVE,NA,NA
284,1 AVE,1718,1738
284,AVE A,NA,NA
284,AVENUE A,1691,1734
284,E 89,400,546
284,E 90,400,551
284,E END AVE,1721,NA
284,EAST END AVE,NA,NA
284,YORK AVE,NA,NA
285,ANNS HOME,NA,NA
285,AVENUE A,1691,1734
285,GOOD SHEPHARD,NA,NA
285,JOSEPHS ORPHAN ASYLUM,NA,NA
286,1 AVE,2051,2120
286,E 106,401,451
286,E 107,NA,NA
286,E 108,400,431
286,E 109,400,431
286,EAST RIVER,NA,NA
286,HARLEM RIVER,NA,NA
286,PLEASANT AVE,NA,NA
287,1 AVE,1920,2018
287,E 100,NA,NA
287,E 101,400,427
287,E 102,400,451
287,E 103,400,450
287,E 104,400,450
287,E 99,NA,NA
287,EAST RIVER,NA,NA
287,HARLEM MARKET,NA,NA
288,MANHATTAN STATE HOSPITAL WARDS ISLAND,NA,NA
288,WARDS ISLAND,NA,NA
288,WARDS ISLAND PARK,NA,NA
289,1 AVE,NA,NA
289,E 109,400,431
289,E 110,400,448
289,E 111,NA,NA
289,E 114,NA,NA
289,E 115,NA,NA
289,E 116,500,555
289,HARLEM RIVER,NA,NA
289,PLEASANT AVE,NA,NA
289,THOMAS JEFFERSON PARK,NA,NA
290,1 AVE,2221,2237
290,E 114,NA,NA
290,E 115,400,477
290,PLEASANT AVE,260,279
291,1 AVE,2239,2257
291,E 115,400,477
291,E 116,400,459
291,PLEASANT AVE,280,299
292,1 AVE,2258,2275
292,E 116,400,555
292,E 117,400,555
292,HARLEM RIVER,NA,NA
292,PLEASANT AVE,302,319
293,1 AVE,2277,2294
293,E 117,400,459
293,E 118,400,454
293,PLEASANT AVE,320,337
294,1 AVE,2295,2323
294,E 118,400,454
294,E 119,400,462
294,PLEASANT AVE,340,361
295,E 117,500,555
295,E 118,500,560
295,E 119,500,544
295,HARLEM RIVER,NA,NA
295,PLEASANT AVE,320,361
296,RANDALLS ISLAND,NA,NA
296,RANDALLS ISLAND PARK,NA,NA
296,REFUGE RANDALLS ISLAND,NA,NA
297,1 AVE,NA,NA
297,E 123,NA,NA
297,E 124,400,451
297,E 125,NA,NA
297,E 126,NA,NA
297,HARLEM RIVER,NA,NA
297,PLEASANT AVE,NA,NA
298,1 AVE,2380,2398
298,E 122,NA,NA
298,E 123,NA,NA
298,HARLEM RIVER,NA,NA
298,PLEASANT AVE,420,443
299,1 AVE,2360,2385
299,E 121,400,526
299,E 122,NA,NA
299,HARLEM RIVER,NA,NA
299,PLEASANT AVE,400,419
300,1 AVE,2341,2358
300,E 120,400,551
300,E 121,400,526
300,HARLEM RIVER,NA,NA
300,PLEASANT AVE,378,399
301,1 AVE,2318,2339
301,E 119,400,544
301,E 120,400,551
301,HARLEM RIVER,NA,NA
301,PLEASANT AVE,362,379
302,2 AVE,2480,2498
302,3 AVE,NA,NA
302,3 AVE BRG,NA,NA
302,E 127,NA,NA
302,E 128,NA,NA
302,E 129,NA,NA
302,HARLEM RIVER,NA,NA
302,NULL,NA,NA
303,1 AVE,NA,NA
303,2 AVE,2460,2471
303,3 AVE,2321,2340
303,E 126,NA,NA
303,E 127,NA,NA
304,2 AVE,2446,2459
304,3 AVE,2306,2319
304,E 125,200,262
304,E 126,200,247
305,1 AVE,NA,NA
305,2 AVE,2446,2459
305,E 125,300,352
305,E 126,NA,NA
306,1 AVE,2420,2437
306,2 AVE,2417,2438
306,E 124,300,364
306,E 125,300,352
307,2 AVE,2417,2438
307,3 AVE,2282,2298
307,E 124,201,252
307,E 125,200,262
308,2 AVE,2400,2418
308,3 AVE,2262,2280
308,E 123,200,253
308,E 124,201,252
309,1 AVE,2404,2419
309,2 AVE,2400,2418
309,E 123,301,371
309,E 124,300,364
310,1 AVE,2380,2398
310,2 AVE,2380,2398
310,E 122,300,350
310,E 123,301,371
311,2 AVE,2380,2398
311,3 AVE,2243,2261
311,E 122,202,267
311,E 123,200,253
312,2 AVE,2361,2379
312,3 AVE,2225,2241
312,E 121,200,250
312,E 122,202,267
313,1 AVE,2360,2385
313,2 AVE,2361,2379
313,E 121,300,366
313,E 122,300,350
314,1 AVE,2341,2358
314,2 AVE,2340,2358
314,E 120,300,357
314,E 121,300,366
315,2 AVE,2340,2358
315,3 AVE,2202,2224
315,E 120,200,254
315,E 121,200,250
316,1 AVE,2318,2339
316,2 AVE,2321,2338
316,3 AVE,2182,2199
316,E 119,200,357
316,E 120,200,357
317,2 AVE,2301,2318
317,3 AVE,2162,2181
317,E 118,200,257
317,E 119,200,249
318,1 AVE,2295,2323
318,2 AVE,2301,2318
318,E 118,300,354
318,E 119,296,357
319,1 AVE,2277,2294
319,2 AVE,2282,2297
319,E 117,300,353
319,E 118,300,354
320,2 AVE,2282,2297
320,3 AVE,2143,2161
320,E 117,200,255
320,E 118,200,257
321,2 AVE,2240,2277
321,3 AVE,2102,2142
321,E 115,200,248
321,E 116,200,253
321,E 117,200,255
322,1 AVE,2258,2275
322,2 AVE,2261,2277
322,E 116,300,359
322,E 117,300,353
323,1 AVE,2239,2257
323,2 AVE,2240,2259
323,E 115,300,352
323,E 116,300,359
324,1 AVE,2221,2237
324,2 AVE,2200,2241
324,E 114,301,356
324,E 115,300,352
325,2 AVE,2200,2241
325,3 AVE,2042,2103
325,E 114,200,248
325,E 115,200,248
326,2 AVE,2200,2241
326,3 AVE,2042,2103
326,E 113,200,248
326,E 114,200,248
327,1 AVE,NA,NA
327,2 AVE,2200,2241
327,E 113,300,359
327,E 114,301,356
328,1 AVE,NA,NA
328,2 AVE,2178,2199
328,E 112,300,348
328,E 113,300,359
329,2 AVE,2178,2199
329,3 AVE,2042,2103
329,E 112,200,260
329,E 113,200,248
330,2 AVE,2161,2177
330,3 AVE,2020,2043
330,E 111,201,250
330,E 112,200,260
331,1 AVE,NA,NA
331,2 AVE,2161,2177
331,E 111,300,340
331,E 112,300,348
