OBJECTID,JoinID,Valid 1910,GeoCheck 1910,StreetModern,ST Name Alt 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
6609,G00006517,1,1,MOORE,NA,MOORE,21,37,20,38,1,1,MOORE
6610,G00006518,1,1,FRONT,NA,FRONT,8,20,7,19,1,1,FRONT
6611,G00006519,1,1,BROAD,NA,BROAD,113,129,124,142,9,1,BROAD
6612,G00006520,1,1,MOORE,NA,MOORE,11,19,10,18,1,1,MOORE
6613,G00006521,1,1,WATER,NA,WATER,6,22,7,21,1,1,WATER
6614,G00006522,1,1,MOORE,NA,MOORE,1,9,2,8,1,1,MOORE
6615,G00006523,1,1,OLD SLIP,NA,OLD SLIP,NA,NA,29,43,9,9,OLD SLIP
6616,G00006524,1,1,FRONT,NA,FRONT,NA,NA,NA,NA,9,9,FRONT
6617,G00006525,1,1,SOUTH,NA,SOUTH,23,28,NA,NA,9,9,SOUTH
6618,G00006526,1,1,SOUTH,NA,SOUTH,23,28,NA,NA,9,9,SOUTH
6619,G00006527,1,1,NA,NA,COENTIES SLIP,20,30,NA,NA,9,9,COENTIES SLIP
6620,G00006528,1,1,FRONT,NA,FRONT,42,54,41,53,9,9,FRONT
6621,G00006529,1,1,NA,NA,CUYLERS ALY,NA,NA,NA,NA,9,9,CUYLERS ALY
6622,G00006530,1,1,NA,NA,COENTIES SLIP,8,18,NA,NA,9,9,COENTIES SLIP
6623,G00006531,1,1,WATER,NA,WATER,40,52,39,51,8,9,WATER
6624,G00006532,1,1,NA,NA,CUYLERS ALY,NA,NA,NA,NA,9,9,CUYLERS ALY
6625,G00006533,1,1,FRONT,NA,FRONT,56,76,55,75,9,9,FRONT
6626,G00006534,1,1,WATER,NA,WATER,54,72,53,75,8,9,WATER
6627,G00006535,1,1,SOUTH,NA,SOUTH,49,52,NA,NA,9,9,SOUTH
6628,G00006536,1,1,SOUTH,NA,SOUTH,53,59,NA,NA,9,9,SOUTH
6629,G00006537,1,1,FRONT,NA,FRONT,96,104,95,101,9,9,FRONT
6630,G00006538,1,1,NA,NA,JONES LN,2,6,1,7,9,9,JONES LN
6631,G00006539,1,1,FRONT,NA,FRONT,106,112,103,113,9,9,FRONT
6632,G00006540,1,1,SOUTH,NA,SOUTH,69,70,NA,NA,9,9,SOUTH
6633,G00006541,1,1,SOUTH,NA,SOUTH,71,75,NA,NA,9,9,SOUTH
6634,G00006542,1,1,FRONT,NA,FRONT,136,140,133,137,9,9,FRONT
6635,G00006543,1,1,NA,NA,DE PEYSTER,13,37,14,38,9,9,DE PEYSTER
6636,G00006544,1,1,FRONT,NA,FRONT,142,154,139,157,9,9,FRONT
6637,G00006545,1,1,WATER,NA,WATER,134,138,135,139,8,9,WATER
6638,G00006546,1,1,NA,NA,DEPEYSTER,1,11,2,12,9,9,DEPEYSTER
6639,G00006547,1,1,WATER,NA,WATER,140,152,141,153,8,9,WATER
6640,G00006548,1,1,CEDAR,NA,CEDAR,40,68,41,69,7,7,CEDAR
6641,G00006549,1,1,CEDAR,NA,CEDAR,118,128,129,143,3,3,CEDAR
6642,G00006550,1,1,NA,NA,WASHINGTON,148,154,147,153,3,3,WASHINGTON
6643,G00006551,1,1,LIBERTY,NA,LIBERTY,126,138,125,137,3,13,LIBERTY
6644,G00006552,1,1,LIBERTY,NA,LIBERTY,136,150,139,147,3,13,LIBERTY
6645,G00006553,1,1,NA,NA,WASHINGTON,158,168,155,167,13,13,WASHINGTON
6646,G00006554,1,1,CORTLANDT,NA,CORTLANDT,57,73,56,76,13,13,CORTLANDT
6647,G00006555,1,1,GREENWICH,NA,GREENWICH,173,187,166,178,13,12,GREENWICH
6648,G00006556,1,1,DEY,NA,DEY,27,57,26,58,12,12,DEY
6649,G00006557,1,1,NA,NA,WASHINGTON,170,180,171,179,13,13,WASHINGTON
6650,G00006558,1,1,DEY,NA,DEY,59,71,62,70,13,13,DEY
6651,G00006559,1,1,GREENWICH,NA,GREENWICH,184,190,189,199,13,12,GREENWICH
6652,G00006560,1,1,NA,NA,WASHINGTON,182,192,181,191,13,13,WASHINGTON
6653,G00006561,1,1,FULTON,NA,FULTON,226,238,227,237,13,13,FULTON
6654,G00006562,1,1,NA,NA,GREENWICH,192,204,201,213,13,12,GREENWICH
6655,G00006563,1,1,NA,NA,WASHINGTON,NA,NA,193,205,13,13,WASHINGTON
6656,G00006564,1,1,CEDAR,NA,CEDAR,92,98,91,95,4,3,CEDAR
6657,G00006565,1,1,CEDAR,NA,CEDAR,100,104,97,103,4,3,CEDAR
6658,G00006566,1,1,NA,NA,TEMPLE,NA,NA,NA,NA,3,3,TEMPLE
6659,G00006567,1,1,LIBERTY,NA,LIBERTY,82,88,77,87,3,12,LIBERTY
6660,G00006568,1,1,LIBERTY,NA,LIBERTY,90,102,89,103,3,12,LIBERTY
6661,G00006569,1,1,WEST,NA,WEST,NA,NA,24,56,5,5,WEST
6662,G00006570,1,1,RECTOR,NA,RECTOR,25,35,24,36,5,4,RECTOR
6663,G00006571,1,1,WEST,NA,WEST,NA,NA,57,79,4,4,WEST
6664,G00006572,1,1,CARLISLE,NA,CARLISLE,10,18,9,17,4,4,CARLISLE
6665,G00006573,1,1,WEST,NA,WEST,NA,NA,80,86,4,4,WEST
6666,G00006574,1,1,WEST,NA,WEST,NA,NA,94,102,3,3,WEST
6667,G00006575,1,1,WEST,NA,WEST,NA,NA,103,113,13,13,WEST
6668,G00006576,1,1,CORTLANDT,NA,CORTLANDT,75,91,78,92,13,13,CORTLANDT
6669,G00006577,1,1,WEST,NA,WEST,NA,NA,114,123,13,13,WEST
6670,G00006578,1,1,NA,NA,DEY,73,87,74,88,13,13,DEY
6671,G00006579,1,1,WEST,NA,WEST,NA,NA,124,130,13,13,WEST
6672,G00006580,1,1,FULTON,NA,FULTON,242,258,NA,NA,13,13,FULTON
6673,G00006581,1,1,NA,NA,W 59,300,356,301,359,1321,1726,W 59
6674,G00006582,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,58,76,61,77,1377,1312,AMSTERDAM AVE
6675,G00006583,1,1,NA,NA,W 63,100,162,101,185,1312,1313,W 63
6676,G00006584,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,78,96,79,97,1376,1313,AMSTERDAM AVE
6677,G00006585,1,1,ADAM POWELL BLVD,NA,7 AVE,2190,2198,NA,NA,543,543,7 AVE
6678,G00006586,1,1,W 130,NA,W 130,NA,NA,NA,NA,543,543,W 130
6679,G00006587,1,1,ADAM POWELL BLVD,NA,7 AVE,2200,2218,NA,NA,543,543,7 AVE
6680,G00006588,1,1,W 130,NA,W 130,200,270,201,267,543,543,W 130
6681,G00006589,1,1,ADAM POWELL BLVD,NA,7 AVE,2140,2154,NA,NA,549,549,7 AVE
6682,G00006590,1,1,W 128,NA,W 128,NA,NA,NA,NA,549,545,W 128
6683,G00006591,1,1,ADAM POWELL BLVD,NA,7 AVE,2156,2172,NA,NA,545,545,7 AVE
6684,G00006592,1,1,W 128,NA,W 128,200,282,201,281,549,545,W 128
6685,G00006593,1,1,W 133,NA,W 133,2,74,1,75,502,503,W 133
6686,G00006594,1,1,ADAM POWELL BLVD,NA,7 AVE,NA,NA,NA,NA,566,570,7 AVE
6687,G00006595,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,NA,NA,100,110,570,570,NICHOLAS AVE
6688,G00006596,1,1,ADAM POWELL BLVD,NA,7 AVE,NA,NA,1917,1919,566,570,7 AVE
6689,G00006597,1,1,ADAM POWELL BLVD,NA,7 AVE,1902,1906,NA,NA,566,566,7 AVE
6690,G00006598,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,NA,NA,NA,NA,566,570,NICHOLAS AVE
6691,G00006599,1,1,ADAM POWELL BLVD,NA,7 AVE,1902,1906,NA,NA,566,566,7 AVE
6692,G00006600,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,NA,NA,NA,NA,566,566,NICHOLAS AVE
6693,G00006601,1,1,W 116,NA,W 116,NA,NA,NA,NA,566,565,W 116
6694,G00006602,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,121,139,NA,NA,565,565,NICHOLAS AVE
6695,G00006603,1,1,W 116,NA,W 116,200,262,201,263,566,565,W 116
6696,G00006607,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,1,7,NA,NA,578,578,NICHOLAS AVE
6697,G00006608,1,1,PARK AVE,NA,PARK AVE,1436,1452,NA,NA,463,463,PARK AVE
6698,G00006609,1,1,E 107,NA,E 107,NA,NA,NA,NA,406,403,E 107
6699,G00006610,1,1,PARK AVE,NA,PARK AVE,1454,1478,NA,NA,461,461,PARK AVE
6700,G00006611,1,1,E 107,NA,E 107,49,87,50,86,461,463,E 107
6701,G00006612,1,1,PARK AVE,NA,PARK AVE,1400,1414,NA,NA,467,467,PARK AVE
6702,G00006613,1,1,E 105,NA,E 105,NA,NA,NA,NA,464,467,E 105
6703,G00006614,1,1,E 105,NA,E 105,51,81,52,80,464,467,E 105
6704,G00006615,1,1,PARK AVE,NA,PARK AVE,1416,1434,NA,NA,464,464,PARK AVE
6705,G00006616,1,1,E 103,NA,E 103,27,79,46,66,468,469,E 103
6706,G00006617,1,1,NA,NA,BLEECKER,NA,NA,1,7,164,164,BLEECKER
6707,G00006618,1,1,NA,NA,BANK,84,86,85,87,166,164,BANK
6708,G00006619,1,1,NA,NA,BETHUNE,NA,NA,NA,NA,164,164,BETHUNE
6709,G00006620,1,1,NA,NA,WASHINGTON,324,334,323,333,32,32,WASHINGTON
6710,G00006621,1,1,HARRISON,NA,HARRISON,23,33,28,38,32,32,HARRISON
6711,G00006622,1,1,NA,NA,WASHINGTON,336,348,335,347,32,32,WASHINGTON
6712,G00006623,1,1,NA,NA,FRANKLIN,193,203,194,198,32,32,FRANKLIN
6713,G00006624,1,1,NA,NA,WASHINGTON,350,364,349,363,32,32,WASHINGTON
6714,G00006625,1,1,N MOORE,NA,N MOORE,76,88,75,87,32,32,N MOORE
6715,G00006626,1,1,NA,NA,WASHINGTON,366,378,365,377,32,32,WASHINGTON
6716,G00006627,1,1,NA,NA,BEACH,64,66,63,67,32,36,BEACH
6717,G00006628,1,1,NA,NA,WASHINGTON,380,396,379,395,36,36,WASHINGTON
6718,G00006629,1,1,NA,NA,WASHINGTON,224,240,223,239,13,13,WASHINGTON
6719,G00006630,1,1,NA,NA,PARK PL,82,88,79,91,13,13,PARK PL
6720,G00006631,1,1,NA,NA,WASHINGTON,242,256,241,255,13,13,WASHINGTON
6721,G00006632,1,1,MURRAY,NA,MURRAY,88,94,87,95,13,13,MURRAY
6722,G00006633,1,1,NA,NA,WASHINGTON,256,270,257,271,13,13,WASHINGTON
6723,G00006634,1,1,WARREN,NA,WARREN,97,105,98,106,13,13,WARREN
6724,G00006635,1,1,NA,NA,WASHINGTON,274,286,273,285,13,13,WASHINGTON
6725,G00006636,1,1,CHAMBERS,NA,CHAMBERS,170,182,173,185,13,13,CHAMBERS
6726,G00006637,1,1,NA,NA,WASHINGTON,288,298,287,299,13,13,WASHINGTON
6727,G00006638,1,1,NA,NA,READE,163,171,162,172,13,32,READE
6728,G00006639,1,1,NA,NA,WASHINGTON,300,306,301,305,32,32,WASHINGTON
6729,G00006640,1,1,NA,NA,DUANE,192,196,187,201,32,32,DUANE
6730,G00006641,1,1,NA,NA,WASHINGTON,308,322,307,321,32,32,WASHINGTON
6731,G00006642,1,1,NA,NA,JAY,30,36,29,33,32,32,JAY
6732,G00006643,1,1,BARCLAY,NA,BARCLAY,88,110,89,111,13,13,BARCLAY
6733,G00006644,1,1,WEST,NA,WEST,NA,NA,149,158,13,13,WEST
6734,G00006645,1,1,NA,NA,PARK PL,90,106,91,107,13,13,PARK PL
6735,G00006646,1,1,WEST,NA,WEST,NA,NA,161,167,13,13,WEST
6736,G00006647,1,1,MURRAY,NA,MURRAY,96,112,97,113,13,13,MURRAY
6737,G00006648,1,1,WEST,NA,WEST,NA,NA,170,176,13,13,WEST
6738,G00006649,1,1,WARREN,NA,WARREN,107,127,108,128,13,13,WARREN
6739,G00006650,1,1,WEST,NA,WEST,NA,NA,177,185,13,13,WEST
6740,G00006651,1,1,CHAMBERS,NA,CHAMBERS,184,206,187,205,13,13,CHAMBERS
6741,G00006652,1,1,WEST,NA,WEST,NA,NA,NA,NA,13,13,WEST
6742,G00006653,1,1,NA,NA,READE,177,197,176,196,13,32,READE
6743,G00006654,1,1,WEST,NA,WEST,NA,NA,187,189,32,32,WEST
6744,G00006655,1,1,WEST,NA,WEST,NA,NA,190,197,32,32,WEST
6745,G00006656,1,1,WEST,NA,WEST,NA,NA,199,206,32,32,WEST
6746,G00006657,1,1,HARRISON,NA,HARRISON,35,55,40,62,32,32,HARRISON
6747,G00006658,1,1,WEST,NA,WEST,NA,NA,207,215,32,32,WEST
6748,G00006659,1,1,NA,NA,FRANKLIN,205,217,204,216,32,32,FRANKLIN
6749,G00006660,1,1,WEST,NA,WEST,NA,NA,131,138,13,13,WEST
6750,G00006661,1,1,VESEY,NA,VESEY,85,107,88,110,13,13,VESEY
6751,G00006662,1,1,WEST,NA,WEST,NA,NA,139,147,13,13,WEST
6752,G00006663,1,1,WEST,NA,WEST,NA,NA,216,224,32,32,WEST
6753,G00006664,1,1,N MOORE,NA,N MOORE,90,108,89,109,32,32,N MOORE
6754,G00006665,1,1,WEST,NA,WEST,NA,NA,225,234,32,32,WEST
6755,G00006666,1,1,NA,NA,BEACH,72,82,73,85,32,36,BEACH
6756,G00006667,1,1,WEST,NA,WEST,NA,NA,235,242,36,36,WEST
6757,G00006668,1,1,HUBERT,NA,HUBERT,35,49,30,50,36,36,HUBERT
6758,G00006669,1,1,WEST,NA,WEST,NA,NA,247,255,36,36,WEST
6759,G00006670,1,1,LAIGHT,NA,LAIGHT,77,99,80,94,36,36,LAIGHT
6760,G00006671,1,1,WEST,NA,WEST,NA,NA,256,263,36,36,WEST
6761,G00006672,1,1,VESTRY,NA,VESTRY,59,69,58,70,36,34,VESTRY
6762,G00006673,1,1,WEST,NA,WEST,NA,NA,264,271,34,34,WEST
6763,G00006674,1,1,DESBROSSES,NA,DESBROSSES,31,41,32,40,34,34,DESBROSSES
6764,G00006675,1,1,WEST,NA,WEST,NA,NA,272,280,34,34,WEST
6765,G00006676,1,1,WATTS,NA,WATTS,143,157,144,162,34,34,WATTS
6766,G00006677,1,1,WEST,NA,WEST,NA,NA,281,293,34,34,WEST
6767,G00006678,1,1,CANAL,NA,CANAL,526,540,NA,NA,34,34,CANAL
6768,G00006679,1,1,WEST,NA,WEST,NA,NA,NA,NA,34,34,WEST
6769,G00006680,1,1,CANAL,NA,CANAL,NA,NA,NA,NA,34,105,CANAL
6770,G00006681,1,1,WEST,NA,WEST,NA,NA,NA,NA,105,105,WEST
6771,G00006682,1,1,NA,NA,WASHINGTON,NA,NA,NA,NA,34,34,WASHINGTON
6772,G00006683,1,1,VARICK,NA,VARICK,61,71,60,72,35,35,VARICK
6773,G00006684,1,1,VARICK,NA,VARICK,NA,NA,NA,NA,35,35,VARICK
6774,G00006685,1,1,VESTRY,NA,VESTRY,1,25,2,26,35,35,VESTRY
6775,G00006686,1,1,W BROADWAY,NA,W BROADWAY,272,284,279,283,35,30,W BROADWAY
6776,G00006687,1,1,YORK,NA,YORK,1,15,2,16,35,35,YORK
6777,G00006688,1,1,W BROADWAY,NA,W BROADWAY,286,296,285,291,35,30,W BROADWAY
6778,G00006689,1,1,NA,NA,BROADWAY,NA,NA,263,267,31,30,BROADWAY
6779,G00006690,1,1,PARK ROW,NA,PARK ROW,NA,NA,35,37,37,10,PARK ROW
6780,G00006691,1,1,PARK ROW,NA,PARK ROW,NA,NA,38,41,37,10,PARK ROW
6781,G00006692,1,1,BROADWAY,NA,BROADWAY,238,239,NA,NA,12,37,BROADWAY
6782,G00006693,1,1,NA,NA,MAIL,NA,NA,NA,NA,37,37,MAIL
6783,G00006694,1,1,BROADWAY,NA,BROADWAY,240,247,NA,NA,12,37,BROADWAY
6784,G00006695,1,1,PARK ROW,NA,PARK ROW,NA,NA,NA,NA,37,14,PARK ROW
6785,G00006696,1,1,NA,NA,NASSAU,NA,NA,154,170,14,14,NASSAU
6787,G00006698,1,1,BAXTER,NA,BAXTER,48,64,NA,NA,40,1705,BAXTER
6788,G00006699,1,1,BAXTER,NA,BAXTER,66,72,NA,NA,40,1705,BAXTER
6789,G00006700,1,1,CENTRE,NA,CENTRE,93,111,92,110,38,40,CENTRE
6790,G00006701,1,1,NA,NA,FRANKLIN,1,17,2,18,40,40,FRANKLIN
6791,G00006702,1,1,FRANKLIN,NA,FRANKLIN,21,39,20,38,38,38,FRANKLIN
6792,G00006703,1,1,CENTRE,NA,CENTRE,113,131,112,130,38,40,CENTRE
6793,G00006704,1,1,BEEKMAN,NA,BEEKMAN,62,90,63,89,11,11,BEEKMAN
6794,G00006705,1,1,NA,NA,PEARL,267,285,268,286,11,11,PEARL
6795,G00006706,1,1,PARK ROW,NA,PARK ROW,156,166,171,187,42,20,PARK ROW
6796,G00006707,1,1,NA,NA,CITY HALL PL,18,44,15,41,37,37,CITY HALL PL
6797,G00006708,1,1,NA,NA,BAXTER,2,26,1,23,42,44,BAXTER
6798,G00006709,1,1,NA,NA,MISSION PL,NA,NA,NA,NA,41,41,MISSION PL
6799,G00006710,1,1,NA,NA,PARK,NA,NA,63,75,41,42,PARK
6800,G00006711,1,1,NA,NA,ELM,18,32,17,31,37,37,ELM
6801,G00006712,1,1,NA,NA,PEARL,535,557,534,554,37,38,PEARL
6802,G00006713,1,1,NA,NA,ELM,34,48,33,45,38,38,ELM
6803,G00006714,1,1,NA,NA,WOOSTER,165,193,168,194,818,818,WOOSTER
6804,G00006715,1,1,NA,NA,WOOSTER,195,231,196,232,818,818,WOOSTER
6805,G00006716,1,1,NA,NA,WOOSTER,233,249,236,250,818,818,WOOSTER
6806,G00006717,1,1,NA,NA,GREENE,151,181,154,182,818,818,GREENE
6807,G00006718,1,1,NA,NA,GREENE,189,215,184,214,818,818,GREENE
6808,G00006719,1,1,NA,NA,GREENE,217,229,216,224,818,818,GREENE
6809,G00006720,1,1,BLEECKER,NA,BLEECKER,108,122,107,121,818,818,BLEECKER
6810,G00006721,1,1,NA,NA,W 3,26,38,31,39,818,818,W 3
6811,G00006722,1,1,MORNINGSIDE DR,NA,MORNINGSIDE DR,60,69,NA,NA,624,624,MORNINGSIDE DR
6812,G00006723,1,1,MORNINGSIDE DR,NA,MORNINGSIDE DR,70,79,NA,NA,624,624,MORNINGSIDE DR
6813,G00006724,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,725,624,AMSTERDAM AVE
6814,G00006725,1,1,NA,NA,W 117,400,436,401,437,624,624,W 117
6815,G00006726,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,1161,1169,725,624,AMSTERDAM AVE
6816,G00006727,1,1,ELK,NA,ELM,6,10,1,7,37,37,ELM
6817,G00006728,1,1,READE,NA,READE,NA,NA,14,34,37,37,READE
6818,G00006729,1,1,ELK,NA,ELM,12,16,9,15,37,37,ELM
6819,G00006730,1,1,READE,NA,READE,35,41,36,42,37,37,READE
6820,G00006731,1,1,NA,NA,MANHATTAN ALY,NA,NA,NA,NA,37,37,MANHATTAN ALY
6821,G00006732,1,1,NA,NA,REPUBLICAN ALY,NA,NA,NA,NA,37,37,REPUBLICAN ALY
6822,G00006733,1,1,CENTRE,NA,CENTRE,NA,NA,24,36,37,37,CENTRE
6824,G00006735,1,1,DUANE,NA,DUANE,NA,NA,NA,NA,37,37,DUANE
6825,G00006736,1,1,NA,NA,PARK,30,42,27,43,37,37,PARK
6826,G00006737,1,1,PEARL,NA,PEARL,487,505,484,500,37,42,PEARL
6827,G00006738,1,1,PEARL,NA,PEARL,507,511,502,512,37,41,PEARL
6828,G00006739,1,1,NA,NA,PARK,44,58,45,61,41,42,PARK
6829,G00006740,1,1,CENTRE,NA,CENTRE,31,49,38,50,37,37,CENTRE
6830,G00006741,1,1,CENTRE,NA,CENTRE,51,73,52,68,38,41,CENTRE
6831,G00006742,1,1,HUDSON,NA,HUDSON,NA,NA,NA,NA,106,114,HUDSON
6832,G00020650,1,1,NA,NA,W 124,400,446,401,447,635,637,W 124
6833,G00006744,1,1,SPRING,NA,SPRING,222,230,223,229,121,113,SPRING
6834,G00006745,1,1,NA,NA,MACDOUGAL,1,13,2,18,113,119,MACDOUGAL
6835,G00006746,1,1,VANDAM,NA,VANDAM,2,42,1,45,113,112,VANDAM
6836,G00006747,1,1,NA,NA,MACDOUGAL,15,29,20,34,112,119,MACDOUGAL
6837,G00006748,1,1,LAFAYETTE,NA,LAFAYETTE,NA,NA,NA,NA,37,37,LAFAYETTE
6839,G00006750,1,1,PEARL,NA,PEARL,521,533,522,536,37,38,PEARL
6841,G00006752,1,1,BROADWAY,NA,BROADWAY,NA,NA,3100,3118,723,721,BROADWAY
6842,G00006753,1,1,NA,NA,W 124,500,550,501,559,721,722,W 124
6843,G00006754,1,1,BROADWAY,NA,BROADWAY,NA,NA,3120,3136,722,722,BROADWAY
6844,G00006755,1,1,MOSCO,NA,PARK,NA,NA,NA,NA,41,42,PARK
6845,G00006756,1,1,MOSCO,NA,PARK,NA,NA,83,99,1705,45,PARK
6846,G00006757,1,1,MOSCO,NA,PARK,100,112,101,111,48,45,PARK
6847,G00006758,1,1,BAXTER,NA,BAXTER,26,46,NA,NA,41,1705,BAXTER
6848,G00006759,1,1,MULBERRY,NA,MULBERRY,31,69,30,70,1705,48,MULBERRY
6849,G00006760,1,1,NA,NA,BAXTER,NA,NA,NA,NA,41,45,BAXTER
6850,G00006761,1,1,PARK ROW,NA,PARK ROW,186,192,209,215,45,21,PARK ROW
6851,G00006762,1,1,NA,NA,MULBERRY,1,9,2,8,44,45,MULBERRY
6852,G00006763,1,1,NA,NA,VARICK,111,123,110,122,114,113,VARICK
6853,G00006764,1,1,NA,NA,VARICK,125,135,124,134,111,113,VARICK
6854,G00006765,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,1320,1336,1319,1331,720,637,AMSTERDAM AVE
6855,G00006766,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,NA,NA,NA,NA,717,638,AMSTERDAM AVE
6856,G00006767,1,1,NA,NA,W 126,500,566,501,561,720,717,W 126
6857,G00006769,1,1,NA,NA,HANCOOK,1,33,2,32,817,135,HANCOOK
6858,G00006770,1,1,W 125,NA,MANHATTAN,64,98,63,99,717,717,MANHATTAN
6859,G00006771,1,1,BROADWAY,NA,BROADWAY,NA,NA,3160,3178,717,717,BROADWAY
6860,G00006772,1,1,TIEMANN PL,W 127,TIEMANN PL,542,560,NA,NA,717,717,TIEMANN PL
6861,G00006773,1,1,TIEMANN PL,NA,TIEMANN PL,NA,NA,NA,NA,1420,719,TIEMANN PL
6862,G00006774,1,1,BROADWAY,NA,BROADWAY,NA,NA,3180,3186,717,717,BROADWAY
6863,G00006775,1,1,W 125,NA,MANHATTAN,110,120,101,121,717,717,MANHATTAN
6864,G00006776,1,1,W 125,NA,MANHATTAN,122,128,123,131,717,719,MANHATTAN
6865,G00006777,1,1,OLD BROADWAY,NA,OLD BROADWAY,1,17,2,16,719,717,OLD BROADWAY
6866,G00006778,1,1,W 126,NA,LAWRENCE,80,122,79,121,717,718,LAWRENCE
6868,G00006780,1,1,W 129,NA,W 129,NA,NA,501,531,718,718,W 129
6870,G00006782,1,1,W 129,NA,W 129,NA,NA,543,553,719,719,W 129
6871,G00006783,1,1,W 129,NA,W 129,NA,NA,555,559,719,719,W 129
6872,G00006784,1,1,SOUTH,NA,SOUTH,NA,NA,NA,NA,70,70,SOUTH
6874,G00006786,1,1,NA,NA,W 130,500,526,501,525,718,716,W 130
6875,G00006787,1,1,NA,NA,W 130,570,580,571,579,719,716,W 130
6877,G00006789,1,1,NA,NA,W 131,500,534,501,533,716,715,W 131
6878,G00006790,1,1,W 131,NA,W 131,572,576,573,579,716,715,W 131
6882,G00006794,1,1,NA,NA,W 132,500,558,501,561,715,714,W 132
6883,G00006795,1,1,OLD BROADWAY,NA,OLD BROADWAY,2386,2398,NA,NA,714,714,OLD BROADWAY
6884,G00006796,1,1,BLEECKER,NA,BLEECKER,208,210,207,209,135,810,BLEECKER
6885,G00006797,1,1,BLEECKER,NA,BLEECKER,212,214,211,213,135,809,BLEECKER
6886,G00006798,1,1,MINETTA,NA,MINETTA,2,22,1,21,809,810,MINETTA
6887,G00006799,1,1,NA,NA,JEFFERSON,35,51,40,56,79,73,JEFFERSON
6888,G00006800,1,1,NA,NA,RUTGERS SLIP,NA,NA,82,88,70,70,RUTGERS SLIP
6889,G00006801,1,1,CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,649,649,CONVENT AVE
6890,G00006802,1,1,NA,NA,W 136,480,498,NA,NA,649,648,W 136
6891,G00006803,1,1,CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,648,648,CONVENT AVE
6893,G00006805,1,1,NA,NA,W 137,NA,NA,NA,NA,648,648,W 137
6894,G00006806,1,1,CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,648,648,CONVENT AVE
6896,G00006808,1,1,NA,NA,W 138,NA,NA,NA,NA,648,651,W 138
6897,G00006809,1,1,CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,651,651,CONVENT AVE
6898,G00006810,1,1,SAINT NICHOLAS TER,NA,NICHOLAS TER,NA,NA,NA,NA,649,649,NICHOLAS TER
6899,G00006811,1,1,NA,NA,W 136,NA,NA,NA,NA,649,648,W 136
6900,G00006812,1,1,SAINT NICHOLAS TER,NA,NICHOLAS TER,NA,NA,NA,NA,648,648,NICHOLAS TER
6901,G00006813,1,1,NA,NA,W 137,NA,NA,NA,NA,648,648,W 137
6902,G00006814,1,1,SAINT NICHOLAS TER,NA,NICHOLAS TER,NA,NA,NA,NA,648,648,NICHOLAS TER
6903,G00006815,1,1,NA,NA,W 138,NA,NA,NA,NA,648,651,W 138
6904,G00006816,1,1,SAINT NICHOLAS TER,NA,NICHOLAS TER,NA,NA,NA,NA,651,651,NICHOLAS TER
6905,G00006817,1,1,VARICK,NA,VARICK,211,225,218,230,133,134,VARICK
6906,G00006818,1,1,VARICK,NA,VARICK,NA,NA,NA,NA,132,134,VARICK
6907,G00006819,1,1,CARMINE,NA,CARMINE,60,88,51,81,134,132,CARMINE
6908,G00006820,1,1,SOUTH,NA,SOUTH,260,270,NA,NA,71,71,SOUTH
6909,G00006821,1,1,SOUTH,NA,SOUTH,271,285,NA,NA,71,71,SOUTH
6910,G00006822,1,1,JEFFERSON,NA,JEFFERSON,NA,NA,82,86,71,71,JEFFERSON
6911,G00006823,1,1,CLINTON,NA,CLINTON,234,250,231,251,1688,80,CLINTON
6912,G00006824,1,1,NA,NA,MONROE,149,183,148,182,1689,85,MONROE
6913,G00006825,1,1,CLINTON,NA,CLINTON,218,232,219,229,1689,79,CLINTON
6914,G00006826,1,1,JEFFERSON,NA,JEFFERSON,57,65,58,66,1687,72,JEFFERSON
6915,G00006827,1,1,NA,NA,MONROE,1,27,2,28,79,80,MONROE
6916,G00006828,1,1,CLARKSON,NA,CLARKSON,NA,NA,NA,NA,133,132,CLARKSON
6917,G00006829,1,1,CARMINE,NA,CARMINE,NA,NA,83,85,133,132,CARMINE
6918,G00006830,1,1,CLARKSON,NA,CLARKSON,2,24,NA,NA,133,132,CLARKSON
6919,G00006831,1,1,RUTGERS,NA,RUTGERS,15,31,20,34,74,66,RUTGERS
6920,G00006832,1,1,HENRY,NA,HENRY,147,177,146,176,75,74,HENRY
