XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
996400.12791872,224125.58149010,1908,PARK AVE,NULL,1080,1096,NULL,NULL,G00009777,NULL,483,379
999926.21797939,236428.66170672,1909,ADAM POWELL BLVD,NULL,NULL,NULL,2301,2319,G00009779,NULL,533,1738
997213.92091056,231094.60807040,1910,W  113 ST,NULL,128,146,131,145,G00009795,NULL,576,576
997446.88271497,223845.25741164,1911,3 AVE,NULL,1586,1602,1585,1599,G00009800,NULL,382,367
993100.31413409,231095.41287568,1912,BROADWAY,NULL,2739,2759,NULL,NULL,G00009809,NULL,732,732
987019.24149681,204651.89734044,1913,T SHEVCHENKO PL,HALL PL,NULL,NULL,1,8,G00009818,NULL,908,908
996295.22618757,237363.45170648,1914,W  132 ST,NULL,NULL,NULL,NULL,NULL,G00009835,NULL,715,714
981502.48793060,203423.44884589,1915,CANAL ST,NULL,518,518,NULL,NULL,G00009840,NULL,34,105
991446.83582401,203935.68502615,1916,AVE D,NULL,NULL,NULL,NULL,NULL,G00009843,NULL,269,263
991825.61639848,226510.07475260,1917,W  88 ST,NULL,100,182,101,185,G00009845,NULL,580,581
999056.11013956,228277.12157939,1918,E  107 ST,NULL,101,133,100,134,G00009851,NULL,406,403
987217.19164222,207531.13878686,1919,UNION SQ E,NULL,NULL,NULL,NULL,NULL,G00009854,NULL,551,983
987996.50496222,204541.11819848,1920,SAINT MARK'S PL,NULL,37,63,38,64,G00009867,NULL,899,900
994585.38417289,230112.68549356,1921,W  105 ST,NULL,50,82,51,73,G00009868,NULL,611,610
981950.88729626,205901.46488723,1922,BARROW ST,NULL,111,121,102,112,G00009869,NULL,138,138
989733.54659968,207683.78202468,1923,E  22 ST,NULL,301,351,300,350,G00009872,NULL,967,968
997199.47690770,238991.04625572,1924,W  139 ST,NULL,NULL,NULL,NULL,NULL,G00009878,NULL,705,705
984122.86113472,212606.84353681,1925,W  28 ST,NULL,400,460,401,461,G00009880,NULL,NULL,1226
1000043.34061260,244191.76609518,1926,BROADWAY,NULL,3861,3879,NULL,NULL,G00009882,NULL,686,689
987226.63445472,205389.19064931,1927,3 AVE,NULL,30,46,31,45,G00009885,NULL,938,929
996896.24569289,219838.05742081,1928,FIRST AVE,NULL,1445,1459,1444,1460,G00009887,NULL,1049,1020
1000195.61905132,237925.29919839,1929,W  141 ST,NULL,200,276,201,277,G00009892,NULL,524,523
997537.19886711,235342.99145535,1930,SAINT NICHLAS TER,NULL,2,10,NULL,NULL,G00009894,NULL,640,642
982960.61134478,212367.50349673,1931,W  25 ST,NULL,500,568,501,567,G00009896,NULL,867,867
983237.57091055,208359.58661140,1932,EIGHTH AVE,NULL,NULL,NULL,42,60,G00009898,NULL,162,169
990140.32416539,199890.64439577,1933,DELANCEY ST,NULL,NULL,NULL,305,317,G00009899,NULL,779,779
997049.12432414,233625.80674814,1934,W  121 ST,NULL,300,320,301,319,G00009906,NULL,634,634
994945.78357553,236114.50572995,1935,RIVERSIDE DR,NULL,NULL,NULL,523,545,G00009908,NULL,723,723
986129.96817692,198562.45249835,1936,MONROE ST,NULL,45,77,46,78,G00009922,NULL,60,59
988421.47458472,207839.58108973,1937,E  20 ST,NULL,100,152,101,151,G00009925,NULL,981,981
999348.75391122,222790.93537331,1938,YORK AVE,Avenue A,1691,1731,1696,1734,G00009927,NULL,284,285
984533.90986803,206988.73514987,1939,W  TENTH ST,NULL,NULL,NULL,101,111,G00009930,NULL,158,159
998013.57613538,233988.20759814,1940,W  124 ST,NULL,200,270,201,273,G00009931,NULL,554,553
980775.11569767,198135.74403419,1941,GREENWICH ST,NULL,148,164,157,169,G00009936,NULL,13,12
1000493.24801330,236571.81775244,1942,W  137 ST,NULL,100,190,101,191,G00009943,NULL,531,528
981698.41388389,203539.05114094,1943,GREENWICH ST,NULL,482,514,481,513,G00009944,NULL,105,105
989567.23836930,212284.13584889,1944,E  37 ST EXT,E 37 ST,19,39,22,40,G00009947,NULL,1171,1171
988736.96936055,201118.29892865,1945,RIVINGTON ST,NULL,180,196,181,193,G00009955,NULL,235,750
996900.66973260,221392.58252698,1946,2 AVE,NULL,1541,1559,1538,1560,G00009960,NULL,1037,1044
990948.05565360,226846.22745956,1947,BROADWAY,NULL,2381,2397,NULL,NULL,G00009961,NULL,746,746
993587.63206735,233101.84765827,1948,W  113 ST,NULL,600,630,601,629,G00009969,NULL,727,727
991008.97269055,216431.82899706,1949,FIFTH AVE,NULL,672,684,673,685,G00009976,NULL,1180,1167
991262.11801528,210439.36756389,1950,E  34 ST,NULL,301,357,300,346,G00009982,NULL,1251,1245
989822.38713722,220115.89479164,1951,C P  W,NULL,30,39,NULL,NULL,G00009983,NULL,1317,1290
993253.31990788,217320.33935914,1952,LEX AVE,NULL,764,782,767,781,G00009984,NULL,1134,1134
989119.67236133,205070.79634408,1953,E  12 ST,NULL,403,443,400,442,G00009986,NULL,1164,922
983431.64384918,208198.94224764,1954,JANE ST,NULL,2,34,1,31,G00009991,NULL,169,169
981349.40720001,201030.42984585,1955,GREENWICH ST,NULL,334,348,339,353,G00010002,NULL,32,33
992352.84888518,216752.65571589,1956,E  57 ST,NULL,NULL,NULL,NULL,NULL,G00010010,NULL,1165,1165
992091.30613026,216280.25421641,1957,E  55 ST,NULL,NULL,NULL,NULL,NULL,G00010017,NULL,1166,1166
1001154.04705260,240559.34078131,1958,F DOUGLAS BLVD,NULL,2835,2849,2850,2850,G00010021,NULL,666,510
985175.06375472,206952.26659139,1959,W  11 ST,NULL,2,74,1,75,G00010022,NULL,825,824
999422.26590330,229426.70589440,1960,PARK AVE,NULL,NULL,NULL,1541,1555,G00010027,NULL,456,411
1002124.02116251,235974.47577127,1961,E  138 ST,NULL,NULL,NULL,NULL,NULL,G00010029,NULL,428,428
980166.52537943,196970.66647589,1962,WASHINGTON ST,NULL,40,92,41,97,G00010032,NULL,5,5
981694.67209347,200848.79323406,1963,JAY ST,NULL,2,6,1,7,G00010048,NULL,33,33
988733.19163285,198985.28483955,1964,GOUVERNEUR ST,NULL,34,48,33,49,G00010049,NULL,90,89
982612.93075564,201857.14702444,1965,SAINT JOHN'S LN,NULL,2,10,1,9,G00010051,NULL,35,35
994441.86903998,214680.09857664,1966,E  54 ST,NULL,401,439,400,438,G00010052,NULL,1007,997
986549.22767305,207760.42934514,1967,E  16 ST,NULL,1,27,2,22,G00010057,NULL,551,551
989785.51507146,217257.12422460,1968,W  54 ST,NULL,100,172,101,173,G00010058,NULL,1283,1289
985011.43124828,203363.90114452,1969,BROADWAY,NULL,569,607,568,608,G00010082,NULL,125,800
997164.84752534,221094.62707128,1970,E  80 ST,NULL,301,343,302,342,G00010083,NULL,1044,1045
1002723.08098801,251382.52582781,1971,W  190 ST,NULL,NULL,NULL,NULL,NULL,G00010106,NULL,675,675
986908.69709847,206602.51663473,1972,E  13 ST,NULL,65,77,66,78,G00010109,NULL,823,823
983228.66361209,210993.46913890,1973,W  21 ST,NULL,400,472,401,473,G00010111,NULL,853,853
989668.12547068,225399.40440176,1974,W  END AVE,NULL,425,437,422,438,G00010112,NULL,1390,1391
995476.39301203,216536.01054910,1975,E  62 ST,NULL,401,445,400,444,G00010120,NULL,1001,1001
988494.48418280,223737.87733094,1976,W  73 ST,NULL,300,312,301,311,G00010126,NULL,1387,1387
998574.32878685,224415.08812894,1977,2 AVE,NULL,1801,1815,1800,1814,G00010127,NULL,361,362
993243.45608247,219412.75807456,1978,MADISON AVE,NULL,892,812,793,811,G00010132,NULL,1161,1161
1006648.64055814,256931.66466390,1979,W  215 ST,NULL,NULL,NULL,NULL,NULL,G00010135,NULL,674,674
981752.28680763,197646.08146365,1980,MAIDEN LN,NULL,21,27,20,26,G00010136,NULL,10,10
994912.05182664,222947.55399051,1981,E  82 ST,NULL,1,21,2,26,G00010140,NULL,1155,1155
981437.59435960,203270.50738668,1982,WASHINGTON ST,NULL,456,476,455,475,G00010143,NULL,34,34
990768.96135955,208776.16533861,1983,FIRST AVE,NULL,463,477,NULL,NULL,G00010153,NULL,1711,NULL
986257.33353177,218317.13829392,1984,W  51 ST,NULL,500,560,501,561,G00010154,NULL,1365,1366
991772.61550407,211356.86223377,1985,E  38 ST EXT,NULL,301,343,300,342,G00010156,NULL,1708,1257
986127.98999847,213440.70669848,1986,EIGHTH AVE,NULL,481,499,478,498,G00010157,NULL,1210,1193
999610.93678580,228270.72723523,1987,E  108 ST,NULL,151,185,150,186,G00010159,NULL,407,406
982018.44621626,202667.98070461,1988,HUDSON ST,NULL,181,199,182,200,G00010168,NULL,34,35
982804.93250418,197959.18287156,1989,BEEKMAN ST,NULL,40,60,39,61,G00010175,NULL,10,10
986958.31150056,205153.38567472,1990,STUYVESANT ST,NULL,10,16,NULL,NULL,G00010197,NULL,938,819
988480.08503181,223257.80451831,1991,W  END AVE,NULL,241,257,246,246,G00010208,NULL,1386,1386
987852.84776922,199139.98316743,1992,CLINTON ST,NULL,210,216,209,217,G00010217,NULL,1690,78
999190.97316377,229091.90990515,1993,E  110 ST,NULL,NULL,NULL,NULL,NULL,G00010226,NULL,457,409
999614.24615523,227020.21883496,1994,E  104 ST,NULL,201,241,200,252,G00010229,NULL,345,346
1006101.32555014,253200.34854102,1995,TENTH AVE,NULL,NULL,NULL,NULL,NULL,G00010231,NULL,672,672
995858.12440956,217963.95847873,1996,FIRST AVE,NULL,1257,1263,1258,1264,G00010232,NULL,1067,1009
984024.76585847,204863.99009211,1997,BLEECKER ST,NULL,170,186,173,197,G00010235,NULL,816,811
982905.59536059,196572.38331576,1998,FRONT ST,NULL,162,180,161,177,G00010236,NULL,11,11
989170.06101406,218923.09648827,1999,EIGHTH AVE,NULL,991,991,990,990,G00010245,NULL,1321,1290
996618.88076205,223394.70713164,2000,LEX AVE,NULL,1282,1288,1277,1295,G00010247,NULL,378,385
990893.68604893,209001.24579040,2001,FIRST AVE,NULL,479,493,NULL,NULL,G00010262,NULL,962,956
997528.64436246,220243.10254248,2002,E  78 ST,NULL,401,449,400,450,G00010265,NULL,1023,1022
988850.07444931,214645.75514139,2003,6 AVE,NULL,757,771,756,770,G00010266,NULL,1276,1175
995607.68101280,234266.26298036,2004,AMSTERDAM AVE,NULL,1220,1236,1237,1221,G00010268,NULL,724,630
983497.32039105,196668.95398878,2005,SOUTH ST,NULL,94,103,NULL,NULL,G00010272,NULL,11,11
988751.59547959,198423.98099052,2006,WATER ST,NULL,616,620,NULL,NULL,G00010277,NULL,86,86
988338.65240785,200790.36192048,2007,DELANCEY ST,NULL,166,178,NULL,NULL,G00010291,NULL,749,751
988402.39489847,201981.76980669,2008,SUFFOLK ST,NULL,151,177,160,188,G00010295,NULL,876,879
989235.46901972,222230.68714997,2009,BROADWAY,NULL,NULL,NULL,2020,2028,G00010298,NULL,1308,1308
1000727.22992530,237927.76791546,2010,W  142 ST,NULL,NULL,NULL,NULL,NULL,G00010305,NULL,523,522
1003577.53869785,229719.83048814,2011,E  120 ST,NULL,501,551,500,550,G00010306,NULL,300,301
993468.30996347,218692.13287539,2012,PARK AVE,NULL,NULL,NULL,609,637,G00010309,NULL,1162,1138
983535.57244710,202728.27257877,2013,BROOME ST,NULL,485,499,484,500,G00010311,NULL,124,123
1006864.91965314,253368.55860115,2014,9 AVE,NULL,NULL,NULL,NULL,NULL,G00010324,NULL,672,672
991627.02343785,230273.51635242,2015,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00010326,NULL,738,738
995993.93880808,234962.77498745,2016,AMSTERDAM AVE,NULL,1280,1298,1281,1299,G00010327,NULL,721,635
991772.55662926,212877.59381552,2017,E  43 ST,NULL,201,251,200,250,G00010335,NULL,1117,1116
990712.47798994,202608.49000398,2018,AVE D,NULL,77,91,76,90,G00010343,NULL,254,261
991087.41555462,227964.59762999,2019,W  END AVE,NULL,639,659,640,658,G00010349,NULL,743,743
992473.74961663,231442.25288036,2020,RIVERSIDE DR,NULL,NULL,NULL,330,337,G00010353,NULL,733,733
997333.28566527,232421.81785035,2021,SAINT NICHLAS AVE,NULL,141,159,144,158,G00010364,NULL,564,564
996536.51872206,222198.89423456,2022,3 AVE,NULL,1448,1468,1453,1469,G00010367,NULL,1150,1039
997540.21258081,239098.49888673,2023,W  140 ST,NULL,526,558,525,565,G00010375,NULL,1431,1431
1001339.30586843,236102.75044910,2024,W  137 ST,NULL,2,NULL,1,NULL,G00010376,NULL,528,1732
996768.53761497,236361.60819910,2025,AMSTERDAM AVE,NULL,1402,1416,1401,1417,G00010386,NULL,718,640
1002210.38876834,240423.71962977,2026,W  153 ST,NULL,NULL,NULL,NULL,NULL,G00010391,NULL,511,511
999377.23080532,243096.33416864,2027,EDWARD MORGAN PL,NULL,NULL,NULL,NULL,NULL,G00010394,NULL,1742,1742
994243.72990243,233656.61990936,2028,W  116 ST,NULL,NULL,NULL,NULL,NULL,G00010420,NULL,725,725
990564.39828443,212467.48521972,2029,LEX AVE,NULL,334,352,333,353,G00010427,NULL,1121,1121
981521.16391031,202244.96498240,2030,GREENWICH ST,NULL,408,422,415,427,G00010433,NULL,36,36
989593.57033764,223732.89198676,2031,W  75 ST,NULL,200,212,201,211,G00010435,NULL,1389,1389
989750.08216372,199921.75817868,2032,CANNON ST,NULL,21,35,22,36,G00010444,NULL,767,780
988934.87890568,201281.47609573,2033,RIDGE ST,NULL,101,137,102,138,G00010446,NULL,235,236
995853.97574878,217221.50252948,2034,E  65 ST,NULL,401,441,400,420,G00010450,NULL,1727,1008
987565.47071931,208169.13095556,2035,PARK AVE S,FOURTH AVE,232,250,NULL,NULL,G00010452,NULL,989,981
998264.17110664,242156.82774381,2036,RIVERSIDE DR,NULL,NULL,NULL,738,748,G00010459,NULL,692,692
988455.79374181,213930.59417015,2037,6 AVE,NULL,619,717,NULL,NULL,G00010460,NULL,1200,1172
983469.03714710,204229.35701098,2038,MAC DOUGAL ST,NULL,29,41,36,56,G00010461,NULL,109,116
991769.30253472,230324.90291689,2039,RIVERSIDE DR,NULL,NULL,NULL,277,286,G00010462,NULL,738,738
986163.97089764,203124.88431835,2040,E  HOUSTON ST,NULL,74,88,73,89,G00010472,NULL,821,805
996250.69252206,222206.46639789,2041,E  82 ST,NULL,145,177,147,178,G00010473,NULL,1150,1150
984326.54822735,197250.76893406,2042,SOUTH ST,NULL,162,162,NULL,NULL,G00010481,NULL,18,18
999037.53225676,239009.84092756,2043,HAMILTON TER,NULL,2,76,1,77,G00010482,NULL,654,654
1000438.56308331,234476.46761243,2044,W  130 ST,NULL,2,NULL,1,NULL,G00010483,NULL,500,500
999448.85869788,233194.17686994,2045,W  124 ST,NULL,83,82,41,83,G00010486,NULL,495,495
986286.22664524,216512.82516040,2046,W  45 ST,NULL,400,458,401,463,G00010508,NULL,1352,1353
992953.45846693,231015.09018481,2047,W  105 ST,NULL,240,258,241,257,G00010510,NULL,732,732
997095.82754676,231309.01753729,2048,ADAM POWELL BLVD,NULL,NULL,NULL,1853,1873,G00010516,NULL,572,576
982565.61441326,196751.10523523,2049,FLETCHER ST,NULL,2,14,1,15,G00010522,NULL,11,11
993174.50231618,213897.62950510,2050,E  49 ST,NULL,301,363,300,352,G00010538,NULL,1096,1743
983345.40534055,208483.95152014,2051,EIGHTH AVE,NULL,51,63,NULL,NULL,G00010539,NULL,162,169
1000702.98676705,240065.92149256,2052,W  149 ST,NULL,300,306,301,307,G00010541,NULL,663,663
986755.20331097,208204.55903431,2053,E  18 ST,NULL,1,17,2,28,G00010548,NULL,989,551
1001102.05732718,243259.37147048,2054,JUMEL TER,NULL,2,8,NULL,NULL,G00010549,NULL,670,670
994859.54372955,230603.00603522,2055,W  107 ST,NULL,50,72,49,71,G00010553,NULL,617,619
1000027.12197705,234853.30921439,2056,LENOX AVE,NULL,401,415,NULL,NULL,G00010555,NULL,542,500
998291.77111705,226412.64532147,2057,LEX AVE,NULL,1550,1568,1551,1563,G00010559,NULL,394,394
998796.63602810,243839.15671200,2058,W  158 ST,NULL,620,648,615,649,G00010563,NULL,1742,686
981564.97451822,196523.40654365,2059,WILLIAM ST,NULL,39,41,26,42,G00010573,NULL,7,7
999455.87475997,240757.36696006,2060,W  149 ST,NULL,NULL,NULL,450,466,G00010580,NULL,658,658
983530.19999240,208542.89500581,2061,GREENWICH AVE,NULL,NULL,NULL,120,136,G00010581,NULL,170,170
997559.67448413,236072.00904077,2062,W  130 ST,NULL,400,430,NULL,NULL,G00010583,NULL,640,645
981815.16889972,204445.74601389,2063,GREENWICH ST,NULL,552,570,551,565,G00010588,NULL,103,103
990784.08444351,224629.79815025,2064,W  80 ST,NULL,100,188,101,189,G00010591,NULL,1299,1298
994153.92998331,221055.13011789,2065,MADISON AVE,NULL,932,952,933,951,G00010593,NULL,1159,1159
983103.66222168,207210.43864723,2066,PERRY ST,NULL,55,85,56,88,G00010600,NULL,149,147
993425.70473372,214346.97440694,2067,E  51 ST,NULL,301,359,300,360,G00010603,NULL,1094,1095
1000153.08301122,235083.50724480,2068,LENOX AVE,NULL,419,439,NULL,NULL,G00010607,NULL,538,501
1001579.23519285,250278.04953883,2069,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00010611,NULL,679,678
993448.71813914,226656.83610606,2070,C P  W,NULL,310,319,NULL,NULL,G00010613,NULL,586,507
985051.82761668,203922.61254573,2071,MERCER ST,NULL,179,209,182,210,G00010614,NULL,818,818
993084.66046830,219650.26252081,2072,E  68 ST,NULL,1,11,2,30,G00010621,NULL,1161,1161
989971.63880722,225231.93098344,2073,BROADWAY,NULL,2241,2259,NULL,NULL,G00010625,NULL,1391,1391
999094.01192687,229000.98990425,2074,PARK AVE,NULL,1496,1510,NULL,NULL,G00010633,NULL,459,409
985573.34823746,197910.76276076,2075,WATER ST,NULL,396,432,397,431,G00010645,NULL,58,58
1001222.77690201,246260.92091356,2076,SAINT NICHLAS AVE,NULL,NULL,NULL,NULL,NULL,G00010661,NULL,686,684
990978.17813272,222199.22461448,2077,C P  W,NULL,121,130,NULL,NULL,G00010668,NULL,1304,1290
1000393.42521427,239186.51052172,2078,F DOUGLAS BLVD,NULL,2729,2739,2730,2748,G00010672,NULL,661,518
1007868.31200331,256767.28884435,2079,W  218 ST,NULL,NULL,NULL,NULL,NULL,G00010689,NULL,674,673
981765.85666239,195840.43071144,2080,WATER ST,NULL,N,N,N,N,G00010691,NULL,8,9
994423.33889330,218908.07240415,2081,E  68 ST,NULL,none,none,130,168,G00010696,NULL,NULL,1137
981219.81014606,195931.38427719,2082,S  WILLIAM ST,NULL,9,45,8,40,G00010701,NULL,8,8
996746.28627196,224679.73655473,2083,E  91 ST,NULL,NULL,NULL,NULL,NULL,G00010702,NULL,480,481
999371.09146497,237341.92923714,2084,F DOUGLAS BLVD,NULL,2571,2589,2570,2588,G00010704,NULL,648,529
987122.14483431,217093.47301498,2085,9 AVE,NULL,701,719,702,716,G00010705,NULL,1344,1339
990954.11715722,213170.88259902,2086,LEX AVE,NULL,394,414,393,413,G00010708,NULL,1126,1126
995977.90845477,216255.01340581,2087,E  62 ST,NULL,NULL,NULL,NULL,NULL,G00010711,NULL,1001,1001
985758.61901806,203737.29451085,2088,BLEECKER ST,NULL,44,52,51,55,G00010721,NULL,819,819
995281.19019598,224135.18170056,2089,FIFTH AVE,NULL,NULL,NULL,1050,1059,G00010722,NULL,507,482
981786.04362988,201827.90889394,2090,BEACH ST,NULL,44,58,43,51,G00010724,NULL,31,36
984185.88594306,201363.40506573,2091,HOWARD ST,NULL,11,27,12,28,G00010733,NULL,784,784
997167.00958706,222605.01054831,2092,E  85 ST,NULL,201,253,200,244,G00010737,NULL,371,373
989006.14877626,224208.43155406,2093,W  END AVE,NULL,323,335,320,336,G00010748,NULL,1389,1389
1007617.92749751,256301.09079381,2094,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00010752,NULL,674,674
993435.64729914,232134.74083265,2095,BROADWAY,NULL,NULL,NULL,2820,2838,G00010754,NULL,729,729
987146.18350013,200440.94464031,2096,GRAND ST,NULL,336,352,341,355,G00010755,NULL,216,197
993811.89743646,231022.55005296,2097,AMSTERDAM AVE,NULL,936,956,939,957,G00010766,NULL,731,615
993552.33194109,214575.21213944,2098,E  52 ST,NULL,299,353,300,352,G00010778,NULL,1093,1094
983337.98710118,200767.24424138,2099,BROADWAY,NULL,365,379,364,378,G00010780,NULL,30,38
985459.80563930,203443.55822168,2100,E  HOUSTON ST,NULL,26,34,21,29,G00010793,NULL,819,800
992958.21879205,219421.61632456,2101,E  67 ST,NULL,1,25,2,26,G00010814,NULL,1161,1161
997670.16638914,224766.96783856,2102,E  93 ST,NULL,155,189,144,188,G00010824,NULL,388,388
991522.97149851,213164.58815623,2103,3 AVE,NULL,678,700,681,701,G00010835,NULL,1126,1117
998464.58901288,233900.23697356,2104,ADAM POWELL BLVD,NULL,2082,2096,NULL,NULL,G00010851,NULL,553,553
987598.44473472,206067.78345223,2105,3 AVE,NULL,86,104,87,105,G00010855,NULL,938,931
987094.05433930,202503.79648573,2106,ELDRIDGE ST,NULL,223,251,224,250,G00010858,NULL,890,891
1001393.94814759,247367.13031531,2107,WADSWORTH AVE,NULL,NULL,NULL,NULL,NULL,G00010860,NULL,680,680
990500.64020985,226147.10139718,2108,BROADWAY,NULL,2319,2339,NULL,NULL,G00010865,NULL,1394,1394
1000839.26438164,244344.77760018,2109,SAINT NICHLAS AVE,NULL,1055,1073,1056,1074,G00010885,NULL,688,688
1002273.04251801,248555.96159906,2110,W  180 ST,NULL,600,618,601,617,G00010890,NULL,693,678
996099.02530407,238553.93716258,2111,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00010897,NULL,710,710
993212.16349413,219876.32342039,2112,E  69 ST,NULL,1,17,2,24,G00010905,NULL,1161,1161
982986.46954952,203108.21674537,2113,BROOME ST,NULL,533,539,534,538,G00010911,NULL,115,121
992545.22093039,229597.44046106,2114,BROADWAY,NULL,NULL,NULL,2620,2638,G00010918,NULL,736,736
998038.50390705,225953.82094385,2115,LEX AVE,NULL,1504,1518,1503,1517,G00010921,NULL,392,393
993759.02444109,218233.06555206,2116,LEX AVE,NULL,844,866,841,863,G00010922,NULL,1138,1140
988519.25654139,202508.22872752,2117,E  SECOND ST,NULL,148,206,149,205,G00010933,NULL,1675,880
986310.90597121,210058.74594273,2118,6 AVE,NULL,375,389,376,392,G00010936,NULL,841,995
993885.22005484,218461.13596206,2119,LEX AVE,NULL,868,865,886,881,G00010939,NULL,1138,1138
1001748.72089605,240970.54402714,2120,W  154 ST,NULL,236,272,235,271,G00010944,NULL,511,511
1002312.67892168,231159.25623506,2121,2 AVE,NULL,2381,2395,2380,2398,G00010947,NULL,311,310
991931.85179269,211857.96876317,2122,E  40 ST,NULL,301,335,300,336,G00010957,NULL,1113,1120
993443.62685638,216618.11354013,2123,3 AVE,NULL,972,988,973,989,G00010960,NULL,1135,1091
1002217.82986597,232451.13865785,2124,3 AVE,NULL,2322,2340,2321,2339,G00010963,NULL,424,303
997919.91170681,227367.67144676,2125,E  102 ST,NULL,47,67,46,70,G00010975,NULL,469,470
982181.39192056,207534.97408739,2126,BANK ST,NULL,100,138,101,132,G00010980,NULL,142,176
983086.68801022,198024.53050989,2127,GOLD ST,NULL,83,85,82,86,G00010982,NULL,14,11
988720.25072601,198325.71002565,2128,GOUVERNEUR SLIP W,NULL,2,12,NULL,NULL,G00010983,NULL,86,87
981141.19829885,198630.55538052,2129,FULTON ST,NULL,184,224,191,223,G00010986,NULL,12,12
997186.49281581,233400.18548022,2130,F DOUGLAS BLVD,NULL,2230,2230,2225,2243,G00010991,NULL,634,559
982986.76465364,196922.18445344,2131,WATER ST,NULL,182,202,181,201,G00010994,NULL,11,11
1007382.46783064,255503.32286835,2132,TENTH AVE,NULL,NULL,NULL,NULL,NULL,G00011007,NULL,674,672
1001382.26329564,239986.78451172,2133,W  150 ST,NULL,NULL,NULL,267,291,G00011010,NULL,515,510
