ED,Name,Min,Max
8,ATLANTIC AVE,NA,NA
8,BEACH 37,NA,NA
8,COLUMBIA PL,1,55
8,FURMAN,315,410
8,JORALEMON,19,33
8,STATE,1,20
9,COLUMBIA PL,1,55
9,GARDEN PL,1,59
9,HICKS,260,315
9,JORALEMON,34,93
9,STATE,21,82
9,WILLOW PL,1,52
10,ATLANTIC AVE,2,119
10,COLUMBIA PL,54,71
10,FURMAN,364,410
10,HENRY,292,311
10,HICKS,316,330
10,STATE,1,91
11,AITKEN PL,1,24
11,ATLANTIC AVE,112,169
11,CLINTON,109,202
11,GARDEN PL,1,59
11,HENRY,240,311
11,JORALEMON,94,157
11,LIVINGSTON,NA,NA
11,SIDNEY PL,1,58
11,STATE,83,150
12,ADAMS,NA,NA
12,BOERUM PL,17,39
12,CADMAN W PLZ,NA,NA
12,CLINTON,49,162
12,CT,NA,NA
12,CT SQ,NA,NA
12,FULTON,NA,NA
12,JORALEMON,NA,NA
12,LIVINGSTON,25,116
12,MONTAGUE,168,220
12,PIERREPONT,131,171
12,REMSEN,143,192
12,SCHERMERHORN,1,96
12,WILLOUGHBY,NA,NA
13,ATLANTIC AVE,160,251
13,BOERUM PL,40,81
13,CLINTON,151,202
13,CT,NA,133
13,SCHERMERHORN,1,96
13,STATE,131,244
14,ATLANTIC AVE,210,251
14,BERGEN,1,36
14,BOERUM PL,80,137
14,CT,128,185
14,DEAN,1,35
14,PACIFIC,NA,NA
15,ADAMS,1,59
15,BOERUM PL,NA,NA
15,DOCK,23,40
15,EAST RIVER,NA,NA
15,FRONT,1,117
15,FULTON,1,28
15,HOWARD ALY,1,10
15,HOWARD CT,NA,NA
15,MAIN,1,51
15,NEW DOCK,NA,NA
15,OLD DOCK,1,22
15,PLYMOUTH,75,128
15,WASHINGTON,1,59
15,WATER,1,143
16,FLINT,NA,NA
16,FRONT,1,69
16,FULTON,NA,NA
16,GARRISON,NA,NA
16,MAIN,44,107
16,MERCEIN,NA,NA
16,PROSPECT,NA,NA
16,SANDS,NA,NA
16,WASHINGTON,82,138
16,YORK,1,44
17,ADAMS,58,135
17,FLEET ALY,1,12
17,FLINT,NA,NA
17,FRONT,56,117
17,PROSPECT,27,50
17,SANDS,25,50
17,WASHINGTON,60,138
17,YORK,13,68
18,21,39,NA
18,61,80,NA
18,ADAMS,1,135
18,EAST RIVER,NA,NA
18,FRANKLIN PL,NA,NA
18,FRONT,104,161
18,JAY,NA,NA
18,JOHN,1,44
18,MARSHALL,NA,NA
18,PEARL,41,156
18,PHILLIPS ALY,NA,NA
18,PLYMOUTH,121,174
18,PROSPECT,51,96
18,SANDS,51,72
18,TALMAN,1,26
18,WATER,134,187
18,YORK,61,108
19,BRG,1,123
19,EAST RIVER,NA,NA
19,FRANKLIN PL,NA,NA
19,FRONT,144,213
19,JAY,NA,NA
19,JOHN,43,94
19,MARSHALL,NA,NA
19,PLYMOUTH,167,222
19,PROSPECT,93,140
19,TALMAN,27,82
19,WALDRON PL,NA,NA
19,WATER,178,226
19,YORK,103,154
20,BRG,122,141
20,JAY,127,158
20,PEARL,137,156
20,PROSPECT,72,140
20,PROSPECT TER,NA,NA
20,SANDS,71,147
21,BOERUM PL,17,39
21,CT SQ,NA,NA
21,DEGRAW,NA,NA
21,FULTON,NA,NA
21,GALLATIN PL,1,20
21,HOYT,1,51
21,LIVINGSTON,NA,NA
21,RED HOOK LN,1,20
21,SCHERMERHORN,98,193
21,SMITH,1,55
22,3 AVE,NA,NA
22,BOND,1,50
22,DE KALB AVE,NA,NA
22,ELM PL,1,20
22,FLATBUSH AVE,NA,NA
22,FULTON,NA,NA
22,FULTON PL,NA,NA
22,GROVE PL,1,29
22,HANOVER PL,1,30
22,HOYT,1,51
22,LAFAYETTE AVE,NA,NA
22,LIVINGSTON,201,370
22,NEVINS,NA,NA
22,NEVINS AVE,NA,NA
22,ROCKWELL PL,64,117
22,SCHERMERHORN,192,368
23,ATLANTIC AVE,252,343
23,BOERUM PL,40,81
23,HOYT,52,89
23,SCHERMERHORN,98,193
23,SMITH,54,91
23,STATE,221,334
24,ATLANTIC AVE,292,343
24,DEAN,78,132
24,HOYT,90,127
24,PACIFIC,276,330
24,SMITH,90,131
25,BERGEN,35,138
25,BOERUM PL,117,137
25,DEAN,39,132
25,HOYT,128,147
25,SMITH,128,147
26,ATLANTIC AVE,252,290
26,BOERUM PL,80,116
26,DEAN,39,77
26,PACIFIC,241,273
26,SMITH,90,131
27,ATLANTIC AVE,347,402
27,BOND,51,109
27,HOYT,52,108
27,PACIFIC,336,389
27,SCHERMERHORN,192,251
27,STATE,311,388
28,ATLANTIC AVE,401,470
28,BOND,51,130
28,DEAN,192,259
28,NEVINS,45,124
28,NEVINS AVE,NA,NA
28,PACIFIC,326,451
28,SCHERMERHORN,250,315
28,STATE,365,450
29,BERGEN,133,254
29,BOND,110,151
29,DEAN,136,259
29,HOYT,109,147
29,NEVINS,123,144
29,NEVINS AVE,NA,NA
29,PACIFIC,336,389
30,3 AVE,1,44
30,4 AVE,NA,NA
30,ATLANTIC AVE,455,580
30,FLATBUSH AVE,NA,NA
30,NEVINS,45,84
30,NEVINS AVE,NA,NA
30,SCHERMERHORN,316,368
30,STATE,423,564
31,3 AVE,NA,NA
31,ATLANTIC AVE,455,516
31,BERGEN,247,302
31,DEAN,252,307
31,NEVINS,83,144
31,NEVINS AVE,NA,NA
31,PACIFIC,444,501
32,3 AVE,NA,NA
32,4 AVE,NA,NA
32,ATLANTIC AVE,NA,NA
32,BERGEN,NA,NA
32,DEAN,NA,NA
32,PACIFIC,NA,NA
33,ADAMS,NA,NA
33,CONCORD,10,106
33,FULTON,135,213
33,GOTHIC ALY,1,20
33,HIGH,NA,NA
33,LIBERTY,1,25
33,NASSAU,1,85
33,PEARL,157,226
33,SANDS,NA,NA
33,WASHINGTON,137,205
34,ADAMS,199,NA
34,CONCORD,38,106
34,NUTRIA ALY,1,20
34,PEARL,227,282
34,TILLARY,25,67
34,WASHINGTON,206,263
35,ADAMS,253,292
35,CONCORD,10,37
35,FULTON,NA,NA
35,JOHNSON,1,NA
35,LIBERTY,26,109
35,PEARL,283,312
35,SANDS,NA,NA
35,SPRAGUES ALY,NA,NA
35,TILLARY,NA,NA
35,WASHINGTON,206,303
36,BRG,142,188
36,FLATBUSH AVE X,0,NA
36,HIGH,78,105
36,JAY,147,200
36,MANH BR APPROACH,0,NA
36,NASSAU,NA,NA
36,NULL,0,NA
36,PEARL,157,202
36,SANDS,71,147
37,BRG,183,241
37,CHAPEL,1,44
37,CONCORD,83,138
37,FLATBUSH AVE X,NA,NA
37,JAY,NA,NA
37,NASSAU,NA,NA
37,NULL,0,NA
37,PEARL,203,226
38,ALY,1,10
38,BRG,NA,NA
38,CATHEDRAL PL,NA,NA
38,CHAPEL,1,44
38,CONCORD,83,108
38,FLATBUSH AVE X,NA,NA
38,JAY,NA,NA
38,JOHNSON,60,123
38,LAWRENCE,19,54
38,NUTRIA ALY,NA,NA
38,PEARL,227,312
38,TILLARY,NA,NA
39,ADAMS,NA,NA
39,CADMAN W PLZ,NA,NA
39,FLOODS ALY,NA,NA
39,FULTON,NA,NA
39,JAY,305,420
39,JOHNSON,1,NA
39,MYRTLE AVE,1,69
39,PEARL,313,403
39,UNION LN,NA,NA
39,WASHINGTON,292,337
39,WILLOUGHBY,1,43
40,BRG,294,419
40,FULTON,NA,NA
40,JAY,305,420
40,JOHNSON,76,123
40,LAWRENCE,51,164
40,MYRTLE AVE,62,113
40,WILLOUGHBY,42,93
41,BRG,1,37
41,EAST RIVER,NA,NA
41,EVANS,1,25
41,GOLD,13,67
41,HUDSON AVE,1,68
41,JOHN,89,208
41,LITTLE,1,63
41,MARSHALL,133,211
41,PLYMOUTH,215,336
41,UNITED STATES,NA,NA
41,US NAVY YARD,NA,NA
41,WATER,278,320
41,WEST,NA,NA
42,BRG,38,73
42,EVANS,1,25
42,FRONT,192,NA
42,GOLD,49,87
42,HARRISON ALY,1,20
42,HUDSON AVE,61,95
42,PLYMOUTH,215,270
42,US NAVY YARD,NA,NA
42,WATER,228,320
43,BRG,74,99
43,FRONT,192,NA
43,GOLD,88,117
43,GREEN LN,1,30
43,HUDSON AVE,88,119
43,JACKSON CT,NA,NA
43,US NAVY YARD,NA,NA
43,YORK,153,248
44,CATHERINE,1,30
44,CORNELLS ALY,1,20
44,DIXON PL,NA,NA
44,DIXONS ALY,NA,NA
44,GOLD,116,147
44,GREEN LN,29,56
44,HUDSON AVE,114,145
44,NAVY,NA,NA
44,PROSPECT,175,240
44,YORK,197,248
45,ALY,1,15
45,BRG,100,141
45,CHARLES,1,28
45,FRANKLIN PL,NA,NA
45,GOLD,116,169
45,NULL,27,112
45,PROSPECT,139,184
45,SANDS,140,189
45,TALMAN,NA,NA
45,YORK,153,204
46,BRG,NA,NA
46,DIXON PL,NA,NA
46,DIXONS ALY,1,22
46,FERN PL,NA,NA
46,GOLD,142,187
46,GREEN LN,57,78
46,HIGH,192,259
46,HUDSON AVE,144,185
46,HUDSON PL,NA,NA
46,NAVY,NA,NA
46,OLD BRG RD,1,10
46,PROSPECT,175,240
46,SANDS,182,241
47,BRG,142,188
47,GOLD,162,207
47,HARTS ALY,NA,NA
47,HIGH,148,259
47,HUDSON AVE,180,201
47,MACK PL,1,43
47,NASSAU,164,273
47,NAVY,NA,NA
47,SANDS,140,189
47,SMITH ALY,NA,NA
47,SMITHS ALY,NA,NA
48,BRG,183,212
48,CONCORD,165,256
48,CONCORD PL,NA,NA
48,DUFFIELD,1,24
48,GOLD,200,233
48,HUDSON AVE,200,227
48,NASSAU,164,273
48,NASSAU PL,NA,NA
48,NAVY,NA,NA
48,WAY HOME,NA,NA
49,CONCORD,214,256
49,CONCORD PL,NA,NA
49,FLEET PL,1,37
49,HUDSON AVE,226,320
49,JOHNSON,199,233
49,NAVY,NA,NA
49,PARK ALY,NA,NA
49,PARK AVE,1,22
49,PRINCE,1,56
49,PRINCE CT,NA,NA
49,TILLARY,192,241
50,105,113,NA
50,BRG,264,293
50,CONCORD,195,215
50,DUFFIELD,NA,NA
50,FLATBUSH AVE X,NA,NA
50,FLEET PL,1,37
50,GOLD,226,317
50,JOHNSON,NA,NA
50,PRINCE,1,90
50,TILLARY,NA,NA
51,BRG,NA,NA
51,CATHEDRAL PL,NA,NA
51,CONCORD,165,194
51,DUFFIELD,25,82
51,FLATBUSH AVE X,NA,NA
51,GOLD,226,285
51,TILLARY,NA,NA
52,AMITY,1,69
52,ATLANTIC AVE,NA,NA
52,BALTIC,NA,NA
52,BALTIC EXT,1,88
52,BEACH 37,NA,NA
52,COLUMBIA,1,115
52,CONGRESS,1,60
52,EAST RIVER,NA,NA
52,EMMET,1,40
52,EMMETT,NA,NA
52,HARRISON,NA,NA
52,HICKS,331,375
52,KANE,1,78
52,PACIFIC,1,NA
52,WARREN,1,60
53,AMITY,70,118
53,ATLANTIC AVE,72,119
53,CONGRESS,101,133
53,HENRY,306,367
53,HICKS,331,386
53,PACIFIC,67,NA
54,AMITY,21,69
54,COLUMBIA,45,79
54,CONGRESS,61,100
54,HICKS,372,406
54,WARREN,61,95
55,BALTIC,89,122
55,COLUMBIA,78,115
55,HARRISON,NA,NA
55,HICKS,407,455
55,KANE,79,127
55,WARREN,61,95
56,BALTIC,123,NA
56,CONGRESS,101,133
56,HARRISON,NA,NA
56,HENRY,366,431
56,HICKS,387,455
56,KANE,118,162
56,WARREN,NA,NA
56,WARREN PL,1,31
57,AMITY,115,155
57,ATLANTIC AVE,112,169
57,BALTIC,160,210
57,CLINTON,185,312
57,CONGRESS,134,189
57,HARRISON,NA,NA
57,HENRY,306,431
57,KANE,163,204
57,PACIFIC,112,140
57,VERANDA PL,1,40
57,WARREN,143,208
58,AMITY,162,203
58,ATLANTIC AVE,160,210
58,BALTIC,211,261
58,CLINTON,185,312
58,CONGRESS,190,NA
58,CT,128,253
58,HARRISON,NA,NA
58,KANE,205,265
58,PACIFIC,162,191
58,VERANDA PL,41,72
58,WARREN,201,260
59,COLUMBIA,116,185
59,DE GRAW,1,116
59,DEGRAW,NA,NA
59,EAST RIVER,NA,NA
59,HARRISON,NA,NA
59,IRVING,1,90
59,KANE,1,78
59,RIVERDALE AVE,NA,NA
59,SEDGEWICK,1,91
59,VAN BRUNT,1,68
60,COLUMBIA,116,185
60,DE GRAW,117,164
60,DEGRAW,NA,NA
60,HARRISON,NA,NA
60,HICKS,442,521
60,KANE,79,127
60,TIFFANY PL,1,46
61,CHEEVER PL,1,68
61,DE GRAW,157,176
61,DEGRAW,NA,NA
61,HARRISON,NA,NA
61,HICKS,442,521
61,KANE,118,145
62,CHEEVER PL,1,68
62,CLAY,NA,NA
62,DE GRAW,175,206
62,DEGRAW,NA,NA
62,HARRISON,NA,NA
62,HENRY,424,491
62,KANE,134,162
63,CLINTON,299,386
63,DE GRAW,193,248
63,DEGRAW,NA,NA
63,HARRISON,NA,NA
63,HENRY,424,511
63,KANE,163,204
63,SACKETT,209,250
63,STRONG PL,1,65
64,CLINTON,299,402
64,CT,250,346
64,DE GRAW,239,306
64,DEGRAW,NA,NA
64,HARRISON,NA,NA
64,KANE,205,265
64,SACKETT,251,306
64,TOMPKINS PL,10,64
64,UNION,238,299
65,CLINTON,383,418
65,CT,345,366
65,HENRY,502,551
65,PRESIDENT,173,268
65,SACKETT,209,250
65,UNION,191,299
66,BEACH PL,NA,NA
66,DE GRAW,1,58
66,DEGRAW,NA,NA
66,EAST RIVER,NA,NA
66,FERRY PL,NA,NA
66,SACKETT,1,62
66,VAN BRUNT,65,88
67,CARROLL,NA,NA
67,FERRY PL,NA,NA
67,HAMILTON AVE,NA,NA
67,NULL,1,NA
67,PRESIDENT,1,27
67,SACKETT,1,62
67,UNION,1,63
67,VAN BRUNT,87,148
68,COLUMBIA,186,225
68,DE GRAW,57,116
68,DEGRAW,NA,NA
68,SACKETT,63,126
68,UNION,54,121
68,VAN BRUNT,65,108
69,COLUMBIA,224,245
69,PRESIDENT,28,88
69,UNION,54,121
69,VAN BRUNT,105,128
70,COLUMBIA,224,245
70,HICKS,548,579
70,PRESIDENT,87,134
70,UNION,112,163
71,CARROLL,2,NA
71,COLUMBIA,246,263
71,HICKS,564,597
71,PRESIDENT,28,134
71,VAN BRUNT,125,148
72,COLUMBIA,186,225
72,DE GRAW,117,206
72,DEGRAW,NA,NA
72,HENRY,486,511
72,HICKS,510,551
72,SACKETT,127,208
72,UNION,112,163
73,CARROLL,100,NA
73,HENRY,502,567
73,HICKS,530,597
73,JEFFERSON PL,NA,NA
73,PRESIDENT,131,174
73,SACKETT,169,208
73,UNION,156,190
74,CARROLL,2,NA
74,COLUMBIA,264,321
74,HAMILTON AVE,NA,NA
74,RAPELYE,NA,NA
74,SUMMIT,NA,NA
74,VAN BRUNT,NA,NA
74,WOODHULL,1,21
75,CARROLL,56,NA
75,COLUMBIA,264,284
75,HENRY,NA,NA
75,HICKS,588,NA
75,SUMMIT,81,158
75,WOODHULL,60,95
76,COLUMBIA,285,321
76,HAMILTON AVE,NA,NA
76,HICKS,600,NA
76,RAPELYE,51,89
76,SUMMIT,81,124
76,WOODHULL,18,63
77,COLES,NA,NA
77,HAMILTON AVE,179,208
77,HENRY,592,650
77,HICKS,620,NA
77,MAN HASSET PL,NA,NA
77,MANHASSET PL,NA,NA
77,RAPELYE,90,131
77,WOODHULL,60,95
78,1 PL,50,103
78,CARROLL,140,NA
78,CLINTON,411,456
78,CT,NA,NA
78,HENRY,536,567
78,PRESIDENT,173,268
79,1 PL,1,61
79,2 PL,1,56
79,3 PL,1,48
79,4 PL,1,48
79,CARROLL,140,NA
79,CLINTON,427,518
79,HENRY,NA,NA
80,1 PL,50,103
80,2 PL,47,104
80,3 PL,45,102
80,4 PL,58,102
80,CLINTON,439,518
80,CT,385,470
80,THATFORD AVE,NA,NA
81,FLUSHING AVE,NA,NA
81,HALL,1,148
81,MYRTLE AVE,463,502
81,PARK AVE,268,313
81,RYERSON,NA,NA
81,RYERSON WALK,NA,NA
81,WASHINGTON AVE,33,179
82,CLINTON AVE,1,157
82,FLUSHING AVE,NA,NA
82,MYRTLE AVE,423,462
82,PARK AVE,226,275
82,WASHINGTON AVE,33,179
82,WAVERLY AVE,1,154
83,CLASSON AVE,81,203
83,EMERSON PL,1,56
83,FLUSHING AVE,NA,NA
83,GRAHAM,NA,NA
83,GRAND AVE,NA,NA
83,MYRTLE AVE,579,602
83,NULL,326,NA
83,PARK AVE,306,409
83,RYERSON,NA,NA
83,RYERSON WALK,NA,NA
83,STEUBEN,1,56
83,TAAFFE PL,NA,NA
83,TAAFFEE PL,NA,NA
84,CLASSON AVE,132,203
84,EMERSON PL,57,120
84,MYRTLE AVE,535,584
84,NULL,342,365
84,PARK AVE,358,379
84,STEUBEN,55,117
85,GRAND AVE,54,124
85,KENT AVE,NA,NA
85,MYRTLE AVE,501,542
85,NULL,326,NA
85,PARK AVE,306,331
85,RYERSON,NA,NA
85,RYERSON WALK,59,142
85,STEUBEN,55,117
86,FLUSHING AVE,NA,NA
86,GRAHAM,NA,NA
86,KENT AVE,763,886
86,LITTLE NASSAU,1,21
86,MYRTLE AVE,599,618
86,PARK AVE,402,421
86,TAAFFE PL,NA,NA
86,TAAFFEE PL,NA,NA
87,BEDFORD AVE,725,812
87,FLUSHING AVE,368,445
87,FRANKLIN AVE,23,82
87,KENT AVE,763,822
87,LITTLE NASSAU,22,37
87,PARK AVE,422,503
87,SKILLMAN,1,62
88,BEDFORD AVE,NA,NA
88,FRANKLIN AVE,83,147
88,KENT AVE,813,886
88,MYRTLE AVE,615,648
88,PARK AVE,422,463
89,BEDFORD AVE,793,884
89,FRANKLIN AVE,83,147
89,LAFAYETTE AVE,NA,NA
89,MYRTLE AVE,645,688
89,PARK AVE,454,503
89,SKILLMAN,61,128
90,DE KALB AVE,313,347
90,HALL,NA,NA
90,MYRTLE AVE,463,502
90,RYERSON,141,190
90,RYERSON WALK,NA,NA
90,WASHINGTON AVE,180,305
90,WILLOUGHBY AVE,146,182
91,CLINTON AVE,159,290
91,DE KALB AVE,250,312
91,MYRTLE AVE,402,462
91,VANDERBILT AVE,152,289
91,WASHINGTON AVE,180,305
91,WAVERLY AVE,155,285
91,WILLOUGHBY AVE,83,145
92,DE KALB AVE,348,406
92,EMERSON PL,121,225
92,GRAND AVE,126,234
92,MYRTLE AVE,501,558
92,RYERSON,141,190
92,RYERSON WALK,NA,NA
92,STEUBEN,118,223
92,WILLOUGHBY AVE,183,235
93,CLASSON AVE,200,297
93,DE KALB AVE,407,447
93,EMERSON PL,121,225
93,GRAHAM,NA,NA
93,MYRTLE AVE,551,584
93,TAAFFE PL,195,270
93,TAAFFEE PL,NA,NA
93,UNION PL,NA,NA
93,WILLOUGHBY AVE,236,283
94,CLASSON AVE,200,245
94,GRAHAM,NA,NA
94,MYRTLE AVE,579,602
94,TAAFFE PL,149,208
94,TAAFFEE PL,NA,NA
94,WILLOUGHBY AVE,264,283
95,BEDFORD AVE,855,994
95,DE KALB AVE,506,533
95,FRANKLIN AVE,148,195
95,MYRTLE AVE,645,688
95,SKILLMAN,129,245
95,WILLOUGHBY AVE,332,372
96,FRANKLIN AVE,148,195
96,GRAHAM,NA,NA
96,KENT AVE,875,930
96,MYRTLE AVE,599,648
96,TAAFFE PL,149,208
96,TAAFFEE PL,NA,NA
96,WILLOUGHBY AVE,284,331
97,DE KALB AVE,440,513
97,FRANKLIN AVE,192,253
97,GRAHAM,NA,NA
97,KENT AVE,919,988
97,SKILLMAN,177,245
97,TAAFFE PL,195,270
97,TAAFFEE PL,NA,NA
97,WILLOUGHBY AVE,284,352
98,CLIFTON PL,1,50
98,DE KALB AVE,313,367
98,GRAND AVE,225,310
98,GREENE AVE,162,229
98,JAMES PL,NA,NA
98,JAMESS PL,NA,NA
98,LAFAYETTE AVE,NA,NA
98,RYERSON,256,303
98,WASHINGTON AVE,304,404
99,CLERMONT AVE,NA,NA
99,CLINTON AVE,287,392
99,DE KALB AVE,230,312
99,GREENE AVE,NA,NA
99,LAFAYETTE AVE,176,271
99,VANDERBILT AVE,NA,NA
99,WASHINGTON AVE,304,404
99,WAVERLY AVE,280,379
100,CLASSON AVE,300,359
100,DE KALB AVE,364,429
100,E 68,NA,NA
100,EMERSON PL,226,270
100,GRAND AVE,225,274
100,LAFAYETTE AVE,NA,NA
100,STEUBEN,224,268
101,CLASSON AVE,342,395
101,CLIFTON PL,41,116
101,GRAND AVE,271,310
101,GREENE AVE,218,297
101,LAFAYETTE AVE,320,380
102,5 AVE,NA,NA
102,68,NA,NA
102,CLASSON AVE,378,449
102,DOWNING,NA,NA
102,GATES AVE,138,205
102,GRAND AVE,301,386
102,GREENE AVE,218,297
102,LEXINGTON AVE,1,64
102,QUINCY,1,45
103,CLASSON AVE,430,513
103,DOWNING,27,93
103,GATES AVE,138,205
103,GRAND AVE,365,456
103,IRVING PL,1,71
103,PUTNAM AVE,10,77
104,CLASSON AVE,300,359
104,DE KALB AVE,424,513
104,FRANKLIN AVE,252,303
104,GRAHAM,NA,NA
104,KENT AVE,985,1030
104,KOSCIUSKO PL,NA,NA
104,LAFAYETTE AVE,NA,NA
104,SKILLMAN,246,294
104,TAAFFE PL,259,312
104,TAAFFEE PL,NA,NA
105,CLASSON AVE,342,415
105,CLIFTON PL,105,184
105,FRANKLIN AVE,300,359
105,GREENE AVE,282,353
105,LAFAYETTE AVE,385,449
105,LEXINGTON AVE,66,125
106,BEDFORD AVE,971,1096
106,CLIFTON PL,173,232
106,DE KALB AVE,506,533
106,FRANKLIN AVE,300,359
106,GREENE AVE,350,400
106,LAFAYETTE AVE,NA,NA
106,LEXINGTON AVE,124,181
106,SKILLMAN,246,294
107,CAMBRIDGE PL,1,150
107,FULTON,932,1001
107,GATES AVE,98,145
107,GRAND AVE,301,456
107,GREENE AVE,202,229
107,JAMES PL,NA,NA
107,JAMESS PL,163,244
107,PUTNAM AVE,1,25
108,CAMBRIDGE PL,1,75
108,FULTON,910,981
108,GATES AVE,65,127
108,GREENE AVE,162,205
108,JAMES PL,NA,NA
108,JAMESS PL,87,244
108,WASHINGTON AVE,393,NA
109,CLASSON AVE,396,513
109,FRANKLIN AVE,354,453
109,GARDNER AVE,NA,NA
109,GATES AVE,202,271
109,LEXINGTON AVE,66,125
109,MADISON,1,70
109,MONROE,1,72
109,PUTNAM AVE,68,147
109,QUINCY,46,110
110,BEDFORD AVE,NA,NA
110,FRANKLIN AVE,354,453
110,GATES AVE,262,321
110,LEXINGTON AVE,124,181
110,MADISON,69,122
110,MONROE,65,122
110,PUTNAM AVE,132,195
110,QUINCY,112,164
111,ATLANTIC AVE,NA,NA
111,FULTON,NA,NA
111,GRAND AVE,NA,NA
111,JAMES PL,NA,NA
111,JAMESS PL,NA,NA
111,LEFFERTS PL,1,54
111,PUTNAM AVE,1,25
111,WASHINGTON AVE,NA,NA
112,ATLANTIC AVE,NA,NA
112,CLASSON AVE,506,609
112,DOWNING,92,111
112,FULTON,NA,NA
112,GRAND AVE,NA,NA
112,IRVING PL,72,99
112,LEFFERTS PL,51,140
112,PUTNAM AVE,10,77
113,ATLANTIC AVE,NA,NA
113,CLASSON AVE,506,609
113,CLAVER PL,NA,NA
113,FRANKLIN AVE,448,565
113,FULTON,1060,1149
113,JEFFERSON AVE,1,36
113,LEFFERTS PL,131,226
113,ORMOND PL,1,58
113,PUTNAM AVE,68,147
114,BEDFORD AVE,NA,NA
114,BREVOORT PL,1,49
114,FRANKLIN AVE,448,545
114,FULTON,1134,1203
114,HANCOCK,1,52
114,JEFFERSON AVE,35,88
114,PUTNAM AVE,132,195
114,SPENCER PL,1,36
114,VOORHIES LN,NA,NA
115,1,118,NA
115,17,NA,NA
115,18,1,173
115,19,1,110
115,2 AVE,NA,NA
115,20,1,115
115,3 AVE,NA,NA
115,4 AVE,NA,NA
115,EAST RIVER,NA,NA
115,HAMILTON AVE,512,590
115,PROSPECT AVE,1,179
116,18,NA,NA
116,19,NA,NA
116,20,NA,NA
116,3 AVE,614,667
116,4 AVE,NA,NA
117,2 AVE,NA,NA
117,20,1,174
117,21,1,174
117,4 AVE,NA,NA
117,EAST RIVER,NA,NA
118,2 AVE,NA,NA
118,21,1,174
118,22,NA,NA
118,3 AVE,684,702
118,4 AVE,NA,NA
118,EAST RIVER,NA,NA
119,2 AVE,NA,NA
119,22,NA,NA
119,23,NA,NA
119,24,NA,NA
119,3 AVE,703,737
119,4 AVE,NA,NA
119,EAST RIVER,NA,NA
120,17,NA,NA
120,4 AVE,NA,NA
120,5 AVE,598,619
120,6 AVE,598,631
120,PROSPECT AVE,NA,NA
121,17,180,309
121,18,NA,NA
121,19,170,239
121,4 AVE,NA,NA
121,5 AVE,614,655
121,6 AVE,616,657
122,18,240,307
122,19,170,299
122,20,173,304
122,4 AVE,NA,NA
122,5 AVE,632,672
122,6 AVE,638,689
123,20,NA,NA
123,21,NA,NA
123,4 AVE,NA,NA
123,5 AVE,NA,NA
123,6 AVE,672,705
124,21,NA,NA
124,22,176,233
124,23,NA,NA
124,24,NA,NA
124,4 AVE,NA,NA
124,5 AVE,NA,NA
125,21,237,301
125,22,234,299
125,23,NA,NA
125,24,NA,NA
125,5 AVE,NA,NA
125,6 AVE,688,739
126,2 AVE,NA,NA
126,24,NA,NA
126,25,NA,NA
126,26,NA,NA
126,3 AVE,NA,NA
126,4 AVE,NA,NA
126,5 AVE,NA,NA
126,EAST RIVER,NA,NA
127,2 AVE,NA,NA
127,25,NA,NA
