Name,Full_Name,Name1880,AltName,Left_Low,Left_High,Right_Low,Right_High,ED_Minus,ED_Plus,ObjectID,JoinId
NA,1376,NA,1358,NA,NA,1345,1363,NA,NA,81,NA
NA,230,NA,220,NA,NA,223,229,NA,NA,84,NA
NA,670,NA,670,NA,NA,655,657,NA,NA,88,NA
NA,64,NA,50,NA,NA,51,65,NA,NA,89,NA
NA,268,NA,250,NA,NA,253,265,NA,NA,90,NA
NA,52,NA,34,NA,NA,33,51,NA,NA,93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
NA,276,NA,252,NA,NA,253,275,NA,NA,97,NA
NA,1420,NA,1360,NA,NA,1373,1431,NA,NA,98,NA
NA,142,NA,124,NA,NA,119,137,NA,NA,101,NA
NA,160,NA,128,NA,NA,135,175,NA,NA,107,NA
NA,138,NA,100,NA,NA,101,139,NA,NA,109,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
NA,1088,NA,1018,NA,NA,1025,1087,NA,NA,111,NA
NA,138,NA,120,NA,NA,111,129,NA,NA,114,NA
NA,316,NA,304,NA,NA,297,303,NA,NA,115,NA
NA,60,NA,2,NA,NA,1,57,NA,NA,116,NA
NA,56,NA,22,NA,NA,21,55,NA,NA,117,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
NA,468,NA,408,NA,NA,433,495,NA,NA,120,NA
NA,280,NA,246,NA,NA,225,259,NA,NA,121,NA
NA,286,NA,268,NA,NA,255,273,NA,NA,127,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA
NA,77,NA,58,NA,NA,47,67,NA,NA,130,NA
NA,360,NA,296,NA,NA,301,367,NA,NA,131,NA
NA,1302,NA,1218,NA,NA,1213,1297,NA,NA,132,NA
NA,NA,NA,NA,NA,47,NA,NA,NA,NA,133,NA
NA,201,NA,187,NA,NA,NA,NA,NA,NA,134,NA
NA,252,NA,182,NA,34,185,243,NA,NA,136,NA
NA,42,NA,2,NA,NA,1,41,NA,NA,139,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA
NA,NA,NA,NA,NA,NA,347,347,NA,NA,145,NA
NA,58,NA,52,NA,NA,51,61,NA,NA,147,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA
NA,28,NA,2,NA,NA,1,27,NA,NA,151,NA
NA,50,NA,2,NA,NA,1,47,NA,NA,152,NA
NA,431,NA,417,NA,NA,418,432,NA,NA,153,NA
NA,384,NA,382,NA,NA,NA,NA,NA,NA,156,NA
NA,330,NA,314,NA,NA,307,323,NA,NA,158,NA
NA,2086,NA,2018,NA,NA,2015,2081,NA,NA,161,NA
NA,376,NA,334,NA,NA,335,377,NA,NA,166,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA
NA,329,NA,315,NA,NA,NA,NA,NA,NA,170,NA
NA,1460,NA,1396,NA,NA,1393,1459,NA,NA,172,NA
NA,344,NA,274,NA,NA,271,343,NA,NA,173,NA
NA,200,NA,178,NA,NA,187,203,NA,NA,175,NA
NA,172,NA,156,NA,NA,153,167,NA,NA,181,NA
NA,602,NA,586,NA,NA,579,597,NA,NA,182,NA
NA,204,NA,164,NA,NA,161,195,NA,NA,185,NA
NA,246,NA,230,NA,NA,243,263,NA,NA,188,NA
NA,1872,NA,1860,NA,NA,1819,1831,NA,NA,189,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA
NA,236,NA,180,NA,NA,177,233,NA,NA,193,NA
NA,NA,NA,NA,NA,NA,264,278,NA,NA,196,NA
NA,NA,NA,NA,NA,60,NA,NA,NA,NA,198,NA
NA,406,NA,388,NA,NA,363,383,NA,NA,203,NA
NA,110,NA,92,1,NA,97,117,NA,NA,205,NA
NA,164,NA,148,NA,NA,157,177,NA,NA,206,NA
NA,1024,NA,1004,NA,NA,1035,1055,NA,NA,208,NA
NA,100,NA,82,NA,NA,81,99,NA,NA,210,NA
NA,302,NA,216,NA,NA,221,303,NA,NA,212,NA
NA,706,NA,698,NA,NA,747,759,NA,NA,214,NA
NA,NA,NA,NA,NA,67,NA,NA,NA,NA,215,NA
NA,226,NA,168,NA,NA,165,217,NA,NA,217,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA
NA,549,NA,535,NA,NA,524,538,NA,NA,222,NA
NA,378,NA,360,NA,NA,359,379,NA,NA,224,NA
NA,356,NA,288,NA,48,265,333,NA,NA,229,NA
NA,178,NA,164,NA,NA,169,183,NA,NA,234,NA
NA,476,NA,426,NA,NA,425,475,NA,NA,237,NA
NA,110,NA,92,NA,NA,89,107,NA,NA,242,NA
NA,146,NA,110,NA,NA,109,145,NA,NA,244,NA
NA,572,NA,554,NA,NA,569,587,NA,NA,245,NA
NA,884,NA,804,NA,NA,799,879,NA,NA,247,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA
NA,688,NA,634,NA,NA,639,691,NA,NA,249,NA
NA,662,NA,642,NA,NA,671,687,NA,NA,250,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA
NA,104,NA,88,NA,NA,97,115,NA,NA,252,NA
NA,440,NA,424,NA,NA,405,419,NA,NA,255,NA
NA,1078,NA,1078,NA,NA,1187,1187,NA,NA,258,NA
NA,500,NA,486,NA,NA,495,511,NA,NA,259,NA
NA,242,NA,208,NA,NA,211,251,NA,NA,260,NA
NA,663,NA,649,NA,NA,650,664,NA,NA,262,NA
NA,184,NA,166,NA,NA,169,187,NA,NA,266,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA
NA,180,NA,164,NA,NA,167,183,NA,NA,273,NA
NA,559,NA,545,NA,NA,546,560,NA,NA,274,NA
NA,32,NA,2,NA,NA,1,29,NA,NA,275,NA
NA,328,NA,292,NA,NA,295,327,NA,NA,276,NA
NA,102,NA,42,NA,NA,51,111,NA,NA,277,NA
NA,126,NA,90,NA,NA,87,125,NA,NA,278,NA
NA,314,NA,298,2,NA,305,321,NA,NA,279,NA
NA,212,NA,204,NA,NA,205,215,NA,NA,281,NA
NA,140,NA,120,NA,NA,127,145,NA,NA,282,NA
NA,18,NA,2,NA,NA,1,21,NA,NA,283,NA
NA,254,NA,236,NA,NA,219,237,NA,NA,286,NA
NA,710,NA,696,NA,NA,709,727,NA,NA,287,NA
NA,217,NA,187,NA,NA,188,218,NA,NA,288,NA
NA,24,NA,8,NA,NA,3,19,NA,NA,289,NA
NA,118,NA,86,NA,NA,87,119,NA,NA,290,NA
NA,226,NA,202,NA,NA,221,241,NA,NA,291,NA
NA,256,NA,246,NA,NA,245,269,NA,NA,292,NA
NA,NA,NA,NA,NA,NA,232,246,NA,NA,294,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA
NA,356,NA,282,NA,NA,277,351,NA,NA,299,NA
NA,122,NA,66,NA,NA,67,139,NA,NA,300,NA
NA,119,NA,83,NA,NA,82,118,NA,NA,301,NA
NA,482,NA,408,NA,NA,395,461,NA,NA,302,NA
NA,610,NA,592,NA,NA,555,573,NA,NA,303,NA
NA,724,NA,660,NA,NA,691,761,NA,NA,304,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA
NA,234,NA,178,NA,NA,177,233,NA,NA,315,NA
NA,116,NA,80,NA,NA,79,115,NA,NA,316,NA
NA,298,NA,256,NA,NA,257,297,NA,NA,319,NA
NA,304,NA,238,NA,NA,243,303,NA,NA,320,NA
NA,230,NA,146,NA,NA,149,233,NA,NA,321,NA
NA,412,NA,342,NA,6,333,401,NA,NA,326,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA
NA,480,NA,462,NA,NA,451,469,NA,NA,331,NA
NA,646,NA,628,NA,NA,629,647,NA,NA,332,NA
NA,246,NA,226,NA,NA,235,253,NA,NA,334,NA
NA,784,NA,768,NA,NA,763,785,NA,NA,336,NA
NA,158,NA,140,NA,NA,135,153,NA,NA,338,NA
NA,1028,NA,960,NA,NA,941,1009,NA,NA,340,NA
NA,202,NA,184,NA,NA,183,201,NA,NA,341,NA
NA,404,NA,390,NA,NA,351,365,NA,NA,348,NA
NA,120,NA,102,NA,NA,89,105,NA,NA,349,NA
NA,426,NA,360,NA,NA,333,393,NA,NA,352,NA
NA,24,NA,2,NA,NA,1,19,NA,NA,357,NA
NA,92,NA,76,NA,NA,79,99,NA,NA,360,NA
NA,438,NA,368,NA,NA,371,443,NA,NA,361,NA
NA,652,NA,630,NA,NA,593,613,NA,NA,363,NA
NA,234,NA,162,NA,NA,163,237,NA,NA,369,NA
NA,240,NA,224,NA,NA,237,255,NA,NA,370,NA
NA,690,NA,680,NA,NA,627,643,NA,NA,371,NA
NA,1588,NA,1520,NA,NA,1519,1589,NA,NA,372,NA
NA,160,NA,126,NA,NA,119,153,NA,NA,374,NA
NA,214,NA,212,NA,NA,215,219,NA,NA,377,NA
NA,154,NA,114,NA,NA,121,157,NA,NA,379,NA
NA,106,NA,90,NA,NA,89,105,NA,NA,382,NA
NA,392,NA,348,NA,NA,349,393,NA,NA,384,NA
NA,56,NA,26,NA,NA,25,41,NA,NA,387,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,NA
NA,108,NA,84,NA,NA,93,115,NA,NA,393,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA
NA,NA,NA,NA,NA,67,NA,NA,NA,NA,395,NA
NA,178,NA,162,NA,NA,147,163,NA,NA,397,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA
NA,84,NA,60,NA,NA,67,89,NA,NA,401,NA
NA,930,NA,916,NA,NA,969,987,NA,NA,410,NA
NA,608,NA,594,NA,NA,615,633,NA,NA,413,NA
NA,334,NA,276,NA,NA,275,331,NA,NA,414,NA
NA,340,NA,322,NA,NA,299,317,NA,NA,415,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,NA
NA,630,NA,610,NA,NA,599,619,NA,NA,419,NA
NA,38,NA,8,NA,NA,13,45,NA,NA,423,NA
NA,230,NA,166,NA,3,165,227,NA,NA,425,NA
NA,278,NA,226,NA,NA,235,285,NA,NA,426,NA
NA,186,NA,172,NA,1,177,191,NA,NA,428,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,NA
NA,164,NA,124,NA,3,121,163,NA,NA,430,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA
NA,96,NA,82,NA,NA,77,93,NA,NA,444,NA
NA,328,NA,312,NA,NA,317,331,NA,NA,447,NA
NA,236,NA,210,NA,NA,205,235,NA,NA,449,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,NA
NA,374,NA,316,NA,9,309,375,NA,NA,456,NA
NA,310,NA,258,NA,NA,273,321,NA,NA,457,NA
NA,30,NA,24,NA,NA,27,29,NA,NA,459,NA
NA,806,NA,742,NA,NA,709,773,NA,NA,465,NA
NA,558,NA,498,NA,16,529,587,NA,NA,466,NA
NA,722,NA,708,NA,NA,761,777,NA,NA,467,NA
NA,120,NA,100,NA,NA,97,117,NA,NA,471,NA
NA,208,NA,158,NA,NA,157,207,NA,NA,474,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,NA
NA,390,NA,382,NA,NA,395,397,NA,NA,478,NA
NA,186,NA,134,NA,NA,143,185,NA,NA,480,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,NA
NA,NA,NA,NA,NA,NA,360,374,NA,NA,484,NA
NA,NA,NA,NA,NA,NA,1859,1875,NA,NA,486,NA
NA,646,NA,632,NA,NA,595,609,NA,NA,488,NA
NA,81,NA,40,NA,NA,43,75,NA,NA,489,NA
NA,476,NA,410,NA,8,427,497,NA,NA,490,NA
NA,580,NA,560,NA,NA,561,581,NA,NA,492,NA
NA,52,NA,30,NA,NA,29,51,NA,NA,493,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,NA
NA,14,NA,2,NA,NA,1,13,NA,NA,498,NA
NA,348,NA,330,NA,NA,335,353,NA,NA,499,NA
NA,98,NA,80,NA,NA,75,91,NA,NA,501,NA
NA,344,NA,330,NA,NA,333,349,NA,NA,502,NA
NA,234,NA,220,NA,NA,221,235,NA,NA,504,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,NA
NA,130,NA,88,NA,NA,105,145,NA,NA,511,NA
NA,478,NA,420,NA,19,427,485,NA,NA,513,NA
NA,272,NA,264,NA,NA,253,261,NA,NA,515,NA
NA,618,NA,550,NA,NA,549,611,NA,NA,519,NA
NA,1584,NA,1516,NA,NA,1515,1593,NA,NA,522,NA
NA,352,NA,338,NA,NA,343,357,NA,NA,524,NA
NA,604,NA,574,NA,NA,583,611,NA,NA,526,NA
NA,18,NA,2,NA,NA,1,21,NA,NA,528,NA
NA,318,NA,286,NA,NA,283,315,NA,NA,529,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,NA
NA,346,NA,296,NA,NA,295,345,NA,NA,532,NA
NA,598,NA,556,NA,NA,573,613,NA,NA,533,NA
NA,822,NA,815,NA,NA,NA,NA,NA,NA,538,NA
NA,192,NA,182,NA,NA,145,159,NA,NA,539,NA
NA,626,NA,568,NA,17,561,629,NA,NA,546,NA
NA,626,NA,582,NA,NA,593,625,NA,NA,547,NA
NA,160,NA,88,NA,NA,83,153,NA,NA,550,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,NA
NA,584,NA,516,NA,9,509,571,NA,NA,552,NA
NA,40,NA,24,NA,NA,23,39,NA,NA,555,NA
NA,102,NA,70,NA,NA,69,101,NA,NA,556,NA
NA,206,NA,172,NA,NA,159,199,NA,NA,557,NA
NA,1302,NA,1230,NA,NA,1227,1293,NA,NA,558,NA
NA,159,NA,145,NA,NA,146,160,NA,NA,559,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA
NA,58,NA,24,NA,NA,23,57,NA,NA,570,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,NA
NA,844,NA,782,NA,NA,779,839,NA,NA,574,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,NA
NA,32,NA,2,NA,NA,1,33,NA,NA,580,NA
NA,736,NA,672,NA,NA,669,739,NA,NA,581,NA
NA,30,NA,14,NA,NA,3,11,NA,NA,583,NA
NA,1436,NA,1422,NA,NA,1433,1449,NA,NA,584,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,NA
NA,410,NA,396,NA,NA,403,417,NA,NA,596,NA
NA,236,NA,218,NA,NA,231,249,NA,NA,597,NA
NA,276,NA,258,NA,NA,227,241,NA,NA,598,NA
NA,562,NA,538,NA,NA,515,543,NA,NA,599,NA
NA,370,NA,312,NA,41,319,377,NA,NA,602,NA
NA,318,NA,250,NA,46,251,317,NA,NA,604,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,NA
NA,292,NA,274,NA,NA,255,273,NA,NA,607,NA
NA,178,NA,176,NA,NA,NA,NA,NA,NA,609,NA
NA,124,NA,110,NA,NA,109,123,NA,NA,614,NA
NA,164,NA,142,NA,NA,137,155,NA,NA,615,NA
NA,358,NA,308,NA,NA,297,343,NA,NA,617,NA
NA,1474,NA,1412,NA,NA,1385,1445,NA,NA,627,NA
NA,138,NA,124,NA,NA,125,139,NA,NA,628,NA
NA,258,NA,240,NA,NA,243,269,NA,NA,630,NA
NA,136,NA,96,NA,NA,99,147,NA,NA,631,NA
NA,380,NA,364,NA,NA,389,401,NA,NA,632,NA
NA,99,NA,73,NA,NA,72,98,NA,NA,634,NA
NA,44,NA,22,NA,NA,19,43,NA,NA,635,NA
NA,186,NA,146,NA,NA,149,187,NA,NA,638,NA
NA,226,NA,208,NA,NA,NA,NA,NA,NA,639,NA
NA,200,NA,142,NA,NA,161,217,NA,NA,645,NA
NA,90,NA,56,NA,NA,55,89,NA,NA,647,NA
NA,438,NA,416,NA,NA,445,461,NA,NA,650,NA
NA,478,NA,410,NA,5,405,473,NA,NA,652,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,NA
NA,694,NA,622,NA,NA,599,645,NA,NA,663,NA
NA,214,NA,142,NA,NA,135,205,NA,NA,665,NA
NA,188,NA,172,NA,NA,195,211,NA,NA,666,NA
NA,NA,NA,NA,NA,NA,2105,2117,NA,NA,667,NA
NA,22,NA,6,NA,NA,3,19,NA,NA,668,NA
NA,316,NA,302,NA,NA,305,321,NA,NA,669,NA
NA,98,NA,48,NA,NA,47,97,NA,NA,672,NA
NA,100,NA,54,NA,NA,53,99,NA,NA,673,NA
NA,102,NA,58,NA,NA,59,103,NA,NA,674,NA
NA,378,NA,364,NA,NA,369,385,NA,NA,675,NA
NA,550,NA,534,NA,NA,535,555,NA,NA,677,NA
NA,1222,NA,1218,NA,NA,1349,1351,NA,NA,682,NA
NA,NA,NA,NA,NA,84,NA,NA,NA,NA,683,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,NA
NA,834,NA,812,NA,NA,799,807,NA,NA,688,NA
NA,80,NA,60,NA,NA,65,83,NA,NA,689,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,NA
NA,250,NA,198,NA,NA,185,231,NA,NA,692,NA
NA,196,NA,164,NA,NA,175,207,NA,NA,693,NA
NA,658,NA,624,NA,NA,611,645,NA,NA,697,NA
NA,254,NA,230,NA,NA,229,253,NA,NA,698,NA
NA,352,NA,338,NA,NA,333,351,NA,NA,701,NA
NA,142,NA,140,NA,NA,NA,NA,NA,NA,703,NA
NA,280,NA,204,NA,NA,213,275,NA,NA,704,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA
NA,392,NA,374,NA,NA,373,391,NA,NA,707,NA
NA,1390,NA,1316,NA,NA,1363,1431,NA,NA,712,NA
NA,124,NA,116,NA,NA,117,125,NA,NA,714,NA
NA,386,NA,360,NA,NA,365,389,NA,NA,716,NA
NA,460,NA,442,NA,NA,415,433,NA,NA,717,NA
NA,162,NA,116,NA,NA,87,129,NA,NA,719,NA
NA,518,NA,466,NA,NA,465,519,NA,NA,721,NA
NA,588,NA,562,NA,NA,577,601,NA,NA,722,NA
NA,NA,NA,NA,NA,81,NA,NA,NA,NA,725,NA
NA,282,NA,270,NA,NA,303,325,NA,NA,728,NA
NA,240,NA,222,NA,NA,216,235,NA,NA,730,NA
NA,426,NA,404,NA,NA,405,427,NA,NA,734,NA
NA,830,NA,810,NA,NA,825,843,NA,NA,735,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,NA
NA,255,NA,241,NA,NA,242,256,NA,NA,740,NA
NA,894,NA,872,NA,NA,961,995,NA,NA,741,NA
NA,40,NA,24,NA,NA,23,41,NA,NA,744,NA
NA,296,NA,252,NA,NA,255,303,NA,NA,746,NA
NA,293,NA,279,NA,NA,276,284,NA,NA,748,NA
NA,106,NA,54,NA,NA,79,129,NA,NA,750,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,NA
NA,244,NA,230,NA,NA,239,253,NA,NA,752,NA
NA,150,NA,122,NA,NA,123,147,NA,NA,756,NA
NA,16,NA,2,NA,NA,1,15,NA,NA,758,NA
NA,98,NA,80,NA,NA,81,101,NA,NA,762,NA
NA,254,NA,230,NA,NA,229,253,NA,NA,764,NA
NA,332,NA,280,NA,NA,279,331,NA,NA,766,NA
NA,320,NA,302,NA,NA,317,335,NA,NA,767,NA
NA,18,NA,2,NA,NA,1,17,NA,NA,771,NA
NA,874,NA,802,NA,NA,797,881,NA,NA,772,NA
NA,42,NA,2,NA,NA,1,37,NA,NA,777,NA
NA,316,NA,298,NA,NA,307,325,NA,NA,778,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,NA
NA,NA,NA,NA,NA,NA,189,211,NA,NA,785,NA
NA,102,NA,88,NA,NA,91,105,NA,NA,788,NA
NA,38,NA,2,NA,NA,1,43,NA,NA,789,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,NA
NA,686,NA,640,NA,NA,617,677,NA,NA,794,NA
NA,244,NA,182,NA,NA,177,245,NA,NA,795,NA
NA,182,NA,136,NA,NA,133,177,NA,NA,796,NA
NA,236,NA,176,NA,22,177,237,NA,NA,797,NA
NA,1092,NA,1032,NA,NA,1031,1093,NA,NA,801,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA
NA,372,NA,354,NA,NA,369,387,NA,NA,804,NA
NA,72,NA,2,NA,NA,1,69,NA,NA,806,NA
NA,96,NA,84,NA,NA,83,95,NA,NA,808,NA
NA,NA,NA,NA,NA,NA,783,803,NA,NA,810,NA
NA,410,NA,366,NA,NA,365,409,NA,NA,811,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,NA
NA,370,NA,304,NA,NA,307,377,NA,NA,813,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,NA
NA,176,NA,144,NA,NA,135,169,NA,NA,819,NA
NA,750,NA,736,NA,NA,685,687,NA,NA,821,NA
NA,410,NA,396,1,NA,389,403,NA,NA,824,NA
NA,NA,NA,NA,NA,56,NA,NA,NA,NA,825,NA
NA,216,NA,202,NA,NA,195,209,NA,NA,828,NA
NA,136,NA,118,NA,NA,121,139,NA,NA,830,NA
NA,319,NA,305,NA,NA,306,320,NA,NA,834,NA
NA,328,NA,318,NA,NA,305,315,NA,NA,836,NA
NA,90,NA,58,NA,NA,51,91,NA,NA,840,NA
NA,227,NA,209,NA,NA,208,226,NA,NA,846,NA
NA,86,NA,44,NA,NA,45,87,NA,NA,848,NA
NA,446,NA,432,NA,NA,421,435,NA,NA,849,NA
NA,NA,NA,NA,NA,NA,129,129,NA,NA,852,NA
NA,122,NA,87,NA,NA,85,119,NA,NA,853,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854,NA
NA,254,NA,196,NA,NA,NA,NA,NA,NA,857,NA
NA,176,NA,156,NA,NA,153,169,NA,NA,860,NA
NA,236,NA,216,NA,NA,223,241,NA,NA,863,NA
NA,474,NA,458,NA,NA,467,475,NA,NA,867,NA
NA,544,NA,530,NA,NA,527,541,NA,NA,869,NA
NA,294,NA,234,NA,NA,233,295,NA,NA,871,NA
NA,142,NA,104,NA,NA,103,137,NA,NA,872,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA
NA,148,NA,66,NA,NA,59,149,NA,NA,877,NA
NA,428,NA,404,NA,NA,411,435,NA,NA,878,NA
NA,100,NA,98,NA,NA,83,85,NA,NA,879,NA
NA,240,NA,222,NA,NA,185,195,NA,NA,884,NA
NA,342,NA,284,NA,12,283,345,NA,NA,886,NA
NA,166,NA,130,NA,NA,121,155,NA,NA,887,NA
NA,1048,NA,962,NA,NA,953,1043,NA,NA,888,NA
NA,1658,NA,1586,NA,NA,1595,1663,NA,NA,891,NA
NA,210,NA,200,NA,NA,NA,NA,NA,NA,892,NA
NA,146,NA,132,NA,NA,129,145,NA,NA,893,NA
NA,274,NA,212,NA,NA,215,279,NA,NA,895,NA
NA,74,NA,36,NA,NA,39,77,NA,NA,900,NA
NA,150,NA,92,NA,56,91,149,NA,NA,901,NA
NA,334,NA,270,NA,NA,269,331,NA,NA,905,NA
NA,168,NA,152,NA,NA,151,167,NA,NA,906,NA
NA,184,NA,166,NA,NA,173,193,NA,NA,907,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,NA
NA,164,NA,114,NA,NA,113,163,NA,NA,913,NA
NA,431,NA,410,NA,NA,325,341,NA,NA,917,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA
NA,NA,NA,NA,NA,NA,1083,1099,NA,NA,922,NA
NA,NA,NA,NA,NA,52,NA,NA,NA,NA,925,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA
NA,NA,NA,NA,NA,NA,456,460,NA,NA,928,NA
NA,157,NA,119,NA,NA,120,158,NA,NA,931,NA
NA,265,NA,251,NA,NA,252,266,NA,NA,932,NA
NA,176,NA,132,NA,NA,129,171,NA,NA,936,NA
NA,52,NA,36,NA,NA,35,51,NA,NA,939,NA
NA,430,NA,410,NA,NA,431,451,NA,NA,942,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,NA
NA,512,NA,492,NA,NA,515,529,NA,NA,948,NA
NA,114,NA,58,NA,NA,57,113,NA,NA,953,NA
NA,1532,NA,1506,NA,NA,1545,1571,NA,NA,954,NA
NA,614,NA,562,NA,NA,559,613,NA,NA,957,NA
NA,30,NA,2,NA,NA,1,31,NA,NA,958,NA
