OBJECTID,MN_STREET1880_FULL_STREE,MN_STREET1880_Y1880NAMESTREET,MN_STREET1880_Y1880LEFT_LOW,MN_STREET1880_Y1880LEFT_HIGH,MN_STREET1880_Y1880RIGHT_LOW,MN_STREET1880_Y1880RIGHT_HIGH,MN_STREET1880_JOINID,MN_STREET1880_Y1880NAMEALT,MN_STREET1880_MINUS_ED_ED,MN_STREET1880_PLUS_ED_ED
421,,E 30 ST,133,161,132,160,G00000159,,475,474
422,,E SECOND ST,424,444,,,G00000160,,308,308
423,,ELEVENTH AVE,589,605,590,608,G00000161,,443,443
424,,WATER ST,204,226,205,221,G00000162,,10,10
425,,STANTON ST,188,200,189,203,G00000163,,304,152
426,,FIFTH AVE,110,116,83,95,G00000164,,186,186
427,,FLETCHER ST,30,44,29,45,G00000165,,10,10
428,,E 61 ST,1,25,2,26,G00000166,,586,585
429,,SULLIVAN ST,166,202,167,203,G00000167,,129,128
430,,THOMPSON ST,49,81,50,82,G00000168,,120,124
431,,PEARL ST,55,73,54,68,G00000169,,1,1
432,,DOYERS ST,1,19,2,18,G00000170,,43,43
433,,6 AVE,,,114,130,G00000171,,170,174
434,,W 102 ST,300,320,301,321,G00000172,,528,528
435,PROSPECT PL,PROSPECT PL,301,335,300,348,G00000173,,545,542
436,BOULEVARD,BOULEVARD,,,2926,2938,G00000174,BROADWAY,529,529
437,,AVE A,1419,1437,1420,1438,G00000175,,609,609
438,,E EIGHTH ST,12,26,13,29,G00000176,,172,164
440,,TENTH AVE,,,3869,3895,G00000178,,535,535
441,BOULEVARD,BOULEVARD,,,2722,2740,G00000179,BROADWAY,528,528
442,,MORNINGSIDE AVE,,,20,28,G00000180,,529,529
443,,9 AVE,843,861,842,860,G00000181,,514,516
444,,NASSAU ST,139,151,138,152,G00000182,,11,11
445,,E 52 ST,,,,,G00000183,,577,576
446,,E 23 ST,101,133,100,132,G00000184,,277,72
448,SECOND AVE,SECOND AVE,1,17,2,18,G00000186,,257,255
450,,TENTH AVE,485,501,484,500,G00000188,,393,392
451,,E 101 ST,1,19,2,20,G00000189,,625,625
453,,PEARL ST,33,53,32,52,G00000192,,1,1
454,FIRST AVE,FIRST AVE,985,1003,986,1004,G00000193,,561,561
455,,E 89 ST,,,,,G00000194,,600,599
456,SECOND AVE,SECOND AVE,133,143,132,144,G00000195,,355,356
458,,MADISON ST,25,37,22,40,G00000197,,28,29
459,TENTH AVE,TENTH AVE,338,358,339,359,G00000198,,525,525
460,,E SEVENTH ST,,,132,182,G00000199,,0,272
461,,HUDSON ST,323,341,324,344,G00000200,,104,107
463,,FRONT ST,78,94,77,93,G00000202,,9,9
464,,W 103 ST,218,256,219,257,G00000203,,528,528
465,,LEXINGTON AVE,1794,1806,1795,1807,G00000204,,630,630
466,,E 62 ST,201,253,200,252,G00000205,,617,619
467,,W 46 ST,,,,,G00000206,,469,469
468,,E 58 ST,301,359,300,352,G00000207,,565,564
469,,E 52 ST,1,35,2,36,G00000208,,577,576
470,,W 119 ST,320,366,321,367,G00000209,,529,529
471,,HESTER ST,68,82,81,93,G00000210,,196,198
472,FOURTH AVE,FOURTH AVE,,,1850,1884,G00000211,,630,630
473,,E 112 ST,301,355,300,356,G00000212,,633,633
474,,W 102 ST,,,,,G00000213,,528,528
476,,ESSEX ST,99,129,98,128,G00000215,,211,211
478,,OLIVER ST,16,32,15,33,G00000217,,26,27
479,,W 170 ST,,,,,G00000218,,534,534
480,,E 77 ST,1,27,2,28,G00000219,,589,589
483,,LIBERTY ST,60,76,59,75,G00000222,,9,11
485,,B AVE,38,54,37,53,G00000224,,264,310
486,,E 46 ST,401,445,400,446,G00000225,,548,546
487,,WASHINGTON SQ W,,,29,32,G00000226,,0,163
488,EIGHTH AVE,EIGHTH AVE,351,360,,,G00000227,CENTRAL PARK WEST,527,0
489,FOURTH AVE,FOURTH AVE,,,2221,2241,G00000228,,641,641
490,,MADISON AVE,1930,1940,1929,1939,G00000229,,640,640
491,BOULEVARD,BOULEVARD,3045,3075,,,G00000230,BROADWAY,529,529
492,FOURTH AVE,FOURTH AVE,2326,2342,,,G00000231,,649,649
496,,FIFTH AVE,2,8,1,7,G00000235,,165,165
497,FIRST AVE,FIRST AVE,329,341,328,340,G00000236,,435,423
498,,6 AVE,849,867,850,868,G00000237,,574,575
499,,GREENWICH AVE,115,129,102,118,G00000238,,179,177
500,,NASSAU ST,57,69,56,70,G00000239,,11,11
501,,FIFTH AVE,,,1095,1117,G00000240,,0,589
502,,E 54 ST,301,355,300,354,G00000241,,561,559
503,FIRST AVE,FIRST AVE,33,49,32,48,G00000242,,259,261
504,FOURTH AVE,FOURTH AVE,,,801,815,G00000243,,577,577
505,,W 179 ST,,,,,G00000244,,534,534
506,,SHERMAN AVE,230,254,229,253,G00000245,,535,535
507,,FOURTH AVE,404,422,403,421,G00000246,,280,279
508,,RIVERSIDE DR,,,11,21,G00000247,,524,524
509,,E 77 ST,127,179,126,178,G00000248,,596,596
510,,9 AVE,353,369,352,370,G00000249,,383,354
512,,W 12 ST,101,177,100,176,G00000251,,176,176
513,ELEVENTH AVE,ELEVENTH AVE,563,585,564,586,G00000252,WEST END AVE,527,527
514,,MADISON AVE,136,150,135,151,G00000253,,290,290
515,,E 24 ST,1,33,2,32,G00000254,,278,278
516,,E 76 ST,1,21,2,20,G00000255,,589,589
517,,W HOUSTON ST,87,105,86,106,G00000256,,117,128
518,NINTH AVE,COLUMBUS AVE,678,698,679,699,G00000257,,527,527
519,,AVE A,1727,1749,1728,1750,G00000258,,601,601
521,,ACADEMY ST,570,596,571,597,G00000260,,535,535
522,,LUDLOW ST,133,161,132,160,G00000261,,214,213
524,,E 5 ST,300,344,301,347,G00000264,,269,267
525,,MANHATTAN AVE,,,,,G00000265,,530,530
527,,W 124 ST,,,1,35,G00000267,,0,640
528,,E 123 ST,39,73,50,76,G00000268,,640,641
529,,E 94 ST,139,181,138,180,G00000269,,623,623
530,,E 71 ST,141,181,136,184,G00000270,,594,594
531,DRY DOCK ST,DRY DOCK ST,1,11,2,10,G00000271,,322,322
532,FOURTH AVE,FOURTH AVE,,,1107,1121,G00000272,,587,587
534,,E 39 ST,1,19,2,22,G00000274,,298,298
535,,IRVING PL,17,33,14,34,G00000275,,69,69
536,,E 75 ST,,,,,G00000276,,589,588
537,,3 AVE,1490,1508,1491,1509,G00000277,,597,602
538,,W 79 ST,250,256,251,267,G00000278,,525,525
539,,JACKSON ST,46,62,47,61,G00000279,,130,97
541,,3 AVE,226,244,227,243,G00000281,,71,435
543,,W 120 ST,240,268,241,269,G00000283,,536,536
544,,W 154 ST,300,310,301,311,G00000284,,532,532
545,,E 25 ST,135,161,136,162,G00000285,,473,473
546,,SPRING ST,106,126,105,123,G00000286,,124,125
548,,MANHATTAN AVE,,,308,320,G00000288,,529,529
552,Prospect Pl,Prospect Pl,44,68,43,67,G00000293,,542,542
553,BOULEVARD,BOULEVARD,,,2304,2316,G00000294,BROADWAY,526,526
554,FIRST AVE,FIRST AVE,1699,1717,1700,1718,G00000295,,601,601
556,,FIFTH AVE,172,186,167,185,G00000297,,191,191
557,SECOND AVE,SECOND AVE,881,899,882,900,G00000298,,550,549
559,,MADISON AVE,672,688,673,689,G00000300,,586,586
561,,9 AVE,583,601,582,600,G00000302,,458,463
562,EIGHTH AVE,EIGHTH AVE,80,90,,,G00000303,CENTRAL PARK WEST,523,0
563,ELEVENTH AVE,ELEVENTH AVE,383,397,384,398,G00000304,WEST END AVE,525,525
564,,FIFTH AVE,,,799,819,G00000305,,0,585
565,,FORSYTH ST,187,219,190,212,G00000306,,248,249
566,EIGHTH AVE,EIGHTH AVE,,,2740,2764,G00000307,,532,536
567,,W 56 ST,200,220,201,221,G00000308,,506,506
569,,SEVENTH AVE,188,206,189,207,G00000310,,338,190
570,,E 110 ST,51,71,50,72,G00000311,,630,630
571,,W 127 ST,2,80,1,79,G00000312,,649,650
573,,E 72 ST,,,,,G00000314,,588,588
574,ELM ST,ELM ST,74,84,75,85,G00000315,,47,47
575,,W 67 ST,108,148,109,149,G00000316,,522,522
576,,AVE A,1203,1221,1204,1222,G00000317,,616,616
577,,W 130 ST,300,308,301,309,G00000318,,531,531
578,SECOND AVE,SECOND AVE,603,621,602,620,G00000319,,490,492
579,,E 80 ST,401,445,400,444,G00000320,,604,607
580,,CHRYSTIE ST,153,179,150,178,G00000321,,208,208
581,,W 114 ST,400,420,401,421,G00000322,,529,529
582,,E 131 ST,,,,,G00000323,,653,653
583,ELEVENTH AVE,ELEVENTH AVE,217,239,218,240,G00000324,WEST END AVE,524,524
585,,W 54 ST,200,220,201,219,G00000326,,505,505
586,,E 85 ST,301,351,300,352,G00000327,,603,603
587,,6 AVE,305,319,300,318,G00000328,,189,188
588,,FIFTH AVE,,,1421,1429,G00000329,,0,623
589,,E 67 ST,301,351,300,350,G00000330,,616,616
590,EIGHTH AVE,EIGHTH AVE,2205,2223,2206,2224,G00000331,,529,536
591,,W 185 ST,600,636,601,637,G00000332,,535,535
592,BURLING SLIP,BURLING SLIP,1,11,2,10,G00000333,,10,10
594,,3 AVE,1030,1048,1031,1049,G00000335,,592,619
595,,SEVENTH AVE,62,76,61,77,G00000336,,183,183
596,,BLEECKER ST,330,348,329,349,G00000337,,232,232
597,,E 63 ST,301,349,300,348,G00000338,,618,618
598,,BROADWAY,771,785,772,786,G00000339,,172,66
599,,CHURCH ST,210,226,209,225,G00000340,,20,20
600,,RIVERSIDE DR,,,380,389,G00000341,,529,529
603,,GREENWICH AVE,103,113,90,100,G00000344,,179,177
605,SECOND AVE,SECOND AVE,983,1001,984,1002,G00000346,,557,558
607,Lexington Ave,Lexington Ave,238,254,239,255,G00000349,,291,476
608,,9 AVE,541,559,544,558,G00000350,,460,461
611,,BROADWAY,335,343,336,344,G00000353,,15,47
612,,MADISON AVE,1088,1100,1087,1101,G00000354,,590,590
614,,E 55 ST,51,85,52,82,G00000356,,583,583
615,FOURTH AVE,FOURTH AVE,,,1308,1320,G00000357,,591,591
617,,3 AVE,1866,1882,1867,1883,G00000359,,625,624
619,,E 54 ST,1,29,2,30,G00000361,,582,577
620,,E 38 ST,1,19,2,20,G00000362,,298,297
621,,FIFTH AVE,500,514,503,513,G00000363,,569,570
622,,BROADWAY,,,,,G00000364,,534,534
623,,W 66 ST,,,,,G00000365,,521,522
624,NINTH AVE,COLUMBUS AVE,742,760,743,761,G00000366,,527,527
626,,FORT WASHINGTON AVE,27,47,28,48,G00000368,,533,533
628,,W 93 ST,100,180,101,181,G00000371,,527,527
629,,W 91 ST,250,274,251,259,G00000372,,527,527
630,,GRAND ST,152,162,153,163,G00000373,,53,52
631,,MADISON AVE,1048,1070,1047,1069,G00000374,,590,590
632,,VESEY ST,31,69,32,70,G00000375,,13,13
633,,HUDSON ST,517,533,520,536,G00000376,,236,233
636,FIRST AVE,FIRST AVE,1151,1159,1150,1158,G00000379,,618,618
637,,E 93 ST,35,75,36,76,G00000380,,623,623
639,,E 129 ST,1,31,2,30,G00000382,,650,650
640,ELM ST,ELM ST,64,72,63,73,G00000383,,47,47
641,,LEROY ST,2,38,1,37,G00000384,,221,222
642,,E 91 ST,101,133,100,132,G00000385,,623,600
644,,BARCLAY ST,72,86,75,83,G00000387,,13,14
645,,TENTH AVE,149,167,146,162,G00000388,,326,336
646,,MORNINGSIDE DR,110,120,,,G00000389,,529,529
647,,BEEKMAN ST,8,10,7,9,G00000390,,11,11
648,FIRST AVE,FIRST AVE,445,461,,,G00000391,,503,502
649,,DUANE ST,126,152,127,149,G00000392,,15,15
650,,MADISON AVE,1614,1632,1619,1637,G00000393,,630,630
651,,E 64 ST,153,189,154,188,G00000394,,593,593
652,,SEVENTH AVE,722,740,721,737,G00000395,,468,574
653,ELEVENTH AVE,ELEVENTH AVE,865,883,866,884,G00000396,WEST END AVE,519,519
654,FOURTH AVE,FOURTH AVE,68,80,,,G00000397,,298,296
657,,9 AVE,3826,3844,3827,3845,G00000401,,535,535
658,,W 13 ST,2,70,1,69,G00000402,,175,181
659,,6 AVE,593,609,596,614,G00000403,,294,295
660,,W 31 ST,300,370,301,371,G00000404,,354,354
661,,MADISON ST,227,255,226,258,G00000405,,88,89
662,FOURTH AVE,FOURTH AVE,1122,1130,,,G00000406,,587,587
663,,E 14 ST,401,443,400,444,G00000407,,418,363
664,,EIGHTH AVE,9,29,22,40,G00000408,,241,235
665,NINTH AVE,COLUMBUS AVE,,,101,135,G00000409,,521,522
666,,W 14 ST,2,64,1,65,G00000410,,181,182
667,,AVE A,1627,1659,1628,1660,G00000411,,601,601
668,,RIVERSIDE DR,,,101,109,G00000412,,526,526
669,BOULEVARD,BOULEVARD,,,1912,1932,G00000413,BROADWAY,521,521
670,,W 182 ST,,,,,G00000414,,535,535
672,,CHRISTOPHER ST,4,12,3,11,G00000416,,166,167
673,,BROADWAY,729,739,734,744,G00000417,,164,66
676,FIRST AVE,FIRST AVE,1967,1979,1968,1980,G00000421,,624,624
677,,9 AVE,3766,3784,3767,3785,G00000422,,535,535
679,,E 115 ST,1,51,2,52,G00000424,,638,638
680,FOURTH AVE,FOURTH AVE,,,2321,2333,G00000425,,648,648
681,,WATER ST,118,130,119,133,G00000426,,9,9
682,,BROADWAY,699,713,696,714,G00000427,,164,66
683,,E 56 ST,401,453,400,454,G00000428,,563,563
684,FOURTH AVE,FOURTH AVE,,,101,119,G00000429,,570,570
685,,E 72 ST,401,441,400,440,G00000430,,613,613
686,,CORTLANDT ALY,39,53,40,54,G00000431,,47,47
687,,E 57 ST,401,467,400,454,G00000432,,564,563
688,,ELEVENTH AVE,773,787,778,794,G00000433,,513,513
689,,LEXINGTON AVE,2006,2020,2007,2021,G00000434,,641,641
691,,A AVE,383,393,,,G00000436,,427,427
693,,E 9 ST,301,349,300,348,G00000439,,357,356
694,SECOND AVE,SECOND AVE,1377,1399,1378,1400,G00000440,,615,614
695,,SAINT NICHOLAS' PL,11,19,10,20,G00000441,,532,532
696,,W 94 ST,,,,,G00000442,,527,527
697,,E 15 ST,101,121,100,120,G00000443,,69,69
698,,DIVISION ST,106,114,105,107,G00000444,,194,74
699,,E 102 ST,301,333,300,332,G00000445,,624,624
701,,ELEVENTH AVE,553,569,554,570,G00000447,,443,441
702,FIRST AVE,FIRST AVE,1517,1521,1530,1548,G00000449,,606,604
703,,TENTH AVE,277,293,278,292,G00000450,,377,378
705,,BENSON PL,,,,,G00000452,,47,47
706,,W HOUSTON ST,313,327,310,328,G00000453,,101,217
707,FIRST AVE,FIRST AVE,2021,2035,2022,2036,G00000454,,626,626
708,,SOUTH ST,241,262,,,G00000455,,83,83
709,,BROADWAY,4877,4939,4878,4940,G00000456,,535,535
711,Lexington Ave,Lexington Ave,656,676,657,675,G00000458,,583,541
712,,LEXINGTON AVE,1752,1772,1753,1773,G00000459,,630,630
713,,LEXINGTON AVE,1036,1056,1033,1055,G00000460,,588,595
714,SECOND AVE,SECOND AVE,313,327,310,326,G00000461,,436,436
715,,ELEVENTH AVE,757,771,758,776,G00000462,,509,509
717,,E 58 ST,137,161,138,162,G00000464,,541,541
719,,PEARL ST,287,309,288,312,G00000466,,10,10
722,,E 27 ST,301,347,300,346,G00000469,,502,503
723,,W 83 ST,100,170,101,171,G00000470,,526,526
724,,E 11 ST,701,725,700,724,G00000471,,376,322
725,,RIVINGTON ST,132,146,131,145,G00000472,,212,149
726,,W 91 ST,,,,,G00000473,,527,527
727,,E 40 ST,201,243,200,252,G00000474,,481,482
728,,W 211 ST,528,546,529,547,G00000475,,535,535
729,,W 29 ST,2,26,1,21,G00000476,,281,281
730,,PEARL ST,75,105,72,106,G00000477,,1,1
731,,FT GEORGE AVE,,,,,G00000478,,535,535
733,,E 27 ST,139,157,136,154,G00000480,,474,474
734,,WILLIAM ST,173,185,170,180,G00000482,,11,11
735,,W 215 ST,500,502,501,503,G00000483,,535,535
736,FIRST AVE,FIRST AVE,785,803,786,804,G00000484,,545,545
737,BOULEVARD,BOULEVARD,,,2638,2652,G00000486,BROADWAY,528,528
738,,W 85 ST,200,216,201,213,G00000487,,526,526
740,,PRINCE ST,84,92,81,91,G00000489,,125,126
741,,W 33 ST,200,262,201,261,G00000490,,408,407
742,,DUANE ST,90,116,91,115,G00000491,,15,15
743,,E 46 ST,201,243,200,248,G00000492,,547,546
745,,9 AVE,623,641,622,640,G00000494,,456,464
746,FOURTH AVE,FOURTH AVE,,,2303,2319,G00000495,,648,648
747,,ELDRIDGE ST,147,163,168,192,G00000496,,215,215
748,,GOLD ST,1,17,2,18,G00000497,,11,10
749,,ST NICHOLAS AVENUE,621,699,622,700,G00000498,,532,532
750,,WAVERLY PL,24,36,25,35,G00000499,,158,164
751,,E 122 ST,201,257,200,256,G00000500,,645,645
752,,PERRY ST,20,58,17,49,G00000501,,168,168
753,,FIFTH AVE,,,1477,1487,G00000502,,0,625
754,,LEXINGTON AVE,1962,1982,1963,1983,G00000503,,641,641
755,BOULEVARD,BOULEVARD,,,2796,2818,G00000504,BROADWAY,529,529
756,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,88,108,89,109,G00000505,,531,531
757,,BROADWAY,1411,1429,1412,1432,G00000506,,299,299
759,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,110,128,111,139,G00000509,,532,532
760,,W 86 ST,,,,,G00000510,,526,527
761,EIGHTH AVE,EIGHTH AVE,2127,2149,2128,2150,G00000511,,529,536
762,,FULTON ST,40,52,41,53,G00000512,,10,10
763,,E 17 ST,101,121,100,120,G00000513,,70,70
764,TENTH AVE,TENTH AVE,860,878,861,879,G00000514,,528,528
765,FOURTH AVE,FOURTH AVE,1182,1190,,,G00000515,,588,588
766,,W 75 ST,204,258,205,259,G00000516,,525,525
768,,E 81 ST,201,245,200,244,G00000518,,605,606
769,LAFAYETTE PL,LAFAYETTE PL,1,13,2,12,G00000519,,65,65
770,,BEDFORT ST,63,77,58,74,G00000520,,226,225
771,,ALLEN ST,71,89,70,88,G00000521,,202,202
772,,W 21 ST,300,360,301,361,G00000522,,337,339
774,SIXTH AV,SIXTH AV,1393,1411,1394,1416,G00000524,,649,649
775,,W 166 ST,,,,,G00000525,,534,534
776,,E 18 ST,201,243,200,240,G00000526,,436,439
777,BOULEVARD,BOULEVARD,,,2482,2498,G00000527,BROADWAY,527,527
778,,W 96 ST,300,328,301,329,G00000528,,527,527
779,,NAGLE AVE,242,274,,,G00000529,,535,535
780,,FORSYTH ST,161,185,162,188,G00000530,,216,215
781,,LEWIS ST,1,19,2,20,G00000531,,135,134
782,,MADISON AVE,2052,2076,2053,2077,G00000532,,653,653
783,FOURTH AVE,FOURTH AVE,994,1008,,,G00000534,,586,586
784,,MERCER ST,1,11,2,10,G00000535,,123,123
786,,FOURTH AVE,222,232,221,233,G00000537,,188,71
787,FOURTH AVE,FOURTH AVE,1919,1951,,,G00000538,,630,630
788,,E 91 ST,135,173,134,172,G00000539,,623,600
789,SECOND AVE,SECOND AVE,1421,1439,1420,1438,G00000540,,612,612
791,TENTH AVE,TENTH AVE,,,,,G00000542,,534,534
792,,RENWICK ST,1,51,2,50,G00000543,,103,103
793,,S WASHINGTON SQ,,,65,74,G00000544,,0,162
795,,3 AVE,1884,1896,1885,1897,G00000546,,625,626
796,,W 13 ST,332,350,313,351,G00000547,,242,244
797,,WADSWORTH AVE,260,276,261,277,G00000548,,535,535
798,NINTH AVE,COLUMBUS AVE,975,989,976,990,G00000549,,520,520
799,,MANHATTAN AVE,123,139,124,140,G00000550,,528,528
800,,LEXINGTON AVE,2170,2182,2171,2183,G00000551,,653,653
801,SECOND AVE,SECOND AVE,2419,2437,2420,2438,G00000552,,647,646
804,,E 96 ST,,,,,G00000555,,625,625
805,WORTH ST,WORTH ST,1,27,2,28,G00000556,,15,15
806,,WALL ST,60,76,59,75,G00000557,,9,9
807,,BROADWAY,,,,,G00000558,,535,535
808,,STATE ST,,,16,30,G00000559,,0,1
809,,3 AVE,600,620,601,619,G00000560,,477,482
810,,W 82 ST,,,,,G00000561,,526,526
811,,W 71 ST,200,278,201,279,G00000562,,524,524
812,ELEVENTH AVE,ELEVENTH AVE,587,599,588,600,G00000563,WEST END AVE,527,527
813,,HESTER ST,84,94,95,105,G00000564,,195,199
814,,W 204 ST,570,590,577,599,G00000565,,535,535
815,,ELIZABETH ST,261,311,260,310,G00000566,,64,64
816,,ST NICHOLAS AVENUE,57,71,58,72,G00000567,,631,631
817,,BEDFORT ST,39,45,32,46,G00000568,,219,221
818,,BANK ST,90,98,89,97,G00000569,,236,236
819,,ELIZABETH ST,1,29,2,28,G00000570,,44,43
820,,W 73 ST,,,,,G00000571,,524,524
821,,E 64 ST,31,55,32,50,G00000572,,587,586
822,,SOUTH ST,88,93,,,G00000573,,10,10
824,NINTH AVE,COLUMBUS AVE,927,941,926,940,G00000575,,517,517
825,,BROADWAY,1253,1273,1240,1258,G00000576,,289,289
826,,LEXINGTON AVE,1636,1656,1637,1657,G00000577,,625,625
828,,FIFTH AVE,,,857,879,G00000579,,0,586
829,,W 38 ST,2,70,1,67,G00000580,,297,298
830,,GRAND ST,558,570,563,567,G00000581,,134,131
831,,W 135 ST,300,322,301,323,G00000582,,531,531
832,FIRST AVE,FIRST AVE,197,217,198,216,G00000583,,360,364
833,,BROADWAY,1651,1667,1650,1670,G00000584,,467,467
834,,6 AVE,357,373,358,374,G00000585,,190,191
835,,E 95 ST,31,71,32,72,G00000586,,625,623
837,,W 22 ST,2,68,1,67,G00000588,,191,191
838,,WATTS ST,,,,,G00000589,,103,103
839,,DELANCEY ST,180,194,181,195,G00000590,,143,145
840,,EIGHTH AVE,363,383,360,378,G00000591,,352,352
842,,WALL ST,2,6,1,7,G00000593,,9,9
845,,EIGHTH AVE,701,717,700,718,G00000596,,464,470
846,,W 125 ST,300,332,301,333,G00000597,,530,530
847,,ORCHARD ST,41,65,42,64,G00000598,,198,198
848,,E 118 ST,101,137,100,136,G00000599,,639,639
849,EIGHTH AVE,EIGHTH AVE,2081,2109,2082,2110,G00000600,,529,536
852,,W 21 ST,100,170,101,171,G00000603,,189,190
853,,W 73 ST,204,274,205,275,G00000604,,524,524
854,,W 129 ST,2,60,1,59,G00000605,,650,650
855,,FORT WASHINGTON AVE,85,97,86,98,G00000606,,534,534
856,,W 59 ST,600,654,601,651,G00000607,,518,518
857,SECOND AVE,SECOND AVE,1641,1653,1640,1656,G00000608,,602,603
858,,E 99 ST,201,225,200,226,G00000609,,624,624
859,,BROADWAY,193,207,196,210,G00000610,,13,11
861,,GREENWICH ST,114,122,113,123,G00000612,,6,8
862,TENTH AVE,TENTH AVE,,,1101,1123,G00000613,,529,529
863,,HENRY ST,179,207,178,206,G00000614,,88,88
864,,TWELFTH AVE,,,2275,2277,G00000615,,530,530
866,,W 142 ST,300,318,301,319,G00000617,,531,532
868,FOURTH AVE,FOURTH AVE,2123,2155,,,G00000619,,639,639
869,,GANSEVOORT ST,2,22,1,19,G00000620,,242,242
870,FOURTH AVE,FOURTH AVE,,,2199,2219,G00000621,,641,641
871,,E 24 ST,201,245,200,240,G00000622,,432,432
872,,W 100 ST,100,160,101,161,G00000623,,528,528
873,,W 172 ST,,,,,G00000624,,534,534
875,,LAIGHT ST,13,21,14,22,G00000626,,21,21
876,,E 122 ST,301,347,300,348,G00000627,,645,645
877,,BRIDGE ST,1,11,2,12,G00000628,,1,1
878,,E SIXTH ST,901,945,900,944,G00000629,,317,313
880,,HUDSON ST,263,301,280,300,G00000631,,103,108
881,,LEXINGTON AVE,960,978,963,979,G00000632,,588,594
882,,MANHATTAN AVE,423,441,424,442,G00000633,,529,529
883,,W 92 ST,2,74,1,73,G00000634,,527,527
884,,W 38 ST,128,148,127,151,G00000635,,299,299
885,,W 34 ST,300,326,301,373,G00000636,,402,402
886,,GREENWICH ST,350,364,355,369,G00000637,,17,17
887,,MANHATTAN ST,,,,,G00000638,,530,530
888,,HANOVER ST,,,,,G00000639,,9,9
889,,KING ST,14,66,15,59,G00000640,,113,114
891,,AVE A,1573,1603,1574,1604,G00000642,,604,604
892,,HUDSON ST,83,97,88,94,G00000643,,17,15
893,,BROADWAY,273,289,274,290,G00000644,,14,38
894,SECOND AVE,SECOND AVE,1521,1539,1522,1536,G00000645,,607,607
895,FOURTH AVE,FOURTH AVE,,,2283,2301,G00000646,,648,648
896,SECOND AVE,SECOND AVE,119,131,118,130,G00000647,,275,275
897,,GRAND ST,132,150,133,151,G00000648,,53,52
899,,3 AVE,166,184,167,185,G00000650,,70,439
900,,FIFTH AVE,706,718,705,719,G00000652,,582,582
901,,WASHINGTON ST,206,222,207,221,G00000653,,13,13
902,FOURTH AVE,FOURTH AVE,1235,1241,,,G00000654,,590,590
903,,AVE D,,,,,G00000655,,0,0
906,,AVE C,145,161,144,160,G00000658,,324,323
907,,SEVENTH AVE,300,318,301,317,G00000659,,351,286
908,,CANAL ST,86,104,89,105,G00000660,,194,195
909,,BROADWAY,,,5010,5034,G00000661,,535,535
910,,AUDUBON AVE,,,,,G00000662,,535,535
911,,E 74 ST,145,159,144,158,G00000663,,595,595
912,,E BROADWAY,,,301,311,G00000664,,100,100
913,,W 4 ST,248,260,251,263,G00000665,,233,168
915,,W 50 ST,300,370,301,371,G00000667,,465,466
917,,E 76 ST,143,199,142,198,G00000671,,596,595
918,,CATHEDRAL PKWY,312,360,,,G00000673,,529,529
919,,LEXINGTON AVE,220,236,221,237,G00000674,,291,476
920,,E 102 ST,,,,,G00000675,,625,625
921,,E 78 ST,135,183,134,182,G00000676,,596,596
922,,E 47 ST,1,29,2,30,G00000677,,571,571
923,,AVE C,89,105,90,104,G00000678,,315,316
924,,SEVENTH AVE,78,98,81,97,G00000679,,184,185
925,,AVE A,1277,1285,1278,1286,G00000681,,616,616
926,,E 92 ST,1,43,2,44,G00000682,,623,623
927,,CANAL ST,54,70,55,71,G00000683,,194,196
928,,E 122 ST,143,185,142,188,G00000684,,641,641
929,TENTH AVE,TENTH AVE,536,550,537,551,G00000685,,527,527
931,,W 207 ST,500,510,501,511,G00000687,,535,535
932,,E 17 ST,29,45,,,G00000688,,186,0
934,,3 AVE,1644,1660,1645,1661,G00000690,,623,624
935,,6 AVE,719,735,,,G00000691,,567,569
936,,E 97 ST,301,339,300,338,G00000692,,624,624
937,,E 5 ST,901,945,900,944,G00000693,,313,312
938,,E 64 ST,1,29,2,30,G00000694,,587,586
939,Lexington Ave,Lexington Ave,516,538,517,537,G00000695,,576,538
940,,E 54 ST,201,249,200,248,G00000696,,560,560
941,,BROADWAY,1229,1251,1218,1238,G00000697,,289,289
942,,E 34 ST,1,21,2,28,G00000698,,295,292
943,,W 39 ST,132,152,133,151,G00000699,,299,299
944,,GOUVERNEUR SLIP,,,5,9,G00000700,,97,97
945,,6 AVE,289,303,288,298,G00000701,,187,188
946,FOURTH AVE,FOURTH AVE,1631,1665,,,G00000702,,625,625
947,,FIFTH AVE,640,654,639,655,G00000703,,578,576
948,,W 22 ST,400,482,401,483,G00000704,,339,340
949,,LENOX AVE,1633,1651,1634,1652,G00000705,,654,654
950,FIRST AVE,FIRST AVE,917,943,930,944,G00000706,,554,554
951,NINTH AVE,COLUMBUS AVE,943,957,942,958,G00000707,,517,517
952,,E 28 ST,303,347,298,346,G00000708,,501,502
953,,CANAL ST,,,23,37,G00000710,,86,197
954,ELEVENTH AVE,ELEVENTH AVE,765,777,766,778,G00000711,WEST END AVE,527,527
955,,LENOX AVE,1533,1551,1534,1552,G00000712,,654,654
956,,FIFTH AVE,720,740,721,737,G00000713,,582,582
957,SECOND AVE,SECOND AVE,329,343,328,342,G00000714,,435,435
958,NINTH AVE,COLUMBUS AVE,,,957,977,G00000715,,528,528
959,,BROOME ST,429,441,432,442,G00000716,,53,63
960,,W 53 ST,208,248,209,247,G00000717,,504,504
