OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1850Valid,y1850_gcheck,y1850DirStreet,y1850NameStreet,y1850Left_Low,y1850Left_High,y1850Right_Low,y1850Right_High,y1850Issue,y1850ParityLeft,y1850ParityRight,y1850Unopened,y1850NameALT,y1850_hnyc_street,JoinID_1850,y1880Valid,y1880_gcheck,y1880DirStreet,y1880NameStreet,y1880Left_Low,y1880Left_High,y1880Right_Low,y1880Right_High,y1880Issue,y1880ParityLeft,y1880ParityRight,y1880Unopened,y1880NameALT,y1880_hnyc_street,JoinID_1880,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,y1910_hnyc_street,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,y1850WardRight,y1880ED_Left,y1880ED_Right,y1910ED_Left,y1910ED_Right,y1850WardLeft
3529,{00000000-0000-0000-0000-000000000000},G00003359,NY,New York,Manhattan,E 16 ST,1,1,,,89,119,88,118,,,,,,,,1,1,,,301,345,300,346,,,,,,E 16 ST,,1,1,,,321,345,320,346,,,,,,E 16 ST,G00003359,502.548411394201025,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,502.548389278900117,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:49,hnyc_columbia,,,,,978,625,
3530,{00000000-0000-0000-0000-000000000000},G00003360,NY,New York,Manhattan,CHAMBERS ST,1,1,,,104,132,101,133,,,,,,,,1,1,,,104,132,101,133,,,,,,CHAMBERS ST,,1,1,,,104,132,101,131,,,,,,CHAMBERS ST,G00003360,420.132713828981025,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,420.132695329512956,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:49,hnyc_columbia,,,,,12,12,
3531,{00000000-0000-0000-0000-000000000000},G00003361,NY,New York,Manhattan,W 130 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 130 ST,G00003361,70.682012161243705,7/10/2019 23:07:10,dpm2159_columbia,7/16/2019 22:40:43,amv2173_columbia,70.682009046411238,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:49,hnyc_columbia,,,,,719,716,
3532,{00000000-0000-0000-0000-000000000000},G00003362,NY,New York,Manhattan,9 AVE,1,1,,,,,,,A,,,,,,,1,1,,,883,905,882,904,,,,,,9 AVE,,1,1,,,879,893,880,908,,,,,,9 AVE,G00003362,282.864288032367995,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,282.864275563551587,7/22/2019 17:22:53,hnyc_columbia,3/28/2020 16:02:58,emc2199_columbia,,,,,1323,1324,
3533,{00000000-0000-0000-0000-000000000000},G00003363,NY,New York,Manhattan,LEX AVE,1,1,,,110,128,107,123,,,,,,,,1,1,,Lexington Ave,120,138,119,135,,,,,,Lexington Ave,,1,1,,LEXINGTON AVE,120,140,119,137,,,,,,LEXINGTON AVE,G00003363,256.797748319067978,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,256.797737008107561,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:50,hnyc_columbia,,,,,1264,1264,
3534,{00000000-0000-0000-0000-000000000000},G00003364,NY,New York,Manhattan,FIRST AVE,1,1,,,,,,,A,,,,,,,1,1,,FIRST AVE,805,823,806,824,,,,,,FIRST AVE,,1,1,,,805,821,,,,,,,,FIRST AVE,G00003364,255.277476789512008,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,255.277465548021411,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:44:48,emc2199_columbia,,,,,1104,999,
3535,{00000000-0000-0000-0000-000000000000},G00003365,NY,New York,Manhattan,PIKE ST,1,1,,,1,7,2,6,,,,,,,,1,1,,,1,7,2,6,,,,,,PIKE ST,,1,1,,,1,7,2,8,,,,,,PIKE ST,G00003365,195.303399123503993,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,195.303390535933858,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:51,hnyc_columbia,,,,,64,63,
3536,{00000000-0000-0000-0000-000000000000},G00003366,NY,New York,Manhattan,C P W,1,1,,,,,,,,,,,,,,1,1,,EIGHTH AVE,449,455,,,,,,,CENTRAL PARK WEST,EIGHTH AVE,,1,1,,CENTRAL PARK WEST,451,461,,,,M,,,,CENTRAL PARK WEST,G00003366,279.498327613125014,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:07:42,amv2173_columbia,279.498315305001825,7/22/2019 17:22:53,hnyc_columbia,3/6/2020 19:10:34,msl2215_columbia,,,,,610,507,
3537,{00000000-0000-0000-0000-000000000000},G00003367,NY,New York,Manhattan,BROOME ST,1,1,,,275,289,276,290,,,,,,,,1,1,,,275,289,276,290,,,,,,BROOME ST,,1,1,,,275,289,276,290,,,,,,BROOME ST,G00003367,230.717487790109004,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,230.717477626634519,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:51,hnyc_columbia,,,,,209,208,
3538,{00000000-0000-0000-0000-000000000000},G00003368,NY,New York,Manhattan,GREENWICH AVE,1,1,,,61,77,62,74,,,,,,,,1,1,,,57,71,60,74,,,,,,GREENWICH AVE,,1,1,,,57,71,58,74,,,,,,GREENWICH AVE,G00003368,254.022431132295992,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,254.022419958910575,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:51,hnyc_columbia,,,,,159,159,
3539,{00000000-0000-0000-0000-000000000000},G00003369,NY,New York,Manhattan,E 29 ST,1,1,,,1,19,2,20,,,,,,,,1,1,,,1,17,2,22,,,,,,E 29 ST,,1,1,,,1,23,2,24,,,,,,E 29 ST,G00003369,507.295598029331984,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,507.295734517120025,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:52,hnyc_columbia,,,,,1266,1267,
3540,{00000000-0000-0000-0000-000000000000},G00003370,NY,New York,Manhattan,W 33 ST,1,1,,,192,254,193,255,,,,,,,,1,1,,,300,372,301,323,,,,,,W 33 ST,,1,1,,,300,370,,,,,,,,W 33 ST,G00003370,900.678649059388022,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,900.678609396787238,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:52,hnyc_columbia,,,,,1218,1218,
3541,{00000000-0000-0000-0000-000000000000},G00003371,NY,New York,Manhattan,CONVENT AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,440,458,441,459,,,,,,CONVENT AVE,G00003371,260.185372076842611,7/10/2019 23:07:10,dpm2159_columbia,7/13/2019 1:56:13,amv2173_columbia,260.185360637942210,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:52,hnyc_columbia,,,,,658,657,
3542,{00000000-0000-0000-0000-000000000000},G00003372,NY,New York,Manhattan,BROADWAY,1,1,,KINGS BRIDGE RD,,,,,,,,,,,,1,1,,,,,,,,,,,,BROADWAY,,1,1,,,4187,4199,4180,4198,,,,,,BROADWAY,G00003372,262.234925804252327,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:16:11,amv2173_columbia,262.234914254748048,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:52,hnyc_columbia,,,,,680,680,
3543,{00000000-0000-0000-0000-000000000000},G00003373,NY,New York,Manhattan,COLUMBUS AVE,1,1,,,,,,,,,,,,,,1,1,,,394,418,,,,,,,,COLUMBUS AVE,,1,1,,,394,418,,,,,,,,COLUMBUS AVE,G00003373,282.985054121140990,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:41:28,amv2173_columbia,282.985041668316626,7/22/2019 17:22:53,hnyc_columbia,3/19/2020 17:42:29,msl2215_columbia,,,,,1299,1297,
3544,{00000000-0000-0000-0000-000000000000},G00003374,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,A,,,,,,,1,1,,,,,881,893,,,,,,FIFTH AVE,,1,1,,,,,830,838,,,M,,,FIFTH AVE,G00003374,261.101453912429974,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,261.101442412198423,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 16:22:53,emc2199_columbia,,,,,1181,1162,
3545,{00000000-0000-0000-0000-000000000000},G00003375,NY,New York,Manhattan,COLUMBIA ST,1,1,,,43,67,44,72,,,,,,,,1,1,,,45,71,48,74,,,,,,COLUMBIA ST,,1,1,,,45,71,50,74,,,,,,COLUMBIA ST,G00003375,446.688973703317004,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,446.688954036059954,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,765,766,
3546,{00000000-0000-0000-0000-000000000000},G00003376,NY,New York,Manhattan,E 50 ST,0,1,,,,,,,,,,,,,,1,1,,,201,257,200,254,,,,,,E 50 ST,,1,1,,,201,257,200,254,,,,,,E 50 ST,G00003376,710.039327701347020,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,710.039296443382341,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,1097,541,
3547,{00000000-0000-0000-0000-000000000000},G00003377,NY,New York,Manhattan,ADAM POWELL BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,SEVENTH AVE,,,1875,1893,,,,,,SEVENTH AVE,G00003377,259.307613953253110,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:39:21,amv2173_columbia,259.307602520556316,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,567,570,
3548,{00000000-0000-0000-0000-000000000000},G00003378,NY,New York,Manhattan,E 30 ST,1,1,,,25,51,24,50,,,,,,,,1,1,,,23,53,26,52,,,,,,E 30 ST,,1,1,,,25,53,28,52,,,,,,E 30 ST,G00003378,514.936863872099025,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 5:21:15,amv2173_columbia,514.936841207030284,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,1266,1267,
3549,{00000000-0000-0000-0000-000000000000},G00003379,NY,New York,Manhattan,LAIGHT ST,1,1,,,69,75,70,76,,,,,,,,1,1,,,69,77,68,76,,,,,,LAIGHT ST,,1,1,,,69,75,70,76,,,,,,LAIGHT ST,G00003379,221.234817321593994,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,221.234807580976849,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,36,36,
3550,{00000000-0000-0000-0000-000000000000},G00003380,NY,New York,Manhattan,3 AVE,1,1,,,,,,,,,,,,,,1,1,,,1330,1350,1331,1349,,,,,,3 AVE,,1,1,,,1330,1352,1331,1347,,,,,,3 AVE,G00003380,263.919699712677982,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,263.919688093520278,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,1142,1053,
3551,{00000000-0000-0000-0000-000000000000},G00003381,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,RIVERSIDE DR,G00003381,738.979655552845770,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 23:33:07,rse2121_columbia,738.979623030166522,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:53,hnyc_columbia,,,,,675,675,
3552,{00000000-0000-0000-0000-000000000000},G00003382,NY,New York,Manhattan,WASHINGTON ST,1,1,,,426,438,427,439,,,,,,,,1,1,,,426,440,427,439,,,,,,WASHINGTON ST,,1,1,,,426,440,425,439,,,,,,WASHINGTON ST,G00003382,240.444587015699994,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,240.444576423230501,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:54,hnyc_columbia,,,,,34,34,
3553,{00000000-0000-0000-0000-000000000000},G00003384,NY,New York,Manhattan,2 AVE,1,1,,,,,,,A,,,,,,,1,1,,SECOND AVE,1241,1257,1242,1258,,,,,,SECOND AVE,,1,1,,,1241,1259,1242,1258,,,,,,2 AVE,G00003384,259.608802693421978,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,259.608791257941448,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:23:45,emc2199_columbia,,,,,1070,1069,
3554,{00000000-0000-0000-0000-000000000000},G00003385,NY,New York,Manhattan,W 4 ST,1,1,,,,,,,A,,,,,,,1,1,,,,,,,A,,,,,W 4 ST,,1,1,,,,,,,A,,,,,W 4 ST,G00003385,63.890873622719297,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,63.890870805178373,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:54,hnyc_columbia,,,,,137,157,
3555,{00000000-0000-0000-0000-000000000000},G00003386,NY,New York,Manhattan,W 129 ST,0,1,,,,,,,,,,,,,,1,1,,,440,464,441,499,,,,,,W 129 ST,,1,1,,,,,,,A,,,,,W 129 ST,G00003386,609.831402844906052,7/10/2019 23:07:10,dpm2159_columbia,7/13/2019 2:20:18,amv2173_columbia,609.831376004192180,7/22/2019 17:22:53,hnyc_columbia,3/13/2020 17:30:29,msl2215_columbia,"G, slightly misaligned with geo from other years",,,,640,640,
3556,{00000000-0000-0000-0000-000000000000},G00003387,NY,New York,Manhattan,E 45 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,95,121,96,122,,,,,,E 45 ST,G00003387,333.843562092020136,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 0:45:53,rse2121_columbia,333.843547417554930,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:55,hnyc_columbia,,,,,1125,498,
3557,{00000000-0000-0000-0000-000000000000},G00003388,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,,,,,,,,1,1,,,,,1571,1579,,,,,,FIFTH AVE,,1,1,,,,,1250,1259,,,M,,,FIFTH AVE,G00003388,279.685707777717028,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,279.685695455935161,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:55,hnyc_columbia,,,,,507,462,
3558,{00000000-0000-0000-0000-000000000000},G00003389,NY,New York,Manhattan,E 55 ST,1,1,,,,,,,A,,,,,,,1,1,,,401,443,400,442,,,,,,E 55 ST,,1,1,,,401,443,400,434,,,,,,E 55 ST,G00003389,712.506301963034957,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,712.506270593623867,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:55,hnyc_columbia,,,,,1006,1007,
3559,{00000000-0000-0000-0000-000000000000},G00003390,NY,New York,Manhattan,GRAND ST,1,1,,,18,32,19,33,,,,,,,,1,1,,,20,34,19,33,,,,,,GRAND ST,,1,1,,,20,34,19,33,,,,,,GRAND ST,G00003390,254.997848240792990,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,254.997837016235962,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:55,hnyc_columbia,,,,,121,121,
3560,{00000000-0000-0000-0000-000000000000},G00003391,NY,New York,Manhattan,E TENTH ST,1,1,,,243,279,244,278,,,,,,,,1,1,,,245,291,246,292,,,,,,E TENTH ST,,1,1,,,245,291,246,292,,,,,,E TENTH ST,G00003391,697.102099870061011,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,697.102069179137288,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:56,hnyc_columbia,,,,,1071,920,
3561,{00000000-0000-0000-0000-000000000000},G00003392,NY,New York,Manhattan,PARK AVE,1,1,,,,,,,,,,,,,,1,1,,FOURTH AVE,,,1292,1306,,,,,,FOURTH AVE,,1,1,,,,,999,1017,,,,,,PARK AVE,G00003392,264.382423936402006,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,264.382412308512983,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:56,hnyc_columbia,,,,,383,383,
3562,{00000000-0000-0000-0000-000000000000},G00003393,NY,New York,Manhattan,E TENTH ST,1,1,,,181,187,182,188,,,,,,,,1,1,,,,,130,140,,,,,,E TENTH ST,,1,1,,,131,141,130,140,,,,,,E TENTH ST,G00003393,174.640920064114994,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,174.640912361353742,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:56,hnyc_columbia,,,,,930,929,
3563,{00000000-0000-0000-0000-000000000000},G00003394,NY,New York,Manhattan,LEX AVE,0,1,,,,,,,,,,,,,,1,1,,,1290,1306,1291,1311,,,,,,LEXINGTON AVE,,1,1,,LEXINGTON AVE,1290,1308,1297,1309,,,,,,LEXINGTON AVE,G00003394,262.231812232105995,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,262.231800685315989,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:56,hnyc_columbia,,,,,378,385,
3564,{00000000-0000-0000-0000-000000000000},G00003395,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,,,1852,1872,,,,,BROADWAY,BOULEVARD,,1,1,,,,,,,A,,,,,BROADWAY,G00003395,302.445714402797023,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,302.445701092029765,7/22/2019 17:22:53,hnyc_columbia,3/10/2020 18:11:05,msl2215_columbia,,,,,1319,1319,
3565,{00000000-0000-0000-0000-000000000000},G00003396,NY,New York,Manhattan,MERCER ST,1,1,,,7,31,8,30,,,,,,,,1,1,,,13,35,12,34,,,,,,MERCER ST,,1,1,,,9,35,14,36,,,,,,MERCER ST,G00003396,395.253980603238972,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,395.253963206175740,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:57,hnyc_columbia,,,,,125,125,
3566,{00000000-0000-0000-0000-000000000000},G00003397,NY,New York,Manhattan,FIRST AVE,0,1,,,,,,,,,,,,,,1,1,,FIRST AVE,613,627,614,626,,,,,,FIRST AVE,,1,1,,,,,614,626,,,,,,FIRST AVE,G00003397,257.415982809196976,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,257.415971469386307,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:57,hnyc_columbia,,,,,1253,996,
3567,{00000000-0000-0000-0000-000000000000},G00003398,NY,New York,Manhattan,W 19 ST,1,1,,,184,246,185,247,,,,,,,,1,1,,,300,366,301,369,,,,,,W 19 ST,,1,1,,,300,364,301,369,,,,,,W 19 ST,G00003398,899.783344950062997,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,899.783305351103195,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:57,hnyc_columbia,,,,,857,856,
3568,{00000000-0000-0000-0000-000000000000},G00003399,NY,New York,Manhattan,W 77 ST,1,1,,,,,,,,,,,,,,1,1,,,1,52,,,,,,,,W 77 ST,,1,1,,,4,66,,,,,,,,W 77 ST,G00003399,896.428906480924979,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:47:23,amv2173_columbia,896.428867021740075,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:57,hnyc_columbia,,,,,1301,1301,
3569,{00000000-0000-0000-0000-000000000000},G00003400,NY,New York,Manhattan,W 126 ST,1,1,,,,,,,,,,,,,,1,1,,,300,330,301,331,,,,,,W 126 ST,,1,1,,,300,330,301,331,,,,,,W 126 ST,G00003400,450.120723003851026,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,450.120703179793225,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:58,hnyc_columbia,,,,,639,642,
3570,{00000000-0000-0000-0000-000000000000},G00003401,NY,New York,Manhattan,F DOUGLAS BLVD,1,1,,,,,,,,,,,,,,1,1,,EIGHTH AVE,2643,2657,2644,2658,,,,,,EIGHTH AVE,,1,1,,,2643,2659,2654,2668,,,,,,F DOUGLAS BLVD,G00003401,259.463576115681974,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,259.463564703484963,7/22/2019 17:22:53,hnyc_columbia,3/6/2020 20:15:56,msl2215_columbia,,,,,655,523,
3571,{00000000-0000-0000-0000-000000000000},G00003402,NY,New York,Manhattan,E 95 ST,0,,,,,,,,,,,,,,,1,1,,,147,183,146,182,,,,,,E 95 ST,,1,1,,,157,185,156,184,,,,,,E 95 ST,G00003402,507.433205943743019,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,507.433183605665249,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:58,hnyc_columbia,,,,,389,389,
3572,{00000000-0000-0000-0000-000000000000},G00003403,NY,New York,Manhattan,WASHINGTON ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,836,856,837,843,,,,,,WASHINGTON ST,G00003403,266.980621688261010,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,266.980609933700691,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:58,hnyc_columbia,,,,,177,177,
3573,{00000000-0000-0000-0000-000000000000},G00003404,NY,New York,Manhattan,6 AVE,1,1,,,,,,,A,,,,,,,1,1,,,1007,1027,1006,1020,,,,,,6 AVE,,1,1,,,993,1011,994,1012,,,,,,6 AVE,G00003404,282.149545123462019,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,282.149532700653424,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 16:27:30,emc2199_columbia,,,,,1287,1181,
3574,{00000000-0000-0000-0000-000000000000},G00003405,NY,New York,Manhattan,BANK ST,1,1,,,8,40,7,39,,,,,,,,1,1,,,16,50,13,51,,,,,,BANK ST,,1,1,,,16,50,9,49,,,,,,BANK ST,G00003405,445.116072331118005,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,445.116052735728829,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:32:59,hnyc_columbia,,,,,165,167,
3575,{00000000-0000-0000-0000-000000000000},G00003406,NY,New York,Manhattan,GREENWICH ST,1,1,,,136,142,137,141,,,,,,,,1,1,,,136,146,141,151,,,,,,GREENWICH ST,,1,1,,,138,146,141,155,,,,,,GREENWICH ST,G00003406,166.916904708028994,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,166.916897367562484,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:00,hnyc_columbia,,,,,3,3,
3576,{00000000-0000-0000-0000-000000000000},G00003407,NY,New York,Manhattan,3 AVE,1,1,,,,,,,,,,,,,,1,1,,,1744,1762,1745,1763,,,,,,3 AVE,,1,1,,,1742,1768,1743,1765,,,,,,3 AVE,G00003407,242.444151061598006,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,242.444425957354838,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:00,hnyc_columbia,,,,,393,356,
3577,{00000000-0000-0000-0000-000000000000},G00003408,NY,New York,Manhattan,COLUMBUS AVE,1,1,,,,,,,,,,,,,,1,1,,,324,336,323,335,,,,,,COLUMBUS AVE,,1,1,,,320,338,317,339,,,,,,COLUMBUS AVE,G00003408,264.219463148707973,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:47:24,amv2173_columbia,264.219451520821849,7/22/2019 17:22:53,hnyc_columbia,3/19/2020 17:40:54,msl2215_columbia,,,,,1303,1301,
3578,{00000000-0000-0000-0000-000000000000},G00003409,NY,New York,Manhattan,W 151 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 151 ST,G00003409,56.077771025370595,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:39:21,amv2173_columbia,56.077768564855020,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:00,hnyc_columbia,,,,,510,510,
3579,{00000000-0000-0000-0000-000000000000},G00003410,NY,New York,Manhattan,EDGECOMB AVE,0,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,EDGECOMB AVE,,1,1,,,,,2,24,,,,,,EDGECOMB AVE,G00003410,281.639825254503023,7/10/2019 23:07:10,dpm2159_columbia,7/13/2019 2:20:19,amv2173_columbia,281.639812868260321,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:01,hnyc_columbia,,,,,649,649,
3580,{00000000-0000-0000-0000-000000000000},G00003411,NY,New York,Manhattan,MADISON AVE,0,1,,,,,,,,,,,,,,1,1,,,532,548,533,549,,,,,,MADISON AVE,,1,1,,,532,558,533,549,,,,,,MADISON AVE,G00003411,260.441600569567981,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 19:59:17,amv2173_columbia,260.441589116856846,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:01,hnyc_columbia,,,,,1167,1166,
3581,{00000000-0000-0000-0000-000000000000},G00003412,NY,New York,Manhattan,E 96 ST,0,,,,,,,,,,,,,,,1,1,,,101,141,100,140,,,,,,E 96 ST,,1,1,,,101,143,100,138,,,,,,E 96 ST,G00003412,486.001800827650982,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,486.001937866733329,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:01,hnyc_columbia,,,,,391,387,
3582,{00000000-0000-0000-0000-000000000000},G00003413,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,221,227,,,M,,,RIVERSIDE DR,G00003413,284.348737135725742,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:51:58,amv2173_columbia,284.348724602231698,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:01,hnyc_columbia,,,,,741,741,
3583,{00000000-0000-0000-0000-000000000000},G00003414,NY,New York,Manhattan,6 AVE,1,1,,,23,39,18,36,,,,,,,,1,1,,,17,39,18,36,,,,,,6 AVE,,1,1,,,23,39,22,36,,,,,,6 AVE,G00003414,265.753745201287984,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,265.753733499131783,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:33:01,hnyc_columbia,,,,,137,808,
