OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1850Valid,y1850_gcheck,y1850DirStreet,y1850NameStreet,y1850Left_Low,y1850Left_High,y1850Right_Low,y1850Right_High,y1850Issue,y1850ParityLeft,y1850ParityRight,y1850Unopened,y1850NameALT,y1850_hnyc_street,JoinID_1850,y1880Valid,y1880_gcheck,y1880DirStreet,y1880NameStreet,y1880Left_Low,y1880Left_High,y1880Right_Low,y1880Right_High,y1880Issue,y1880ParityLeft,y1880ParityRight,y1880Unopened,y1880NameALT,y1880_hnyc_street,JoinID_1880,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,y1910_hnyc_street,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,y1850WardRight,y1880ED_Left,y1880ED_Right,y1910ED_Left,y1910ED_Right,y1850WardLeft
2429,{00000000-0000-0000-0000-000000000000},G00002227,NY,New York,Manhattan,E 45 ST,0,1,,,,,,,,,,,,,,1,1,,,,,30,40,,,,,,E 45 ST,,1,1,,,29,51,30,52,,,,,,E 45 ST,G00002227,256.854047096138004,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 19:34:43,amv2173_columbia,256.854035796741414,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:26,hnyc_columbia,,,,,540,1169,
2430,{00000000-0000-0000-0000-000000000000},G00002228,NY,New York,Manhattan,E 126 ST,1,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,E 126 ST,,1,1,,,,,,,A,,,,,E 126 ST,G00002228,94.256733879986498,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,94.256729732953971,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:26,hnyc_columbia,,,,,424,423,
2431,{00000000-0000-0000-0000-000000000000},G00002229,NY,New York,Manhattan,E 78 ST,1,1,,,,,,,,,,,,,,1,1,,,301,353,300,352,,,,,,E 78 ST,,1,1,,,301,357,300,358,,,,,,E 78 ST,G00002229,749.248424713023951,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,749.248391731236211,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:26,hnyc_columbia,,,,,1046,1047,
2432,{00000000-0000-0000-0000-000000000000},G00002230,NY,New York,Manhattan,ESSEX ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,ESSEX ST,G00002230,85.552074410813645,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 1:26:45,amv2173_columbia,85.552070636393736,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:26,hnyc_columbia,,,,,216,219,
2433,{00000000-0000-0000-0000-000000000000},G00002231,NY,New York,Manhattan,WALL ST,1,1,,,90,104,91,103,,,,,,,,1,1,,,90,104,91,103,,,,,,WALL ST,,1,1,,,90,104,91,101,,,,,,WALL ST,G00002231,217.121806655997005,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,217.121797082556810,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:27,hnyc_columbia,,,,,9,9,
2434,{00000000-0000-0000-0000-000000000000},G00002232,NY,New York,Manhattan,MADISON AVE,1,1,,,,,,,A,,,,,,,1,1,,,300,314,301,315,,,,,,MADISON AVE,,1,1,,,300,314,299,315,,,,,,MADISON AVE,G00002232,274.937103174778997,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,274.937091088137663,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:35:53,emc2199_columbia,,,,,1170,1171,
2435,{00000000-0000-0000-0000-000000000000},G00002233,NY,New York,Manhattan,HORATIO ST,1,1,,,76,98,77,99,,,,,,,,1,1,,,68,92,61,87,,,,,,HORATIO ST,,1,1,,,68,92,61,87,,,,,,HORATIO ST,G00002233,455.257168397465989,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,455.257148370218204,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:27,hnyc_columbia,,,,,173,171,
2436,{00000000-0000-0000-0000-000000000000},G00002234,NY,New York,Manhattan,PRINCE ST,1,1,,,128,144,127,145,,,,,,,,1,1,,,128,146,127,147,,,,,,PRINCE ST,,1,1,,,128,146,127,147,,,,,,PRINCE ST,G00002234,262.924369799043006,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,262.924358221601153,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:27,hnyc_columbia,,,,,123,123,
2437,{00000000-0000-0000-0000-000000000000},G00002235,NY,New York,Manhattan,E 120 ST,1,1,,,,,,,,,,,,,,1,1,,,301,357,300,356,,,,,,E 120 ST,,1,1,,,301,357,300,354,,,,,,E 120 ST,G00002235,749.958547319096965,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,749.972354992175156,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:28,hnyc_columbia,,,,,314,316,
2438,{00000000-0000-0000-0000-000000000000},G00002237,NY,New York,Manhattan,W END AVE,1,1,,,,,,,,,,,,,,1,1,,ELEVENTH AVE,503,521,504,522,,,,,WEST END AVE,ELEVENTH AVE,,1,1,,,503,519,500,514,,,,,,W END AVE,G00002237,263.530034447526020,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:40:36,amv2173_columbia,263.530022823847048,7/22/2019 17:22:53,hnyc_columbia,3/20/2020 14:40:37,msl2215_columbia,,,,,1394,1394,
2440,{00000000-0000-0000-0000-000000000000},G00002239,NY,New York,Manhattan,W 160 ST,1,1,,,,,,,,,,,,,,1,1,,,440,442,431,433,,,,,,W 160 ST,,1,1,,,432,434,,,,,,,,W 160 ST,G00002239,191.547896135917000,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 1:57:40,amv2173_columbia,191.547887698913513,7/22/2019 17:22:53,hnyc_columbia,3/13/2020 18:48:47,msl2215_columbia,,,,,669,669,
2441,{00000000-0000-0000-0000-000000000000},G00002240,NY,New York,Manhattan,FIRST AVE,1,1,,,,,,,A,,,,,,,1,1,,FIRST AVE,861,881,860,874,,,,,,FIRST AVE,,1,1,,,861,875,860,874,,,,,,FIRST AVE,G00002240,266.776357403804980,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,266.776345652834436,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:44:06,emc2199_columbia,,,,,1101,999,
2442,{00000000-0000-0000-0000-000000000000},G00002241,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,A,,,,,,,1,1,,,656,672,659,671,,,,,,FIFTH AVE,,1,1,,,660,670,655,671,,,,,,FIFTH AVE,G00002241,262.906712196724982,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,262.906700638323628,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 16:15:57,emc2199_columbia,,,,,1179,1167,
2443,{00000000-0000-0000-0000-000000000000},G00002242,NY,New York,Manhattan,2 AVE,1,1,,,,,,,A,,,,,,,1,1,,SECOND AVE,1003,1027,1004,1022,,,,,,SECOND AVE,,1,1,,,1003,1027,1004,1022,,,,,,2 AVE,G00002242,256.696379890707021,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,256.696368591414625,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:20:31,emc2199_columbia,,,,,1100,1092,
2444,{00000000-0000-0000-0000-000000000000},G00002243,NY,New York,Manhattan,6 AVE,1,1,,,851,853,826,852,,,,,,,,1,1,,,887,899,888,900,,,,,,6 AVE,,1,1,,,887,899,888,900,,,,,,6 AVE,G00002243,260.355849760098977,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,260.355838288527309,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:28,hnyc_columbia,,,,,1285,1178,
2445,{00000000-0000-0000-0000-000000000000},G00002244,NY,New York,Manhattan,FORSYTH ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,1,29,2,28,,,,,,FORSYTH ST,G00002244,528.408845789139377,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 2:50:32,amv2173_columbia,528.408822541726636,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:29,hnyc_columbia,,,,,180,181,
2446,{00000000-0000-0000-0000-000000000000},G00002245,NY,New York,Manhattan,6 AVE,1,1,,,631,647,630,648,,,,,,,,1,1,,,635,651,636,654,,,,,,6 AVE,,1,1,,,633,651,634,654,,,,,,6 AVE,G00002245,257.370904665827993,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,257.370893352038536,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:29,hnyc_columbia,,,,,1192,1173,
2447,{00000000-0000-0000-0000-000000000000},G00002246,NY,New York,Manhattan,NORFOLK ST,1,1,,,83,113,82,112,,,,,,,,1,1,,,83,109,84,110,,,,,,NORFOLK ST,,1,1,,,93,127,90,128,,,,,,NORFOLK ST,G00002246,451.509165044899987,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 2:28:29,amv2173_columbia,451.509145162649929,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:29,hnyc_columbia,,,,,218,747,
2448,{00000000-0000-0000-0000-000000000000},G00002247,NY,New York,Manhattan,E 32 ST,1,1,,,81,107,82,106,O: numbering issue - numbers decrease on Perris maps,,,,,,,1,1,,,139,167,134,174,,,,,,E 32 ST,,1,1,,,137,167,134,174,,,,,,E 32 ST,G00002247,506.492446991668999,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,506.492424675236578,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:29,hnyc_columbia,,,,,1261,1261,
2449,{00000000-0000-0000-0000-000000000000},G00002248,NY,New York,Manhattan,PARK AVE,1,1,,,,,,,A,,,,,,,1,1,,FOURTH AVE,,,,,A,,,,,FOURTH AVE,,1,1,,,,,,,A,,,,,PARK AVE,G00002248,261.672878572876982,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,261.672867040553854,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:58:53,emc2199_columbia,,,,,1127,1127,
2450,{00000000-0000-0000-0000-000000000000},G00002249,NY,New York,Manhattan,CATHERINE ST,1,1,,,43,59,50,72,,,,,,,,1,1,,,43,55,46,64,,,,,,CATHERINE ST,,1,1,,,43,59,46,64,,,,,,CATHERINE ST,G00002249,261.014184286394993,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,261.014172798865786,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:29,hnyc_columbia,,,,,563,23,
2451,{00000000-0000-0000-0000-000000000000},G00002250,NY,New York,Manhattan,BAYARD ST,1,1,,,39,53,46,58,,,,,,,,1,1,,,39,51,40,52,,,,,,BAYARD ST,,1,1,,,39,55,40,58,,,,,,BAYARD ST,G00002250,278.669724116947009,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,278.669711842434936,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:30,hnyc_columbia,,,,,47,51,
2452,{00000000-0000-0000-0000-000000000000},G00002251,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,RIVERSIDE DR,G00002251,826.113948258258915,7/10/2019 23:07:10,dpm2159_columbia,7/13/2019 1:20:22,amv2173_columbia,827.030742134475304,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:30,hnyc_columbia,,,,,729,729,
2453,{00000000-0000-0000-0000-000000000000},G00002252,NY,New York,Manhattan,W 155 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 155 ST,G00002252,813.999991934344393,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:00:28,amv2173_columbia,813.999956112072482,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:30,hnyc_columbia,,,,,511,511,
2454,{00000000-0000-0000-0000-000000000000},G00002253,NY,New York,Manhattan,W 14 ST,1,1,,,188,242,181,231,,,,,,,,1,1,,,300,356,301,359,,,,,,W 14 ST,,1,1,,,300,354,301,359,,,,,,W 14 ST,G00002253,824.440945744717055,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,824.440909458739839,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:30,hnyc_columbia,,,,,162,865,
2455,{00000000-0000-0000-0000-000000000000},G00002254,NY,New York,Manhattan,E 93 ST,1,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,E 93 ST,,1,1,,,,,,,A,,,,,E 93 ST,G00002254,67.866197869545800,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,67.866194889377482,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:30,hnyc_columbia,,,,,479,480,
2456,{00000000-0000-0000-0000-000000000000},G00002255,NY,New York,Manhattan,W 86 ST,0,1,,,,,,,,,,,,,,1,1,,,300,350,301,351,,,,,,W 86 ST,,1,1,,,300,350,301,353,,,,,,W 86 ST,G00002255,792.557463236068998,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:27:31,amv2173_columbia,792.557428342408457,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:31,hnyc_columbia,,,,,1393,746,
2457,{00000000-0000-0000-0000-000000000000},G00002256,NY,New York,Manhattan,MADISON AVE,0,1,,,,,,,,,,,,,,1,1,,,590,606,585,601,X-estimated from lot counts,,,,,MADISON AVE,,1,1,,,592,606,593,611,,,,,,MADISON AVE,G00002256,281.187312248618014,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 19:59:13,amv2173_columbia,281.187299869597041,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:31,hnyc_columbia,,,,,1165,1165,
2458,{00000000-0000-0000-0000-000000000000},G00002257,NY,New York,Manhattan,W 122 ST,1,1,,,,,,,,,,,,,,1,1,,,1,21,2,20,,,,,,W 122 ST,,1,1,,,2,20,1,23,,,,,,W 122 ST,G00002257,525.355127417431959,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 22:35:54,amv2173_columbia,525.355104297699540,7/22/2019 17:22:53,hnyc_columbia,3/6/2020 19:17:53,ssd2148_columbia,,,,,494,494,
2459,{00000000-0000-0000-0000-000000000000},G00002258,NY,New York,Manhattan,E 84 ST,0,,,,,,,,,,,,,,,1,1,,,39,59,40,62,,,,,,E 84 ST,,1,1,,,41,71,38,64,,,,,,E 84 ST,G00002258,475.696691447482976,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,475.696670503188443,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:31,hnyc_columbia,,,,,484,1155,
2460,{00000000-0000-0000-0000-000000000000},G00002259,NY,New York,Manhattan,W 149 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 149 ST,G00002259,64.309729737929089,7/10/2019 23:07:10,dpm2159_columbia,7/16/2019 23:18:28,amv2173_columbia,64.309726910491449,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:31,hnyc_columbia,,,,,696,696,
2461,{00000000-0000-0000-0000-000000000000},G00002260,NY,New York,Manhattan,DUANE ST,1,1,,,184,188,177,187,,,,,,,,1,1,,,184,190,179,181,,,,,,DUANE ST,,1,1,,,188,190,179,185,,,,,,DUANE ST,G00002260,192.771708010883998,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,192.771699512613793,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:31,hnyc_columbia,,,,,33,33,
2462,{00000000-0000-0000-0000-000000000000},G00002261,NY,New York,Manhattan,W 144 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,200,268,201,271,,,,,,W 144 ST,G00002261,871.788045747965157,7/10/2019 23:07:10,dpm2159_columbia,7/13/2019 0:13:56,amv2173_columbia,871.788007361899190,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:32,hnyc_columbia,,,,,521,520,
2463,{00000000-0000-0000-0000-000000000000},G00002262,NY,New York,Manhattan,F DOUGLAS BLVD,1,1,,,,,,,,,,,,,,1,1,,EIGHTH AVE,2309,2321,2310,2322,,,,,,EIGHTH AVE,,1,1,,,2309,2323,2310,2322,,,,,,F DOUGLAS BLVD,G00002262,284.463460031415025,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:43:13,amv2173_columbia,284.463447498973153,7/22/2019 17:22:53,hnyc_columbia,3/6/2020 19:22:24,msl2215_columbia,,,,,639,553,
2464,{00000000-0000-0000-0000-000000000000},G00002263,NY,New York,Manhattan,WILLIAM ST,1,1,,,157,171,156,170,,,,,,,,1,1,,,157,171,156,168,,,,,,WILLIAM ST,,1,1,,,157,171,156,168,,,,,,WILLIAM ST,G00002263,222.992545079432006,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,222.992535273552988,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:32,hnyc_columbia,,,,,10,10,
2465,{00000000-0000-0000-0000-000000000000},G00002264,NY,New York,Manhattan,E 67 ST,1,1,,,,,,,A,,,,,,,1,1,,,401,441,400,440,,,,,,E 67 ST,,1,1,,,401,441,400,440,,,,,,E 67 ST,G00002264,710.278939385931949,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,710.278908115921013,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:24:52,emc2199_columbia,,,,,1009,1009,
2466,{00000000-0000-0000-0000-000000000000},G00002265,NY,New York,Manhattan,W 48 ST,1,1,,,180,236,179,237,,,,,,,,1,1,,,300,362,301,375,,,,,,W 48 ST,,1,1,,,300,362,301,373,,,,,,W 48 ST,G00002265,901.600580779163010,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,901.600541100583087,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:32,hnyc_columbia,,,,,1340,1339,
2467,{00000000-0000-0000-0000-000000000000},G00002266,NY,New York,Manhattan,FRANKLIN ST,1,1,,,167,193,168,194,,,,,,,,1,1,,,167,191,168,194,,,,,,FRANKLIN ST,,1,1,,,167,191,168,192,,,,,,FRANKLIN ST,G00002266,445.490992773186008,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,445.490973168592348,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:32,hnyc_columbia,,,,,33,31,
2468,{00000000-0000-0000-0000-000000000000},G00002267,NY,New York,Manhattan,PARK AVE,1,1,,,,,,,A,,,,,,,1,1,,FOURTH AVE,1046,1060,,,,,,,,FOURTH AVE,,1,1,,,610,636,,,,,,,,PARK AVE,G00002267,260.039225190044988,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 20:09:09,amv2173_columbia,260.039213751766965,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 16:05:32,emc2199_columbia,,,,,1162,1162,
2469,{00000000-0000-0000-0000-000000000000},G00002268,NY,New York,Manhattan,FIFTH AVE,1,1,,,24,34,23,33,,,,,,,,1,1,,,24,32,23,33,,,,,,FIFTH AVE,,1,1,,,24,32,23,33,,,,,,FIFTH AVE,G00002268,244.694006984585997,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,244.693996214799398,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:33,hnyc_columbia,,,,,825,822,
2470,{00000000-0000-0000-0000-000000000000},G00002269,NY,New York,Manhattan,MADISON AVE,1,1,,,36,56,39,59,,,,,,,,1,1,,,48,60,47,61,,,,,,MADISON AVE,,1,1,,,40,60,41,61,,,,,,MADISON AVE,G00002269,257.160887599443015,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,257.160876279890374,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:33,hnyc_columbia,,,,,988,988,
2471,{00000000-0000-0000-0000-000000000000},G00002270,NY,New York,Manhattan,E 67 ST,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,E 67 ST,,1,1,,,,,,,A,,,,,E 67 ST,G00002270,67.823397798805999,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 20:10:07,amv2173_columbia,67.823394804259507,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:33,hnyc_columbia,,,,,1161,1138,
2472,{00000000-0000-0000-0000-000000000000},G00002271,NY,New York,Manhattan,WHITE ST,1,1,,,2,30,1,31,,,,,,,,1,1,,,2,32,1,31,,,,,,WHITE ST,,1,1,,,2,32,1,33,,,,,,WHITE ST,G00002271,417.675888676834006,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,417.112824568347094,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:33,hnyc_columbia,,,,,30,30,
2473,{00000000-0000-0000-0000-000000000000},G00002272,NY,New York,Manhattan,3 AVE,1,1,,,,,,,A,,,,,,,1,1,,,1132,1148,1131,1149,,,,,,3 AVE,,1,1,,,1130,1148,1133,1149,,,,,,3 AVE,G00002272,269.813511927023001,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,260.898188350738280,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:25:22,emc2199_columbia,,,,,1138,1070,
2474,{00000000-0000-0000-0000-000000000000},G00002273,NY,New York,Manhattan,SOUTH ST,1,1,,,1,7,,,,M,,,,,,1,1,,,1,7,,,,M,,,,SOUTH ST,,1,1,,,1,6,,,,M,,,,SOUTH ST,G00002273,212.123220481586998,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,212.123211145840486,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:34,hnyc_columbia,,,,,1,1,
2475,{00000000-0000-0000-0000-000000000000},G00002274,NY,New York,Manhattan,CHRYSTIE ST,1,1,,,73,103,76,102,,,,,,,,1,1,,,73,99,74,98,,,,,,CHRYSTIE ST,,1,1,,,73,103,74,102,,,,,,CHRYSTIE ST,G00002274,460.302297701519024,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,460.302277450493307,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:34,hnyc_columbia,,,,,191,192,
2476,{00000000-0000-0000-0000-000000000000},G00002275,NY,New York,Manhattan,W 97 ST,0,1,,,,,,,,,,,,,,1,1,,,300,318,301,319,,,,,,W 97 ST,,1,1,,,300,316,301,313,,,,,,W 97 ST,G00002275,469.980023399456002,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 22:21:42,amv2173_columbia,469.980002707917947,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:34,hnyc_columbia,,,,,740,739,
2477,{00000000-0000-0000-0000-000000000000},G00002276,NY,New York,Manhattan,KIMLOW SQ,1,1,,Chatham Sq E,178,210,,,,,,,,,,1,1,,,,,,,,,,,,PARK ROW,,1,1,,PARK ROW,1,13,,,,,,,,PARK ROW,G00002276,362.489943995500028,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,361.526734492039679,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:34,hnyc_columbia,,,,,46,46,
2478,{00000000-0000-0000-0000-000000000000},G00002277,NY,New York,Manhattan,PINEHURST AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,1,,PINEHURST AVE,G00002277,435.647220533082987,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:19:42,rse2121_columbia,435.647295964023215,7/22/2019 17:22:53,hnyc_columbia,1/31/2020 0:13:59,sk4562_columbia,,,,,,,
2479,{00000000-0000-0000-0000-000000000000},G00002278,NY,New York,Manhattan,FORSYTH ST,1,1,,,63,89,64,90,,,,,,,,1,1,,,63,89,62,88,,,,,,FORSYTH ST,,1,1,,,63,89,62,90,,,,,,FORSYTH ST,G00002278,459.744069189336017,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,459.744048936730906,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:35,hnyc_columbia,,,,,192,193,
2480,{00000000-0000-0000-0000-000000000000},G00002279,NY,New York,Manhattan,LEX AVE,0,1,,,,,,,,,,,,,,1,1,,,2146,2168,2147,2169,,,,,,LEXINGTON AVE,,1,1,,LEXINGTON AVE,2146,2168,,,,,,,,LEXINGTON AVE,G00002279,268.791132005312022,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 21:27:46,amv2173_columbia,268.791120158869944,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:35,hnyc_columbia,,,,,426,426,
2481,{00000000-0000-0000-0000-000000000000},G00002280,NY,New York,Manhattan,LENOX AVE,1,1,,,,,,,,,,,,,,1,1,,,1433,1451,1434,1452,,,,,,LENOX AVE,,1,1,,,361,375,360,378,,,,,SIXTH AVE,LENOX AVE,G00002280,260.481436694152990,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:43:13,amv2173_columbia,260.481425221239249,7/22/2019 17:22:53,hnyc_columbia,3/20/2020 15:25:23,msl2215_columbia,,,,,547,499,
2482,{00000000-0000-0000-0000-000000000000},G00002281,NY,New York,Manhattan,E HOUSTON ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,36,40,31,39,,,,,,E HOUSTON ST,G00002281,131.886983636727734,7/10/2019 23:07:10,dpm2159_columbia,7/12/2019 18:58:01,amv2173_columbia,131.886977829386524,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:35,hnyc_columbia,,,,,819,800,
2483,{00000000-0000-0000-0000-000000000000},G00002282,NY,New York,Manhattan,E 15 ST,1,1,,,62,86,61,87,,,,,,,,1,1,,,123,153,122,148,,,,,,E 15 ST,,1,1,,,123,153,122,148,,,,,,E 15 ST,G00002282,509.719523707240000,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,509.719501260605455,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:35,hnyc_columbia,,,,,983,983,
2484,{00000000-0000-0000-0000-000000000000},G00002283,NY,New York,Manhattan,E 119 ST,1,1,,,,,,,,,,,,,,1,1,,,201,253,200,254,,,,,,E 119 ST,,1,1,,,201,249,200,248,,,,,,E 119 ST,G00002283,707.181813125842041,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,707.181781991524758,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:29:35,hnyc_columbia,,,,,316,317,
