Name,Full_Name,Name1880,AltName,Left_Low,Left_High,Right_Low,Right_High,ED_Minus,ED_Plus,ObjectID,JoinId
7 AVE,NA,7 AVE,NA,100,116,101,117,329,185,2503,G00002302
E 73,NA,E 73,NA,NA,NA,NA,NA,588,588,2504,G00002303
MADISON AVE,NA,MADISON AVE,NA,1692,1708,1693,1709,631,631,2505,G00002304
W 53,NA,W 53,NA,500,554,501,555,509,509,2506,G00002305
4 AVE,4 AVE,4 AVE,NA,NA,NA,2056,2088,638,638,2508,G00002307
8 AVE,8 AVE,8 AVE,CENTRAL PARK WEST,478,485,NA,NA,529,0,2509,G00002308
E 89,NA,E 89,NA,301,355,300,354,601,601,2510,G00002309
LEXINGTON AVE,NA,LEXINGTON AVE,NA,1100,1112,1101,1113,589,596,2511,G00002310
5 AVE,NA,5 AVE,NA,NA,NA,1301,1317,0,591,2512,G00002311
E 121,NA,E 121,NA,301,359,300,358,645,642,2513,G00002312
W 15,NA,W 15,NA,2,64,1,67,182,182,2514,G00002313
E 102,NA,E 102,NA,161,177,160,176,625,625,2515,G00002314
E BROADWAY,NA,E BROADWAY,NA,120,162,121,161,86,86,2516,G00002315
W 212,NA,W 212,NA,500,536,501,529,535,535,2517,G00002316
W 38,NA,W 38,NA,400,460,401,457,392,395,2520,G00002319
GRAND,NA,GRAND,NA,308,320,309,321,202,198,2523,G00002322
W 35,NA,W 35,NA,2,78,1,77,295,295,2524,G00002323
E 88,NA,E 88,NA,1,41,2,40,599,599,2525,G00002324
W 96,NA,W 96,NA,2,60,1,59,527,527,2526,G00002325
E 56,NA,E 56,NA,301,353,300,354,564,564,2527,G00002326
W 35,NA,W 35,NA,300,382,301,375,402,401,2528,G00002327
FRONT,FRONT,FRONT,NA,NA,NA,NA,NA,97,97,2530,G00002329
BARROW,NA,BARROW,NA,1,1,NA,NA,223,223,2531,G00002330
GREENWICH,NA,GREENWICH,NA,322,332,325,337,16,16,2532,G00002331
N MOORE,NA,N MOORE,NA,2,14,1,15,19,20,2535,G00002334
CANAL,NA,CANAL,NA,502,516,523,533,24,102,2536,G00002335
11 AVE,NA,11 AVE,NA,381,395,380,394,388,388,2537,G00002336
BLEECKER,NA,BLEECKER,NA,272,280,271,279,225,223,2538,G00002337
WHITE,NA,WHITE,NA,98,114,97,113,47,47,2539,G00002338
3 AVE,NA,3 AVE,NA,952,970,953,971,541,566,2540,G00002339
HUDSON,NA,HUDSON,NA,135,149,136,150,18,21,2541,G00002340
GREENE,NA,GREENE,NA,229,237,230,238,158,164,2542,G00002341
W 76,NA,W 76,NA,214,260,215,261,525,525,2543,G00002342
LEXINGTON AVE,NA,LEXINGTON AVE,NA,804,820,803,821,586,593,2544,G00002343
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,538,556,539,557,527,527,2545,G00002344
E 33,NA,E 33,NA,1,23,2,28,292,292,2546,G00002345
SULLIVAN,NA,SULLIVAN,NA,46,56,43,55,110,121,2547,G00002346
STANTON,NA,STANTON,NA,106,120,105,119,251,213,2548,G00002347
E 58,NA,E 58,NA,101,135,100,136,584,584,2549,G00002348
2 AVE,2 AVE,2 AVE,NA,481,497,482,498,500,502,2550,G00002349
BEAVER,NA,BEAVER,NA,75,95,76,92,9,9,2551,G00002350
W 204,NA,W 204,NA,508,518,541,553,535,535,2552,G00002351
E 1,NA,E 1,NA,12,26,11,23,257,257,2553,G00002352
4 AVE,4 AVE,4 AVE,NA,1162,1170,NA,NA,588,588,2554,G00002353
E 109,NA,E 109,NA,201,247,200,246,629,629,2555,G00002354
5 AVE,NA,5 AVE,NA,354,370,355,371,295,295,2556,G00002355
W 32,NA,W 32,NA,NA,NA,NA,NA,289,293,2558,G00002357
E 72,NA,E 72,NA,23,61,24,62,588,588,2559,G00002358
FORSYTH,NA,FORSYTH,NA,31,61,32,60,193,195,2560,G00002359
WAVERLY PL,NA,WAVERLY PL,NA,186,204,167,169,167,169,2562,G00002361
E 50,NA,E 50,NA,301,363,300,364,553,552,2564,G00002363
4 AVE,4 AVE,4 AVE,NA,2055,2087,NA,NA,638,638,2566,G00002365
11 AVE,NA,11 AVE,NA,247,261,246,260,377,377,2569,G00002368
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,256,274,257,271,296,476,2570,G00002369
W 117,NA,W 117,NA,204,280,205,281,536,536,2571,G00002370
3 AVE,NA,3 AVE,NA,1948,1964,1949,1965,630,629,2572,G00002372
BLVD,BLVD,BLVD,BROADWAY,2133,2153,NA,NA,525,525,2573,G00002373
2 AVE,2 AVE,2 AVE,NA,1733,1751,1734,1752,600,601,2574,G00002374
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,198,218,201,219,291,475,2575,G00002375
ACADEMY,NA,ACADEMY,NA,598,624,599,625,535,535,2576,G00002376
W 79,NA,W 79,NA,NA,NA,NA,NA,525,525,2577,G00002377
AVE A,NA,AVE A,NA,1299,1309,1300,1310,613,613,2578,G00002378
E 86,NA,E 86,NA,135,161,134,160,598,597,2581,G00002381
7 AVE,NA,7 AVE,BROADWAY,1507,1527,NA,NA,470,568,2582,G00002382
COLUMBUS CIR,NA,COLUMBUS CIR,NA,NA,NA,NA,NA,0,0,2583,G00002383
LEXINGTON AVE,NA,LEXINGTON AVE,NA,314,332,315,331,296,477,2584,G00002384
ORCHARD,NA,ORCHARD,NA,11,39,10,38,196,196,2586,G00002386
BOWERY,NA,BOWERY,NA,232,244,233,245,58,216,2587,G00002387
8 AVE,8 AVE,8 AVE,NA,2343,2365,2344,2366,530,536,2588,G00002388
W 13,NA,W 13,NA,352,362,NA,NA,242,244,2591,G00002391
NASSAU,NA,NASSAU,NA,27,39,28,38,9,9,2593,G00002393
W 150,NA,W 150,NA,300,312,301,313,532,532,2594,G00002394
W 58,NA,W 58,NA,2,66,1,55,584,584,2595,G00002395
E 11,NA,E 11,NA,401,443,400,444,365,366,2597,G00002397
W 39,NA,W 39,NA,200,276,201,277,403,403,2598,G00002398
E 70,NA,E 70,NA,501,535,500,534,613,616,2600,G00002400
AUDUBON AVE,NA,AUDUBON AVE,NA,NA,NA,NA,NA,534,534,2602,G00002402
4 AVE,NA,4 AVE,NA,480,494,479,493,291,291,2603,G00002404
E 80,NA,E 80,NA,1,23,2,24,590,589,2604,G00002405
E 109,NA,E 109,NA,301,349,300,348,627,627,2606,G00002407
E 21,NA,E 21,NA,301,345,300,350,425,424,2608,G00002409
9 AVE,NA,9 AVE,NA,89,103,88,102,327,328,2609,G00002410
MANHATTAN AVE,NA,MANHATTAN AVE,NA,443,479,444,480,529,529,2610,G00002411
W 22,NA,W 22,NA,100,170,101,169,190,190,2612,G00002413
BLEECKER,NA,BLEECKER,NA,296,314,297,315,225,224,2613,G00002414
WILLIAM,NA,WILLIAM,NA,45,53,46,54,9,9,2614,G00002415
10 AVE,10 AVE,10 AVE,NA,NA,NA,1641,1659,531,531,2615,G00002416
COLLISTER,NA,COLLISTER,NA,NA,NA,NA,NA,18,18,2616,G00002417
BAXTER,NA,BAXTER,NA,100,102,99,101,46,45,2617,G00002418
GREENWICH,NA,GREENWICH,NA,620,634,617,631,229,228,2618,G00002419
S. 5 AVE,S. 5 AVE,S. 5 AVE,NA,209,247,214,242,122,123,2619,G00002420
AVE A,NA,AVE A,NA,127,143,NA,NA,368,0,2620,G00002421
W 88,NA,W 88,NA,250,264,251,267,527,527,2622,G00002423
PITT,NA,PITT,NA,111,141,NA,NA,303,303,2624,G00002426
4 AVE,4 AVE,4 AVE,NA,800,814,NA,NA,577,577,2625,G00002427
WAVERLY PL,NA,WAVERLY PL,NA,226,230,183,197,178,177,2626,G00002428
BLVD,BLVD,BLVD,BROADWAY,2825,2835,NA,NA,529,529,2627,G00002429
HUDSON,NA,HUDSON,NA,343,361,346,364,105,106,2628,G00002430
5 AVE,NA,5 AVE,NA,NA,NA,1489,1499,0,625,2629,G00002431
MONTGOMERY,NA,MONTGOMERY,NA,81,87,82,88,96,91,2630,G00002432
DELANCEY,NA,DELANCEY,NA,54,70,55,69,209,206,2631,G00002433
W 80,NA,W 80,NA,246,252,245,255,525,525,2632,G00002434
8 AVE,8 AVE,8 AVE,NA,NA,NA,2766,2782,532,536,2633,G00002436
LENOX AVE,NA,LENOX AVE,NA,1753,1771,1754,1772,654,654,2634,G00002437
10 AVE,NA,10 AVE,NA,771,787,766,780,509,508,2635,G00002438
W 136,NA,W 136,NA,2,66,1,67,654,654,2636,G00002439
LEXINGTON AVE,NA,LEXINGTON AVE,NA,2102,2126,2103,2127,651,652,2638,G00002441
10 AVE,10 AVE,10 AVE,NA,NA,NA,553,569,527,527,2639,G00002442
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,959,973,960,974,520,520,2640,G00002443
BLVD,BLVD,BLVD,BROADWAY,2113,2131,NA,NA,525,525,2641,G00002444
9 AVE,NA,9 AVE,NA,147,169,146,162,336,336,2643,G00002446
JEFFERSON,NA,JEFFERSON,NA,9,19,6,20,88,87,2644,G00002447
PRINCE,NA,PRINCE,NA,190,206,189,205,119,115,2645,G00002448
W 35,NA,W 35,NA,500,560,501,559,388,389,2646,G00002449
E HOUSTON,NA,E HOUSTON,NA,298,316,297,317,305,304,2647,G00002450
NA,NA,NA,NA,550,590,551,565,534,534,2648,G00002451
E 123,NA,E 123,NA,NA,NA,NA,NA,648,641,2649,G00002452
AVE A,NA,AVE A,NA,211,225,210,224,363,372,2650,G00002453
LEXINGTON AVE,NA,LEXINGTON AVE,NA,1412,1448,1423,1447,623,623,2651,G00002455
MINETTA LN,NA,MINETTA LN,NA,1,5,2,10,161,161,2652,G00002456
E 83,NA,E 83,NA,301,349,300,348,603,605,2653,G00002457
HUDSON,NA,HUDSON,NA,99,103,96,102,17,15,2654,G00002458
GREENE,NA,GREENE,NA,119,147,120,146,126,126,2655,G00002459
E 43,NA,E 43,NA,125,155,126,156,537,537,2656,G00002460
LEONARD,NA,LEONARD,NA,123,139,124,140,47,47,2657,G00002461
11 AVE,11 AVE,11 AVE,WEST END AVE,699,713,700,714,527,527,2658,G00002462
GREENE,NA,GREENE,NA,1,31,2,32,123,123,2659,G00002463
LIVINGSTON PL,LIVINGSTON PL,LIVINGSTON PL,NA,NA,NA,1,9,437,438,2660,G00002464
E 54,NA,E 54,NA,49,77,48,82,583,577,2661,G00002465
BLVD,BLVD,BLVD,BROADWAY,1821,1849,NA,NA,517,517,2663,G00002467
W 57,NA,W 57,NA,300,370,301,365,516,516,2664,G00002468
W 19,NA,W 19,NA,100,164,101,167,187,189,2665,G00002469
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,100,118,99,117,279,474,2666,G00002470
7 AVE,NA,7 AVE,NA,244,260,245,261,344,343,2668,G00002472
GRAND,NA,GRAND,NA,236,250,237,253,201,200,2669,G00002473
HANCOCK PL,NA,HANCOCK PL,NA,NA,NA,7,19,530,530,2670,G00002474
10 AVE,10 AVE,10 AVE,NA,1974,1998,1975,1999,533,533,2671,G00002475
1 AVE,1 AVE,1 AVE,NA,2067,2089,2068,2090,627,627,2672,G00002476
10 AVE,10 AVE,10 AVE,NA,2118,2134,2119,2135,534,534,2673,G00002477
ALLEN,NA,ALLEN,NA,179,207,180,208,249,250,2674,G00002478
MADISON AVE,NA,MADISON AVE,NA,850,868,851,869,588,588,2675,G00002479
W 175,NA,W 175,NA,550,572,551,575,534,534,2677,G00002481
E 3,NA,E 3,NA,201,265,200,260,310,306,2678,G00002482
BLVD,BLVD,BLVD,BROADWAY,2521,2537,NA,NA,527,527,2679,G00002483
E 41,NA,E 41,NA,301,347,300,356,479,480,2680,G00002484
9 AVE,NA,9 AVE,NA,507,521,506,522,395,398,2681,G00002486
MONROE,NA,MONROE,NA,1,45,2,44,79,80,2682,G00002487
GREENWICH,NA,GREENWICH,NA,94,112,91,111,6,8,2683,G00002488
E 38,NA,E 38,NA,21,41,22,40,298,296,2684,G00002489
W 78,NA,W 78,NA,250,262,251,263,525,525,2685,G00002490
BROADWAY,NA,BROADWAY,NA,1591,1611,1592,1610,468,468,2686,G00002491
E 90,NA,E 90,NA,301,341,300,340,601,601,2687,G00002492
W 179,NA,W 179,NA,NA,NA,NA,NA,534,534,2688,G00002493
E 118,NA,E 118,NA,201,255,200,254,637,637,2689,G00002494
W 51,NA,W 51,NA,100,162,101,163,579,579,2690,G00002495
MORNINGSIDE AVE,NA,MORNINGSIDE AVE,NA,NA,NA,1,10,529,529,2691,G00002496
W 48,NA,W 48,NA,2,80,1,79,575,575,2692,G00002497
4 AVE,4 AVE,4 AVE,NA,1383,1397,NA,NA,600,600,2694,G00002499
DUNSCOMB PL,NA,DUNSCOMB PL,NA,401,433,400,432,554,552,2695,G00002500
MORNINGSIDE AVE,NA,MORNINGSIDE AVE,NA,138,150,139,151,530,530,2697,G00002502
E 83,NA,E 83,NA,135,173,134,174,597,597,2698,G00002503
10 AVE,NA,10 AVE,NA,237,255,242,258,346,346,2699,G00002504
STONE,NA,STONE,NA,43,61,42,62,1,1,2700,G00002505
CANAL,NA,CANAL,NA,314,338,313,331,20,123,2701,G00002506
8 AVE,NA,8 AVE,NA,601,617,600,618,397,403,2702,G00002507
RIVINGTON,NA,RIVINGTON,NA,148,162,145,163,212,151,2703,G00002508
E 42,NA,E 42,NA,401,435,400,430,542,480,2704,G00002509
W 60,NA,W 60,NA,6,44,7,45,517,517,2705,G00002511
E 45,NA,E 45,NA,301,347,300,346,546,545,2706,G00002512
CHERRY,NA,CHERRY,NA,116,164,117,163,81,82,2707,G00002513
1 AVE,1 AVE,1 AVE,NA,2303,2307,2292,2306,636,635,2708,G00002514
GOLD,NA,GOLD,NA,37,51,38,50,11,10,2709,G00002515
4 AVE,4 AVE,4 AVE,NA,NA,NA,NA,NA,576,576,2711,G00002517
SAINT NICHOLAS PL,NA,SAINT NICHOLAS PL,NA,NA,NA,758,772,532,532,2712,G00002518
MONTGOMERY,NA,MONTGOMERY,NA,35,47,36,50,94,91,2714,G00002520
E 18,NA,E 18,NA,31,49,30,48,188,186,2715,G00002521
11 AVE,11 AVE,11 AVE,WEST END AVE,261,281,262,282,524,524,2716,G00002522
JEFFERSON,NA,JEFFERSON,NA,21,27,22,26,88,87,2717,G00002523
E 53,NA,E 53,NA,400,450,401,451,559,559,2718,G00002524
9 AVE,NA,9 AVE,NA,863,881,862,880,515,516,2719,G00002525
WATER,NA,WATER,NA,74,94,75,95,9,9,2720,G00002526
E 104,NA,E 104,NA,143,185,142,188,625,625,2722,G00002528
W 59,NA,W 59,NA,500,552,501,557,518,519,2723,G00002529
LASALLE,NA,LASALLE,NA,500,550,501,551,530,530,2726,G00002532
W 66,NA,W 66,NA,100,124,101,125,521,522,2727,G00002533
2 AVE,2 AVE,2 AVE,NA,39,51,38,52,258,259,2728,G00002534
11 AVE,11 AVE,11 AVE,WEST END AVE,779,795,780,796,527,527,2729,G00002535
SPRUCE,NA,SPRUCE,NA,NA,NA,NA,NA,0,11,2730,G00002536
BROADWAY,NA,BROADWAY,NA,NA,NA,4502,4538,535,535,2731,G00002537
EDGECOMB AVE,NA,EDGECOMB AVE,NA,NA,NA,26,46,531,531,2732,G00002539
MAIDEN LN,NA,MAIDEN LN,NA,1,19,2,18,11,11,2733,G00002540
10 AVE,10 AVE,10 AVE,NA,176,204,177,205,524,523,2734,G00002541
E 28,NA,E 28,NA,23,49,24,50,280,280,2735,G00002542
1 AVE,1 AVE,1 AVE,NA,377,391,378,392,433,426,2736,G00002543
E 88,NA,E 88,NA,101,129,100,128,599,599,2737,G00002544
RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,50,59,525,525,2738,G00002545
E 6,NA,E 6,NA,401,447,400,442,273,270,2739,G00002546
1 AVE,1 AVE,1 AVE,NA,1219,1237,1206,1224,616,616,2741,G00002549
BROADWAY,NA,BROADWAY,NA,871,887,874,888,188,188,2742,G00002550
STUYVESANT,NA,STUYVESANT,NA,13,37,16,48,355,355,2743,G00002551
E 13,NA,E 13,NA,501,549,500,550,372,371,2744,G00002552
SAINT MARKS PL,NA,SAINT MARKS PL,NA,1,37,2,36,355,275,2745,G00002553
HUDSON,NA,HUDSON,NA,405,421,404,418,217,219,2746,G00002554
4 AVE,4 AVE,4 AVE,NA,NA,NA,1220,1226,589,589,2747,G00002555
E 53,NA,E 53,NA,1,25,2,22,577,577,2748,G00002556
NAGLE AVE,NA,NAGLE AVE,NA,2,72,1,71,535,535,2749,G00002557
4 AVE,4 AVE,4 AVE,NA,NA,NA,2363,2381,651,651,2750,G00002558
E 43,NA,E 43,NA,1,21,2,22,570,570,2751,G00002559
E 131,NA,E 131,NA,101,131,100,130,653,653,2752,G00002560
E 75,NA,E 75,NA,201,241,200,242,611,612,2753,G00002561
W 117,NA,W 117,NA,324,368,325,369,529,529,2754,G00002562
10 AVE,NA,10 AVE,NA,221,235,222,240,326,340,2755,G00002563
E 49,NA,E 49,NA,NA,NA,NA,NA,576,576,2756,G00002564
IRVING PL,NA,IRVING PL,NA,51,63,52,64,70,70,2757,G00002565
PEARL,NA,PEARL,NA,311,341,314,342,37,37,2758,G00002566
W 78,NA,W 78,NA,300,322,301,323,525,525,2759,G00002567
E 34,NA,E 34,NA,37,63,38,72,291,291,2760,G00002568
E 117,NA,E 117,NA,NA,NA,NA,NA,639,638,2761,G00002569
4 AVE,4 AVE,4 AVE,NA,NA,NA,1322,1338,598,598,2762,G00002570
NA,NA,NA,NA,76,108,NA,NA,243,243,2763,G00002571
8 AVE,NA,8 AVE,NA,851,869,850,868,466,467,2764,G00002572
NICHOLAS AVE,NA,NICHOLAS AVE,NA,723,739,724,740,532,532,2765,G00002573
5 AVE,NA,5 AVE,NA,NA,NA,1561,1569,0,625,2766,G00002574
LEXINGTON AVE,NA,LEXINGTON AVE,NA,2070,2088,2071,2089,648,648,2767,G00002575
W 136,NA,W 136,NA,NA,NA,NA,NA,531,531,2769,G00002577
E 45,NA,E 45,NA,1,27,2,28,571,571,2770,G00002578
7 AVE,NA,7 AVE,NA,880,900,881,899,506,581,2771,G00002579
6 AVE,NA,6 AVE,NA,411,427,414,428,284,283,2772,G00002580
AVE D,NA,AVE D,NA,NA,NA,NA,NA,307,308,2773,G00002581
E 12,NA,E 12,NA,31,53,32,58,181,173,2774,G00002582
GREENE,NA,GREENE,NA,33,55,34,54,123,123,2775,G00002583
MADISON AVE,NA,MADISON AVE,NA,1974,1982,1973,1983,649,649,2776,G00002584
E 73,NA,E 73,NA,301,341,300,340,614,614,2778,G00002586
MADISON AVE,NA,MADISON AVE,NA,2026,2050,2027,2051,650,651,2781,G00002589
E 126,NA,E 126,NA,101,131,100,132,648,648,2782,G00002590
AVE B,NA,AVE B,NA,76,92,73,91,271,314,2783,G00002591
CORTLANDT ALY,NA,CORTLANDT ALY,NA,1,23,2,24,47,47,2784,G00002592
W 4,NA,W 4,NA,286,298,283,299,235,178,2785,G00002593
LEXINGTON AVE,NA,LEXINGTON AVE,NA,784,802,783,801,586,592,2786,G00002594
GREENWICH,NA,GREENWICH,NA,310,320,315,323,16,16,2787,G00002595
6 AVE,NA,6 AVE,NA,253,267,250,266,185,186,2788,G00002596
W 101,NA,W 101,NA,200,210,201,211,528,528,2789,G00002597
W 101,NA,W 101,NA,NA,NA,NA,NA,528,528,2790,G00002598
HUDSON,NA,HUDSON,NA,55,61,50,62,16,15,2791,G00002599
HUDSON,NA,HUDSON,NA,217,241,214,232,103,109,2792,G00002600
6 AVE,NA,6 AVE,NA,449,461,446,462,286,282,2793,G00002601
W 177,NA,W 177,NA,500,514,501,511,534,534,2794,G00002602
BROAD,NA,BROAD,NA,105,111,110,122,1,1,2795,G00002603
5 AVE,NA,5 AVE,NA,NA,NA,1281,1299,0,591,2796,G00002604
5 AVE,NA,5 AVE,NA,2078,2094,2077,2093,650,650,2797,G00002605
E 125,NA,E 125,NA,301,349,300,352,646,646,2799,G00002607
MOTT,NA,MOTT,NA,241,291,240,292,61,60,2801,G00002609
E 61,NA,E 61,NA,NA,NA,NA,NA,586,585,2802,G00002610
BROADWAY,NA,BROADWAY,NA,463,487,460,486,123,53,2803,G00002611
SULLIVAN,NA,SULLIVAN,NA,2,18,1,21,122,122,2804,G00002612
W 140,NA,W 140,NA,450,476,451,475,531,531,2805,G00002613
10 AVE,NA,10 AVE,NA,575,591,576,594,441,458,2806,G00002614
BROOME,NA,BROOME,NA,195,209,196,210,149,149,2807,G00002615
W 34,NA,W 34,NA,2,72,1,61,292,295,2808,G00002616
RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,90,99,526,526,2809,G00002617
8 AVE,8 AVE,8 AVE,NA,2819,2831,2840,2848,532,536,2810,G00002618
W 108,NA,W 108,NA,2,18,1,17,528,529,2811,G00002619
NICHOLAS AVE,NA,NICHOLAS AVE,NA,271,291,272,292,530,530,2813,G00002621
W 183,NA,W 183,NA,NA,NA,NA,NA,535,535,2814,G00002622
E 24,NA,E 24,NA,135,165,138,164,473,473,2816,G00002625
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2940,2958,529,529,2817,G00002626
AUDUBON AVE,NA,AUDUBON AVE,NA,NA,NA,NA,NA,535,535,2818,G00002627
AVE B,NA,AVE B,NA,160,174,159,173,369,325,2819,G00002628
W 82,NA,W 82,NA,250,256,249,257,526,526,2820,G00002629
5 AVE,NA,5 AVE,NA,130,140,109,117,188,188,2821,G00002630
MADISON AVE,NA,MADISON AVE,NA,1670,1690,1671,1691,630,630,2822,G00002632
AVE A,NA,AVE A,NA,175,193,174,190,365,370,2823,G00002633
AVE A,NA,AVE A,NA,1323,1327,1324,1328,613,613,2824,G00002634
W 18,NA,W 18,NA,100,170,101,171,187,187,2825,G00002635
1 AVE,1 AVE,1 AVE,NA,281,295,274,288,437,420,2826,G00002636
3 AVE,NA,3 AVE,NA,1548,1566,1557,1567,599,598,2827,G00002637
W 36,NA,W 36,NA,118,168,117,167,294,294,2828,G00002638
HUDSON,NA,HUDSON,NA,447,463,438,462,228,226,2829,G00002639
NICHOLAS AVE,NA,NICHOLAS AVE,NA,323,339,324,340,530,530,2831,G00002641
W 12,NA,W 12,NA,286,308,283,295,235,235,2833,G00002643
W 28,NA,W 28,NA,24,56,25,61,282,282,2834,G00002644
W 122,NA,W 122,NA,500,540,501,527,529,529,2835,G00002645
E 10,NA,E 10,NA,1,23,2,26,173,172,2836,G00002646
2 AVE,2 AVE,2 AVE,NA,943,961,944,960,553,553,2837,G00002647
1 AVE,1 AVE,1 AVE,NA,1495,1509,1494,1508,609,609,2838,G00002648
2 AVE,2 AVE,2 AVE,NA,2003,2017,2002,2016,624,624,2840,G00002650
W 97,NA,W 97,NA,NA,NA,NA,NA,527,527,2841,G00002651
W 93,NA,W 93,NA,250,260,251,265,527,527,2842,G00002652
4 AVE,NA,4 AVE,NA,310,322,301,321,278,277,2843,G00002653
STANTON,NA,STANTON,NA,42,58,41,59,249,215,2845,G00002655
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2464,2480,527,527,2847,G00002657
SPRING,NA,SPRING,NA,88,104,89,103,124,125,2848,G00002658
2 AVE,2 AVE,2 AVE,NA,1833,1851,1834,1852,624,624,2850,G00002660
E 11,NA,E 11,NA,42,64,35,63,173,173,2851,G00002661
E 62,NA,E 62,NA,101,135,100,134,586,586,2853,G00002663
4 AVE,4 AVE,4 AVE,NA,988,992,NA,NA,586,586,2854,G00002664
WASHINGTON,NA,WASHINGTON,NA,568,582,567,583,217,217,2855,G00002665
LIBERTY,NA,LIBERTY,NA,2,12,1,13,11,9,2856,G00002666
BLVD,BLVD,BLVD,BROADWAY,NA,NA,NA,NA,521,521,2857,G00002667
10 AVE,NA,10 AVE,NA,451,467,450,464,389,390,2858,G00002668
DELANCEY,NA,DELANCEY,NA,304,320,305,317,136,134,2859,G00002669
EDGECOMB AVE,NA,EDGECOMB AVE,NA,249,343,250,344,532,532,2860,G00002670
E 127,NA,E 127,NA,201,249,200,248,652,647,2861,G00002671
E 71,NA,E 71,NA,201,259,200,258,615,615,2862,G00002672
E 17,NA,E 17,NA,123,147,122,148,70,70,2863,G00002673
BROADWAY,NA,BROADWAY,NA,291,303,292,304,15,38,2864,G00002674
BROADWAY,NA,BROADWAY,NA,415,417,416,418,20,47,2865,G00002675
8 AVE,NA,8 AVE,NA,65,73,NA,NA,244,179,2868,G00002678
BROADWAY,NA,BROADWAY,NA,715,727,716,732,164,66,2869,G00002679
W 147,NA,W 147,NA,300,310,301,309,532,532,2870,G00002680
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,520,536,521,537,526,526,2872,G00002682
E 19,NA,E 19,NA,201,247,200,248,435,436,2873,G00002683
2 AVE,2 AVE,2 AVE,NA,1655,1671,1658,1672,598,601,2875,G00002685
7 AVE,NA,7 AVE,NA,580,596,583,599,471,567,2877,G00002687
E 41,NA,E 41,NA,401,431,400,420,480,480,2878,G00002688
SEAMAN AVE,NA,SEAMAN AVE,NA,112,148,113,149,535,535,2880,G00002690
E 64,NA,E 64,NA,101,135,100,136,587,586,2882,G00002692
10 AVE,10 AVE,10 AVE,NA,2038,2048,NA,NA,534,534,2883,G00002694
FRONT,NA,FRONT,NA,118,134,115,131,9,9,2884,G00002695
DIVISION,NA,DIVISION,NA,NA,NA,145,151,86,86,2885,G00002696
1 AVE,1 AVE,1 AVE,NA,1719,1737,1720,1738,601,601,2886,G00002697
DOWNING,NA,DOWNING,NA,34,72,35,73,220,220,2887,G00002698
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,80,98,81,97,279,474,2888,G00002699
BROADWAY,NA,BROADWAY,NA,4841,4875,4840,4876,535,535,2890,G00002701
W HOUSTON,NA,W HOUSTON,NA,45,61,42,60,126,127,2891,G00002702
W 104,NA,W 104,NA,24,84,25,85,528,528,2892,G00002703
W 120,NA,W 120,NA,NA,NA,NA,NA,529,529,2893,G00002704
LEROY,NA,LEROY,NA,130,144,129,143,217,229,2894,G00002705
E 117,NA,E 117,NA,143,191,144,192,639,638,2895,G00002706
W 55,NA,W 55,NA,200,214,201,215,505,506,2897,G00002708
LEXINGTON AVE,NA,LEXINGTON AVE,NA,1872,1894,1871,1895,638,638,2898,G00002709
HESTER,NA,HESTER,NA,152,166,161,173,50,50,2904,G00002715
8 AVE,8 AVE,8 AVE,NA,2659,2679,2660,2680,532,536,2906,G00002717
8 AVE,8 AVE,8 AVE,NA,2269,2287,2270,2288,529,536,2908,G00002719
HANCOCK PL,NA,HANCOCK PL,NA,20,28,NA,NA,530,530,2909,G00002720
E 59,NA,E 59,NA,1,29,2,28,585,584,2910,G00002721
PECK SLIP,NA,PECK SLIP,NA,1,19,2,16,37,10,2911,G00002722
COLLISTER,NA,COLLISTER,NA,NA,NA,NA,NA,22,22,2912,G00002724
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,296,312,293,313,296,477,2913,G00002725
THOMPSON,NA,THOMPSON,NA,235,239,234,238,162,162,2914,G00002726
W 69,NA,W 69,NA,2,76,1,65,523,523,2915,G00002727
BLVD,BLVD,BLVD,BROADWAY,2837,2859,NA,NA,529,529,2916,G00002728
8 AVE,8 AVE,8 AVE,NA,2505,2531,2506,2532,531,536,2917,G00002729
W 113,NA,W 113,NA,NA,NA,NA,NA,529,529,2919,G00002731
3 AVE,NA,3 AVE,NA,990,1008,991,1009,592,620,2920,G00002732
AVE C,NA,AVE C,NA,163,177,162,176,325,322,2921,G00002733
4 AVE,4 AVE,4 AVE,NA,NA,NA,2383,2399,651,651,2922,G00002734
MADISON AVE,NA,MADISON AVE,NA,1534,1552,1539,1557,625,625,2924,G00002736
W 17,NA,W 17,NA,200,268,201,269,329,330,2925,G00002737
11 AVE,11 AVE,11 AVE,WEST END AVE,859,879,860,880,528,528,2926,G00002738
