Name,Full_Name,Name1880,AltName,Left_Low,Left_High,Right_Low,Right_High,ED_Minus,ED_Plus,ObjectID,JoinId
E 15,NA,E 15,NA,1,27,2,22,182,182,4654,G00004510
CLIFF,NA,CLIFF,NA,1,31,2,34,10,10,4655,G00004511
W 177,NA,W 177,NA,NA,NA,NA,NA,534,534,4656,G00004512
E 79,NA,E 79,NA,401,447,400,446,607,609,4657,G00004513
10 AVE,10 AVE,10 AVE,NA,NA,NA,NA,NA,534,534,4660,G00004516
E 81,NA,E 81,NA,1,47,2,48,590,590,4661,G00004517
MADISON AVE,NA,MADISON AVE,NA,572,588,569,583,582,583,4663,G00004519
4 AVE,4 AVE,4 AVE,NA,2240,2260,NA,NA,641,641,4665,G00004521
BROOME,NA,BROOME,NA,539,561,540,562,110,111,4666,G00004522
E 94,NA,E 94,NA,101,137,100,136,623,623,4667,G00004524
1 AVE,1 AVE,1 AVE,NA,2387,2403,NA,NA,645,644,4668,G00004525
1 AVE,1 AVE,1 AVE,NA,1,11,2,10,255,254,4669,G00004526
ELDRIDGE,NA,ELDRIDGE,NA,89,99,90,100,201,202,4670,G00004527
HUDSON,NA,HUDSON,NA,NA,NA,32,44,16,15,4671,G00004528
W 28,NA,W 28,NA,100,162,101,157,286,287,4672,G00004529
W 178,NA,W 178,NA,NA,NA,NA,NA,534,534,4674,G00004531
E 135,NA,E 135,NA,43,49,44,50,653,653,4675,G00004532
PRINCE,NA,PRINCE,NA,168,188,167,187,118,116,4676,G00004533
EDGECOMB AVE,NA,EDGECOMB AVE,NA,NA,NA,128,140,531,531,4678,G00004535
VESTRY,NA,VESTRY,NA,27,47,28,50,23,23,4680,G00004537
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2702,2720,528,528,4682,G00004539
W 20,NA,W 20,NA,300,366,301,367,336,337,4683,G00004540
GRAND,NA,GRAND,NA,116,130,121,131,53,52,4684,G00004541
NICHOLAS AVE,NA,NICHOLAS AVE,NA,741,755,742,756,532,532,4685,G00004542
CATHERINE SLIP,NA,CATHERINE SLIP,NA,11,27,14,26,82,25,4686,G00004543
9 AVE,NA,9 AVE,NA,291,311,290,310,379,349,4687,G00004544
4 AVE,NA,4 AVE,NA,496,510,495,509,291,291,4688,G00004545
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2540,2554,527,527,4689,G00004546
BROADWAY,NA,BROADWAY,NA,349,363,350,362,15,47,4690,G00004547
AVE A,NA,AVE A,NA,43,57,42,56,262,264,4692,G00004549
W 95,NA,W 95,NA,250,272,251,257,527,527,4693,G00004550
E 91,NA,E 91,NA,201,223,200,222,624,600,4694,G00004551
HARRISON,NA,HARRISON,NA,7,23,8,24,16,17,4695,G00004552
W 123,NA,W 123,NA,500,560,501,561,529,530,4696,G00004553
E 108,NA,E 108,NA,NA,NA,NA,NA,630,630,4697,G00004554
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,920,936,921,937,528,528,4698,G00004555
8 AVE,NA,8 AVE,NA,259,277,256,278,341,342,4699,G00004556
EDGAR,NA,EDGAR,NA,NA,NA,NA,NA,2,2,4700,G00004557
1 AVE,1 AVE,1 AVE,NA,2135,2139,2136,2138,627,627,4701,G00004558
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,456,472,455,473,571,538,4702,G00004559
1 AVE,1 AVE,1 AVE,NA,1043,1065,1048,1064,564,564,4703,G00004560
BLVD,BLVD,BLVD,BROADWAY,2683,2699,NA,NA,528,528,4704,G00004562
10 AVE,10 AVE,10 AVE,NA,1300,1324,1301,1325,530,530,4705,G00004563
CANAL,NA,CANAL,NA,340,344,333,341,20,123,4706,G00004564
GREENWICH,NA,GREENWICH,NA,294,308,303,313,14,14,4707,G00004565
W 57,NA,W 57,NA,500,558,501,567,514,518,4708,G00004566
11 AVE,11 AVE,11 AVE,WEST END AVE,839,857,840,858,528,528,4709,G00004567
4 AVE,4 AVE,4 AVE,NA,944,960,NA,NA,584,584,4710,G00004568
3 AVE,NA,3 AVE,NA,346,354,339,355,473,431,4711,G00004569
CORTLANDT,NA,CORTLANDT,NA,1,21,2,20,12,12,4712,G00004570
W 16,NA,W 16,NA,100,162,101,161,185,185,4713,G00004571
E 96,NA,E 96,NA,143,175,142,174,625,625,4714,G00004572
PLEASANT AVE,NA,PLEASANT AVE,NA,339,361,338,360,635,643,4715,G00004573
4 AVE,4 AVE,4 AVE,NA,NA,NA,1,17,291,291,4716,G00004574
W 114,NA,W 114,NA,300,316,301,317,529,529,4717,G00004575
11 AVE,NA,11 AVE,NA,421,435,418,436,389,389,4718,G00004576
GRAMERCY S PARK,NA,GRAMERCY S PARK,NA,NA,NA,126,140,71,71,4719,G00004577
E 129,NA,E 129,NA,NA,NA,NA,NA,651,651,4720,G00004578
W 37,NA,W 37,NA,100,120,101,121,294,299,4723,G00004581
E 118,NA,E 118,NA,1,23,2,28,639,639,4724,G00004582
E 70,NA,E 70,NA,101,129,100,134,588,587,4725,G00004583
CENTRE,NA,CENTRE,NA,199,201,194,200,52,52,4726,G00004584
5 AVE,NA,5 AVE,NA,NA,NA,461,477,569,570,4727,G00004585
PINE,NA,PINE,NA,94,100,93,99,9,9,4728,G00004587
1 AVE,1 AVE,1 AVE,NA,1739,1755,1740,1756,601,601,4729,G00004588
4 AVE,4 AVE,4 AVE,NA,NA,NA,1051,1073,586,586,4731,G00004590
BLVD,BLVD,BLVD,BROADWAY,NA,NA,3078,3092,529,529,4732,G00004591
ELIZABETH,NA,ELIZABETH,NA,201,259,200,258,60,58,4734,G00004593
E 118,NA,E 118,NA,301,353,300,354,636,636,4736,G00004595
5 AVE,NA,5 AVE,NA,NA,NA,1465,1475,0,625,4737,G00004596
11 AVE,NA,11 AVE,NA,661,681,664,682,446,447,4738,G00004597
BOWERY,NA,BOWERY,NA,190,212,195,213,58,208,4739,G00004598
CEDAR,NA,CEDAR,NA,70,90,71,89,9,9,4740,G00004599
4 AVE,4 AVE,4 AVE,NA,NA,NA,993,1009,585,585,4741,G00004600
E 38,NA,E 38,NA,NA,NA,NA,NA,296,296,4742,G00004601
E 37,NA,E 37,NA,301,319,300,312,486,487,4743,G00004602
RIVINGTON,NA,RIVINGTON,NA,86,98,85,97,214,210,4744,G00004603
BROOME,NA,BROOME,NA,371,385,372,388,55,55,4746,G00004605
E BROADWAY,NA,E BROADWAY,NA,NA,NA,163,179,87,87,4747,G00004606
CHURCH,NA,CHURCH,NA,16,26,15,25,13,13,4748,G00004607
W 10,NA,W 10,NA,128,152,129,153,167,169,4749,G00004608
W 103,NA,W 103,NA,NA,NA,NA,NA,528,528,4750,G00004609
E 57,NA,E 57,NA,301,357,300,360,564,564,4752,G00004611
2 AVE,2 AVE,2 AVE,NA,145,157,146,158,355,357,4754,G00004613
MADISON AVE,NA,MADISON AVE,NA,1314,1332,1319,1337,623,623,4755,G00004614
E 83,NA,E 83,NA,501,543,500,542,604,604,4756,G00004615
4 AVE,4 AVE,4 AVE,NA,NA,NA,NA,NA,576,576,4757,G00004616
E 88,NA,E 88,NA,43,83,42,82,599,599,4761,G00004621
PINE,NA,PINE,NA,2,16,1,13,9,9,4762,G00004622
CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,NA,531,531,4763,G00004623
W 31,NA,W 31,NA,200,262,201,259,410,409,4764,G00004624
8 AVE,8 AVE,8 AVE,NA,NA,NA,NA,NA,533,536,4765,G00004625
W 49,NA,W 49,NA,300,364,301,369,465,465,4766,G00004627
2 AVE,2 AVE,2 AVE,NA,563,583,564,580,495,496,4767,G00004628
BLEECKER,NA,BLEECKER,NA,368,384,367,383,234,233,4769,G00004630
W 4,NA,W 4,NA,32,52,33,51,158,158,4770,G00004631
W 37,NA,W 37,NA,2,70,1,69,297,297,4771,G00004632
W 118,NA,W 118,NA,300,322,301,323,529,529,4772,G00004633
W 90,NA,W 90,NA,200,210,201,215,527,527,4773,G00004634
6 AVE,NA,6 AVE,NA,1031,1045,1022,1036,581,584,4774,G00004635
BROADWAY,NA,BROADWAY,NA,921,939,922,938,191,73,4775,G00004636
W 62,NA,W 62,NA,2,26,1,27,520,520,4776,G00004637
CONVENT AVE,NA,CONVENT AVE,NA,318,338,319,339,532,532,4777,G00004638
FRANKLIN,NA,FRANKLIN,NA,41,57,40,56,47,47,4778,G00004639
W 119,NA,W 119,NA,400,432,401,435,529,529,4779,G00004640
6 AVE,NA,6 AVE,NA,901,917,902,918,579,578,4780,G00004641
E 65,NA,E 65,NA,201,255,200,254,616,617,4781,G00004642
CLINTON,NA,CLINTON,NA,2,32,1,31,304,252,4782,G00004643
SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,534,534,4783,G00004644
THOMAS,NA,THOMAS,NA,2,26,1,27,15,15,4784,G00004645
W 24,NA,W 24,NA,500,558,501,559,326,346,4785,G00004646
GANSEVOORT,NA,GANSEVOORT,NA,44,74,49,79,243,243,4787,G00004648
HUDSON,NA,HUDSON,NA,551,567,552,574,236,234,4788,G00004650
8 AVE,NA,8 AVE,NA,719,743,720,746,464,469,4789,G00004651
4 AVE,4 AVE,4 AVE,NA,2304,2324,NA,NA,649,649,4790,G00004652
W 136,NA,W 136,NA,300,322,NA,NA,531,531,4791,G00004653
W 45,NA,W 45,NA,200,260,201,265,470,469,4793,G00004655
6 AVE,NA,6 AVE,BROADWAY,NA,NA,1292,1306,293,292,4795,G00004657
4 AVE,4 AVE,4 AVE,NA,2218,2238,NA,NA,641,641,4797,G00004659
E 46,NA,E 46,NA,1,29,2,28,571,571,4798,G00004660
W 65,NA,W 65,NA,2,68,1,67,521,522,4799,G00004661
6 AVE,NA,6 AVE,NA,59,75,58,74,166,163,4800,G00004662
LEXINGTON AVE,LEXINGTON AVE,LEXINGTON AVE,NA,616,634,617,637,577,540,4801,G00004663
SOUTH,NA,SOUTH,NA,222,240,NA,NA,82,82,4802,G00004664
10 AVE,10 AVE,10 AVE,NA,700,720,701,721,527,527,4803,G00004665
E 58 ST,E 58 ST,E 58 ST,NA,501,505,500,504,565,564,4804,G00004666
INWOOD,INWOOD,INWOOD,NA,200,262,201,263,535,535,4806,G00004668
BROADWAY,NA,BROADWAY,NA,NA,NA,NA,NA,535,535,4807,G00004669
11 AVE,11 AVE,11 AVE,WEST END AVE,921,937,922,938,528,528,4808,G00004670
1 AVE,1 AVE,1 AVE,NA,1463,1477,1462,1478,611,610,4809,G00004672
BROOME,NA,BROOME,NA,307,321,308,322,201,207,4810,G00004673
W 120,NA,W 120,NA,400,434,401,435,529,529,4811,G00004674
BLVD,BLVD,BLVD,BROADWAY,2217,2237,NA,NA,525,525,4812,G00004675
E 106,NA,E 106,NA,101,127,100,126,630,625,4813,G00004676
1 AVE,1 AVE,1 AVE,NA,763,783,770,784,545,545,4814,G00004677
4 AVE,4 AVE,4 AVE,NA,1461,1475,NA,NA,623,623,4815,G00004678
MANHATTAN AVE,NA,MANHATTAN AVE,NA,151,173,152,174,528,528,4816,G00004680
W 142,NA,W 142,NA,450,476,451,477,531,532,4817,G00004681
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,558,586,559,587,527,527,4818,G00004682
W 26,NA,W 26,NA,500,564,501,561,347,377,4819,G00004683
E 78,NA,E 78,NA,201,273,200,272,608,608,4820,G00004684
W 47,NA,W 47,NA,2,80,1,81,572,575,4821,G00004685
E 88,NA,E 88,NA,201,235,200,234,600,598,4822,G00004686
W 48,NA,W 48,NA,500,560,501,563,445,447,4823,G00004687
W 57,NA,W 57,NA,400,462,401,479,515,517,4824,G00004688
W 44,NA,W 44,NA,300,360,301,359,463,464,4825,G00004690
3 AVE,NA,3 AVE,NA,1724,1742,1725,1743,625,624,4826,G00004691
E 35,NA,E 35,NA,201,251,200,252,489,490,4827,G00004692
4 AVE,4 AVE,4 AVE,NA,NA,NA,1596,1630,625,625,4828,G00004693
COENTIES ALY,NA,COENTIES ALY,NA,NA,NA,NA,NA,1,1,4829,G00004694
2 AVE,2 AVE,2 AVE,NA,1181,1199,1180,1200,617,618,4830,G00004695
ELM,ELM,ELM,NA,110,128,111,129,52,52,4831,G00004696
CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,NA,531,531,4832,G00004697
BROADWAY,NA,BROADWAY,NA,757,769,756,770,172,66,4833,G00004698
RIVINGTON,NA,RIVINGTON,NA,36,52,37,49,215,209,4834,G00004699
10 AVE,10 AVE,10 AVE,NA,2300,2310,2301,2311,534,534,4835,G00004700
E 20,NA,E 20,NA,301,359,300,354,424,435,4837,G00004702
PEARL,NA,PEARL,NA,171,181,170,180,9,9,4839,G00004704
BROOME,NA,BROOME,NA,517,531,520,532,121,120,4840,G00004705
WORTH,NA,WORTH,NA,29,63,30,62,15,15,4841,G00004706
GRAND,NA,GRAND,NA,504,520,503,521,139,100,4842,G00004707
2 AVE,2 AVE,2 AVE,NA,419,439,420,440,432,429,4843,G00004708
GOUVERNEUR,NA,GOUVERNEUR,NA,22,32,21,33,93,93,4844,G00004710
AVE D,NA,AVE D,NA,93,111,94,110,318,317,4846,G00004713
W 138,NA,W 138,NA,300,322,301,323,531,531,4847,G00004714
4 AVE,4 AVE,4 AVE,NA,NA,NA,2417,2437,653,653,4848,G00004715
E 52,NA,E 52,NA,137,163,136,162,540,539,4849,G00004716
E 106,NA,E 106,NA,301,347,300,346,627,626,4850,G00004717
PEARL,NA,PEARL,NA,211,223,210,222,10,10,4851,G00004718
W 115,NA,W 115,NA,330,352,331,353,529,529,4852,G00004719
ESSEX,NA,ESSEX,NA,53,73,54,74,203,203,4854,G00004721
BARROW,NA,BARROW,NA,3,35,2,30,224,224,4855,G00004722
E 92,NA,E 92,NA,101,141,100,140,623,623,4856,G00004723
E 78,NA,E 78,NA,101,133,100,132,589,589,4858,G00004725
W 56,NA,W 56,NA,400,464,401,465,514,515,4859,G00004726
GRAND,NA,GRAND,NA,322,334,323,339,202,198,4860,G00004727
E 87,NA,E 87,NA,101,147,100,142,599,598,4861,G00004728
E 51,NA,E 51,NA,401,433,400,434,554,554,4862,G00004729
S WILLIAM,NA,S WILLIAM,NA,1,7,2,2,1,1,4863,G00004730
PERRY,NA,PERRY,NA,122,148,121,149,231,237,4864,G00004731
10 AVE,NA,10 AVE,NA,295,311,294,312,381,379,4865,G00004732
MADISON AVE,NA,MADISON AVE,NA,870,886,871,887,588,588,4866,G00004733
READE,NA,READE,NA,85,113,84,112,14,15,4867,G00004734
BLVD,BLVD,BLVD,BROADWAY,NA,NA,1968,1998,522,522,4868,G00004735
3 AVE,NA,3 AVE,NA,2342,2362,2341,2359,652,652,4869,G00004736
E 88,NA,E 88,NA,501,535,500,534,601,601,4870,G00004737
E 77,NA,E 77,NA,201,257,200,256,608,611,4871,G00004738
VERMILYEA AVE,NA,VERMILYEA AVE,NA,88,132,87,131,535,535,4872,G00004739
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2240,2256,525,525,4876,G00004743
E 87,NA,E 87,NA,301,355,300,354,601,601,4877,G00004744
4 AVE,4 AVE,4 AVE,NA,NA,NA,1704,1738,625,625,4878,G00004745
HUDSON,NA,HUDSON,NA,599,609,NA,NA,236,235,4879,G00004746
4 AVE,4 AVE,4 AVE,NA,1172,1180,NA,NA,588,588,4880,G00004747
E 56,NA,E 56,NA,NA,NA,500,510,563,563,4881,G00004748
9 AVE,NA,9 AVE,NA,523,539,524,542,396,397,4882,G00004749
W 113,NA,W 113,NA,400,442,401,443,529,529,4883,G00004750
GREAT JONES,NA,GREAT JONES,NA,2,4,1,3,65,65,4884,G00004751
5 AVE,NA,5 AVE,NA,320,336,319,333,292,292,4885,G00004752
8 AVE,NA,8 AVE,NA,831,849,828,848,466,467,4886,G00004753
SPRUCE,NA,SPRUCE,NA,1,23,2,24,37,11,4887,G00004754
W 112,NA,W 112,NA,500,542,501,543,529,529,4889,G00004756
1 AVE,1 AVE,1 AVE,NA,411,427,410,428,429,427,4890,G00004757
PECK SLIP,NA,PECK SLIP,NA,21,33,NA,NA,32,10,4892,G00004759
RIVINGTON,NA,RIVINGTON,NA,54,68,51,67,215,209,4893,G00004760
E 83,NA,E 83,NA,201,249,200,248,602,605,4894,G00004761
W 47,NA,W 47,NA,500,578,501,565,445,445,4895,G00004762
AVE B,NA,AVE B,NA,196,214,195,209,371,374,4896,G00004763
W 152,NA,W 152,NA,300,310,301,309,532,532,4897,G00004764
8 AVE,8 AVE,8 AVE,NA,2809,2817,NA,NA,532,536,4898,G00004765
WAVERLY PL,NA,WAVERLY PL,NA,222,224,179,181,168,169,4899,G00004767
BROADWAY,NA,BROADWAY,NA,857,869,860,872,186,186,4901,G00004769
BROADWAY,NA,BROADWAY,NA,305,317,306,318,15,38,4902,G00004770
HORATIO,NA,HORATIO,NA,52,66,43,59,241,242,4903,G00004771
GRAND,NA,GRAND,NA,52,70,51,69,123,123,4905,G00004773
W 12,NA,W 12,NA,316,326,317,329,236,241,4906,G00004774
E 88,NA,E 88,NA,401,453,400,452,601,601,4907,G00004775
E 125,NA,E 125,NA,1,37,2,36,649,640,4908,G00004776
10 AVE,NA,10 AVE,NA,345,361,350,366,384,383,4909,G00004777
JANE,NA,JANE,NA,68,98,67,95,240,240,4910,G00004778
E 57,NA,E 57,NA,201,253,200,252,566,562,4913,G00004781
W 41,NA,W 41,NA,100,150,101,149,567,567,4914,G00004782
E 93,NA,E 93,NA,401,423,400,422,624,624,4915,G00004783
E 35,NA,E 35,NA,101,137,100,132,296,291,4916,G00004784
E 63,NA,E 63,NA,25,51,26,56,586,586,4917,G00004785
AVE A,NA,AVE A,NA,1451,1467,1452,1468,604,604,4918,G00004786
UNIVERSITY PL,NA,UNIVERSITY PL,NA,8,10,9,11,165,164,4919,G00004787
E 92,NA,E 92,NA,201,241,200,240,624,624,4921,G00004789
2 AVE,2 AVE,2 AVE,NA,2019,2043,2018,2042,626,626,4922,G00004790
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2200,2216,525,525,4923,G00004791
FULTON,NA,FULTON,NA,112,124,119,133,11,11,4924,G00004792
W 143,NA,W 143,NA,300,312,301,313,532,532,4925,G00004793
4 AVE,4 AVE,4 AVE,NA,NA,NA,49,65,296,296,4926,G00004794
W 26,NA,W 26,NA,8,64,13,59,283,282,4927,G00004795
W 58,NA,W 58,NA,200,238,201,239,506,506,4928,G00004796
W 171,NA,W 171,NA,NA,NA,NA,NA,534,534,4929,G00004797
MAC DOUGAL,NA,MAC DOUGAL,NA,143,173,156,166,165,165,4930,G00004798
E END AVE,NA,E END AVE,NA,1706,1720,1705,1719,601,601,4931,G00004799
E 16,NA,E 16,NA,125,149,126,150,70,69,4932,G00004800
MADISON AVE,NA,MADISON AVE,NA,754,770,753,771,587,587,4933,G00004801
5 AVE,NA,5 AVE,NA,118,128,97,107,186,186,4934,G00004802
E 97,NA,E 97,NA,101,129,100,128,625,625,4935,G00004803
AVE C,NA,AVE C,NA,89,105,90,104,314,313,4936,G00004804
E 82,NA,E 82,NA,501,557,500,556,604,604,4937,G00004805
W 71,NA,W 71,NA,300,350,301,351,524,524,4938,G00004806
5 AVE,NA,5 AVE,NA,626,638,625,637,578,576,4939,G00004807
5 AVE,NA,5 AVE,NA,1011,1027,NA,NA,0,588,4940,G00004808
5 AVE,NA,5 AVE,NA,234,248,233,249,281,280,4941,G00004809
W 116,NA,W 116,NA,2,58,1,55,638,638,4942,G00004810
CROSBY,NA,CROSBY,NA,104,126,105,127,63,63,4944,G00004812
MADISON AVE,NA,MADISON AVE,NA,2000,2024,2001,2025,650,651,4945,G00004813
2 AVE,2 AVE,2 AVE,NA,2439,2459,2440,2460,647,646,4946,G00004814
W 44,NA,W 44,NA,2,78,1,79,569,569,4947,G00004815
LIVINGSTON PL,LIVINGSTON PL,LIVINGSTON PL,NA,NA,NA,10,16,437,437,4948,G00004816
CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,NA,531,531,4949,G00004817
STANTON,NA,STANTON,NA,122,136,121,137,251,213,4950,G00004818
CROSBY,NA,CROSBY,NA,128,146,129,147,63,63,4951,G00004819
W 99,NA,W 99,NA,250,262,239,257,527,528,4952,G00004820
W 185,NA,W 185,NA,638,652,639,641,535,535,4953,G00004821
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2838,2860,529,529,4954,G00004822
SPRING,NA,SPRING,NA,NA,NA,335,353,101,101,4955,G00004824
W 150,NA,W 150,NA,400,406,NA,NA,532,532,4956,G00004825
E 44,NA,E 44,NA,33,53,32,52,571,570,4957,G00004826
FULTON,NA,FULTON,NA,100,110,101,117,11,11,4959,G00004828
W 171,NA,W 171,NA,500,512,501,517,534,534,4960,G00004829
CLINTON,NA,CLINTON,NA,138,160,139,161,145,147,4961,G00004830
FORSYTH,NA,FORSYTH,NA,135,159,136,160,208,209,4962,G00004831
BROADWAY,NA,BROADWAY,NA,489,527,488,528,124,63,4964,G00004833
E 108,NA,E 108,NA,1,49,2,50,630,630,4965,G00004834
1 AVE,1 AVE,1 AVE,NA,99,113,100,116,274,273,4966,G00004835
W 29,NA,W 29,NA,28,54,31,53,282,282,4967,G00004836
W 54,NA,W 54,NA,300,360,301,359,511,511,4968,G00004837
W 84,NA,W 84,NA,200,210,201,217,526,526,4969,G00004838
MANHATTAN,NA,MANHATTAN,NA,NA,NA,NA,NA,530,530,4970,G00004839
3 AVE,NA,3 AVE,NA,322,338,321,337,473,432,4971,G00004840
STANTON,NA,STANTON,NA,258,270,257,271,302,154,4972,G00004841
PROSPECT PL,PROSPECT PL,PROSPECT PL,NA,2,14,1,19,480,480,4973,G00004843
7 AVE,NA,7 AVE,NA,134,148,135,151,334,187,4975,G00004845
RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,22,29,525,525,4976,G00004846
NICHOLAS AVE,NA,NICHOLAS AVE,NA,401,453,402,454,531,531,4977,G00004847
E 93,NA,E 93,NA,101,137,100,136,623,623,4978,G00004848
COOPER SQ,NA,COOPER SQ,BOWERY,NA,NA,381,395,67,268,4979,G00004849
E 71,NA,E 71,NA,NA,NA,NA,NA,588,588,4980,G00004850
PERRY,NA,PERRY,NA,2,18,1,15,169,169,4981,G00004851
BLVD,BLVD,BLVD,BROADWAY,1947,1965,NA,NA,522,522,4982,G00004852
SEAMAN AVE,NA,SEAMAN AVE,NA,50,58,51,57,535,535,4983,G00004853
MAIDEN LN,NA,MAIDEN LN,NA,89,109,80,110,10,9,4984,G00004854
E 56,NA,E 56,NA,201,251,200,248,562,562,4985,G00004855
COLLEGE PL,COLLEGE PL,COLLEGE PL,NA,12,16,11,15,14,14,4986,G00004856
MERCER,NA,MERCER,NA,37,63,36,62,123,123,4987,G00004857
BROAD,NA,BROAD,NA,91,99,90,98,1,1,4988,G00004859
CLARK,NA,CLARK,NA,1,19,2,18,111,119,4989,G00004860
W 76,NA,W 76,NA,300,338,301,339,525,525,4994,G00004865
E HOUSTON,NA,E HOUSTON,NA,138,160,135,149,255,249,4995,G00004866
PECK SLIP,NA,PECK SLIP,NA,35,45,32,44,10,10,4996,G00004867
W 112,NA,W 112,NA,300,316,301,317,529,529,4997,G00004868
SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,534,534,4998,G00004869
W 215,NA,W 215,NA,400,424,401,423,535,535,4999,G00004870
E 36,NA,E 36,NA,NA,NA,NA,NA,296,296,5000,G00004871
BLEECKER,NA,BLEECKER,NA,156,168,155,169,128,160,5001,G00004872
3 AVE,NA,3 AVE,NA,282,300,283,299,72,433,5003,G00004874
E 40,NA,E 40,NA,NA,NA,NA,NA,570,296,5004,G00004875
E 89,NA,E 89,NA,101,129,100,128,600,599,5005,G00004876
6 AVE,NA,6 AVE,NA,133,149,132,146,170,174,5006,G00004877
MORTON,NA,MORTON,NA,70,90,71,89,228,228,5007,G00004878
E 9,NA,E 9,NA,1,27,2,24,172,172,5008,G00004879
W 4,NA,W 4,NA,340,356,337,351,242,242,5009,G00004880
E 6,NA,E 6,NA,NA,NA,NA,NA,67,67,5010,G00004881
2 AVE,2 AVE,2 AVE,NA,1693,1711,1694,1712,600,601,5012,G00004883
E 80,NA,E 80,NA,25,71,26,72,590,589,5016,G00004887
PRINCE,NA,PRINCE,NA,110,126,109,125,125,126,5017,G00004888
MADISON AVE,NA,MADISON AVE,NA,1194,1212,1199,1217,599,599,5018,G00004889
E 6,NA,E 6,NA,801,817,800,822,317,313,5019,G00004890
MORNINGSIDE DR,NA,MORNINGSIDE DR,NA,90,98,NA,NA,529,529,5020,G00004891
W 108,NA,W 108,NA,NA,NA,NA,NA,528,529,5021,G00004892
LENOX AVE,NA,LENOX AVE,NA,1159,1177,1160,1178,638,638,5022,G00004893
12 AVE,NA,12 AVE,NA,2270,2278,NA,NA,530,530,5023,G00004894
CATHEDRAL PKWY,NA,CATHEDRAL PKWY,NA,500,544,501,545,529,529,5024,G00004895
3 AVE,NA,3 AVE,NA,702,718,703,719,537,544,5025,G00004896
3 AVE,NA,3 AVE,NA,578,598,579,599,477,484,5026,G00004897
JOHN,NA,JOHN,NA,91,101,90,102,10,10,5027,G00004898
W 112,NA,W 112,NA,100,108,101,109,630,631,5028,G00004899
9 AVE,NA,9 AVE,NA,683,699,682,700,454,465,5029,G00004900
E 116,NA,E 116,NA,401,457,400,456,635,635,5030,G00004901
COLUMBUS AVE,9 AVE,COLUMBUS AVE,NA,616,636,617,637,527,527,5031,G00004902
2 AVE,2 AVE,2 AVE,NA,2221,2239,2222,2238,637,634,5033,G00004904
STANTON,NA,STANTON,NA,322,340,323,341,300,156,5034,G00004905
AVE A,NA,AVE A,NA,77,93,74,92,270,271,5035,G00004906
BROOME,NA,BROOME,NA,403,411,406,414,53,53,5036,G00004907
BLVD,BLVD,BLVD,BROADWAY,NA,NA,2882,2902,529,529,5037,G00004908
E 86,NA,E 86,NA,NA,NA,NA,NA,598,591,5038,G00004909
2 AVE,2 AVE,2 AVE,NA,2101,2119,2100,2120,629,627,5039,G00004910
BLVD,BLVD,BLVD,BROADWAY,2445,2461,NA,NA,527,527,5040,G00004911
DRY DOCK,DRY DOCK,DRY DOCK,NA,13,21,12,22,376,376,5042,G00004913
MADISON AVE,NA,MADISON AVE,NA,1214,1232,1219,1237,600,600,5043,G00004914
10 AVE,NA,10 AVE,NA,257,275,260,276,347,347,5044,G00004915
CATHERINE,NA,CATHERINE,NA,11,23,14,24,75,26,5045,G00004916
W 80,NA,W 80,NA,200,220,201,225,525,525,5046,G00004917
E 76,NA,E 76,NA,301,361,300,362,611,610,5047,G00004918
AVE A,NA,AVE A,NA,1223,1233,1224,1234,616,616,5048,G00004919
RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,31,39,525,525,5049,G00004920
BROADWAY,NA,BROADWAY,NA,NA,NA,5000,5008,535,535,5050,G00004921
2 AVE,2 AVE,2 AVE,NA,1673,1691,1674,1692,598,601,5051,G00004922
W 213,NA,W 213,NA,500,516,501,537,535,535,5052,G00004923
4 AVE,4 AVE,4 AVE,NA,1327,1345,NA,NA,598,598,5053,G00004924
GREENWICH,NA,GREENWICH,NA,702,718,697,711,231,236,5054,G00004925
AVE A,NA,AVE A,NA,1145,1165,1146,1166,618,618,5055,G00004926
W 166,NA,W 166,NA,NA,NA,NA,NA,534,534,5056,G00004928
3 AVE,NA,3 AVE,NA,776,796,777,795,538,550,5057,G00004929
CHRISTOPHER,NA,CHRISTOPHER,NA,NA,NA,33,65,166,167,5059,G00004931
E 87,NA,E 87,NA,NA,NA,NA,NA,599,598,5060,G00004932
COLLEGE PL,COLLEGE PL,COLLEGE PL,NA,66,82,67,81,15,15,5061,G00004933
E 14,NA,E 14,NA,101,119,100,118,69,68,5062,G00004934
10 AVE,10 AVE,10 AVE,NA,1040,1058,NA,NA,529,529,5063,G00004935
