ED,Street1,Street2,Street3,Street4,Street5,Street6,Street7,Street8,Street9,Street10,Street11,Street12,Street13,Street14,Street15,Street16,Street17,Street18,Street19,Street20,Street21,Street22,Street23,Street24,Street25,Street26,Street27,Street28,Street29,Street30,Street31,Street32,Street33,Street34,Street35,Street36,Street37,Street38,Street39,Street40,Street41,Street42,Street43,Street44,Street45,Street46,Street47,Street48,Street49,Street50,Street51,Street52,Street53,Street54,Street55,Street56,Street57,Street58,Street59,Street60,Street61,Street62,Street63,Street64,Street65,Street66,Street67,Street68,Street69,Street70,Street71,Street72
954,52 ST EAST,53 ST EAST,55 ST EAST,58 ST EAST,91 ST EAST,CLARKSON AVENUE,REMSEN AVENUE,RUTLAND ROAD,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,91 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,95 ST EAST,96 ST EAST,98 ST EAST,NEW YORK AVENUE EAST,OAKLAND,ROCKAWAY PARKWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,91 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,95 ST EAST,CLARKSON AVENUE,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,91 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,CLARKSON AVENUE,KINGS HIGHWAY,LENOX ROAD,LINDEN,REMSEN AVENUE,REMSEN PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,95 ST EAST,96 ST EAST,98 ST EAST,CLARKSON AVENUE,ROCKAWAY PARKWAY,RUTLAND ROAD,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,98 ST EAST,BARRETT,BLAKE AVENUE,DUMONT AVENUE,GRAFTON,HOWARD AVENUE,KINGS HIGHWAY,LEGION,RIVERDALE AVENUE,SARATOGA AVENUE,TAPSCOTT,UNION AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,95 ST EAST,96 ST EAST,98 ST EAST,CHESTNUT,CLARKSON AVENUE,KINGS HIGHWAY,LENOX ROAD,LINDEN,REMSEN PLACE,ROCKAWAY PARKWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,91 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,95 ST EAST,96 ST EAST,98 ST EAST,A AVENUE,CHURCH AVENUE,LINDEN,OLD CARNARSIE ROAD,REMSEN AVENUE,REMSEN PLACE,ROCKAWAY PARKWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,98 ST EAST,AMBOY,AMES,BARRETT,DOUGLASS,HEGEMAN AVENUE,HERZL,HOPKINSON AVENUE,LEGION,LOTT AVENUE,NEWPORT,RIVERDALE AVENUE,SARATOGA AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,AMBOY,BLAKE AVENUE,DOUGLASS,DUMONT AVENUE,HERZL,HOPKINSON AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,SARATOGA AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,BRISTOL,CHESTER,HEGEMAN AVENUE,HOPKINSON AVENUE,LIVONIA AVENUE,LOTT AVENUE,NEWPORT,RIVERDALE AVENUE,ROCKAWAY AVENUE,THATFORD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,CITY LIMITS,DRESDEN,ETNA,FORCE TUBE AVENUE,FULTON,HALE AVENUE,HIGHLAND PLACE,JAMAICA AVENUE,LOGAN,NORWOOD AVENUE,RIDGEWOOD AVENUE,US NATIONAL CEMETERY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,CITY LIMITS,CLINTON PLACE,COX PLACE,CRESCENT,ETNA,EUCLID AVENUE,FRESH POND ROAD,GRAMERCY PLACE,JAMAICA AVENUE,JARDINE PLACE,KILL\'SOUTH PATH,LOGAN,RICHMOND,WHARTON PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,CITY LIMITS,CRESCENT,DANFORTH,ETNA,GRANT AVENUE,GRIFFIN PLACE,HEGEMAN AVENUE,JAMAICA AVENUE,LIBERTY PLACE,LINCOLN AVENUE,NICHOLS AVENUE,O\'BRIEN PLACE,RAILROAD AVENUE,RIDGEWOOD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,CHESTNUT,CRESCENT,ETNA,EUCLID AVENUE,KINGS HIGHWAY,LOGAN,PINE,RICHMOND,RIDGEWOOD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,CHESTNUT,CRESCENT,EUCLID AVENUE,FULTON,HEMLOCK,IVY,LOGAN,PINE,RICHMOND,RIDGEWOOD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,ADLER PLACE,AITKEN PLACE,ATLANTIC AVENUE,CAMPUS PLACE,CITY LIMITS,CRESCENT,DUMONT AVENUE,ELDERTS LANE,ENFIELD,ETNA,FULTON,GRANT AVENUE,HEGEMAN AVENUE,HEMLOCK,IVY,KARWEG PLACE,LIBERTY PLACE,LINCOLN AVENUE,NICHOLS AVENUE,O\'BRIEN PLACE,RAILROAD AVENUE,RIDGEWOOD AVENUE,SHERIDAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,ADAMS,ATLANTIC AVENUE,CITY LIMITS,CRESCENT,FULTON,GLEN,GRANT AVENUE,HEGEMAN AVENUE,HEMLOCK,LINCOLN AVENUE,MAGENTA,MCKINLEY AVENUE,NICHOLS AVENUE,RAILROAD AVENUE,SHERIDAN AVENUE,9 AVENUE,WEIRFIELD,WELDON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,ATLANTIC AVENUE,CHESTNUT,CONDUIT AVENUE,CRESCENT,DINSMORE PLACE,EUCLID AVENUE,FORCE TUBE AVENUE,FULTON,GLEN,LOGAN,PINE,PROPOSED,RICHMOND,SENTINEL PLACE,9 AVENUE,WEIRFIELD,WELDON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,ALBEMARLE ROAD,ARLINGTON AVENUE,ATKINS AVENUE,ATLANTIC AVENUE,BUTLER,DRESDEN,FORCE TUBE AVENUE,FULTON,HALE AVENUE,HATTON PLACE,HIGHLAND PLACE,LOGAN,NORWOOD AVENUE,RIDGEWOOD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,ATKINS AVENUE,ATLANTIC AVENUE,BERRIMAN,FOUNTAIN AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,LOGAN,MILFORD,MONTAUK AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,ATLANTIC AVENUE,CHESTNUT,CONDUIT AVENUE,CRESCENT,CRYSTAL,DOSCHER,EUCLID AVENUE,FOUNTAIN AVENUE,GLENMORE AVENUE,HEGEMAN AVENUE,HEMLOCK,HILL,LIBERTY AVENUE,MAGENTA,PINE,RAILROAD AVENUE,WEIRFIELD,WELDON,WELLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,ADAMS,CITY LIMITS,DREW AVENUE,ELDERTS LANE,ENFIELD,FORBELL AVENUE,GLENMORE AVENUE,GRANT AVENUE,LIBERTY AVENUE,LINCOLN AVENUE,MAGENTA,MCKINLEY AVENUE,RAILROAD AVENUE,SHERIDAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,BERRIMAN,FOUNTAIN AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,LOGAN,MILFORD,MONTAUK AVENUE,PITKIN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,BELMONT AVENUE,BERRIMAN,FOUNTAIN AVENUE,LOGAN,MILFORD,MONTAUK AVENUE,PITKIN AVENUE,SUTTER AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,ATKINS AVENUE,BELMONT AVENUE,BERRIMAN,BLAKE AVENUE,FOUNTAIN AVENUE,LOGAN,MILFORD,MONTAUK AVENUE,SUTTER AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,BELMONT AVENUE,BLAKE AVENUE,CHESTNUT,CRESCENT,CRYSTAL,DOSCHER,DUMONT AVENUE,EUCLID AVENUE,FOUNTAIN AVENUE,GLENMORE AVENUE,HEGEMAN AVENUE,HEMLOCK,HOLLY,KAUFMAN PLACE,PINE,PITKIN AVENUE,RAILROAD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,AMBER,BELMONT AVENUE,BLAKE AVENUE,CITY LIMITS,CONDUIT AVENUE,DREW AVENUE,DUMONT AVENUE,EMERALD,GLENMORE AVENUE,GRANT AVENUE,HEGEMAN AVENUE,LINCOLN AVENUE,PITKIN AVENUE,RAILROAD AVENUE,RUBY,RUPPERT ROAD,SAPPHIRE,SASAFRAS,SHERIDAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,AMBER,BADGER,BETTS CREEK,CITY LIMITS,COZINE AVENUE,CRANSTON AVENUE,CRESCENT,DUMONT AVENUE,EARLY AVENUE,EMERALD,EUCLID AVENUE,FAIRFIELD AVENUE,FOUNTAIN AVENUE,FOUNTAIN PLACE,GRANT AVENUE,HEGEMAN AVENUE,HINSDALE,JAMAICA BAY,JOSLEY AVENUE,LINCOLN AVENUE,LOGAN,MAYNARD AVENUE,MORRIS AVENUE,OLD MILL ROAD,PELHAM AVENUE,PHOENIX AVENUE,PINE,PLUM,PRIMROSE AVENUE,RAILROAD AVENUE,RIDGEDALE AVENUE,RUBY,RUPPERT ROAD,SAPPHIRE,SASAFRAS,SPEEDWELL AVENUE,STANLEY AVENUE,STODDARD AVENUE,SUSSEX AVENUE,TINTON AVENUE,TORBORG PLACE,VIENNA AVENUE,WESTERN AVENUE,WHALEN AVENUE,WORTMAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,ATKINS AVENUE,BERRIMAN,BETTS CREEK,BLAKE AVENUE,COZINE AVENUE,DUMONT AVENUE,ESSEX,EUCLID AVENUE,FAIRFIELD AVENUE,FOUNTAIN AVENUE,FOUNTAIN PLACE,HEGEMAN AVENUE,JAMAICA BAY,JOSLEY AVENUE,LOGAN,MARSH AVENUE,MAYNARD AVENUE,MEADOW,MONTAUK AVENUE,NEW LOTS ROAD,PINE,PRIMROSE AVENUE,RIDGEDALE AVENUE,SHEPHERD AVENUE,SPEEDWELL AVENUE,STANLEY AVENUE,TORBORG PLACE,VIENNA AVENUE,WESTERN AVENUE,WORTMAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,ASHFORD,CLEVELAND,COZINE AVENUE,ELTON,ESSEX,FAIRFIELD AVENUE,GERALD AVENUE,HEGEMAN AVENUE,JAMAICA BAY,JEROME,LINWOOD,MARSH AVENUE,MEADOW,SCHENCK AVENUE,STANLEY AVENUE,VIENNA AVENUE,WARWICK,WOODLAND AVENUE,WORTMAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,ALABAMA AVENUE,BRADFORD,COZINE AVENUE,FAIRFIELD AVENUE,FULLERTON AVENUE,GAYNOR AVENUE,HEGEMAN AVENUE,HENDRIX,JAMAICA BAY,MILLER AVENUE,MISSISSIPPI AVENUE,NEW JERSEY AVENUE,PENNSYLVANIA AVENUE,SCHENCK AVENUE,SHEFFIELD AVENUE,STANLEY AVENUE,VAN SICKLEN AVENUE,VAN VOORHIES AVENUE,VANDALIA AVENUE,VERMONT,VIENNA AVENUE,WOODLAND AVENUE,WORTMAN AVENUE,WYONA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,107 ST EAST,ANNA COURT,BANK,BUDD AVENUE,CHRISTOPHER AVENUE,COZINE AVENUE,FAIRFIELD AVENUE,FRESH CREEK,FULLERTON AVENUE,GAYNOR AVENUE,GEORGIA AVENUE,HEGEMAN AVENUE,HINSDALE,JUNIUS,LOUISIANA AVENUE,MALTA,MISSISSIPPI AVENUE,PENNSYLVANIA AVENUE,POWELL,SACKMAN,SNEDIKER AVENUE,SPOFFARD AVENUE,STANLEY AVENUE,STONE AVENUE,STRINGHAM AVENUE,VAN SINDEREN AVENUE,VAN VOORHIES AVENUE,VANDALIA TENTH,VANDALIA 1,VANDALIA 2,VANDALIA 3,VANDALIA 4,VANDALIA 5,VANDALIA 6,VANDALIA 7,VANDALIA 8,VANDALIA 9,VANDALIA AVENUE,VIENNA AVENUE,WAREHOUSE AVENUE,WILL PLACE,WILLIAMS AVENUE,WORTMAN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,100 ST EAST,101 ST EAST,102 ST EAST,103 ST EAST,104 ST EAST,105 ST EAST,106 ST EAST,107 ST EAST,108 ST EAST,109 ST EAST,91 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,95 ST EAST,96 ST EAST,98 ST EAST,99 ST EAST,A AVENUE,AMBOY,AMES LA,ANNA COURT,BAISLEY\'SOUTH LANE,BEDELL LANE,BRISTOL,CANARSIE LANE,CHESTER,CONKLIN AVENUE,D AVENUE,DAVIS LANE,DITMAS AVENUE,DURLAND PLACE,FLATLANDS AVENUE,FOSTER AVENUE,HEGEMAN AVENUE,HOPKINSON AVENUE,J AVENUE,JUNIUS,KRIER PLACE,LOUISIANA AVENUE,MAIN ROAD,MILL ROAD,NEW LOTS ROAD,NOLAN\'SOUTH LANE,OLD CARNARSIE ROAD,OSBORN,REMSEN AVENUE,ROCKAWAY AVENUE,ROCKAWAY PARKWAY,ROSE,SCHOOL LANE,SKIDMORE LANE,SMITH LANE,SNEDIKER AVENUE,SPOFFARD AVENUE,STONE AVENUE,THATFORD AVENUE,TIEMAN\'SOUTH LANE,TURNBULL AVENUE,VAN HOUTEN\'SOUTH LANE,VAN SINDEREN AVENUE,VIENNA AVENUE,WATKINS,WILLIAMS AVENUE,WORTMAN AVENUE,NA,NA,NA,NA,NA,NA,NA
988,100 ST EAST,101 ST EAST,102 ST EAST,103 ST EAST,104 ST EAST,105 ST EAST,106 ST EAST,107 ST EAST,108 ST EAST,109 ST EAST,92 ST EAST,93 ST EAST,94 ST EAST,95 ST EAST,96 ST EAST,98 ST EAST,99 ST EAST,FLATLANDS TENTH,FLATLANDS 1,FLATLANDS 2,FLATLANDS 3,FLATLANDS 4,FLATLANDS 5,FLATLANDS 6,FLATLANDS 7,FLATLANDS 8,FLATLANDS 9,FRESH CREEK,HOLMES LANE,J AVENUE,JAMAICA BAY,MAIN ROAD,MARSHALL\'SOUTH LANE,MILL ROAD,ROCKAWAY AVENUE,ROCKAWAY PARKWAY,ROST PLACE,SCHENCK AVENUE,SEAVIEW AVENUE,SKIDMORE AVENUE,SKIDMORE LANE,TIEMAN\'SOUTH LANE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,77 ST EAST,79 ST EAST,81 ST EAST,82 ST EAST,83 ST EAST,84 ST EAST,85 ST EAST,86 ST EAST,87 ST EAST,88 ST EAST,89 ST EAST,91 ST EAST,92 ST EAST,94 ST EAST,BYRNE PLACE,CANARSIE BEACH PARK,DENTON AVENUE,J AVENUE,JAMAICA BAY,MEADOW LANE,PAERDEGAT TENTH,PAERDEGAT ELEVENTH,PAERDEGAT TWELFTH,PAERDEGAT THIRTEENTH,PAERDEGAT FORTEENTH,PAERDEGAT FIFTEENTH,PAERDEGAT 1,PAERDEGAT 2,PAERDEGAT 3,PAERDEGAT 4,PAERDEGAT 5,PAERDEGAT 6,PAERDEGAT 7,PAERDEGAT 8,PAERDEGAT 9,PAERDEGAT BASIN,REMSEN AVENUE,ROCKAWAY AVENUE,SCHENCK AVENUE,SEAVIEW AVENUE,SKIDMORE AVENUE,STILLWELL LANE,SWAN COURT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,54 ST EAST,55 ST EAST,56 ST EAST,57 ST EAST,58 ST EAST,59 ST EAST,76 ST EAST,77 ST EAST,78 ST EAST,79 ST EAST,81 ST EAST,82 ST EAST,83 ST EAST,84 ST EAST,85 ST EAST,86 ST EAST,87 ST EAST,88 ST EAST,89 ST EAST,BEDELL LANE,BEVERLY ROAD,BRANTON,CANARSIE LANE,CHURCH AVENUE,CLARENDON ROAD,COVENTRY ROAD,D AVENUE,DAVIS LANE,DITMAS AVENUE,DORSET,FOSTER AVENUE,GRANT,J AVENUE,KINGS HIGHWAY,KOUWENHOVEN PLACE,PAERDEGAT AVENUE,PAERDEGAT BASIN,PRESTON COURT,REMSEN AVENUE,SMITH LANE,SNYDER AVENUE,TILDEN AVENUE,VERANDAH PLACE,VERNON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,46 ST EAST,48 ST EAST,51 ST EAST,52 ST EAST,53 ST EAST,54 ST EAST,BEVERLY ROAD,CANARSIE LANE,CHURCH AVENUE,CLARENDON ROAD,CORTELYOU ROAD,GRANT,SCHENECTADY AVENUE,SNYDER AVENUE,SUYDAM LANE,TILDEN AVENUE,UTICA AVENUE,VERNON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,34 ST EAST,35 ST EAST,37 ST EAST,38 ST EAST,40 ST EAST,42 ST EAST,43 ST EAST,44 ST EAST,45 ST EAST,46 ST EAST,ALBANY AVENUE,BEVERLY ROAD,BROOKLYN AVENUE,CANARSIE LANE,CHURCH AVENUE,CLARENDON ROAD,CORTELYOU ROAD,GRANT,HOLY CROSS CEMETERY NORTH BOUNDARY,NEW YORK AVENUE,SNYDER AVENUE,TILDEN AVENUE,VERNON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
