ED,Name,Min,Max
14,SMITH,1,91
14,STATE,225,328
14,NA,1,18
15,3 AVE,1,26
15,BOND,1,50
15,DEKALB AVE,NA,NA
15,DUFFIELD,NA,NA
15,ELM PL,1,30
15,FLATBUSH AVE,53,115
15,FULTON,NA,NA
15,FULTON PL,NA,NA
15,GOLD,NA,NA
15,GROVE PL,1,26
15,HANOVER PL,1,30
15,HOYT,1,51
15,LAFAYETTE AVE,NA,NA
15,LIVINGSTON,203,370
15,NAVY,NA,NA
15,NEVINS,25,66
15,SCHERMERHORN,NA,NA
15,STATE,423,NA
15,NA,NA,NA
16,3 AVE,25,62
16,4 AVE,7,32
16,ATLANTIC AVE,455,520
16,FLATBUSH AVE,112,125
16,HANSON PL,NA,NA
16,NEVINS,63,104
16,PACIFIC,444,503
16,RAYMOND,NA,NA
16,STATE,423,NA
16,NA,1,576
17,3 AVE,59,96
17,4 AVE,25,68
17,BERGEN,247,302
17,DEAN,252,309
17,NEVINS,101,144
17,PACIFIC,444,503
17,NA,295,571
18,ATLANTIC AVE,347,470
18,BERGEN,189,254
18,BOND,51,151
18,DEAN,192,259
18,HOYT,52,89
18,NEVINS,45,144
18,PACIFIC,386,451
18,SCHERMERHORN,194,315
18,STATE,311,452
19,ATLANTIC AVE,292,402
19,BERGEN,77,194
19,BOND,91,151
19,DEAN,76,199
19,HOYT,90,146
19,PACIFIC,275,389
19,SMITH,90,147
20,AMITY,NA,NA
20,ATLANTIC AVE,208,291
20,BERGEN,1,76
20,BOERUM PL,82,137
20,CT,NA,NA
20,DEAN,1,77
20,PACIFIC,199,274
20,SMITH,90,147
21,ADAMS,132,202
21,BRG,183,212
21,CONCORD,NA,NA
21,GOTHIC ALY,NA,NA
21,HARTS ALY,NA,NA
21,HIGH,80,105
21,JAY,147,226
21,NASSAU,NA,NA
21,PEARL,157,180
21,SAND,51,147
21,SANDS,NA,NA
21,NA,NA,NA
22,ADAMS,199,258
22,BRG,237,263
22,CADMAN E PLZ,192,269
22,CATHEDRAL PL,NA,NA
22,CHAPEL,NA,NA
22,CONCORD,NA,NA
22,HARPER CT,NA,NA
22,JAY,215,250
22,LAWRENCE,NA,NA
22,LAWRENCE PL,NA,NA
22,NUTRIA ALY,NA,NA
22,PEARL,NA,NA
22,STRYKER CT,NA,NA
22,TILLARY,26,134
22,WASHINGTON,NA,NA
22,NA,NA,NA
23,ADAMS,283,332
23,BRG,292,328
23,FLOODS ALY,NA,NA
23,JAY,305,352
23,JOHNSON,36,83
23,LAWRENCE,51,88
23,MYRTLE AVE,62,113
23,PEARL,NA,NA
23,TECH PL,82,127
23,UNION LN,NA,NA
23,WASHINGTON,NA,NA
23,NA,NA,NA
24,ADAMS,253,292
24,BRG,263,293
24,CADMAN E PLZ,258,301
24,FLOODS ALY,NA,NA
24,JAY,271,316
24,JOHNSON,36,83
24,LAWRENCE,19,54
24,PEARL,NA,NA
24,TECH PL,82,127
24,TILLARY,26,134
24,WASHINGTON,NA,NA
24,NA,16,312
25,ADAMS,NA,NA
25,BOERUM PL,NA,NA
25,BRG,329,419
25,FLOODS ALY,NA,NA
25,FULTON,NA,NA
25,GALLATIN PL,NA,NA
25,JAY,337,420
25,JORALEMON,NA,NA
25,LAWRENCE,83,164
25,MYRTLE AVE,62,113
25,PEARL,348,403
25,RED HOOK LN,NA,NA
25,SMITH,NA,NA
25,UNION LN,NA,NA
25,WASHINGTON,NA,NA
25,WILLOUGHBY,NA,NA
25,NA,NA,NA
26,ADAMS,132,202
26,CADMAN E PLZ,130,301
26,CADMAN W PLZ,NA,NA
26,CLARK,NA,NA
26,CLINTON,NA,NA
26,CONCORD,NA,NA
26,CRANBERRY,NA,NA
26,FORCES PL,NA,NA
26,FULTON,NA,NA
26,GOTHIC ALY,NA,NA
26,HIGH,NA,NA
26,JOHNSON,1,17
26,LIBERTY,NA,NA
26,MIDDAGH,NA,NA
26,MONTAGUE,NA,NA
26,MUMBYS ALY,NA,NA
26,MYRTLE AVE,NA,NA
26,NASSAU,NA,NA
26,NAYLORS ALY,NA,NA
26,PIERREPONT,NA,NA
26,PINEAPPLE,NA,NA
26,SAND,NA,NA
26,SANDS,NA,NA
26,SNELLS ALY,NA,NA
26,SPRAGUES ALY,NA,NA
26,TILLARY,1,25
26,WASHINGTON,NA,NA
26,WASHINGTON PL,NA,NA
26,NA,NA,NA
27,BRG,18,38
27,GOLD,13,48
27,HUDSON AVE,1,50
27,JOHN,89,208
27,LITTLE,NA,NA
27,MARSHALL,135,211
27,PLYMOUTH,217,336
27,UNITED STATES,NA,NA
27,NA,1,134
28,BRG,39,73
28,EVANS,NA,NA
28,FRONT,194,299
28,GOLD,49,87
28,HARRISON ALY,NA,NA
28,HUDSON AVE,51,88
28,JACKSON CT,NA,NA
28,LITTLE,NA,NA
28,PLYMOUTH,217,336
28,UNITED STATES,NA,NA
28,WATER,234,320
29,BRG,74,123
29,CHARLES,NA,NA
29,CORNELLS ALY,NA,NA
29,DUFFIELD,NA,NA
29,FRONT,194,261
29,GOLD,88,187
29,HARTS ALY,NA,NA
29,HIGH,NA,NA
29,NASSAU,166,213
29,PROSPECT,NA,NA
29,SAND,138,189
29,SANDS,NA,NA
29,TALMAN,NA,NA
29,YORK,155,206
29,NA,NA,NA
30,BRG RD,NA,NA
30,CORNELLS ALY,NA,NA
30,DIXONS ALY,NA,NA
30,FRONT,240,299
30,GOLD,88,169
30,GREEN LN,NA,NA
30,HUDSON AVE,89,121
30,JACKSON CT,NA,NA
30,NAVY,229,248
30,PROSPECT,NA,NA
30,SAND,182,241
30,SANDS,NA,NA
30,YORK,199,238
30,NA,NA,NA
31,BRG RD,NA,NA
31,CONCORD,195,262
31,CONCORD PL,NA,NA
31,DIXONS ALY,NA,NA
31,FLUSHING AVE,NA,NA
31,GOLD,162,233
31,GREEN LN,NA,NA
31,HIGH,NA,NA
31,HUDSON AVE,NA,NA
31,NASSAU,210,273
31,NASSAU PL,NA,NA
31,NAVY,NA,NA
31,NAVY YARD,NA,NA
31,PRINCE,NA,NA
31,SAND,182,241
31,SANDS,NA,NA
31,SMITHS ALY,NA,NA
31,WAY HOME,NA,NA
31,NA,NA,NA
32,BRG,183,293
32,CHAPEL,NA,NA
32,CONCORD,158,198
32,DUFFIELD,1,82
32,GOLD,200,317
32,JOHNSON,NA,NA
32,MATILDA PL,NA,NA
32,NASSAU,166,213
32,TECH PL,124,146
32,TILLARY,NA,NA
32,WAY HOME,NA,NA
32,NA,81,238
33,FLEET PL,NA,NA
33,GOLD,280,317
33,HUDSON AVE,NA,NA
33,JOHNSON,166,232
33,NAVY,95,130
33,PRINCE,57,90
33,TILLARY,NA,NA
33,NA,1,318
34,CONCORD,195,262
34,CONCORD PL,NA,NA
34,FLEET PL,NA,NA
34,GOLD,226,285
34,HUDSON AVE,NA,NA
34,NASSAU PL,NA,NA
34,NAVY,59,94
34,PARK AVE,NA,NA
34,PRINCE,1,56
34,PRINCE CT,NA,NA
34,TILLARY,NA,NA
34,NA,1,282
35,AMITY,NA,NA
35,ATLANTIC AVE,6,209
35,CLINTON,185,220
35,COLUMBIA,1,44
35,COLUMBIA PL,NA,NA
35,CT,NA,NA
35,EMMETT,NA,NA
35,FURMAN,NA,NA
35,HENRY,308,335
35,HICKS,334,377
35,PACIFIC,69,198
35,SMOKY HOLLOW,NA,NA
35,NA,1,72
36,AMITY,73,211
36,CLINTON,201,254
36,COLUMBIA,43,62
36,CONGRESS,1,250
36,CT,NA,NA
36,DEAN,NA,NA
36,EMMETT,NA,NA
36,HENRY,328,375
36,HICKS,352,393
36,PACIFIC,69,198
36,NA,33,72
37,BALTIC,85,263
37,BALTIC EXT,1,84
37,CANAL,NA,NA
37,CLINTON,237,298
37,COLUMBIA,63,98
37,CONGRESS,1,250
37,CT,180,230
37,HENRY,366,411
37,HICKS,388,435
37,VERANDA PL,NA,NA
37,VERANDAH PL,NA,NA
37,WARREN,61,264
37,NA,NA,NA
38,BALTIC,165,263
38,BUTLER,NA,NA
38,CHEEVER PL,1,68
38,CLINTON,281,370
38,CT,231,304
38,DE GRAW,157,304
38,DEGRAW,NA,NA
38,DOUGLASS,NA,NA
38,HARRISON,NA,NA
38,HENRY,404,493
38,HICKS,444,521
38,KANE,118,261
38,STRONG PL,1,63
38,TOMPKINS PL,1,64
39,BALTIC,85,166
39,BALTIC EXT,1,84
39,COLUMBIA,97,185
39,DE GRAW,117,164
39,DEGRAW,NA,NA
39,HARRISON,NA,NA
39,HENRY,404,431
39,HICKS,426,521
39,IRVING,1,94
39,KANE,1,165
39,SEDGEWICK,1,98
39,SEDGWICK,NA,NA
39,TIFFANY PL,1,63
39,VAN BRUNT,NA,NA
39,NA,1,46
40,BEACH PL,NA,NA
40,CHEEVER PL,NA,NA
40,CLINTON,361,386
40,COLUMBIA,165,205
40,CT,305,324
40,DE GRAW,29,304
40,DEGRAW,NA,NA
40,EAST RIVER,NA,NA
40,FERRY PL,NA,NA
40,HENRY,486,511
40,HICKS,510,541
40,SACKETT,63,308
40,SEDGEWICK,1,98
40,SEDGWICK,NA,NA
40,STRONG PL,NA,NA
40,TIFFANY PL,NA,NA
40,TOMPKINS PL,NA,NA
40,VAN BRUNT,65,88
40,NA,1,68
41,BEACH PL,NA,NA
41,CLINTON,377,418
41,COLUMBIA,206,225
41,CONOVER,NA,NA
41,CT,325,366
41,FERRY PL,NA,NA
41,HAMILTON AVE,NA,NA
41,HENRY,502,551
41,HICKS,530,579
41,PRESIDENT,133,270
41,SACKETT,63,308
41,UNION,1,299
41,UNION CT,NA,NA
41,VAN BRUNT,87,128
41,NA,NA,NA
42,CARROLL,NA,NA
42,COLUMBIA,226,265
42,CONOVER,NA,NA
42,HAMILTON AVE,NA,NA
42,HICKS,548,599
42,IMLAY,NA,NA
42,PRESIDENT,30,136
42,UNION,54,165
42,VAN BRUNT,107,148
42,NA,NA,NA
43,1 PL,NA,NA
43,CARROLL,4,141
43,COLUMBIA,266,286
43,HAMILTON AVE,61,102
43,HENRY,NA,NA
43,HICKS,564,639
43,PRESIDENT,133,176
43,SUMMIT,35,166
43,VAN BRUNT,NA,NA
43,WOODHULL,58,101
43,NA,NA,NA
44,1 PL,1,103
44,2 PL,1,104
44,3 PL,1,102
44,CARROLL,142,235
44,CLINTON,411,498
44,CT,NA,NA
44,HENRY,NA,NA
44,PRESIDENT,175,270
44,RAPELYE,NA,NA
44,SUMMIT,NA,NA
44,WOODHULL,NA,NA
45,2 PL,NA,NA
45,3 PL,1,102
45,4 PL,1,103
45,CLINTON,487,518
45,COLES,NA,NA
45,COLUMBIA,287,323
45,CT,427,470
45,HAMILTON AVE,NA,NA
45,HENRY,592,650
45,HICKS,602,695
45,MANHASSET PL,NA,NA
45,RAPELYE,51,131
45,SUMMIT,35,124
45,WOODHULL,1,101
45,NA,1,44
46,BEDFORD AVE,264,333
46,FLUSHING AVE,348,437
46,FRANKLIN AVE,23,147
46,GRAHAM,NA,NA
46,KENT AVE,275,426
46,LITTLE NASSAU,NA,NA
46,MYRTLE AVE,599,648
46,PARK AVE,402,503
46,SKILLMAN,1,62
46,TAAFFE PL,23,164
47,CLASON AVE,NA,NA
47,EMERSON PL,57,120
47,FLUSHING AVE,NA,NA
47,GRAHAM,NA,NA
47,GRAND AVE,1,124
47,MYRTLE AVE,501,602
47,PARK AVE,358,411
47,RYERSON,NA,NA
47,RYERSON WALK,1,142
47,SCHENCK,NA,NA
47,STEUBEN,1,118
47,TAAFFE PL,23,164
47,WILLIAMSBURGH RD,NA,NA
47,NA,NA,NA
48,FLUSHING AVE,NA,NA
48,HALL,1,148
48,MYRTLE AVE,463,502
48,PARK AVE,266,313
48,RYERSON,NA,NA
48,RYERSON WALK,1,142
48,WASHINGTON AVE,33,179
48,NA,NA,NA
49,. JAMES PL,NA,NA
49,DE KALB AVE,313,347
49,DEKALB AVE,NA,NA
49,HALL,145,280
49,JAMESS PL,1,50
49,LAFAYETTE AVE,262,307
49,MYRTLE AVE,463,502
49,RYERSON,NA,NA
49,RYERSON WALK,189,257
49,WASHINGTON AVE,180,350
49,WILLOUGHBY AVE,146,182
49,NA,141,303
50,CLASON AVE,NA,NA
50,DE KALB AVE,348,463
50,DEKALB AVE,NA,NA
50,EMERSON PL,121,225
50,GRAHAM,NA,NA
50,GRAND AVE,165,234
50,KENT AVE,395,538
50,MYRTLE AVE,501,618
50,RYERSON,NA,NA
50,RYERSON WALK,189,257
50,SCHENCK,NA,NA
50,STEUBEN,165,225
50,TAAFFE PL,149,270
50,WILLOUGHBY AVE,183,300
50,NA,119,313
51,BEDFORD AVE,323,443
51,DE KALB AVE,458,493
51,DEKALB AVE,NA,NA
51,FRANKLIN AVE,83,253
51,KENT AVE,395,538
51,MYRTLE AVE,615,686
51,PARK AVE,454,503
51,SKILLMAN,61,180
51,WILLOUGHBY AVE,301,372
52,BEDFORD AVE,444,549
52,CLASON AVE,NA,NA
52,DE KALB AVE,422,533
52,DEKALB AVE,NA,NA
52,FRANKLIN AVE,192,303
52,GRAHAM,NA,NA
52,KENT AVE,NA,NA
52,KOSCIUSKO,NA,NA
52,KOSCIUSKO PL,NA,NA
52,LAFAYETTE AVE,384,498
52,SKILLMAN,177,294
52,UNION PL,298,359
52,WILLOUGHBY AVE,332,372
52,NA,NA,NA
53,CLASON AVE,NA,NA
53,DE KALB AVE,348,429
53,DEKALB AVE,NA,NA
53,GRAND AVE,NA,NA
53,LAFAYETTE AVE,292,383
53,RYERSON,NA,NA
53,SCHENCK,NA,NA
53,STEUBEN,NA,NA
53,UNION PL,298,359
53,NA,225,303
54,BEDFORD AVE,548,609
54,CLASON AVE,NA,NA
54,CLIFTON PL,47,232
54,FRANKLIN AVE,298,359
54,GRAND AVE,271,338
54,GREENE AVE,218,399
54,LAFAYETTE AVE,324,498
54,LEXINGTON AVE,1,189
54,SKILLMAN,NA,NA
54,UNION PL,344,377
54,NA,360,415
55,BEDFORD AVE,606,647
55,CLASON AVE,NA,NA
55,DOWNING,1,26
55,FRANKLIN AVE,361,395
55,GATES AVE,138,321
55,GRAND AVE,319,388
55,IRVING PL,NA,NA
55,LEXINGTON AVE,1,189
55,QUINCY,1,164
55,NA,396,451
56,BEDFORD AVE,648,701
56,CLASON AVE,NA,NA
56,DOWNING,25,100
56,FRANKLIN AVE,390,453
56,GATES AVE,138,321
56,GRAND AVE,367,454
56,IRVING PL,1,69
56,MADISON,1,126
56,MONROE,1,122
56,ORMOND PL,NA,NA
56,PUTNAM AVE,8,201
56,NA,434,513
57,ATLANTIC AVE,NA,NA
57,BEDFORD AVE,NA,NA
57,BEDFORD PL,NA,NA
57,BREVOORT PL,NA,NA
57,CLASON AVE,NA,NA
57,CLAVER PL,NA,NA
57,DOWNING,95,116
57,FRANKLIN AVE,448,567
57,FULTON,NA,NA
57,GRAND AVE,437,516
57,HANCOCK,1,51
57,HERKIMER,NA,NA
57,IRVING PL,70,99
57,JEFFERSON,NA,NA
57,JEFFERSON AVE,1,90
57,LEFFERTS PL,53,207
57,ORMOND PL,NA,NA
57,PUTNAM AVE,8,201
57,SPENCER PL,1,46
57,NA,NA,NA
58,. JAMES PL,NA,NA
58,CAMBRIDGE PL,1,76
58,CLIFTON PL,1,50
58,GATES AVE,78,145
58,GRAND AVE,271,388
58,GREENE AVE,162,227
58,JAMESS PL,47,188
58,LAFAYETTE AVE,262,329
58,LEXINGTON AVE,NA,NA
58,RYERSON,NA,NA
58,WASHINGTON AVE,349,482
59,. JAMES PL,NA,NA
59,ATLANTIC AVE,NA,NA
59,CAMBRIDGE PL,77,150
59,FULTON,910,1011
59,GATES AVE,78,145
59,GRAND AVE,367,516
59,JAMESS PL,163,312
59,LEFFERTS PL,1,54
59,PUTNAM AVE,1,17
59,UNDERHILL AVE,NA,NA
59,WASHINGTON AVE,463,590
60,17,182,247
60,18,166,238
60,3 AVE,605,616
60,4 AVE,585,630
60,5 AVE,600,637
60,HAMILTON AVE,475,590
60,PROSPECT AVE,64,241
60,NA,NA,NA
61,18,166,238
61,19,170,239
61,20,175,241
61,3 AVE,634,667
61,4 AVE,621,670
61,5 AVE,632,672
61,NA,NA,NA
62,17,242,309
62,18,235,307
62,19,240,299
62,20,240,304
62,21,237,304
62,22,238,299
62,23,236,297
62,24,NA,NA
62,5 AVE,600,739
62,6 AVE,600,739
62,PROSPECT AVE,238,304
63,10 AVE,77,154
63,10 AVE PEDESTRIAN OPAS,113,136
63,10 LN,NA,NA
63,11 AVE,82,131
63,17,376,649
63,18,308,627
63,19,300,607
63,20,303,605
63,21,303,371
63,22,298,359
63,23,NA,NA
63,6 AVE,600,739
63,7 AVE,501,588
63,8 AVE,478,563
63,8 AVE PEDESTRIAN OPAS,514,545
63,9 AVE,NA,NA
63,CITY LINE,NA,NA
63,JACKSON PL,NA,NA
63,PROSPECT AVE,305,618
63,W PROSPECT,258,319
63,WEBSTER PL,NA,NA
63,NA,NA,NA
64,20,175,241
64,21,173,238
64,22,176,237
64,23,174,237
64,4 AVE,657,724
64,5 AVE,673,723
65,20,NA,NA
65,21,NA,NA
65,22,NA,NA
65,23,NA,NA
65,3 AVE,668,718
65,4 AVE,657,724
65,NA,NA,NA
66,23,174,237
66,24,175,258
66,25,196,255
66,26,196,255
66,27,193,256
66,28,168,227
66,29,167,226
66,3 AVE,719,929
66,30,167,226
66,31,167,226
66,32,167,226
66,33,167,228
66,34,182,252
66,35,NA,NA
66,4 AVE,715,934
66,5 AVE,724,739
66,NA,NA,NA
67,1 AVE,NA,NA
67,2 AVE,655,750
67,3 AVE,926,1071
67,35,NA,NA
67,36,183,253
67,37,16,190
67,38,129,214
67,39,1,475
67,4 AVE,921,1072
67,40,57,460
67,41,13,475
67,42,25,450
67,43,35,457
67,5 AVE,842,960
67,6 AVE,NA,NA
67,7 AVE,645,728
67,8 AVE,608,689
67,NA,NA,NA
68,1 AVE,361,696
68,2 AVE,737,1080
68,3 AVE,1064,1397
68,4 AVE,NA,NA
68,43,35,457
68,44,45,476
68,45,120,502
68,46,113,530
68,47,49,542
68,48,59,562
68,49,75,554
68,5 AVE,957,1284
68,50,53,519
68,51,1,512
68,52,1,459
68,53,1,456
68,54,1,463
68,55,31,388
68,56,31,430
68,57,33,448
68,58,1,448
68,59,101,443
68,6 AVE,NA,NA
68,60,NA,NA
68,7 AVE,713,1024
68,8 AVE,678,757
68,NA,NA,NA
69,5 AVE,NA,NA
69,6 AVE,1,44
69,ADELPHI,NA,NA
69,ATLANTIC AVE,583,623
69,CARLTON AVE,494,553
69,CUMBERLAND,NA,NA
69,DEAN,455,659
69,FLATBUSH AVE,132,211
69,FORT GREENE PL,NA,NA
69,PACIFIC,662,843
69,PORTLAND AVE S,NA,NA
69,S OXFORD,NA,NA
69,VANDERBILT AVE,514,583
69,NA,NA,NA
70,. MARKS AVE,NA,NA
70,6 AVE,45,75
70,BERGEN,471,563
70,CARLTON AVE,NA,NA
70,DEAN,455,572
70,FLATBUSH AVE,NA,NA
70,PARK PL,NA,NA
70,PROSPECT PL,111,148
70,SAINT MARKS AVE,73,144
70,NA,276,423
71,. JOHNS PL,NA,NA
71,. MARKS AVE,NA,NA
71,8 AVE,NA,NA
71,9 AVE,NA,NA
71,BERGEN,564,745
71,BUTLER,NA,NA
71,BUTLER PL,1,44
71,CARLTON AVE,NA,NA
71,DEAN,573,659
71,DEGRAW,NA,NA
71,DOUGLASS,NA,NA
71,E PLZ,NA,NA
71,EAST PKWY,NA,NA
71,FLATBUSH AVE,NA,NA
71,GRAND ARMY PLZ,NA,NA
71,GRAND AVE,655,670
71,LINCOLN PL,NA,NA
71,PARADE PL,NA,NA
71,PARK PL,NA,NA
71,PARK WAY,NA,NA
71,PRESIDENT,NA,NA
71,PROSPECT PARK,NA,NA
71,PROSPECT PL,147,394
71,SACKETT,NA,NA
71,SAINT JOHNS PL,NA,NA
71,SAINT MARKS AVE,137,358
71,STERLING PL,NA,NA
71,UNDERHILL AVE,NA,NA
71,UNION,NA,NA
71,VANDERBILT AVE,NA,NA
71,W PLZ,NA,NA
71,WASHINGTON AVE,NA,NA
71,NA,NA,NA
72,ATLANTIC AVE,NA,NA
72,BERGEN,640,745
72,DEAN,652,750
72,GRAND AVE,495,536
72,PACIFIC,820,975
72,UNDERHILL AVE,1,65
72,VANDERBILT AVE,514,601
72,WASHINGTON AVE,563,658
72,WAVERLY AVE,NA,NA
73,. MARKS AVE,NA,NA
73,ATLANTIC AVE,NA,NA
73,BERGEN,780,855
73,CLASON AVE,NA,NA
73,DEAN,797,881
73,GRAND AVE,495,646
73,PACIFIC,956,1053
73,PROSPECT PL,405,504
73,SAINT MARKS AVE,371,464
73,NA,594,725
74,. MARKS AVE,NA,NA
74,BERGEN,744,781
74,DEAN,751,800
74,GRAND AVE,515,668
74,PACIFIC,898,975
74,PARK PL,NA,NA
74,PROSPECT PL,391,406
74,SAINT MARKS AVE,345,382
74,WASHINGTON AVE,587,738
75,. MARKS AVE,NA,NA
75,ATLANTIC AVE,NA,NA
75,BERGEN,856,949
75,BUTLER,NA,NA
75,CARROLL,875,972
75,CITY LINE,NA,NA
75,CLASON AVE,NA,NA
75,CROWN,1,65
75,DEAN,876,961
75,DEGRAW,NA,NA
75,DOUGLASS,NA,NA
75,EAST PKWY,NA,NA
75,FRANKLIN AVE,NA,NA
75,GRAND AVE,629,670
75,LINCOLN PL,911,1048
75,MONTGOMERY,73,127
75,PACIFIC,1038,1145
75,PARK PL,205,373
75,PARK WAY,NA,NA
75,PRESIDENT,NA,NA
75,PROSPECT PL,405,612
75,SAINT JOHNS PL,617,782
75,SAINT MARKS AVE,453,554
75,STERLING PL,638,803
75,UNION,934,1057
75,UNION PL,740,777
75,WASHINGTON AVE,NA,NA
