Ward,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
9,G00005182,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,5224,geo,IN
9,G00005184,NA,SARATOGA AVE,NA,NA,NA,NA,NA,NA,5226,geo,IN
11,G00005188,NA,FULTON,NA,NA,NA,NA,NA,NA,5230,geo,IN
11,G00005193,NA,FAIR,NA,NA,NA,NA,NA,NA,5235,geo,IN
6,G00005194,NA,KING,NA,NA,NA,NA,NA,NA,5236,geo,IN
9,G00005199,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,5241,geo,IN
4,G00005230,NA,TILLARY,NA,NA,NA,NA,NA,NA,5272,geo,IN
8,G00005233,NA,9,NA,NA,NA,NA,NA,NA,5275,geo,IN
8,G00005236,NA,18,NA,NA,NA,NA,NA,NA,5278,geo,IN
6,G00005241,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,5283,geo,IN
7,G00005255,NA,RODNEY,NA,NA,NA,NA,NA,NA,5297,geo,IN
9,G00005258,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,5300,geo,IN
8,G00005260,NA,51,NA,NA,NA,NA,NA,NA,5302,geo,IN
7,G00005266,NA,ROSS,NA,NA,NA,NA,NA,NA,5308,geo,IN
9,G00005270,NA,CARROLL,NA,NA,NA,NA,NA,NA,5312,geo,IN
10,G00005272,NA,NEVINS,NA,NA,NA,NA,NA,NA,5314,geo,IN
7,G00005274,NA,SKILLMAN,NA,NA,NA,NA,NA,NA,5316,geo,IN
7,G00005278,NA,LEE AVE,NA,NA,NA,NA,NA,NA,5320,geo,IN
6,G00005286,NA,KING,NA,NA,NA,NA,NA,NA,5328,geo,IN
8,G00005287,NA,8,NA,NA,NA,NA,NA,NA,5329,geo,IN
8,G00005289,NA,5,NA,NA,NA,NA,NA,NA,5331,geo,IN
6,G00005292,NA,NELSON,NA,NA,NA,NA,NA,NA,5334,geo,IN
10,G00005296,NA,CARROLL,NA,NA,NA,NA,NA,NA,5338,geo,IN
10,G00005301,NA,PACIFIC,NA,NA,NA,NA,NA,NA,5343,geo,IN
8,G00005305,NA,2 AVE,NA,NA,NA,NA,NA,NA,5347,geo,IN
9,G00005317,NA,NEW YORK AVE,NA,NA,NA,NA,NA,NA,5359,geo,IN
6,G00005330,NA,BAY,NA,NA,NA,NA,NA,NA,5372,geo,IN
8,G00005333,NA,21,NA,NA,NA,NA,NA,NA,5375,geo,IN
7,G00005341,NA,LYNCH,NA,NA,NA,NA,NA,NA,5383,geo,IN
9,G00005342,NA,ROCKAWAY AVE,NA,NA,NA,NA,NA,NA,5384,geo,IN
9,G00005343,NA,RALPH AVE,NA,NA,NA,NA,NA,NA,5385,geo,IN
4,G00005344,NA,PEARL,NA,NA,NA,NA,NA,NA,5386,geo,IN
9,G00005356,NA,HART,NA,NA,NA,NA,NA,NA,5398,geo,IN
6,G00005357,NA,SUMMIT,NA,NA,NA,NA,NA,NA,5399,geo,IN
9,G00005369,NA,ROCHESTER AVE,NA,NA,NA,NA,NA,NA,5411,geo,IN
9,G00005382,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,5424,geo,IN
6,G00005387,NA,CLINTON,NA,NA,NA,NA,NA,NA,5429,geo,IN
8,G00005390,NA,STERLING PL,NA,NA,NA,NA,NA,NA,5432,geo,IN
8,G00005401,NA,39,NA,NA,NA,NA,NA,NA,5443,geo,IN
10,G00005403,NA,SMITH,NA,NA,NA,NA,NA,NA,5445,geo,IN
11,G00005407,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,NA,5449,geo,IN
9,G00005411,NA,THROOP AVE,NA,NA,NA,NA,NA,NA,5453,geo,IN
7,G00005421,NA,HALL,NA,NA,NA,NA,NA,NA,5463,geo,IN
6,G00005426,NA,PIONEER,NA,NA,NA,NA,NA,NA,5468,geo,IN
8,G00005450,NA,5 AVE,NA,NA,NA,NA,NA,NA,5492,geo,IN
7,G00005452,NA,KEAP,NA,NA,NA,NA,NA,NA,5494,geo,IN
8,G00005453,NA,8 AVE,NA,NA,NA,NA,NA,NA,5495,geo,IN
8,G00005454,NA,4 AVE,NA,NA,NA,NA,NA,NA,5496,geo,IN
8,G00005462,NA,8 AVE,NA,NA,NA,NA,NA,NA,5504,geo,IN
9,G00005463,NA,SCHNECTADY AVE,NA,NA,NA,NA,NA,NA,5505,geo,IN
9,G00005468,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,5510,geo,IN
8,G00005477,NA,2 AVE,NA,NA,NA,NA,NA,NA,5519,geo,IN
8,G00005481,NA,10 AVE PEDESTRIAN OPAS,NA,NA,NA,NA,NA,NA,5523,geo,IN
3,G00005491,NA,STATE,NA,NA,NA,NA,NA,NA,5533,geo,IN
9,G00005493,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,5535,geo,IN
6,G00005500,NA,UNION,NA,NA,NA,NA,NA,NA,5542,geo,IN
2,G00005502,NA,FRONT,NA,NA,NA,NA,NA,NA,5544,geo,IN
9,G00005512,BROOKLYN AVE,BKLYN AVE,BROOKLYN AVE,NA,NA,NA,NA,NA,5554,geo,IN
10,G00005521,NA,ELM PL,NA,NA,NA,NA,NA,NA,5563,geo,IN
9,G00005524,NA,FULTON,NA,NA,NA,NA,NA,NA,5566,geo,IN
9,G00005528,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,5570,geo,IN
8,G00005529,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,5571,geo,IN
11,G00005532,NA,PARK AVE,NA,NA,NA,NA,NA,NA,5574,geo,IN
6,G00005540,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,5582,geo,IN
9,G00005541,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,5583,geo,IN
10,G00005542,NA,BALTIC,NA,NA,NA,NA,NA,NA,5584,geo,IN
9,G00005547,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,5589,geo,IN
7,G00005552,NA,GATES AVE,NA,NA,NA,NA,NA,NA,5594,geo,IN
9,G00005561,NA,CARROLL,NA,NA,NA,NA,NA,NA,5603,geo,IN
7,G00005567,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,5609,geo,IN
6,G00005568,NA,KANE,NA,NA,NA,NA,NA,NA,5610,geo,IN
8,G00005580,NA,12,NA,NA,NA,NA,NA,NA,5622,geo,IN
9,G00005593,NA,BAINBRIDGE,NA,NA,NA,NA,NA,NA,5635,geo,IN
9,G00005596,NA,SARATOGA AVE,NA,NA,NA,NA,NA,NA,5638,geo,IN
8,G00005599,NA,43,NA,NA,NA,NA,NA,NA,5641,geo,IN
9,G00005601,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,5643,geo,IN
8,G00005608,NA,1 AVE,NA,NA,NA,NA,NA,NA,5650,geo,IN
3,G00005614,NA,CLARK,NA,NA,NA,NA,NA,NA,5656,geo,IN
11,G00005622,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,5664,geo,IN
8,G00005627,NA,4 AVE,NA,NA,NA,NA,NA,NA,5669,geo,IN
9,G00005630,NA,TROY AVE,NA,NA,NA,NA,NA,NA,5672,geo,IN
8,G00005632,NA,7 AVE,NA,NA,NA,NA,NA,NA,5674,geo,IN
6,G00005643,NA,KING,NA,NA,NA,NA,NA,NA,5685,geo,IN
10,G00005652,NA,DE GRAW,NA,NA,NA,NA,NA,NA,5694,geo,IN
9,G00005667,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,5709,geo,IN
7,G00005687,NA,GRAND AVE,NA,NA,NA,NA,NA,NA,5729,geo,IN
8,G00005691,NA,53,NA,NA,NA,NA,NA,NA,5733,geo,IN
7,G00005699,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,5741,geo,IN
7,G00005700,NA,BEDFORD AVE,NA,NA,NA,NA,NA,NA,5742,geo,IN
9,G00005704,NA,ROGERS AVE,NA,NA,NA,NA,NA,NA,5746,geo,IN
6,G00005714,NA,HENRY,NA,NA,NA,NA,NA,NA,5756,geo,IN
5,G00005717,NA,DUFFIELD,NA,NA,NA,NA,NA,NA,5759,geo,IN
8,G00005721,NA,17,NA,NA,NA,NA,NA,NA,5763,geo,IN
9,G00005727,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,5769,geo,IN
9,G00005728,PULASKY,PULASKI,PULASKY,NA,NA,NA,NA,NA,5770,geo,IN
8,G00005729,NA,4 AVE,NA,NA,NA,NA,NA,NA,5771,geo,IN
9,G00005742,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,5785,geo,IN
9,G00005744,NA,PARK PL,NA,NA,NA,NA,NA,NA,5787,geo,IN
9,G00005763,NA,LINCOLN PL,NA,NA,NA,NA,NA,NA,5806,geo,IN
9,G00005772,NA,PUTNAM AVE,NA,NA,NA,NA,NA,NA,5815,geo,IN
7,G00005775,NA,KENT AVE,NA,NA,NA,NA,NA,NA,5818,geo,IN
10,G00005783,NA,NEVINS,NA,NA,NA,NA,NA,NA,5826,geo,IN
9,G00005785,NA,DEAN,NA,NA,NA,NA,NA,NA,5828,geo,IN
9,G00005791,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,5834,geo,IN
6,G00005817,NA,W 9,NA,NA,NA,NA,NA,NA,5860,geo,IN
7,G00005820,NA,FULTON,NA,NA,NA,NA,NA,NA,5863,geo,IN
9,G00005830,NA,CARROLL,NA,NA,NA,NA,NA,NA,5873,geo,IN
9,G00005831,NA,PARK PL,NA,NA,NA,NA,NA,NA,5874,geo,IN
7,G00005846,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,5889,geo,IN
8,G00005854,NA,8,NA,NA,NA,NA,NA,NA,5897,geo,IN
8,G00005856,NA,6 AVE,NA,NA,NA,NA,NA,NA,5899,geo,IN
9,G00005867,NA,CHAUNCEY,NA,NA,NA,NA,NA,NA,5910,geo,IN
8,G00005873,NA,50,NA,NA,NA,NA,NA,NA,5916,geo,IN
10,G00005874,NA,5 AVE,NA,NA,NA,NA,NA,NA,5917,geo,IN
9,G00005903,NA,MACDOUGAL,NA,NA,NA,NA,NA,NA,5946,geo,IN
7,G00005908,NA,HARRISON AVE,NA,NA,NA,NA,NA,NA,5951,geo,IN
9,G00005920,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,5963,geo,IN
9,G00005927,NA,MACDOUGAL,NA,NA,NA,NA,NA,NA,5970,geo,IN
8,G00005937,NA,44,NA,NA,NA,NA,NA,NA,5980,geo,IN
7,G00005949,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,5993,geo,IN
8,G00005953,NA,18,NA,NA,NA,NA,NA,NA,5997,geo,IN
9,G00005958,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,NA,6002,geo,IN
9,G00005963,NA,MACON,NA,NA,NA,NA,NA,NA,6007,geo,IN
9,G00005967,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,6011,geo,IN
8,G00005969,NA,1 AVE,NA,NA,NA,NA,NA,NA,6013,geo,IN
11,G00005971,NA,PARK AVE,NA,NA,NA,NA,NA,NA,6015,geo,IN
9,G00005972,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,6016,geo,IN
8,G00005973,NA,11 AVE,NA,NA,NA,NA,NA,NA,6017,geo,IN
9,G00005979,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,6023,geo,IN
8,G00005988,15,PROSPECT PARK SOUTH WEST,15,NA,NA,NA,NA,NA,6032,geo,IN
10,G00005992,NA,LIVINGSTON,NA,NA,NA,NA,NA,NA,6036,geo,IN
8,G00005994,NA,52,NA,NA,NA,NA,NA,NA,6038,geo,IN
9,G00005995,NA,BERGEN,NA,NA,NA,NA,NA,NA,6039,geo,IN
9,G00006009,NA,HANCOCK,NA,NA,NA,NA,NA,NA,6054,geo,IN
7,G00006017,NA,PUTNAM AVE,NA,NA,NA,NA,NA,NA,6062,geo,IN
9,G00006020,NA,UNDERHILL AVE,NA,NA,NA,NA,NA,NA,6066,geo,IN
11,G00006032,NA,FT GREEN PL,NA,NA,NA,NA,NA,NA,6079,geo,IN
2,G00006034,NA,WATER,NA,NA,NA,NA,NA,NA,6081,geo,IN
7,G00006040,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,6087,geo,IN
9,G00006049,NA,MADISON,NA,NA,NA,NA,NA,NA,6097,geo,IN
9,G00006050,NA,PACIFIC,NA,NA,NA,NA,NA,NA,6098,geo,IN
8,G00006051,NA,49,NA,NA,NA,NA,NA,NA,6099,geo,IN
9,G00006052,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,6100,geo,IN
7,G00006060,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,6109,geo,IN
11,G00006065,NA,ASHLAND PL,NA,NA,NA,NA,NA,NA,6114,geo,IN
7,G00006090,NA,QUINCY,NA,NA,NA,NA,NA,NA,6139,geo,IN
7,G00006106,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,6155,geo,IN
3,G00006127,NA,REMSEN,NA,NA,NA,NA,NA,NA,6176,geo,IN
8,G00006134,NA,18,NA,NA,NA,NA,NA,NA,6183,geo,IN
8,G00006139,NA,16,NA,NA,NA,NA,NA,NA,6188,geo,IN
6,G00006142,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,6191,geo,IN
9,G00006144,NA,PARK PL,NA,NA,NA,NA,NA,NA,6193,geo,IN
11,G00006145,NA,AUBURN PL,NA,NA,NA,NA,NA,NA,6194,geo,IN
6,G00006157,NA,LORRAINE,NA,NA,NA,NA,NA,NA,6206,geo,IN
8,G00006166,NA,1 AVE,NA,NA,NA,NA,NA,NA,6215,geo,IN
8,G00006169,NA,W PROSPECT,NA,NA,NA,NA,NA,NA,6218,geo,IN
8,G00006178,NA,6,NA,NA,NA,NA,NA,NA,6227,geo,IN
9,G00006180,NA,MADISON,NA,NA,NA,NA,NA,NA,6229,geo,IN
9,G00006182,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,6231,geo,IN
10,G00006187,NA,3 AVE,NA,NA,NA,NA,NA,NA,6236,geo,IN
11,G00006188,NA,FT GREEN PL,NA,NA,NA,NA,NA,NA,6237,geo,IN
9,G00006189,NA,MACDONOUGH,NA,NA,NA,NA,NA,NA,6238,geo,IN
9,G00006192,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,6241,geo,IN
10,G00006195,NA,3 AVE,NA,NA,NA,NA,NA,NA,6244,geo,IN
11,G00006197,NA,ATLANTIC AVE,NA,NA,NA,NA,NA,NA,6246,geo,IN
6,G00006198,NA,CARROLL,NA,NA,NA,NA,NA,NA,6247,geo,IN
10,G00006221,NA,NEVINS,NA,NA,NA,NA,NA,NA,6270,geo,IN
9,G00006222,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,6271,geo,IN
9,G00006232,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,6281,geo,IN
9,G00006239,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,6288,geo,IN
9,G00006249,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,6298,geo,IN
9,G00006254,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,6303,geo,IN
6,G00006255,NA,OTSEGO,NA,NA,NA,NA,NA,NA,6304,geo,IN
11,G00006258,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,6307,geo,IN
10,G00006276,NA,3 PL,NA,NA,NA,NA,NA,NA,6325,geo,IN
9,G00006286,NA,STERLING PL,NA,NA,NA,NA,NA,NA,6336,geo,IN
6,G00006290,NA,CONOVER,NA,NA,NA,NA,NA,NA,6340,geo,IN
9,G00006301,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,6351,geo,IN
9,G00006302,NA,HANCOCK,NA,NA,NA,NA,NA,NA,6352,geo,IN
1,G00006303,NA,COLUMBIA HTS,NA,NA,NA,NA,NA,NA,6353,geo,IN
6,G00006310,NA,HENRY,NA,NA,NA,NA,NA,NA,6360,geo,IN
9,G00006326,NA,ALBANY AVE,NA,NA,NA,NA,NA,NA,6376,geo,IN
8,G00006341,NA,5 AVE,NA,NA,NA,NA,NA,NA,6391,geo,IN
9,G00006344,NA,STERLING PL,NA,NA,NA,NA,NA,NA,6394,geo,IN
11,G00006352,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,6402,geo,IN
6,G00006354,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,6405,geo,IN
9,G00006355,NA,LINCOLN PL,NA,NA,NA,NA,NA,NA,6406,geo,IN
2,G00006361,NA,MAIN,NA,NA,NA,NA,NA,NA,6412,geo,IN
8,G00006363,NA,16,NA,NA,NA,NA,NA,NA,6414,geo,IN
10,G00006364,NA,SMITH,NA,NA,NA,NA,NA,NA,6415,geo,IN
11,G00006369,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,6420,geo,IN
10,G00006374,NA,BUTLER,NA,NA,NA,NA,NA,NA,6425,geo,IN
6,G00006379,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,6430,geo,IN
6,G00006389,NA,COFFEY,NA,NA,NA,NA,NA,NA,6440,geo,IN
5,G00006390,NA,GOLD,NA,NA,NA,NA,NA,NA,6441,geo,IN
9,G00006391,NA,BERGEN,NA,NA,NA,NA,NA,NA,6442,geo,IN
9,G00006393,NA,RALPH AVE,NA,NA,NA,NA,NA,NA,6444,geo,IN
6,G00006401,NA,COMMERCIAL WHARF,NA,NA,NA,NA,NA,NA,6452,geo,IN
8,G00006405,NA,8 AVE PEDESTRIAN OPAS,NA,NA,NA,NA,NA,NA,6456,geo,IN
9,G00006409,NA,RALPH AVE,NA,NA,NA,NA,NA,NA,6460,geo,IN
3,G00006417,NA,JORALEMON,NA,NA,NA,NA,NA,NA,6468,geo,IN
8,G00006423,NA,5 AVE,NA,NA,NA,NA,NA,NA,6474,geo,IN
8,G00006428,NA,6 AVE,NA,NA,NA,NA,NA,NA,6479,geo,IN
6,G00006431,NA,NELSON,NA,NA,NA,NA,NA,NA,6483,geo,IN
7,G00006447,NA,NA,NA,NA,NA,NA,NA,NA,6499,geo,IN
9,G00006461,NA,FULTON,NA,NA,NA,NA,NA,NA,6513,geo,IN
9,G00006464,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,6516,geo,IN
2,G00006466,NA,WATER,NA,NA,NA,NA,NA,NA,6518,geo,IN
10,G00006467,NA,SACKETT,NA,NA,NA,NA,NA,NA,6519,geo,IN
6,G00006474,NA,RICHARD,NA,NA,NA,NA,NA,NA,6526,geo,IN
4,G00006476,NA,ADAMS,NA,NA,NA,NA,NA,NA,6528,geo,IN
9,G00006477,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,6529,geo,IN
8,G00006481,NA,4 AVE,NA,NA,NA,NA,NA,NA,6533,geo,IN
9,G00006488,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,6540,geo,IN
8,G00006494,NA,38,NA,NA,NA,NA,NA,NA,6546,geo,IN
9,G00006498,NA,HALSEY,NA,NA,NA,NA,NA,NA,6550,geo,IN
9,G00006499,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,6551,geo,IN
8,G00006504,NA,5 AVE,NA,NA,NA,NA,NA,NA,6556,geo,IN
9,G00006508,NA,PROSPECT PL,NA,NA,NA,NA,NA,NA,6560,geo,IN
3,G00006513,NA,CT,NA,NA,NA,NA,NA,NA,6565,geo,IN
9,G00006519,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,6571,geo,IN
6,G00006523,NA,BOWNE,NA,NA,NA,NA,NA,NA,6575,geo,IN
8,G00006525,NA,7,NA,NA,NA,NA,NA,NA,6577,geo,IN
8,G00006527,NA,GARFIELD PL,NA,NA,NA,NA,NA,NA,6580,geo,IN
8,G00006534,NA,2 AVE,NA,NA,NA,NA,NA,NA,6587,geo,IN
9,G00006535,NA,MACDONOUGH,NA,NA,NA,NA,NA,NA,6588,geo,IN
9,G00006537,NA,SARATOGA AVE,NA,NA,NA,NA,NA,NA,6590,geo,IN
8,G00006541,NA,6 AVE,NA,NA,NA,NA,NA,NA,6594,geo,IN
8,G00006544,NA,4 AVE,NA,NA,NA,NA,NA,NA,6597,geo,IN
7,G00006549,NA,GATES AVE,NA,NA,NA,NA,NA,NA,6602,geo,IN
9,G00006554,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,6607,geo,IN
9,G00006587,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,6640,geo,IN
8,G00006597,NA,53,NA,NA,NA,NA,NA,NA,6650,geo,IN
10,G00006598,NA,BOND,NA,NA,NA,NA,NA,NA,6651,geo,IN
4,G00006599,NA,TILLARY,NA,NA,NA,NA,NA,NA,6652,geo,IN
8,G00006600,NA,3,NA,NA,NA,NA,NA,NA,6653,geo,IN
7,G00006603,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,6656,geo,IN
8,G00006604,NA,53,NA,NA,NA,NA,NA,NA,6657,geo,IN
8,G00006608,NA,8 AVE,NA,NA,NA,NA,NA,NA,6661,geo,IN
11,G00006619,NA,PRINCE,NA,NA,NA,NA,NA,NA,6672,geo,IN
9,G00006623,BROOKLYN AVE,BKLYN AVE,BROOKLYN AVE,NA,NA,NA,NA,NA,6676,geo,IN
10,G00006631,NA,SACKETT,NA,NA,NA,NA,NA,NA,6684,geo,IN
10,G00006651,NA,BERGEN,NA,NA,NA,NA,NA,NA,6704,geo,IN
8,G00006660,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,NA,6713,geo,IN
9,G00006671,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,6724,geo,IN
9,G00006679,NA,MONROE,NA,NA,NA,NA,NA,NA,6732,geo,IN
9,G00006682,NA,BERGEN,NA,NA,NA,NA,NA,NA,6735,geo,IN
9,G00006685,NA,UNION,NA,NA,NA,NA,NA,NA,6738,geo,IN
11,G00006693,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,6746,geo,IN
9,G00006694,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,6747,geo,IN
8,G00006695,NA,47,NA,NA,NA,NA,NA,NA,6748,geo,IN
9,G00006698,NA,LINCOLN PL,NA,NA,NA,NA,NA,NA,6751,geo,IN
9,G00006701,NA,ROCKAWAY AVE,NA,NA,NA,NA,NA,NA,6754,geo,IN
9,G00006704,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,6757,geo,IN
8,G00006717,NA,5,NA,NA,NA,NA,NA,NA,6770,geo,IN
8,G00006721,NA,8 AVE,NA,NA,NA,NA,NA,NA,6775,geo,IN
10,G00006725,NA,BERGEN,NA,NA,NA,NA,NA,NA,6779,geo,IN
3,G00006726,NA,MONTAGUE,NA,NA,NA,NA,NA,NA,6780,geo,IN
8,G00006733,NA,51,NA,NA,NA,NA,NA,NA,6787,geo,IN
7,G00006742,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,6796,geo,IN
9,G00006743,NA,THROOP AVE,NA,NA,NA,NA,NA,NA,6797,geo,IN
11,G00006751,NA,WILLOUGHBY,NA,NA,NA,NA,NA,NA,6805,geo,IN
10,G00006756,NA,NEVINS,NA,NA,NA,NA,NA,NA,6810,geo,IN
8,G00006762,NA,50,NA,NA,NA,NA,NA,NA,6816,geo,IN
10,G00006768,NA,4 PL,NA,NA,NA,NA,NA,NA,6822,geo,IN
9,G00006769,NA,ALBANY AVE,NA,NA,NA,NA,NA,NA,6823,geo,IN
10,G00006780,NA,DEAN,NA,NA,NA,NA,NA,NA,6834,geo,IN
6,G00006787,NA,HAMILTON AVE,NA,NA,NA,NA,NA,NA,6841,geo,IN
8,G00006795,NA,5 AVE,NA,NA,NA,NA,NA,NA,6849,geo,IN
9,G00006797,NA,PACIFIC,NA,NA,NA,NA,NA,NA,6851,geo,IN
9,G00006799,NA,ALBANY AVE,NA,NA,NA,NA,NA,NA,6853,geo,IN
9,G00006801,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,6855,geo,IN
9,G00006807,NA,STERLING PL,NA,NA,NA,NA,NA,NA,6861,geo,IN
7,G00006811,NA,GERRY,NA,NA,NA,NA,NA,NA,6865,geo,IN
6,G00006818,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,6872,geo,IN
11,G00006831,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,6885,geo,IN
6,G00006833,NA,IMLAY,NA,NA,NA,NA,NA,NA,6887,geo,IN
9,G00006836,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,6890,geo,IN
9,G00006838,NA,QUINCY,NA,NA,NA,NA,NA,NA,6892,geo,IN
2,G00006839,NA,PEARL,NA,NA,NA,NA,NA,NA,6893,geo,IN
9,G00006846,BROOKLYN AVE,BKLYN AVE,BROOKLYN AVE,NA,NA,NA,NA,NA,6900,geo,IN
8,G00006853,NA,6 AVE,NA,NA,NA,NA,NA,NA,6908,geo,IN
6,G00006854,NA,CARROLL,NA,NA,NA,NA,NA,NA,6909,geo,IN
11,G00006857,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,6912,geo,IN
6,G00006859,NA,VERANDA PL,NA,NA,NA,NA,NA,NA,6914,geo,IN
9,G00006861,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,6916,geo,IN
7,G00006863,NA,BEDFORD AVE,NA,NA,NA,NA,NA,NA,6918,geo,IN
11,G00006864,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,6919,geo,IN
5,G00006875,NA,GOLD,NA,NA,NA,NA,NA,NA,6930,geo,IN
8,G00006877,NA,4 AVE,NA,NA,NA,NA,NA,NA,6932,geo,IN
7,G00006882,NA,FULTON,NA,NA,NA,NA,NA,NA,6937,geo,IN
8,G00006893,NA,16,NA,NA,NA,NA,NA,NA,6948,geo,IN
8,G00006894,NA,6 AVE,NA,NA,NA,NA,NA,NA,6949,geo,IN
7,G00006895,NA,WHIPPLE,NA,NA,NA,NA,NA,NA,6950,geo,IN
10,G00006898,NA,BOND,NA,NA,NA,NA,NA,NA,6953,geo,IN
6,G00006904,NA,RICHARD,NA,NA,NA,NA,NA,NA,6959,geo,IN
7,G00006905,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,6960,geo,IN
8,G00006911,NA,6 AVE,NA,NA,NA,NA,NA,NA,6966,geo,IN
1,G00006915,NA,WILLOW,NA,NA,NA,NA,NA,NA,6970,geo,IN
8,G00006916,NA,2 AVE,NA,NA,NA,NA,NA,NA,6971,geo,IN
9,G00006921,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,6976,geo,IN
9,G00006927,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,6982,geo,IN
9,G00006928,NA,PROSPECT PL,NA,NA,NA,NA,NA,NA,6983,geo,IN
11,G00006931,NA,CLINTON AVE,NA,NA,NA,NA,NA,NA,6986,geo,IN
6,G00006937,NA,CLINTON,NA,NA,NA,NA,NA,NA,6992,geo,IN
3,G00006948,NA,JORALEMON,NA,NA,NA,NA,NA,NA,7003,geo,IN
7,G00006951,NA,FULTON,NA,NA,NA,NA,NA,NA,7006,geo,IN
9,G00006956,NA,MONTGOMERY,NA,NA,NA,NA,NA,NA,7011,geo,IN
9,G00006958,NA,MACDONOUGH,NA,NA,NA,NA,NA,NA,7013,geo,IN
6,G00006960,NA,VANDYKE,NA,NA,NA,NA,NA,NA,7015,geo,IN
9,G00006983,NA,MARCY AVE,NA,NA,NA,NA,NA,NA,7038,geo,IN
8,G00006984,NA,6 AVE,NA,NA,NA,NA,NA,NA,7039,geo,IN
6,G00006990,NA,1 PL,NA,NA,NA,NA,NA,NA,7045,geo,IN
7,G00006991,NA,PARK AVE,NA,NA,NA,NA,NA,NA,7046,geo,IN
10,G00006994,NA,HOYT,NA,NA,NA,NA,NA,NA,7049,geo,IN
