Ward,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
7,G00014251,NA,TAYLOR,NA,NA,NA,NA,NA,NA,14388,geo,IN
10,G00014259,NA,SACKETT,NA,NA,NA,NA,NA,NA,14396,geo,IN
9,G00014267,NA,TROY AVE,NA,NA,NA,NA,NA,NA,14404,geo,IN
7,G00014268,NA,GERRY,NA,NA,NA,NA,NA,NA,14405,geo,IN
8,G00014273,NA,3 AVE,NA,NA,NA,NA,NA,NA,14410,geo,IN
3,G00014292,NA,PIERREPONT,NA,NA,NA,NA,NA,NA,14429,geo,IN
5,G00014313,NA,HUDSON AVE,NA,NA,NA,NA,NA,NA,14450,geo,IN
11,G00014314,NA,CARLTON AVE,NA,NA,NA,NA,NA,NA,14451,geo,IN
6,G00014321,NA,CONOVER,NA,NA,NA,NA,NA,NA,14458,geo,IN
11,G00014330,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,NA,14467,geo,IN
9,G00014332,NA,PUTNAM AVE,NA,NA,NA,NA,NA,NA,14469,geo,IN
6,G00014340,NA,CLINTON,NA,NA,NA,NA,NA,NA,14477,geo,IN
10,G00014341,NA,DE GRAW,NA,NA,NA,NA,NA,NA,14478,geo,IN
9,G00014345,NA,UTICA AVE,NA,NA,NA,NA,NA,NA,14482,geo,IN
10,G00014348,NA,SMITH,NA,NA,NA,NA,NA,NA,14485,geo,IN
3,G00014355,NA,CRANBERRY,NA,NA,NA,NA,NA,NA,14492,geo,IN
9,G00014363,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,14500,geo,IN
8,G00014367,NA,4 AVE,NA,NA,NA,NA,NA,NA,14504,geo,IN
9,G00014371,NA,BERGEN,NA,NA,NA,NA,NA,NA,14508,geo,IN
7,G00014378,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,14515,geo,IN
9,G00014380,NA,BAINBRIDGE,NA,NA,NA,NA,NA,NA,14517,geo,IN
3,G00014382,NA,MIDDAGH,NA,NA,NA,NA,NA,NA,14519,geo,IN
9,G00014386,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,14523,geo,IN
8,G00014391,NA,1 AVE,NA,NA,NA,NA,NA,NA,14528,geo,IN
9,G00014397,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,14534,geo,IN
8,G00014404,NA,7 AVE,NA,NA,NA,NA,NA,NA,14541,geo,IN
8,G00014407,NA,1 AVE,NA,NA,NA,NA,NA,NA,14544,geo,IN
8,G00014409,NA,30,NA,NA,NA,NA,NA,NA,14546,geo,IN
9,G00014414,NA,GATES AVE,NA,NA,NA,NA,NA,NA,14551,geo,IN
9,G00014427,NA,QUINCY,NA,NA,NA,NA,NA,NA,14564,geo,IN
7,G00014442,NA,HEWES,NA,NA,NA,NA,NA,NA,14579,geo,IN
9,G00014445,NA,HANCOCK,NA,NA,NA,NA,NA,NA,14582,geo,IN
7,G00014451,NA,HEWES,NA,NA,NA,NA,NA,NA,14588,geo,IN
9,G00014460,NA,GATES AVE,NA,NA,NA,NA,NA,NA,14597,geo,IN
6,G00014465,NA,W 9,NA,NA,NA,NA,NA,NA,14602,geo,IN
1,G00014468,NA,OLD FULTON,NA,NA,NA,NA,NA,NA,14605,geo,IN
8,G00014471,NA,7 AVE,NA,NA,NA,NA,NA,NA,14608,geo,IN
1,G00014472,NA,WILLOW,NA,NA,NA,NA,NA,NA,14609,geo,IN
10,G00014476,NA,3 AVE,NA,NA,NA,NA,NA,NA,14613,geo,IN
6,G00014485,NA,DIKEMAN,NA,NA,NA,NA,NA,NA,14622,geo,IN
6,G00014497,NA,KANE,NA,NA,NA,NA,NA,NA,14634,geo,IN
7,G00014505,NA,FLUSHING AVE,NA,NA,NA,NA,NA,NA,14642,geo,IN
3,G00014511,NA,HENRY,NA,NA,NA,NA,NA,NA,14648,geo,IN
7,G00014514,NA,HARRISON AVE,NA,NA,NA,NA,NA,NA,14651,geo,IN
10,G00014516,NA,STATE,NA,NA,NA,NA,NA,NA,14653,geo,IN
10,G00014525,NA,SMITH,NA,NA,NA,NA,NA,NA,14662,geo,IN
9,G00014526,NA,STUYVESANT AVE,NA,NA,NA,NA,NA,NA,14663,geo,IN
6,G00014529,NA,HICKS,NA,NA,NA,NA,NA,NA,14666,geo,IN
8,G00014539,NA,58,NA,NA,NA,NA,NA,NA,14676,geo,IN
9,G00014543,NA,JEFFERSON AVE,NA,NA,NA,NA,NA,NA,14680,geo,IN
10,G00014545,NA,SMITH,NA,NA,NA,NA,NA,NA,14682,geo,IN
11,G00014547,NA,S OXFORD,NA,NA,NA,NA,NA,NA,14684,geo,IN
9,G00014550,NA,BUFFALO AVE,NA,NA,NA,NA,NA,NA,14687,geo,IN
10,G00014552,NA,DOUGLAS,NA,NA,NA,NA,NA,NA,14689,geo,IN
7,G00014572,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,14709,geo,IN
7,G00014575,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,14712,geo,IN
8,G00014577,NA,11 AVE,NA,NA,NA,NA,NA,NA,14714,geo,IN
10,G00014580,NA,DOUGLAS,NA,NA,NA,NA,NA,NA,14717,geo,IN
9,G00014584,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,14721,geo,IN
11,G00014590,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,14727,geo,IN
7,G00014597,NA,NA,NA,NA,NA,NA,NA,NA,14734,geo,IN
6,G00014599,NA,CLINTON,NA,NA,NA,NA,NA,NA,14736,geo,IN
8,G00014605,NA,5 AVE,NA,NA,NA,NA,NA,NA,14742,geo,IN
8,G00014608,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,NA,14745,geo,IN
9,G00014609,REED AVE,MALCOLM X BLVD,REED AVE,NA,NA,NA,NA,NA,14746,geo,IN
10,G00014615,NA,4 AVE,NA,NA,NA,NA,NA,NA,14752,geo,IN
9,G00014617,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,14754,geo,IN
10,G00014624,NA,LIVINGSTON,NA,NA,NA,NA,NA,NA,14761,geo,IN
8,G00014630,NA,PROSPECT AVE,NA,NA,NA,NA,NA,NA,14767,geo,IN
6,G00014632,NA,HICKS,NA,NA,NA,NA,NA,NA,14769,geo,IN
6,G00014639,NA,OTSEGO,NA,NA,NA,NA,NA,NA,14776,geo,IN
7,G00014641,NA,LEE AVE,NA,NA,NA,NA,NA,NA,14778,geo,IN
9,G00014646,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,14783,geo,IN
10,G00014654,NA,NEVINS,NA,NA,NA,NA,NA,NA,14791,geo,IN
9,G00014658,NA,DECATUR,NA,NA,NA,NA,NA,NA,14795,geo,IN
9,G00014660,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,14797,geo,IN
9,G00014663,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,14800,geo,IN
9,G00014665,NA,TROY AVE,NA,NA,NA,NA,NA,NA,14802,geo,IN
1,G00014670,NA,CLARK,NA,NA,NA,NA,NA,NA,14807,geo,IN
2,G00014678,NA,WASHINGTON,NA,NA,NA,NA,NA,NA,14815,geo,IN
7,G00014685,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,14822,geo,IN
11,G00014701,NA,CUMBERLAND,NA,NA,NA,NA,NA,NA,14838,geo,IN
10,G00014702,NA,BERGEN,NA,NA,NA,NA,NA,NA,14839,geo,IN
7,G00014725,NA,MYRTLE AVE,NA,NA,NA,NA,NA,NA,14862,geo,IN
8,G00014728,NA,BERGEN,NA,NA,NA,NA,NA,NA,14865,geo,IN
8,G00014731,NA,4 AVE,NA,NA,NA,NA,NA,NA,14868,geo,IN
10,G00014732,NA,NEVINS,NA,NA,NA,NA,NA,NA,14869,geo,IN
8,G00014736,NA,7 AVE,NA,NA,NA,NA,NA,NA,14873,geo,IN
11,G00014740,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,14877,geo,IN
9,G00014748,NA,PATCHEN AVE,NA,NA,NA,NA,NA,NA,14885,geo,IN
9,G00014752,NA,THROOP AVE,NA,NA,NA,NA,NA,NA,14889,geo,IN
8,G00014755,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,NA,14892,geo,IN
9,G00014758,NA,VAN BUREN,NA,NA,NA,NA,NA,NA,14895,geo,IN
11,G00014767,NA,CLERMONT AVE,NA,NA,NA,NA,NA,NA,14904,geo,IN
9,G00014770,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,14907,geo,IN
9,G00014771,NA,NA,NA,NA,NA,NA,NA,NA,14908,geo,IN
10,G00014772,NA,WARREN,NA,NA,NA,NA,NA,NA,14909,geo,IN
9,G00014788,NA,THROOP AVE,NA,NA,NA,NA,NA,NA,14926,geo,IN
9,G00014789,WOTHERSPOON,VERNON AVE,WOTHERSPOON,NA,NA,NA,NA,NA,14927,geo,IN
6,G00014790,NA,COMMERCIAL WHARF,NA,NA,NA,NA,NA,NA,14928,geo,IN
8,G00014791,NA,55,NA,NA,NA,NA,NA,NA,14929,geo,IN
9,G00014800,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,14938,geo,IN
9,G00014806,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,14944,geo,IN
8,G00014812,NA,53,NA,NA,NA,NA,NA,NA,14950,geo,IN
7,G00014817,NA,CLIFTON PL,NA,NA,NA,NA,NA,NA,14955,geo,IN
9,G00014827,NA,MONROE,NA,NA,NA,NA,NA,NA,14965,geo,IN
11,G00014830,NA,WILLOUGHBY,NA,NA,NA,NA,NA,NA,14968,geo,IN
8,G00014832,NA,1 AVE,NA,NA,NA,NA,NA,NA,14970,geo,IN
7,G00014834,NA,TAYLOR,NA,NA,NA,NA,NA,NA,14972,geo,IN
6,G00014851,NA,CLINTON,NA,NA,NA,NA,NA,NA,14990,geo,IN
9,G00014859,NA,ALBANY AVE,NA,NA,NA,NA,NA,NA,14998,geo,IN
10,G00014868,NA,PACIFIC,NA,NA,NA,NA,NA,NA,15008,geo,IN
10,G00014876,NA,NEVINS,NA,NA,NA,NA,NA,NA,15016,geo,IN
7,G00014878,NA,GRAND AVE,NA,NA,NA,NA,NA,NA,15018,geo,IN
9,G00014881,NA,DEAN,NA,NA,NA,NA,NA,NA,15021,geo,IN
7,G00014884,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,15024,geo,IN
8,G00014904,NA,3 AVE,NA,NA,NA,NA,NA,NA,15044,geo,IN
10,G00014911,NA,SMITH,NA,NA,NA,NA,NA,NA,15051,geo,IN
8,G00014913,NA,47,NA,NA,NA,NA,NA,NA,15053,geo,IN
7,G00014916,NA,PARK AVE,NA,NA,NA,NA,NA,NA,15056,geo,IN
9,G00014918,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,15058,geo,IN
9,G00014919,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,15059,geo,IN
9,G00014938,NA,JEFFERSON AVE,NA,NA,NA,NA,NA,NA,15079,geo,IN
9,G00014940,HICKORY,LEXINGTON AVE,HICKORY,NA,NA,NA,NA,NA,15081,geo,IN
9,G00014954,NA,PROSPECT PL,NA,NA,NA,NA,NA,NA,15095,geo,IN
7,G00014956,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,15097,geo,IN
5,G00014975,NA,NASSAU,NA,NA,NA,NA,NA,NA,15116,geo,IN
7,G00014991,NA,PENN,NA,NA,NA,NA,NA,NA,15132,geo,IN
8,G00014993,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,15134,geo,IN
3,G00014995,NA,MONROE PL,NA,NA,NA,NA,NA,NA,15136,geo,IN
9,G00014997,HICKORY,LEXINGTON AVE,HICKORY,NA,NA,NA,NA,NA,15138,geo,IN
8,G00015012,NA,1,NA,NA,NA,NA,NA,NA,15153,geo,IN
8,G00015015,NA,19,NA,NA,NA,NA,NA,NA,15156,geo,IN
10,G00015018,NA,4 AVE,NA,NA,NA,NA,NA,NA,15159,geo,IN
8,G00015020,NA,5 AVE,NA,NA,NA,NA,NA,NA,15161,geo,IN
10,G00015025,NA,CENTRE,NA,NA,NA,NA,NA,NA,15166,geo,IN
6,G00015026,NA,HENRY,NA,NA,NA,NA,NA,NA,15167,geo,IN
9,G00015029,NA,STERLING PL,NA,NA,NA,NA,NA,NA,15170,geo,IN
7,G00015031,NA,RUTLEDGE AVE,NA,NA,NA,NA,NA,NA,15172,geo,IN
2,G00015032,NA,WASHINGTON,NA,NA,NA,NA,NA,NA,15173,geo,IN
7,G00015035,HICKORY,LEXINGTON AVE,HICKORY,NA,NA,NA,NA,NA,15176,geo,IN
9,G00015038,REED AVE,MALCOLM X BLVD,REED AVE,NA,NA,NA,NA,NA,15179,geo,IN
8,G00015052,NA,31,NA,NA,NA,NA,NA,NA,15193,geo,IN
11,G00015055,NA,SAINT EDWARDS,NA,NA,NA,NA,NA,NA,15196,geo,IN
8,G00015068,NA,6 AVE,NA,NA,NA,NA,NA,NA,15209,geo,IN
4,G00015069,NA,TILLARY,NA,NA,NA,NA,NA,NA,15210,geo,IN
10,G00015080,NA,DEAN,NA,NA,NA,NA,NA,NA,15221,geo,IN
11,G00015082,NA,CLERMONT AVE,NA,NA,NA,NA,NA,NA,15223,geo,IN
6,G00015086,NA,DWIGHT,NA,NA,NA,NA,NA,NA,15227,geo,IN
7,G00015087,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,15228,geo,IN
9,G00015113,NA,THROOP AVE,NA,NA,NA,NA,NA,NA,15254,geo,IN
7,G00015114,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,15255,geo,IN
5,G00015136,NA,HARRISON ALY,NA,NA,NA,NA,NA,NA,15277,geo,IN
9,G00015138,NA,CARROLL,NA,NA,NA,NA,NA,NA,15279,geo,IN
9,G00015140,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,15281,geo,IN
9,G00015141,NA,THOMAS BOYLAND,NA,NA,NA,NA,NA,NA,15282,geo,IN
9,G00015142,NA,MONROE,NA,NA,NA,NA,NA,NA,15283,geo,IN
9,G00015150,NA,MACDONOUGH,NA,NA,NA,NA,NA,NA,15291,geo,IN
6,G00015164,NA,LORRAINE,NA,NA,NA,NA,NA,NA,15306,geo,IN
9,G00015165,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,15307,geo,IN
9,G00015176,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,15318,geo,IN
9,G00015181,NA,ROCHESTER AVE,NA,NA,NA,NA,NA,NA,15323,geo,IN
9,G00015184,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,15326,geo,IN
8,G00015187,NA,5 AVE,NA,NA,NA,NA,NA,NA,15329,geo,IN
9,G00015189,NA,BUFFALO AVE,NA,NA,NA,NA,NA,NA,15331,geo,IN
6,G00015194,NA,3 PL,NA,NA,NA,NA,NA,NA,15336,geo,IN
9,G00015195,NA,SAINT JOHNS PL,NA,NA,NA,NA,NA,NA,15337,geo,IN
6,G00015209,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,15351,geo,IN
7,G00015210,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,15352,geo,IN
9,G00015217,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,15359,geo,IN
8,G00015223,NA,54,NA,NA,NA,NA,NA,NA,15365,geo,IN
11,G00015240,NA,ADELPHI,NA,NA,NA,NA,NA,NA,15382,geo,IN
7,G00015241,NA,LEE AVE,NA,NA,NA,NA,NA,NA,15383,geo,IN
8,G00015246,NA,W PROSPECT,NA,NA,NA,NA,NA,NA,15388,geo,IN
9,G00015251,NA,JEFFERSON AVE,NA,NA,NA,NA,NA,NA,15393,geo,IN
11,G00015258,NA,LAFAYETTE AVE,NA,NA,NA,NA,NA,NA,15400,geo,IN
9,G00015262,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,15404,geo,IN
9,G00015275,NA,PACIFIC,NA,NA,NA,NA,NA,NA,15417,geo,IN
8,G00015279,NA,PROSPECT PL,NA,NA,NA,NA,NA,NA,15421,geo,IN
9,G00015280,NA,QUINCY,NA,NA,NA,NA,NA,NA,15422,geo,IN
9,G00015294,NA,HULL,NA,NA,NA,NA,NA,NA,15436,geo,IN
9,G00015302,NA,GATES AVE,NA,NA,NA,NA,NA,NA,15444,geo,IN
11,G00015317,NA,S PORTLAND AVE,NA,NA,NA,NA,NA,NA,15460,geo,IN
9,G00015331,NA,QUINCY,NA,NA,NA,NA,NA,NA,15474,geo,IN
7,G00015340,NA,PENN,NA,NA,NA,NA,NA,NA,15483,geo,IN
8,G00015342,NA,4,NA,NA,NA,NA,NA,NA,15485,geo,IN
7,G00015346,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,15489,geo,IN
8,G00015359,NA,2 AVE,NA,NA,NA,NA,NA,NA,15502,geo,IN
6,G00015364,NA,UNION,NA,NA,NA,NA,NA,NA,15507,geo,IN
9,G00015365,NA,JEFFERSON AVE,NA,NA,NA,NA,NA,NA,15508,geo,IN
2,G00015371,NA,FRONT,NA,NA,NA,NA,NA,NA,15514,geo,IN
5,G00015376,NA,PLYMOUTH,NA,NA,NA,NA,NA,NA,15519,geo,IN
9,G00015377,NA,SOMERS,NA,NA,NA,NA,NA,NA,15520,geo,IN
9,G00015386,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,15529,geo,IN
1,G00015391,NA,JORALEMON,NA,NA,NA,NA,NA,NA,15534,geo,IN
6,G00015398,NA,KANE,NA,NA,NA,NA,NA,NA,15541,geo,IN
8,G00015406,NA,4 AVE,NA,NA,NA,NA,NA,NA,15549,geo,IN
8,G00015407,NA,6 AVE,NA,NA,NA,NA,NA,NA,15550,geo,IN
7,G00015409,NA,WALTON,NA,NA,NA,NA,NA,NA,15552,geo,IN
9,G00015414,NA,VAN BUREN,NA,NA,NA,NA,NA,NA,15557,geo,IN
6,G00015415,NA,WARREN,NA,NA,NA,NA,NA,NA,15558,geo,IN
11,G00015420,NA,WAVERLY AVE,NA,NA,NA,NA,NA,NA,15563,geo,IN
8,G00015423,NA,7 AVE,NA,NA,NA,NA,NA,NA,15566,geo,IN
8,G00015424,NA,3 AVE,NA,NA,NA,NA,NA,NA,15567,geo,IN
6,G00015428,NA,CLINTON,NA,NA,NA,NA,NA,NA,15571,geo,IN
9,G00015432,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,15575,geo,IN
9,G00015433,NA,ROGERS AVE,NA,NA,NA,NA,NA,NA,15576,geo,IN
9,G00015436,NA,CARLTON AVE,NA,NA,NA,NA,NA,NA,15579,geo,IN
8,G00015440,NA,4 AVE,NA,NA,NA,NA,NA,NA,15583,geo,IN
8,G00015442,NA,56,NA,NA,NA,NA,NA,NA,15585,geo,IN
9,G00015445,NA,SAINT MARKS AVE,NA,NA,NA,NA,NA,NA,15588,geo,IN
9,G00015447,REED AVE,MALCOLM X BLVD,REED AVE,NA,NA,NA,NA,NA,15590,geo,IN
11,G00015449,NA,WAVERLY AVE,NA,NA,NA,NA,NA,NA,15592,geo,IN
8,G00015456,NA,13,NA,NA,NA,NA,NA,NA,15599,geo,IN
8,G00015475,NA,27,NA,NA,NA,NA,NA,NA,15618,geo,IN
6,G00015477,NA,STRONG PL,NA,NA,NA,NA,NA,NA,15620,geo,IN
9,G00015478,NA,GARVEY BLVD,NA,NA,NA,NA,NA,NA,15621,geo,IN
3,G00015479,NA,CT,NA,NA,NA,NA,NA,NA,15622,geo,IN
10,G00015483,NA,SMITH,NA,NA,NA,NA,NA,NA,15626,geo,IN
3,G00015493,NA,CLINTON,NA,NA,NA,NA,NA,NA,15636,geo,IN
8,G00015511,NA,4 AVE,NA,NA,NA,NA,NA,NA,15654,geo,IN
8,G00015514,NA,6 AVE,NA,NA,NA,NA,NA,NA,15657,geo,IN
7,G00015520,NA,MORTON,NA,NA,NA,NA,NA,NA,15663,geo,IN
9,G00015531,NA,RALPH AVE,NA,NA,NA,NA,NA,NA,15674,geo,IN
8,G00015536,NA,W PROSPECT,NA,NA,NA,NA,NA,NA,15679,geo,IN
6,G00015538,NA,KANE,NA,NA,NA,NA,NA,NA,15681,geo,IN
9,G00015556,NA,MADISON,NA,NA,NA,NA,NA,NA,15699,geo,IN
7,G00015564,NA,FLUSHING AVE,NA,NA,NA,NA,NA,NA,15707,geo,IN
10,G00015568,NA,1 PL,NA,NA,NA,NA,NA,NA,15711,geo,IN
2,G00015569,NA,JAY,NA,NA,NA,NA,NA,NA,15712,geo,IN
8,G00015573,NA,6 AVE,NA,NA,NA,NA,NA,NA,15716,geo,IN
7,G00015576,NA,HOOPER,NA,NA,NA,NA,NA,NA,15719,geo,IN
6,G00015577,NA,COMMERCE,NA,NA,NA,NA,NA,NA,15720,geo,IN
7,G00015578,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,NA,15721,geo,IN
10,G00015585,NA,HOYT,NA,NA,NA,NA,NA,NA,15728,geo,IN
8,G00015587,NA,3 AVE,NA,NA,NA,NA,NA,NA,15730,geo,IN
9,G00015597,NA,ALBANY AVE,NA,NA,NA,NA,NA,NA,15740,geo,IN
9,G00015599,NA,NA,NA,NA,NA,NA,NA,NA,15742,geo,IN
9,G00015608,NA,UNDERHILL AVE,NA,NA,NA,NA,NA,NA,15751,geo,IN
11,G00015615,NA,HUDSON AVE,NA,NA,NA,NA,NA,NA,15758,geo,IN
2,G00015617,NA,JAY,NA,NA,NA,NA,NA,NA,15760,geo,IN
8,G00015620,NA,BERGEN,NA,NA,NA,NA,NA,NA,15763,geo,IN
7,G00015626,NA,FULTON,NA,NA,NA,NA,NA,NA,15769,geo,IN
9,G00015627,NA,GRAND AVE,NA,NA,NA,NA,NA,NA,15770,geo,IN
8,G00015628,NA,39,NA,NA,NA,NA,NA,NA,15771,geo,IN
9,G00015631,NA,TOMPKINS AVE,NA,NA,NA,NA,NA,NA,15775,geo,IN
7,G00015633,NA,THORNTON,NA,NA,NA,NA,NA,NA,15777,geo,IN
9,G00015635,NA,HART,NA,NA,NA,NA,NA,NA,15779,geo,IN
6,G00015638,NA,RICHARD,NA,NA,NA,NA,NA,NA,15782,geo,IN
10,G00015640,NA,BALTIC,NA,NA,NA,NA,NA,NA,15784,geo,IN
9,G00015647,NA,SAINT JOHNS PL,NA,NA,NA,NA,NA,NA,15791,geo,IN
11,G00015648,NA,HANSON PL,NA,NA,NA,NA,NA,NA,15792,geo,IN
9,G00015649,NA,TROY AVE,NA,NA,NA,NA,NA,NA,15793,geo,IN
7,G00015653,NA,MARCY AVE,NA,NA,NA,NA,NA,NA,15797,geo,IN
9,G00015654,NA,SARATOGA AVE,NA,NA,NA,NA,NA,NA,15798,geo,IN
11,G00015684,NA,FULTON,NA,NA,NA,NA,NA,NA,15829,geo,IN
8,G00015689,NA,SHERMAN,NA,NA,NA,NA,NA,NA,15834,geo,IN
9,G00015702,NA,KINGSTON AVE,NA,NA,NA,NA,NA,NA,15847,geo,IN
9,G00015708,NA,PARK PL,NA,NA,NA,NA,NA,NA,15853,geo,IN
9,G00015712,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,15857,geo,IN
7,G00015717,NA,BEDFORD AVE,NA,NA,NA,NA,NA,NA,15862,geo,IN
9,G00015721,NA,RALPH AVE,NA,NA,NA,NA,NA,NA,15866,geo,IN
6,G00015728,NA,KANE,NA,NA,NA,NA,NA,NA,15873,geo,IN
7,G00015737,NA,MONROE,NA,NA,NA,NA,NA,NA,15882,geo,IN
7,G00015740,NA,HEYWARD,NA,NA,NA,NA,NA,NA,15885,geo,IN
9,G00015745,NA,DEAN,NA,NA,NA,NA,NA,NA,15890,geo,IN
6,G00015748,NA,COFFEY,NA,NA,NA,NA,NA,NA,15893,geo,IN
8,G00015750,NA,7 AVE,NA,NA,NA,NA,NA,NA,15896,geo,IN
8,G00015758,NA,2 AVE,NA,NA,NA,NA,NA,NA,15904,geo,IN
9,G00015762,NA,PRESIDENT,NA,NA,NA,NA,NA,NA,15908,geo,IN
8,G00015763,NA,3 AVE,NA,NA,NA,NA,NA,NA,15909,geo,IN
1,G00015766,NA,WILLOW,NA,NA,NA,NA,NA,NA,15912,geo,IN
9,G00015768,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,15914,geo,IN
7,G00015769,NA,TAAFFE PL,NA,NA,NA,NA,NA,NA,15915,geo,IN
9,G00015772,NA,SCHNECTADY AVE,NA,NA,NA,NA,NA,NA,15918,geo,IN
7,G00015773,NA,NA,NA,NA,NA,NA,NA,NA,15919,geo,IN
9,G00015774,NA,MACON,NA,NA,NA,NA,NA,NA,15920,geo,IN
8,G00015775,NA,LINCOLN PL,NA,NA,NA,NA,NA,NA,15921,geo,IN
9,G00015778,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,15924,geo,IN
9,G00015787,NA,MOTHER GASTON BLVD,NA,NA,NA,NA,NA,NA,15933,geo,IN
9,G00015800,PERRY AVE,BEDFORD AVE,PERRY AVE,NA,NA,NA,NA,NA,15946,geo,IN
7,G00015806,NA,PARK AVE,NA,NA,NA,NA,NA,NA,15952,geo,IN
8,G00015812,NA,8 AVE,NA,NA,NA,NA,NA,NA,15958,geo,IN
7,G00015825,NA,WARSOFF PL,NA,NA,NA,NA,NA,NA,15971,geo,IN
3,G00015828,NA,CT,NA,NA,NA,NA,NA,NA,15974,geo,IN
6,G00015831,NA,SUMMIT,NA,NA,NA,NA,NA,NA,15977,geo,IN
6,G00015832,NA,HICKS,NA,NA,NA,NA,NA,NA,15978,geo,IN
9,G00015844,NA,UTICA AVE,NA,NA,NA,NA,NA,NA,15990,geo,IN
6,G00015846,NA,COLUMBIA,NA,NA,NA,NA,NA,NA,15992,geo,IN
6,G00015852,NA,DE GRAW,NA,NA,NA,NA,NA,NA,15999,geo,IN
9,G00015853,NA,LEWIS AVE,NA,NA,NA,NA,NA,NA,16000,geo,IN
8,G00015867,NA,4 AVE,NA,NA,NA,NA,NA,NA,16014,geo,IN
6,G00015868,NA,AMITY,NA,NA,NA,NA,NA,NA,16015,geo,IN
11,G00015883,NA,DE KALB AVE,NA,NA,NA,NA,NA,NA,16030,geo,IN
7,G00015885,NA,WILSON,NA,NA,NA,NA,NA,NA,16032,geo,IN
8,G00015903,NA,24,NA,NA,NA,NA,NA,NA,16050,geo,IN
9,G00015906,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,16053,geo,IN
8,G00015909,NA,6,NA,NA,NA,NA,NA,NA,16056,geo,IN
8,G00015920,NA,42,NA,NA,NA,NA,NA,NA,16068,geo,IN
9,G00015925,NA,CARROLL,NA,NA,NA,NA,NA,NA,16073,geo,IN
10,G00015938,NA,WYCKOFF,NA,NA,NA,NA,NA,NA,16086,geo,IN
8,G00015939,NA,4,NA,NA,NA,NA,NA,NA,16087,geo,IN
9,G00015942,NA,PACIFIC,NA,NA,NA,NA,NA,NA,16090,geo,IN
8,G00015944,NA,8,NA,NA,NA,NA,NA,NA,16092,geo,IN
7,G00015945,NA,MARCY AVE,NA,NA,NA,NA,NA,NA,16093,geo,IN
7,G00015949,NA,PARK AVE,NA,NA,NA,NA,NA,NA,16097,geo,IN
6,G00015954,NA,CLINTON,NA,NA,NA,NA,NA,NA,16102,geo,IN
7,G00015957,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,16105,geo,IN
7,G00015958,NA,NA,NA,NA,NA,NA,NA,NA,16106,geo,IN
7,G00015959,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,16107,geo,IN
7,G00015960,NA,NA,NA,NA,NA,NA,NA,NA,16108,geo,IN
7,G00015961,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,NA,16109,geo,IN
6,G00015962,NA,NA,NA,NA,NA,NA,NA,NA,16110,geo,IN
