Name,Name1850,AltName,Ward_Left,Left_Low,Left_High,Right_Low,Right_High,ObjectID,JoinId,Full_Name,Ward_Right
E 64,E 64,NA,19,NA,NA,NA,NA,651,G00000394,NA,19
7 AVE,7 AVE,NA,19,644,666,645,667,652,G00000395,NA,19
W END AVE,W END AVE,NA,19,NA,NA,NA,NA,653,G00000396,NA,19
PARK AVE,PARK AVE,NA,18,578,596,NA,NA,654,G00000397,NA,18
W 13,W 13,NA,15,2,76,1,75,658,G00000402,NA,15
6 AVE,6 AVE,NA,16,601,615,596,610,659,G00000403,NA,18
W 31,W 31,NA,16,186,246,185,245,660,G00000404,NA,16
MADISON,MADISON,NA,7,211,235,208,240,661,G00000405,NA,7
E 14,E 14,NA,18,197,239,196,238,663,G00000407,NA,17
8 AVE,8 AVE,NA,9,11,29,12,30,664,G00000408,NA,9
W 14,W 14,NA,15,2,64,1,63,666,G00000410,NA,18
W 182,W 182,NA,12,NA,NA,NA,NA,670,G00000414,NA,12
CHRISTOPHER,CHRISTOPHER,NA,9,2,12,1,11,672,G00000416,NA,9
BROADWAY,BROADWAY,NA,15,729,743,728,744,673,G00000417,NA,15
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,676,G00000421,NA,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,680,G00000425,NA,12
WATER,WATER,NA,1,118,132,119,133,681,G00000426,NA,1
BROADWAY,BROADWAY,NA,15,699,713,698,712,682,G00000427,NA,15
E 56,E 56,NA,19,NA,NA,NA,NA,683,G00000428,NA,19
PARK AVE,PARK AVE,NA,19,NA,NA,623,627,684,G00000429,NA,19
E 72,E 72,NA,19,NA,NA,NA,NA,685,G00000430,NA,19
CORTLANDT ALY,CORTLANDT ALY,NA,6,26,50,25,49,686,G00000431,NA,6
E 57,E 57,NA,19,NA,NA,NA,NA,687,G00000432,NA,19
11 AVE,11 AVE,NA,19,NA,NA,NA,NA,688,G00000433,NA,19
AVE A,AVE A,NA,18,NA,NA,NA,NA,691,G00000436,NA,18
E 9,E 9,NA,17,204,250,205,249,693,G00000439,NA,17
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,694,G00000440,NA,19
SAINT NICHOLAS PL,SAINT NICHOLAS PL,NA,12,NA,NA,NA,NA,695,G00000441,NA,12
E 15,E 15,NA,18,34,52,35,51,697,G00000443,NA,18
DIVISION,DIVISION,NA,10,106,114,101,107,698,G00000444,NA,7
E 102,E 102,NA,12,NA,NA,NA,NA,699,G00000445,NA,12
11 AVE,11 AVE,NA,19,463,475,464,476,701,G00000447,NA,19
10 AVE,10 AVE,NA,16,247,261,248,262,703,G00000450,NA,16
BENSON PL,BENSON PL,NA,6,NA,NA,1,5,705,G00000452,NA,6
W HOUSTON,W HOUSTON,NA,8,112,124,111,125,706,G00000453,HAMMERSLEY,9
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,707,G00000454,NA,12
SOUTH,SOUTH,NA,7,241,260,NA,NA,708,G00000455,NA,7
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,709,G00000456,KINGS BRG RD,12
LEX AVE,LEX AVE,NA,19,NA,NA,NA,NA,711,G00000458,NA,19
2 AVE,2 AVE,NA,18,285,301,288,302,714,G00000461,NA,18
11 AVE,11 AVE,NA,19,NA,NA,NA,NA,715,G00000462,NA,19
E 58,E 58,NA,19,NA,NA,NA,NA,717,G00000464,NA,19
PEARL,PEARL,NA,2,287,311,286,312,719,G00000466,NA,2
E 27,E 27,NA,18,151,199,148,198,722,G00000469,NA,18
W 83,W 83,NA,19,NA,NA,NA,NA,723,G00000470,NA,19
E 11,E 11,NA,11,262,292,263,293,724,G00000471,NA,11
RIVINGTON,RIVINGTON,NA,17,128,136,129,145,725,G00000472,NA,13
E 40,E 40,NA,19,123,169,130,174,727,G00000474,NA,18
W 211,W 211,NA,12,NA,NA,NA,NA,728,G00000475,NA,12
W 29,W 29,NA,18,2,10,1,7,729,G00000476,NA,18
PEARL,PEARL,NA,1,75,105,72,106,730,G00000477,NA,1
E 27,E 27,NA,18,83,103,84,100,733,G00000480,NA,18
WILLIAM,WILLIAM,NA,2,173,183,172,182,734,G00000482,NA,2
W 215,W 215,NA,12,NA,NA,NA,NA,735,G00000483,NA,12
1 AVE,1 AVE,NA,19,783,803,784,804,736,G00000484,NA,19
PRINCE,PRINCE,NA,8,84,92,81,91,740,G00000489,NA,8
W 33,W 33,NA,16,130,190,131,191,741,G00000490,NA,16
9 AVE,9 AVE,NA,19,557,569,550,562,745,G00000494,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,746,G00000495,NA,12
ELDRIDGE,ELDRIDGE,NA,17,147,173,154,176,747,G00000496,NA,17
GOLD,GOLD,NA,2,1,17,2,18,748,G00000497,NA,2
WAVERLY PL,WAVERLY PL,NA,15,24,32,25,33,750,G00000499,NA,15
E 122,E 122,NA,12,NA,NA,NA,NA,751,G00000500,NA,12
PERRY,PERRY,NA,9,20,46,19,47,752,G00000501,NA,9
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,753,G00000502,NA,12
HAMILTON PL,HAMILTON PL,NA,12,NA,NA,NA,NA,756,G00000505,NA,12
BROADWAY,BROADWAY,NA,16,1213,1227,1224,1236,757,G00000506,NA,16
HAMILTON PL,HAMILTON PL,NA,12,NA,NA,NA,NA,759,G00000509,NA,12
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,761,G00000511,NA,12
FULTON,FULTON,NA,2,40,52,39,53,762,G00000512,NA,2
E 17,E 17,NA,18,24,68,23,69,763,G00000513,NA,18
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,765,G00000515,NA,19
E 81,E 81,NA,19,NA,NA,NA,NA,768,G00000518,NA,19
LAFAYETTE,LAFAYETTE,NA,15,1,15,2,14,769,G00000519,LAFAYETTE PL,15
BEDFORD,BEDFORD,NA,9,67,81,66,80,770,G00000520,NA,9
ALLEN,ALLEN,NA,10,69,87,68,86,771,G00000521,NA,10
W 21,W 21,NA,16,188,248,187,247,772,G00000522,NA,16
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,774,G00000524,NA,12
E 18,E 18,NA,18,128,176,129,175,776,G00000526,NA,18
FORSYTH,FORSYTH,NA,17,165,191,168,192,780,G00000530,NA,17
LEWIS,LEWIS,NA,13,1,19,2,20,781,G00000531,NA,13
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,783,G00000534,NA,19
MERCER,MERCER,NA,8,1,5,2,6,784,G00000535,NA,8
PARK AVE S,PARK AVE S,NA,18,63,75,64,76,786,G00000537,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,787,G00000538,NA,12
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,789,G00000540,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,791,G00000542,10 AVE,12
RENWICK,RENWICK,NA,8,1,45,2,44,792,G00000543,NA,8
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,795,G00000546,NA,12
W 13,W 13,NA,9,180,220,181,221,796,G00000547,NA,9
COLUMBUS AVE,COLUMBUS AVE,NA,19,833,849,NA,NA,798,G00000549,NA,19
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,801,G00000552,NA,12
E 96,E 96,NA,12,NA,NA,NA,NA,804,G00000555,NA,12
WORTH,WORTH,NA,5,1,31,2,32,805,G00000556,ANTHONY,5
WALL,WALL,NA,1,58,76,59,75,806,G00000557,NA,1
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,807,G00000558,KINGS BRG RD,12
STATE,STATE,NA,1,NA,NA,16,25,808,G00000559,NA,1
3 AVE,3 AVE,NA,18,562,576,561,577,809,G00000560,NA,18
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,812,G00000563,11 AVE,12
HESTER,HESTER,NA,10,96,108,95,107,813,G00000564,NA,10
ELIZABETH,ELIZABETH,NA,15,247,275,246,276,815,G00000566,NA,15
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,KINGSBRIDGE RD,12,NA,NA,NA,NA,816,G00000567,POST RD,12
BEDFORD,BEDFORD,NA,9,39,49,36,50,817,G00000568,NA,9
BANK,BANK,NA,9,82,88,83,89,818,G00000569,NA,9
ELIZABETH,ELIZABETH,NA,6,1,31,2,28,819,G00000570,NA,6
SOUTH,SOUTH,NA,2,88,93,NA,NA,822,G00000573,NA,2
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,824,G00000575,NA,19
BROADWAY,BROADWAY,NA,18,1085,1099,1072,1092,825,G00000576,NA,18
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,827,G00000578,NA,19
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,828,G00000579,NA,19
W 38,W 38,NA,18,2,64,1,65,829,G00000580,NA,18
GRAND,GRAND,NA,13,558,566,563,567,830,G00000581,NA,7
1 AVE,1 AVE,NA,17,187,207,196,214,832,G00000583,NA,17
6 AVE,6 AVE,NA,16,357,373,358,374,834,G00000585,NA,18
W 22,W 22,NA,18,2,78,1,79,837,G00000588,NA,18
WATTS,WATTS,NA,5,NA,NA,NA,NA,838,G00000589,NA,8
DELANCEY,DELANCEY,NA,13,180,196,181,195,839,G00000590,NA,13
8 AVE,8 AVE,NA,16,353,371,344,360,840,G00000591,NA,16
WALL,WALL,NA,1,2,6,1,7,842,G00000593,NA,1
8 AVE,8 AVE,NA,19,627,643,628,644,845,G00000596,NA,19
W 125,W 125,NA,12,NA,NA,NA,NA,846,G00000597,NA,12
ORCHARD,ORCHARD,NA,10,41,63,42,66,847,G00000598,NA,10
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,849,G00000600,NA,12
W 21,W 21,NA,16,76,118,75,117,852,G00000603,NA,16
W 129,W 129,NA,12,NA,NA,NA,NA,854,G00000605,NA,12
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,857,G00000608,NA,19
E 99,E 99,NA,12,NA,NA,NA,NA,858,G00000609,NA,12
BROADWAY,BROADWAY,NA,3,193,207,194,210,859,G00000610,NA,2
GREENWICH,GREENWICH,NA,1,114,122,113,121,861,G00000612,NA,1
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,862,G00000613,10 AVE,12
HENRY,HENRY,NA,7,179,207,178,206,863,G00000614,NA,7
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,868,G00000619,NA,12
GANSEVOORT,GANSEVOORT,NA,9,2,20,1,15,869,G00000620,NA,9
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,870,G00000621,NA,12
E 24,E 24,NA,18,91,135,90,134,871,G00000622,NA,18
W 172,W 172,NA,12,NA,NA,NA,NA,873,G00000624,NA,12
LAIGHT,LAIGHT,NA,5,13,19,12,18,875,G00000626,NA,5
E 122,E 122,NA,12,NA,NA,NA,NA,876,G00000627,NA,12
BRG,BRG,NA,1,1,11,2,12,877,G00000628,NA,1
E 6,E 6,NA,11,400,410,401,411,878,G00000629,6,11
HUDSON,HUDSON,NA,8,277,301,282,300,880,G00000631,NA,8
W 92,W 92,NA,12,NA,NA,NA,NA,883,G00000634,NA,12
W 38,W 38,NA,16,88,98,89,99,884,G00000635,NA,16
W 34,W 34,NA,16,176,230,177,233,885,G00000636,NA,16
GREENWICH,GREENWICH,NA,5,336,352,335,351,886,G00000637,NA,5
W 125,W 125,NA,12,NA,NA,NA,NA,887,G00000638,NA,12
HANOVER,HANOVER,NA,1,NA,NA,NA,NA,888,G00000639,NA,1
KING,KING,NA,8,14,64,15,57,889,G00000640,NA,8
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,891,G00000642,NA,19
HUDSON,HUDSON,NA,5,83,93,82,92,892,G00000643,NA,5
BROADWAY,BROADWAY,NA,3,273,287,272,288,893,G00000644,NA,6
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,894,G00000645,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,895,G00000646,NA,12
2 AVE,2 AVE,NA,17,117,127,116,126,896,G00000647,NA,17
GRAND,GRAND,NA,14,132,150,133,151,897,G00000648,NA,14
3 AVE,3 AVE,NA,18,172,190,171,189,899,G00000650,NA,18
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,900,G00000652,NA,19
WASHINGTON,WASHINGTON,NA,3,206,222,207,221,901,G00000653,NA,3
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,902,G00000654,NA,19
AVE D,AVE D,NA,NA,NA,NA,NA,NA,903,G00000655,NA,NA
AVE C,AVE C,NA,11,141,157,140,156,906,G00000658,NA,11
7 AVE,7 AVE,NA,16,264,284,265,279,907,G00000659,NA,16
CANAL,CANAL,NA,10,228,244,229,245,908,G00000660,WALKER,10
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,909,G00000661,KINGS BRG RD,12
E BROADWAY,E BROADWAY,NA,7,NA,NA,301,311,912,G00000664,NA,7
W 4,W 4,NA,9,87,101,88,102,913,G00000665,NA,9
W 50,W 50,NA,19,184,234,185,237,915,G00000667,NA,19
LEX AVE,LEX AVE,NA,18,196,210,195,211,919,G00000674,NA,18
E 102,E 102,NA,12,NA,NA,NA,NA,920,G00000675,NA,12
AVE C,AVE C,NA,11,85,101,84,100,923,G00000678,NA,11
7 AVE,7 AVE,NA,16,60,80,63,79,924,G00000679,NA,16
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,925,G00000681,NA,19
CANAL,CANAL,NA,10,260,278,263,279,927,G00000683,WALKER,10
E 17,E 17,NA,18,26,48,NA,NA,932,G00000688,NA,18
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,934,G00000690,NA,12
6 AVE,6 AVE,NA,19,703,715,NA,NA,935,G00000691,NA,19
E 5,E 5,NA,11,340,350,341,351,937,G00000693,5,11
LEX AVE,LEX AVE,NA,19,NA,NA,441,457,939,G00000695,NA,19
E 54,E 54,NA,19,NA,NA,NA,NA,940,G00000696,NA,19
BROADWAY,BROADWAY,NA,18,1061,1069,1064,1070,941,G00000697,NA,18
E 34,E 34,NA,18,1,37,2,38,942,G00000698,NA,18
W 39,W 39,NA,16,100,120,101,119,943,G00000699,NA,16
GOUVERNEUR E SLIP,GOUVERNEUR E SLIP,NA,7,2,8,1,7,944,G00000700,NA,7
6 AVE,6 AVE,NA,16,289,305,288,306,945,G00000701,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,946,G00000702,NA,12
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,947,G00000703,NA,19
W 22,W 22,NA,16,264,312,265,315,948,G00000704,NA,16
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,949,G00000705,NA,12
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,950,G00000706,NA,19
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,798,814,951,G00000707,NA,19
E 28,E 28,NA,18,151,199,154,198,952,G00000708,NA,18
CANAL,CANAL,NA,7,146,152,NA,NA,953,G00000710,NA,10
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,954,G00000711,NA,12
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,955,G00000712,NA,12
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,956,G00000713,NA,19
2 AVE,2 AVE,NA,18,303,311,304,316,957,G00000714,NA,18
COLUMBUS AVE,COLUMBUS AVE,NA,12,NA,NA,NA,NA,958,G00000715,NA,12
BROOME,BROOME,NA,14,429,439,432,440,959,G00000716,NA,14
ELIZABETH,ELIZABETH,NA,14,65,95,64,94,963,G00000720,NA,14
MONTGOMERY,MONTGOMERY,NA,7,73,79,72,80,964,G00000721,NA,7
E 31,E 31,NA,18,1,21,2,22,965,G00000722,NA,18
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,966,G00000723,11 AVE,12
W 42,W 42,NA,19,70,104,67,113,967,G00000724,NA,19
ANN,ANN,NA,2,35,69,36,68,968,G00000725,NA,2
WASHINGTON,WASHINGTON,NA,5,398,412,395,411,972,G00000729,NA,5
JOHN,JOHN,NA,2,1,31,2,30,973,G00000730,NA,2
E 10,E 10,NA,11,349,395,348,396,974,G00000731,NA,11
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,975,G00000732,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,978,G00000735,NA,12
W 44,W 44,NA,19,70,128,79,127,981,G00000738,NA,19
C W P,C W P,NA,12,NA,NA,NA,NA,985,G00000742,NA,12
CHRYSTIE,CHRYSTIE,NA,10,43,71,44,74,989,G00000746,NA,10
W 153,W 153,NA,12,NA,NA,NA,NA,991,G00000748,NA,12
4 AVE,4 AVE,NA,15,110,134,111,129,993,G00000750,NA,17
DOVERS,DOVERS,NA,4,13,19,16,20,995,G00000752,NA,4
WATER,WATER,NA,2,160,180,161,179,996,G00000753,NA,2
W 42,W 42,NA,19,2,68,1,65,997,G00000754,NA,19
9 AVE,9 AVE,NA,19,699,713,696,712,1001,G00000758,NA,19
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,KINGSBRIDGE RD,12,NA,NA,NA,NA,1002,G00000759,POST RD,12
AVE A,AVE A,NA,17,103,111,102,112,1003,G00000760,NA,17
WASHINGTON,WASHINGTON,NA,9,634,648,633,647,1006,G00000763,NA,9
W 84,W 84,NA,19,NA,NA,NA,NA,1011,G00000769,NA,19
E 29,E 29,NA,18,151,199,148,198,1012,G00000770,NA,18
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,1016,G00000774,NA,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,1017,G00000775,NA,12
PITT,PITT,NA,13,43,77,48,80,1018,G00000776,NA,13
LAIGHT,LAIGHT,NA,5,47,55,50,54,1019,G00000777,NA,5
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,1020,G00000778,11 AVE,12
GREENWICH,GREENWICH,NA,8,532,552,533,551,1023,G00000781,NA,8
E 120,E 120,NA,12,NA,NA,NA,NA,1025,G00000783,NA,12
CORNELIA,CORNELIA,NA,9,2,42,1,41,1027,G00000785,NA,9
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,1028,G00000786,NA,12
E 80,E 80,NA,19,NA,NA,NA,NA,1029,G00000787,NA,19
W 75,W 75,NA,19,NA,NA,NA,NA,1030,G00000788,NA,19
E 27,E 27,NA,18,111,149,108,146,1032,G00000790,NA,18
E 42,E 42,NA,19,NA,NA,NA,NA,1033,G00000791,NA,19
BEEKMAN,BEEKMAN,NA,2,90,102,91,103,1034,G00000792,NA,2
W 20,W 20,NA,18,2,64,1,65,1036,G00000794,NA,18
SOUTH,SOUTH,NA,7,277,299,NA,NA,1037,G00000795,NA,7
SPRING,SPRING,NA,8,202,220,201,221,1038,G00000796,NA,8
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,1039,G00000797,NA,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,KINGSBRIDGE RD,12,NA,NA,NA,NA,1040,G00000798,POST RD,12
GREENWICH,GREENWICH,NA,3,214,228,219,235,1042,G00000800,NA,3
E 109,E 109,NA,12,NA,NA,NA,NA,1043,G00000801,NA,12
E 33,E 33,NA,18,139,217,160,220,1044,G00000803,NA,18
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,1045,G00000804,10 AVE,12
E 53,E 53,NA,19,81,111,82,112,1046,G00000805,NA,19
BEEKMAN,BEEKMAN,NA,2,104,118,105,117,1048,G00000807,NA,2
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,1049,G00000808,NA,12
WILLIAM,WILLIAM,NA,1,55,63,56,64,1050,G00000809,NA,1
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,1053,G00000812,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,1054,G00000813,NA,12
8 AVE,8 AVE,NA,19,NA,NA,NA,NA,1055,G00000814,NA,19
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,KINGSBRIDGE RD,12,NA,NA,NA,NA,1056,G00000815,POST RD,12
E 25,E 25,NA,18,1,23,2,26,1057,G00000816,NA,18
E 121,E 121,NA,12,NA,NA,NA,NA,1060,G00000819,NA,12
E 23,E 23,NA,18,227,245,228,244,1061,G00000820,NA,18
W 33,W 33,NA,18,2,64,1,65,1062,G00000821,NA,18
W 142,W 142,NA,12,NA,NA,NA,NA,1065,G00000824,NA,12
1 AVE,1 AVE,NA,18,245,265,258,272,1066,G00000825,NA,18
HESTER,HESTER,NA,14,148,160,153,159,1067,G00000826,NA,14
HUDSON,HUDSON,NA,9,623,635,624,636,1068,G00000827,NA,9
W 203,W 203,NA,12,NA,NA,NA,NA,1069,G00000828,NA,12
E 27,E 27,NA,18,51,81,50,82,1070,G00000829,NA,18
WALL,WALL,NA,1,48,56,53,57,1071,G00000830,NA,1
W 82,W 82,NA,19,NA,NA,NA,NA,1072,G00000831,NA,19
9 AVE,9 AVE,NA,19,571,585,564,578,1073,G00000832,NA,19
E 51,E 51,NA,19,102,120,103,121,1074,G00000833,NA,19
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,1075,G00000834,NA,12
10 AVE,10 AVE,NA,19,NA,NA,NA,NA,1076,G00000835,NA,19
E 36,E 36,NA,18,121,165,120,166,1077,G00000836,NA,18
PARK AVE,PARK AVE,NA,19,43,45,44,46,1078,G00000837,NA,19
E 120,E 120,NA,12,NA,NA,NA,NA,1079,G00000838,NA,12
W 47,W 47,NA,19,250,302,249,301,1080,G00000839,NA,19
BROADWAY,BROADWAY,NA,15,787,801,786,798,1081,G00000840,NA,15
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,1082,G00000841,11 AVE,12
6 AVE,6 AVE,NA,19,717,731,718,734,1083,G00000842,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,1084,G00000843,10 AVE,12
LISPENARD,LISPENARD,NA,5,33,75,32,74,1085,G00000844,NA,5
CANAL,CANAL,NA,5,219,231,240,258,1086,G00000845,NA,8
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,1087,G00000846,10 AVE,12
7 AVE,7 AVE,NA,16,366,380,365,381,1088,G00000847,NA,16
E 18,E 18,NA,18,178,232,177,231,1089,G00000848,NA,18
W 56,W 56,NA,19,NA,NA,NA,NA,1092,G00000851,NA,19
W 13,W 13,NA,9,78,134,77,135,1093,G00000853,NA,9
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,1095,G00000855,KINGS BRG RD,12
LEONARD,LEONARD,NA,6,101,107,100,104,1098,G00000858,NA,6
BROADWAY,BROADWAY,NA,3,250,260,NA,NA,1099,G00000859,NA,6
E 9,E 9,NA,17,252,286,251,285,1101,G00000861,NA,17
1 AVE,1 AVE,NA,NA,567,583,NA,NA,1102,G00000862,NA,NA
CANAL,CANAL,NA,6,1,13,2,14,1103,G00000863,NA,14
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,1104,G00000864,NA,12
E 119,E 119,NA,12,NA,NA,NA,NA,1106,G00000866,NA,12
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,1107,G00000867,KINGS BRG RD,12
HUDSON,HUDSON,NA,9,423,443,420,436,1108,G00000868,NA,9
6 AVE,6 AVE,NA,16,339,355,340,356,1110,G00000872,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,1111,G00000873,NA,12
E 72,E 72,NA,19,NA,NA,NA,NA,1112,G00000874,NA,19
2 AVE,2 AVE,NA,17,157,173,162,172,1113,G00000875,NA,17
AVE A,AVE A,NA,17,89,101,90,100,1114,G00000876,NA,17
E 110,E 110,NA,12,NA,NA,NA,NA,1115,G00000877,NA,12
CHURCH,CHURCH,NA,3,42,56,41,55,1116,G00000878,NA,3
E 12,E 12,NA,17,141,191,142,194,1117,G00000879,NA,17
W 46,W 46,NA,19,70,140,71,139,1118,G00000880,NA,19
BLEECKER,BLEECKER,NA,9,300,310,301,311,1123,G00000886,NA,9
GREENWICH,GREENWICH,NA,5,444,464,443,463,1124,G00000887,NA,5
E 11,E 11,NA,11,210,260,211,261,1125,G00000888,NA,11
W 169,W 169,NA,12,NA,NA,NA,NA,1127,G00000890,NA,12
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,1129,G00000892,NA,12
10 AVE,10 AVE,NA,19,471,487,472,488,1133,G00000896,NA,19
E 70,E 70,NA,19,NA,NA,NA,NA,1134,G00000897,NA,19
E 124,E 124,NA,12,NA,NA,NA,NA,1135,G00000898,NA,12
MAIDEN LN,MAIDEN LN,NA,2,151,169,148,168,1136,G00000899,NA,1
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,1139,G00000902,NA,19
8 AVE,8 AVE,NA,19,821,841,822,840,1142,G00000905,NA,19
W 187,W 187,NA,12,NA,NA,NA,NA,1143,G00000906,NA,12
W 25,W 25,NA,16,52,110,53,111,1145,G00000908,NA,16
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,1147,G00000910,NA,19
W 173,W 173,NA,12,NA,NA,NA,NA,1148,G00000911,NA,12
W 126,W 126,NA,12,NA,NA,NA,NA,1150,G00000913,NA,12
HENRY,HENRY,NA,7,209,247,208,246,1152,G00000915,NA,7
FORSYTH,FORSYTH,NA,10,91,109,92,110,1154,G00000918,NA,10
W 46,W 46,NA,19,182,246,181,245,1157,G00000921,NA,19
PARK PL,PARK PL,NA,3,2,28,1,27,1161,G00000925,NA,3
C W P,C W P,NA,12,NA,NA,NA,NA,1162,G00000926,NA,12
W 35,W 35,NA,16,74,118,85,113,1163,G00000927,NA,16
4 AVE,4 AVE,NA,15,56,72,57,73,1166,G00000930,NA,17
W 47,W 47,NA,19,128,178,127,177,1167,G00000931,NA,19
BROOME,BROOME,NA,13,67,81,68,82,1169,G00000933,NA,13
ATTORNEY,ATTORNEY,NA,11,143,175,144,176,1171,G00000935,NA,11
GREENWICH,GREENWICH,NA,1,42,62,41,59,1173,G00000937,NA,1
AVE C,AVE C,NA,18,219,231,218,230,1174,G00000938,NA,NA
MARKET SLIP,MARKET SLIP,NA,7,82,90,81,89,1175,G00000939,NA,7
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,1177,G00000941,NA,19
W 57,W 57,NA,19,NA,NA,NA,NA,1178,G00000942,NA,19
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,1179,G00000943,NA,19
JOHN,JOHN,NA,2,51,65,52,68,1181,G00000945,NA,2
BOND,BOND,NA,15,NA,NA,1,3,1184,G00000948,NA,15
PLEASANT AVE,PLEASANT AVE,NA,12,NA,NA,NA,NA,1185,G00000949,NA,12
LAFAYETTE,LAFAYETTE,NA,15,17,61,16,62,1186,G00000950,LAFAYETTE PL,15
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,1187,G00000951,NA,12
CENTRE,CENTRE,NA,6,151,165,152,160,1188,G00000952,NA,6
E 15,E 15,NA,18,NA,NA,129,139,1189,G00000953,NA,18
11 AVE,11 AVE,NA,19,503,509,504,510,1190,G00000954,NA,19
COOPER SQ,COOPER SQ,NA,17,NA,NA,NA,NA,1191,G00000955,3 AVE,17
BROADWAY,BROADWAY,NA,18,1025,1045,1030,1044,1193,G00000957,NA,18
WASHINGTON E SQ,WASHINGTON E SQ,NA,15,NA,NA,NA,NA,1196,G00000960,NA,15
PARK AVE S,PARK AVE S,NA,18,266,284,267,281,1197,G00000961,NA,18
E 5,E 5,NA,11,260,310,261,311,1198,G00000962,NA,11
MOTT,MOTT,NA,14,87,119,86,118,1201,G00000965,NA,14
