OBJECTID,MN_STREET1850_FULL_STREE,MN_STREET1850_Y1850NAMESTREET,MN_STREET1850_Y1850LEFT_LOW,MN_STREET1850_Y1850LEFT_HIGH,MN_STREET1850_Y1850RIGHT_LOW,MN_STREET1850_Y1850RIGHT_HIGH,MN_STREET1850_JOINID,MN_STREET1850_Y1850NAMEALT,Ward_Right_1850,Ward Left 1850
150,E 25 ST,,185,231,186,230,G00010150,,18,18
156,,,,,,,G00010156,,None,None
157,,,,,,,G00010157,,None,None
159,,,,,,,G00010159,,None,None
160,,,,,,,G00010160,,None,None
162,,,2,18,1,17,G00010162,,10,10
163,,,150,180,149,181,G00010163,,10,14
164,,,182,188,183,187,G00010164,,10,14
168,,,376,402,369,389,G00010168,,None,None
169,,,,,,,G00010169,,None,None
170,,,,,,,G00010170,,None,19
171,,,,,,,G00010171,,19,19
172,,,,,,,G00010172,,19,19
173,,,,,,,G00010173,,19,19
174,,,,,,,G00010174,,19,19
175,,,,,,,G00010175,,19,19
176,,,,,,,G00010176,,19,19
177,,,,,,,G00010177,,19,19
178,,,,,,,G00010178,,19,19
179,,,,,,,G00010179,,19,19
180,,,,,,,G00010180,,19,19
181,,,,,,,G00010181,,19,19
183,,,,,,,G00010183,,19,19
184,,,,,,,G00010184,,19,19
185,,,,,,,G00010185,,19,19
186,,,,,,,G00010186,,19,19
187,,,,,,,G00010187,,19,19
188,,,,,,,G00010188,,19,19
189,,,,,,,G00010189,,None,None
190,,,,,,,G00010190,,None,None
191,,,,,,,G00010191,,None,None
193,,,,,,,G00010193,,19,12
194,,,,,,,G00010194,,None,12
195,,,,,,,G00010195,,12,12
200,,,,,,,G00010200,,12,12
201,,,,,,,G00010201,,12,12
202,,,,,,,G00010202,,12,12
203,,,,,,,G00010203,,12,12
204,,,,,,,G00010204,,12,12
205,,,,,,,G00010205,,12,12
206,,,,,,,G00010206,,12,12
207,,,,,,,G00010207,,12,12
212,,,,,,,G00010212,,12,12
213,,,,,,,G00010213,,12,12
214,,,,,,,G00010214,,12,12
215,,,,,,,G00010215,,12,12
223,,,,,,,G00010223,,12,12
225,FIFTH AVE,,,,,,G00010225,,12,12
226,,,,,,,G00010226,,12,12
257,,,,,,,G00010257,,12,12
260,,,,,,,G00010260,,12,12
261,,,,,,,G00010261,,None,None
262,,,,,,,G00010262,,12,12
263,,,,,,,G00010263,,12,12
264,,,,,,,G00010264,,12,12
266,,,,,,,G00010266,,12,12
267,,STONE ST,63,69,62,70,G00000001,,1,1
268,,GOLD ST,19,23,20,24,G00000002,,2,2
270,,EIGHTH AVE,373,389,362,378,G00000004,,16,16
271,,E 61 ST,,,,,G00000005,,19,19
272,,GREENWICH ST,750,766,753,769,G00000006,,9,9
273,,3 AVE,1124,1140,,,G00000007,,19,19
275,,SEVENTH AVE,98,106,97,109,G00000009,,16,16
276,,PARK AVE,,,,,G00000010,,19,19
278,,FOURTH AVE,74,90,75,91,G00000012,,17,15
281,,WALL ST,8,20,9,21,G00000015,,1,1
285,,LEX AVE,,,379,389,G00000019,,19,19
287,,BLEECKER ST,384,396,385,393,G00000021,,9,9
288,,LEROY ST,42,68,41,67,G00000022,,9,9
292,,LENOX AVE,,,,,G00000026,,12,12
293,,3 AVE,,,,,G00000028,,12,12
294,,GRAND ST,164,172,165,173,G00000029,,14,14
299,,E 13 ST,41,63,38,62,G00000035,,15,15
304,,W 25 ST,238,304,239,303,G00000040,,16,16
309,,BROADWAY ALY,,,,,G00000045,,18,18
310,,W 34 ST,102,120,103,119,G00000046,,16,16
311,TENTH AVE ,AMSTERDAM AVE,,,,,G00000047,,12,12
312,,LAFAYETTE CT,,,,,G00000048,,17,17
314,,MULBERRY ST,285,309,292,308,G00000050,,15,15
316,,ELDRIDGE ST,121,145,124,152,G00000052,,10,10
317,,E 46 ST,161,187,162,188,G00000053,,19,19
318,,BEDFORD ST,23,37,24,34,G00000054,,9,9
320,,W 115 ST,,,,,G00000056,,12,12
321,,3 AVE,,,,,G00000057,,12,12
323,,W 30 ST,56,118,53,113,G00000059,,16,16
328,,STATE ST,,,1,14,G00000064,,1,1
332,,FULTON ST,20,24,19,25,G00000068,,2,2
334,,HOWARD ST,1,9,2,10,G00000070,,14,14
337,,3 AVE,,,,,G00000073,,19,19
338,,UNION SQ W,1,15,,,G00000074,,18,18
339,,2 AVE,69,85,68,84,G00000075,,17,17
340,,W 30 ST,292,352,293,353,G00000076,,16,16
342,,W 4 ST,327,339,328,340,G00000078,,15,15
343,,E 72 ST,,,,,G00000079,,19,19
344,ELEVENTH AVE ,SAINT NICHOLAS AVE,,,,,G00000080,,12,12
345,,FIRST AVE,387,401,384,402,G00000081,,18,18
346,AMOS ST,W TENTH ST,52,84,53,85,G00000082,,9,9
348,,FIFTH AVE,,,,,G00000084,,12,12
349,,W 4 ST,119,131,120,126,G00000085,,9,9
351,,W 49 ST,2,66,1,65,G00000087,,19,19
352,,BETHUNE ST,1,25,2,26,G00000088,,9,9
353,,RIVINGTON ST,268,288,269,289,G00000089,,13,11
355,,W 171 ST,,,,,G00000091,,12,12
358,,LENOX AVE,,,,,G00000094,,12,12
359,,PARK AVE,,,,,G00000095,,12,12
360,,2 AVE,,,,,G00000096,,19,19
362,,FIFTH AVE,,,,,G00000098,,12,12
366,,E 17 ST,2,22,1,21,G00000102,,18,18
367,,E 60 ST,,,,,G00000103,,19,19
368,,W 15 ST,186,242,185,243,G00000104,,16,16
369,JONES ALY,SHINBONE ALY,,,,,G00000105,,15,15
370,,E 65 ST,,,,,G00000106,,19,19
372,,MADISON AVE,,,,,G00000108,,12,12
374,,FIFTH AVE,,,,,G00000110,,18,18
375,,W 29 ST,56,116,55,117,G00000111,,16,16
381,,GROVE ST,49,75,48,76,G00000118,,9,9
382,,E 84 ST,,,,,G00000119,,19,19
383,,C P W,,,,,G00000120,,19,19
384,CHATHAM ST,PARK ROW,64,108,69,119,G00000121,,4,6
385,WOOSTER ST,WASHINGTON SQ E,,,1,3,G00000122,,15,15
386,,CENTRE ST,1,11,2,12,G00000123,,6,6
387,,3 AVE,746,764,745,763,G00000124,,19,19
388,,VESTRY ST,49,57,50,58,G00000125,,5,5
391,,3 AVE,596,610,593,609,G00000128,,19,19
392,,W 35 ST,66,72,67,73,G00000129,,16,16
393,,W 73 ST,,,,,G00000130,,19,19
395,,WATER ST,98,116,97,117,G00000132,,1,1
398,,E 37 ST,113,153,112,154,G00000135,,18,18
400,,AMSTERDAM AVE,,,,,G00000138,,12,12
403,,LITTLE W 12 ST,6,28,5,27,G00000141,,9,9
404,,3 AVE,448,466,457,473,G00000142,,18,18
406,,THOMPSON ST,1,19,2,18,G00000144,,8,8
411,,WILLIAM ST,143,155,142,154,G00000149,,2,2
413,,ELEVENTH AVE,601,617,600,616,G00000151,,19,19
415,,E 15 ST,88,110,89,111,G00000153,,18,18
417,,E EIGHTH ST,343,391,342,390,G00000155,,11,11
418,,E 46 ST,398,400,397,399,G00000156,,19,19
419,,W 87 ST,,,,,G00000157,,12,12
420,,BROADWAY,1229,1257,1238,1256,G00000158,,19,19
421,,E 30 ST,83,109,84,110,G00000159,,18,18
422,,E HOUSTON ST,,,91,101,G00000160,,11,11
423,,ELEVENTH AVE,491,501,492,502,G00000161,,19,19
424,,WATER ST,202,222,203,221,G00000162,,2,2
425,,STANTON ST,186,200,187,201,G00000163,,11,11
426,,FIFTH AVE,116,128,117,127,G00000164,,18,18
427,,FLETCHER ST,30,46,29,45,G00000165,,2,2
429,,SULLIVAN ST,166,204,167,205,G00000167,,15,15
430,,THOMPSON ST,51,81,46,80,G00000168,,8,8
431,,PEARL ST,55,73,54,70,G00000169,,1,1
432,,DOYERS ST,2,18,1,19,G00000170,,6,6
433,,6 AVE,107,131,114,130,G00000171,,15,9
437,,YORK AVE,,,,,G00000175,,19,19
438,,E EIGHTH ST,12,28,13,29,G00000176,CLINTON PL,15,15
440,TENTH AVE ,TENTH AVE,,,,,G00000178,,12,12
442,,MORNINGSIDE AVE,,,,,G00000180,,12,12
443,,9 AVE,723,725,722,724,G00000181,,19,19
444,,NASSAU ST,139,151,138,150,G00000182,,2,2
445,,E 52 ST,,,,,G00000183,,19,19
446,,E 23 ST,55,85,54,86,G00000184,,18,18
448,,CHRYSTIE ST,1,15,2,16,G00000186,,17,17
450,,TENTH AVE,427,439,424,438,G00000188,,16,16
453,,PEARL ST,33,53,32,52,G00000192,,1,1
454,,FIRST AVE,981,999,,,G00000193,,19,19
455,,E 89 ST,,,,,G00000194,,12,12
456,,2 AVE,129,143,128,142,G00000195,,17,17
459,,AMSTERDAM AVE,,,,,G00000198,,19,19
460,,E SEVENTH ST,173,181,174,182,G00000199,,17,17
461,,HUDSON ST,323,339,324,344,G00000200,,8,8
463,,FRONT ST,78,94,77,93,G00000202,,1,1
466,,E 62 ST,,,,,G00000205,,19,19
467,,W 46 ST,140,142,139,141,G00000206,,19,19
471,,HESTER ST,80,94,79,93,G00000210,,10,10
472,,PARK AVE,,,,,G00000211,,12,12
473,,E 112 ST,,,,,G00000212,,12,12
476,,ESSEX ST,97,123,98,132,G00000215,,10,10
478,,OLIVER ST,16,32,13,33,G00000217,,4,4
479,,W 170 ST,,,,,G00000218,,12,12
483,,LIBERTY ST,58,78,59,77,G00000222,,2,1
485,,B AVE,36,50,37,53,G00000224,,11,17
487,MACDOUGAL ST,WASHINGTON SQ W,173,175,,,G00000226,ST. CLEMEN'S PL,15,15
488,,C P W,,,,,G00000227,,12,12
489,,PARK AVE,,,,,G00000228,,12,12
492,,PARK AVE,,,,,G00000231,,12,12
496,,FIFTH AVE,,,,,G00000235,,15,15
497,,FIRST AVE,315,329,324,340,G00000236,,18,18
498,,6 AVE,825,839,808,824,G00000237,,19,19
499,,GREENWICH AVE,119,131,120,132,G00000238,,9,9
500,,NASSAU ST,57,69,56,70,G00000239,,2,2
501,,FIFTH AVE,,,,,G00000240,,19,19
503,,FIRST AVE,33,49,30,50,G00000242,,17,17
504,,PARK AVE,,,,,G00000243,,19,19
505,,W 179 ST,,,,,G00000244,,12,12
507,,PARK AVE S,394,404,389,405,G00000246,,18,18
510,,9 AVE,321,339,314,334,G00000249,,16,16
512,,W 12 ST,21,79,20,78,G00000251,,9,9
513,ELEVENTH AVE,W END AVE,,,,,G00000252,,12,12
514,,MADISON AVE,120,134,119,131,G00000253,,18,18
515,,E 24 ST,1,27,2,28,G00000254,,18,18
517,,W HOUSTON ST,660,684,659,683,G00000256,,15,8
519,,YORK AVE,,,,,G00000258,,12,12
522,,LUDLOW ST,133,159,134,160,G00000261,,17,17
524,,E 5 ST,48,86,49,89,G00000264,,17,17
527,,W 124 ST,,,,,G00000267,HARLEM LN,12,12
528,,E 123 ST,,,,,G00000268,,12,12
531,DRY DOCK,SZOLD PL,2,6,1,7,G00000271,,11,11
534,,E 39 ST,,,,,G00000274,,18,18
535,,IRVING PL,15,33,14,34,G00000275,,18,18
536,,E 75 ST,,,,,G00000276,,19,19
537,,3 AVE,,,,,G00000277,,19,19
539,,JACKSON ST,46,60,47,61,G00000279,,7,7
541,,3 AVE,216,230,221,237,G00000281,,18,18
543,,W 120 ST,,,,,G00000283,,12,12
545,,E 25 ST,51,85,50,86,G00000285,,18,18
546,,SPRING ST,106,126,107,125,G00000286,,8,8
556,,FIFTH AVE,172,182,165,185,G00000297,,18,18
557,,2 AVE,883,899,884,900,G00000298,,19,19
561,,9 AVE,525,541,514,530,G00000302,,19,19
562,,C P W,,,,,G00000303,,19,19
563,,W END AVE,,,,,G00000304,,19,19
564,,FIFTH AVE,,,,,G00000305,,19,19
565,,FORSYTH ST,193,221,194,222,G00000306,,17,17
566,,F DOUGLAS BLVD,,,,,G00000307,,12,12
569,,SEVENTH AVE,160,174,159,173,G00000310,,16,16
571,,W 127 ST,,,,,G00000312,,12,12
573,,E 72 ST,,,,,G00000314,,19,19
574,ELM ST,LAFAYETTE ST,76,84,73,81,G00000315,,6,6
576,,YORK AVE,,,,,G00000317,,19,19
577,,W 130 ST,,,,,G00000318,,12,12
578,,2 AVE,533,551,534,550,G00000319,,18,18
579,,E 80 ST,,,,,G00000320,,19,19
580,,CHRYSTIE ST,153,175,152,174,G00000321,,10,10
582,,E 131 ST,,,,,G00000323,,12,12
583,,W END AVE,,,,,G00000324,,19,19
586,,E 85 ST,,,,,G00000327,,19,19
587,,6 AVE,307,319,308,324,G00000328,,18,16
588,,FIFTH AVE,,,,,G00000329,,12,12
589,,E 67 ST,,,,,G00000330,,19,19
590,,F DOUGLAS BLVD,,,,,G00000331,,12,12
591,,W 185 ST,,,,,G00000332,,12,12
592,BURLING SLIP,JOHN ST,1,11,2,10,G00000333,,2,2
594,,3 AVE,956,968,953,967,G00000335,,19,19
595,,SEVENTH AVE,50,58,49,61,G00000336,,16,16
596,,BLEECKER ST,312,328,313,329,G00000337,,9,9
597,,E 63 ST,,,,,G00000338,,19,19
598,,BROADWAY,771,785,772,784,G00000339,,15,15
599,,CHURCH ST,210,222,209,223,G00000340,,5,5
603,,GREENWICH AVE,105,117,106,118,G00000344,,9,9
605,,2 AVE,989,1001,,,G00000346,,19,19
607,,LEX AVE,212,226,213,227,G00000349,,18,18
608,,9 AVE,491,507,478,492,G00000350,,19,19
611,,BROADWAY,335,343,336,344,G00000353,,6,5
615,,PARK AVE,,,,,G00000357,,19,19
617,,3 AVE,,,,,G00000359,,12,12
620,,E 38 ST,1,31,2,32,G00000362,,18,18
621,,FIFTH AVE,450,462,451,463,G00000363,,19,19
622,KINGS BRIDGE RD,BROADWAY,,,,,G00000364,,12,12
624,,COLUMBUS AVE,,,,,G00000366,,12,12
630,,GRAND ST,152,162,153,163,G00000373,,14,14
632,,VESEY ST,31,69,32,70,G00000375,,3,3
633,,HUDSON ST,519,533,520,536,G00000376,,9,9
636,,FIRST AVE,,,,,G00000379,,19,19
640,ELM ST,LAFAYETTE ST,62,74,63,71,G00000383,,6,6
641,,LEROY ST,2,40,1,39,G00000384,,9,9
644,,BARCLAY ST,76,82,75,87,G00000387,,3,3
645,,TENTH AVE,135,151,136,150,G00000388,,16,16
647,,BEEKMAN ST,6,8,5,9,G00000390,,2,2
648,,FIRST AVE,435,443,436,444,G00000391,,18,18
649,,DUANE ST,124,150,125,151,G00000392,,5,5
651,,E 64 ST,,,,,G00000394,,19,19
652,,SEVENTH AVE,644,666,645,667,G00000395,,19,19
653,,W END AVE,,,,,G00000396,,19,19
654,,PARK AVE,578,596,,,G00000397,,18,18
658,,W 13 ST,2,76,1,75,G00000402,,15,15
659,,6 AVE,601,615,596,610,G00000403,,18,16
660,,W 31 ST,186,246,185,245,G00000404,,16,16
661,,MADISON ST,211,235,208,240,G00000405,,7,7
663,,E 14 ST,197,239,196,238,G00000407,,17,18
664,,EIGHTH AVE,11,29,12,30,G00000408,,9,9
666,,W 14 ST,2,64,1,63,G00000410,,18,15
670,,W 182 ST,,,,,G00000414,,12,12
672,,CHRISTOPHER ST,2,12,1,11,G00000416,,9,9
673,,BROADWAY,729,743,728,744,G00000417,,15,15
676,,FIRST AVE,,,,,G00000421,,12,12
680,,PARK AVE,,,,,G00000425,,12,12
681,,WATER ST,118,132,119,133,G00000426,,1,1
682,,BROADWAY,699,713,698,712,G00000427,,15,15
683,,E 56 ST,,,,,G00000428,,19,19
684,,PARK AVE,,,623,627,G00000429,,19,19
685,,E 72 ST,,,,,G00000430,,19,19
686,,CORTLANDT ALY,26,50,25,49,G00000431,,6,6
687,,E 57 ST,,,,,G00000432,,19,19
688,,ELEVENTH AVE,,,,,G00000433,,19,19
691,,A AVE,,,,,G00000436,,18,18
693,,E 9 ST,204,250,205,249,G00000439,,17,17
694,,2 AVE,,,,,G00000440,,19,19
695,,SAINT NICHOLAS' PL,,,,,G00000441,,12,12
697,,E 15 ST,34,52,35,51,G00000443,,18,18
698,,DIVISION ST,106,114,101,107,G00000444,,7,10
699,,E 102 ST,,,,,G00000445,,12,12
701,,ELEVENTH AVE,463,475,464,476,G00000447,,19,19
703,,TENTH AVE,247,261,248,262,G00000450,,16,16
705,,BENSON PL,,,1,5,G00000452,,6,6
706,HAMMERSLEY ST,W HOUSTON ST,112,124,111,125,G00000453,,9,8
707,,FIRST AVE,,,,,G00000454,,12,12
708,,SOUTH ST,241,260,,,G00000455,,7,7
709,KINGS BRIDGE RD,BROADWAY,,,,,G00000456,,12,12
711,,LEX AVE,,,,,G00000458,,19,19
714,,2 AVE,285,301,288,302,G00000461,,18,18
715,,ELEVENTH AVE,,,,,G00000462,,19,19
717,,E 58 ST,,,,,G00000464,,19,19
719,,PEARL ST,287,311,286,312,G00000466,,2,2
722,,E 27 ST,151,199,148,198,G00000469,,18,18
723,,W 83 ST,,,,,G00000470,,19,19
724,,E 11 ST,262,292,263,293,G00000471,,11,11
725,,RIVINGTON ST,128,136,129,145,G00000472,,13,17
727,,E 40 ST,123,169,130,174,G00000474,,18,19
728,,W 211 ST,,,,,G00000475,,12,12
729,,W 29 ST,2,10,1,7,G00000476,,18,18
730,,PEARL ST,75,105,72,106,G00000477,,1,1
733,,E 27 ST,83,103,84,100,G00000480,,18,18
734,,WILLIAM ST,173,183,172,182,G00000482,,2,2
735,,W 215 ST,,,,,G00000483,,12,12
736,,FIRST AVE,783,803,784,804,G00000484,,19,19
740,,PRINCE ST,84,92,81,91,G00000489,,8,8
741,,W 33 ST,130,190,131,191,G00000490,,16,16
745,,9 AVE,557,569,550,562,G00000494,,19,19
746,,PARK AVE,,,,,G00000495,,12,12
747,,ELDRIDGE ST,147,173,154,176,G00000496,,17,17
748,,GOLD ST,1,17,2,18,G00000497,,2,2
750,,WAVERLY PL,24,32,25,33,G00000499,,15,15
751,,E 122 ST,,,,,G00000500,,12,12
752,,PERRY ST,20,46,19,47,G00000501,,9,9
753,,FIFTH AVE,,,,,G00000502,,12,12
756,,HAMILTON PL,,,,,G00000505,,12,12
757,,BROADWAY,1213,1227,1224,1236,G00000506,,16,16
759,,HAMILTON PL,,,,,G00000509,,12,12
761,,F DOUGLAS BLVD,,,,,G00000511,,12,12
762,,FULTON ST,40,52,39,53,G00000512,,2,2
763,,E 17 ST,24,68,23,69,G00000513,,18,18
765,,PARK AVE,,,,,G00000515,,19,19
768,,E 81 ST,,,,,G00000518,,19,19
769,LAFAYETTE PL,LAFAYETTE ST,1,15,2,14,G00000519,,15,15
770,,BEDFORD ST,67,81,66,80,G00000520,,9,9
771,,ALLEN ST,69,87,68,86,G00000521,,10,10
772,,W 21 ST,188,248,187,247,G00000522,,16,16
774,,LENOX AVE,,,,,G00000524,,12,12
776,,E 18 ST,128,176,129,175,G00000526,,18,18
780,,FORSYTH ST,165,191,168,192,G00000530,,17,17
781,,LEWIS ST,1,19,2,20,G00000531,,13,13
783,,PARK AVE,,,,,G00000534,,19,19
784,,MERCER ST,1,5,2,6,G00000535,,8,8
786,,PARK AVE S,63,75,64,76,G00000537,,18,18
787,,PARK AVE,,,,,G00000538,,12,12
789,,2 AVE,,,,,G00000540,,19,19
791,TENTH AVE ,AMSTERDAM AVE,,,,,G00000542,,12,12
792,,RENWICK ST,1,45,2,44,G00000543,,8,8
795,,3 AVE,,,,,G00000546,,12,12
796,,W 13 ST,180,220,181,221,G00000547,,9,9
798,,COLUMBUS AVE,833,849,,,G00000549,,19,19
801,,2 AVE,,,,,G00000552,,12,12
804,,E 96 ST,,,,,G00000555,,12,12
805,ANTHONY ST,WORTH ST,1,31,2,32,G00000556,,5,5
806,,WALL ST,58,76,59,75,G00000557,,1,1
807,KINGS BRIDGE RD,BROADWAY,,,,,G00000558,,12,12
808,,STATE ST,,,16,25,G00000559,,1,1
809,,3 AVE,562,576,561,577,G00000560,,18,18
812,ELEVENTH AVE,W END AVE,,,,,G00000563,,12,12
813,,HESTER ST,96,108,95,107,G00000564,,10,10
815,,ELIZABETH ST,247,275,246,276,G00000566,,15,15
816,POST RD,SAINT NICHOLAS AVE,,,,,G00000567,KINGSBRIDGE RD,12,12
817,,BEDFORD ST,39,49,36,50,G00000568,,9,9
818,,BANK ST,82,88,83,89,G00000569,,9,9
819,,ELIZABETH ST,1,31,2,28,G00000570,,6,6
822,,SOUTH ST,88,93,,,G00000573,,2,2
824,,COLUMBUS AVE,,,,,G00000575,,19,19
825,,BROADWAY,1085,1099,1072,1092,G00000576,,18,18
827,,PARK AVE,,,,,G00000578,,19,19
828,,FIFTH AVE,,,,,G00000579,,19,19
829,,W 38 ST,2,64,1,65,G00000580,,18,18
830,,GRAND ST,558,566,563,567,G00000581,,7,13
832,,FIRST AVE,187,207,196,214,G00000583,,17,17
834,,6 AVE,357,373,358,374,G00000585,,18,16
837,,W 22 ST,2,78,1,79,G00000588,,18,18
838,,WATTS ST,,,,,G00000589,,8,5
839,,DELANCEY ST,180,196,181,195,G00000590,,13,13
840,,EIGHTH AVE,353,371,344,360,G00000591,,16,16
842,,WALL ST,2,6,1,7,G00000593,,1,1
845,,EIGHTH AVE,627,643,628,644,G00000596,,19,19
846,,W 125 ST,,,,,G00000597,,12,12
847,,ORCHARD ST,41,63,42,66,G00000598,,10,10
849,,F DOUGLAS BLVD,,,,,G00000600,,12,12
852,,W 21 ST,76,118,75,117,G00000603,,16,16
854,,W 129 ST,,,,,G00000605,,12,12
857,,2 AVE,,,,,G00000608,,19,19
858,,E 99 ST,,,,,G00000609,,12,12
859,,BROADWAY,193,207,194,210,G00000610,,2,3
861,,GREENWICH ST,114,122,113,121,G00000612,,1,1
862,TENTH AVE ,AMSTERDAM AVE,,,,,G00000613,,12,12
863,,HENRY ST,179,207,178,206,G00000614,,7,7
868,,PARK AVE,,,,,G00000619,,12,12
869,,GANSEVOORT ST,2,20,1,15,G00000620,,9,9
870,,PARK AVE,,,,,G00000621,,12,12
871,,E 24 ST,91,135,90,134,G00000622,,18,18
873,,W 172 ST,,,,,G00000624,,12,12
875,,LAIGHT ST,13,19,12,18,G00000626,,5,5
876,,E 122 ST,,,,,G00000627,,12,12
877,,BRIDGE ST,1,11,2,12,G00000628,,1,1
878,6 ST,E SIXTH ST,400,410,401,411,G00000629,,11,11
880,,HUDSON ST,277,301,282,300,G00000631,,8,8
883,,W 92 ST,,,,,G00000634,,12,12
884,,W 38 ST,88,98,89,99,G00000635,,16,16
885,,W 34 ST,176,230,177,233,G00000636,,16,16
886,,GREENWICH ST,336,352,335,351,G00000637,,5,5
887,,W 125 ST,,,,,G00000638,,12,12
888,,HANOVER ST,,,,,G00000639,,1,1
889,,KING ST,14,64,15,57,G00000640,,8,8
891,,YORK AVE,,,,,G00000642,,19,19
892,,HUDSON ST,83,93,82,92,G00000643,,5,5
893,,BROADWAY,273,287,272,288,G00000644,,6,3
894,,2 AVE,,,,,G00000645,,19,19
895,,PARK AVE,,,,,G00000646,,12,12
896,,2 AVE,117,127,116,126,G00000647,,17,17
897,,GRAND ST,132,150,133,151,G00000648,,14,14
899,,3 AVE,172,190,171,189,G00000650,,18,18
900,,FIFTH AVE,,,,,G00000652,,19,19
901,,WASHINGTON ST,206,222,207,221,G00000653,,3,3
902,,PARK AVE,,,,,G00000654,,19,19
903,,AVE D,,,,,G00000655,,None,None
906,,C AVE,141,157,140,156,G00000658,,11,11
907,,SEVENTH AVE,264,284,265,279,G00000659,,16,16
908,WALKER ST,CANAL ST,228,244,229,245,G00000660,,10,10
909,KINGS BRIDGE RD,BROADWAY,,,,,G00000661,,12,12
912,,E BROADWAY,,,301,311,G00000664,,7,7
913,,W 4 ST,87,101,88,102,G00000665,,9,9
915,,W 50 ST,184,234,185,237,G00000667,,19,19
919,,LEX AVE,196,210,195,211,G00000674,,18,18
920,,E 102 ST,,,,,G00000675,,12,12
923,,C AVE,85,101,84,100,G00000678,,11,11
924,,SEVENTH AVE,60,80,63,79,G00000679,,16,16
925,,YORK AVE,,,,,G00000681,,19,19
927,WALKER ST,CANAL ST,260,278,263,279,G00000683,,10,10
932,,E 17 ST,26,48,,,G00000688,,18,18
934,,3 AVE,,,,,G00000690,,12,12
935,,6 AVE,703,715,,,G00000691,,19,19
937,5 ST,E 5 ST,340,350,341,351,G00000693,,11,11
939,,LEX AVE,,,441,457,G00000695,,19,19
940,,E 54 ST,,,,,G00000696,,19,19
941,,BROADWAY,1061,1069,1064,1070,G00000697,,18,18
942,,E 34 ST,1,37,2,38,G00000698,,18,18
943,,W 39 ST,100,120,101,119,G00000699,,16,16
944,,GOUVERNEUR SLIP E,2,8,1,7,G00000700,,7,7
945,,6 AVE,289,305,288,306,G00000701,,18,16
946,,PARK AVE,,,,,G00000702,,12,12
947,,FIFTH AVE,,,,,G00000703,,19,19
948,,W 22 ST,264,312,265,315,G00000704,,16,16
949,,LENOX AVE,,,,,G00000705,,12,12
950,,FIRST AVE,,,,,G00000706,,19,19
951,,COLUMBUS AVE,,,798,814,G00000707,,19,19
952,,E 28 ST,151,199,154,198,G00000708,,18,18
953,,CANAL ST,146,152,,,G00000710,,10,7
954,,W END AVE,,,,,G00000711,,12,12
955,,LENOX AVE,,,,,G00000712,,12,12
956,,FIFTH AVE,,,,,G00000713,,19,19
957,,2 AVE,303,311,304,316,G00000714,,18,18
958,,COLUMBUS AVE,,,,,G00000715,,12,12
959,,BROOME ST,429,439,432,440,G00000716,,14,14
963,,ELIZABETH ST,65,95,64,94,G00000720,,14,14
964,,MONTGOMERY ST,73,79,72,80,G00000721,,7,7
965,,E 31 ST,1,21,2,22,G00000722,,18,18
966,ELEVENTH AVE,W END AVE,,,,,G00000723,,12,12
967,,W 42 ST,70,104,67,113,G00000724,,19,19
968,,ANN ST,35,69,36,68,G00000725,,2,2
972,,WASHINGTON ST,398,412,395,411,G00000729,,5,5
973,,JOHN ST,1,31,2,30,G00000730,,2,2
974,,E TENTH ST,349,395,348,396,G00000731,,11,11
975,,FIRST AVE,,,,,G00000732,,19,19
978,,PARK AVE,,,,,G00000735,,12,12
981,,W 44 ST,70,128,79,127,G00000738,,19,19
985,,C P W,,,,,G00000742,,12,12
989,,CHRYSTIE ST,43,71,44,74,G00000746,,10,10
991,,W 153 ST,,,,,G00000748,,12,12
993,,FOURTH AVE,110,134,111,129,G00000750,,17,15
995,,DOVERS ST,13,19,16,20,G00000752,,4,4
996,,WATER ST,160,180,161,179,G00000753,,2,2
997,,W 42 ST,2,68,1,65,G00000754,,19,19
1001,,9 AVE,699,713,696,712,G00000758,,19,19
1002,POST RD,SAINT NICHOLAS AVE,,,,,G00000759,KINGSBRIDGE RD,12,12
1003,,A AVE,103,111,102,112,G00000760,,17,17
1006,,WASHINGTON ST,634,648,633,647,G00000763,,9,9
1011,,W 84 ST,,,,,G00000769,,19,19
1012,,E 29 ST,151,199,148,198,G00000770,,18,18
1016,,3 AVE,,,,,G00000774,,12,12
1017,,SAINT NICHOLAS AVE,,,,,G00000775,,12,12
1018,,PITT ST,43,77,48,80,G00000776,,13,13
1019,,LAIGHT ST,47,55,50,54,G00000777,,5,5
1020,ELEVENTH AVE ,SAINT NICHOLAS AVE,,,,,G00000778,,12,12
1023,,GREENWICH ST,532,552,533,551,G00000781,,8,8
1025,,E 120 ST,,,,,G00000783,,12,12
1027,,CORNELIA ST,2,42,1,41,G00000785,,9,9
1028,,PARK AVE,,,,,G00000786,,12,12
1029,,E 80 ST,,,,,G00000787,,19,19
1030,,W 75 ST,,,,,G00000788,,19,19
1032,,E 27 ST,111,149,108,146,G00000790,,18,18
1033,,E 42 ST,,,,,G00000791,,19,19
1034,,BEEKMAN ST,90,102,91,103,G00000792,,2,2
1036,,W 20 ST,2,64,1,65,G00000794,,18,18
1037,,SOUTH ST,277,299,,,G00000795,,7,7
1038,,SPRING ST,202,220,201,221,G00000796,,8,8
1039,,FIRST AVE,,,,,G00000797,,12,12
1040,POST RD,SAINT NICHOLAS AVE,,,,,G00000798,KINGSBRIDGE RD,12,12
