OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
8926,FRANKLIN AVE,,,,,,G00008855,,9,9
8929,SARATOGA AVE,,,,,,G00008858,,9,9
8934,RICHARD ST,,,,,,G00008863,,6,6
8935,MARCY AVE,,,,,,G00008864,,9,9
8937,FERRIS ST,,,,,,G00008866,,6,6
8939,DRIGGS AVE,,,,,,G00008868,,,
8940,FLUSHING AVE,,,,,,G00008869,,7,7
8943,FULTON ST,,,,,,G00008872,,11,11
8944,HOWARD AVE,,,,,,G00008873,,9,9
8946,HENRY ST,,,,,,G00008875,,6,6
8947,SULLIVAN ST,,,,,,G00008876,,6,6
8953,MYRTLE AVE,,,,,,G00008882,,7,9
8959,FIFTH AVE,,,,,,G00008888,,8,8
8961,2 AVE,,,,,,G00008890,,8,8
8962,WILLOUGHBY AVE,,,,,,G00008891,,7,7
8970,6 AVE,,,,,,G00008899,,8,8
8973,LAFAYETTE AVE,,,,,,G00008902,,9,9
8978,PULASKI ST,PULASKY ST ,,,,,G00008907,,9,9
8980,TOMPKINS AVE,,,,,,G00008909,,9,9
8983,UNION ST,,,,,,G00008912,,8,8
8986,THROOP AVE,,,,,,G00008915,,7,7
8987,6 AVE,,,,,,G00008916,,8,8
8993,DIVISION AVE,,,,,,G00008922,,,7
8995,3 AVE,,,,,,G00008924,,8,8
9002,STUYVESANT AVE,,,,,,G00008931,,9,9
9003,S  1 ST,,,,,,G00008932,,,
9004,SCHNECTADY AVE,,,,,,G00008933,,9,9
9005,BALTIC ST,,,,,,G00008934,,6,6
9011,HICKS ST,,,,,,G00008940,,6,6
9014,STUYVESANT AVE,,,,,,G00008943,,9,9
9017,MYRTLE AVE,,,,,,G00008946,,4,4
9021,20 ST,,,,,,G00008950,,8,8
9024,ALBANY AVE,,,,,,G00008953,,9,9
9033,HOYT ST,,,,,,G00008962,,10,10
9050,FIFTH AVE,,,,,,G00008979,,8,8
9052,BEDFORD AVE,,,,,,G00008981,,7,7
9056,PATCHEN AVE,,,,,,G00008985,,9,9
9061,VAN BRUNT ST,,,,,,G00008990,,6,6
9068,UNDERHILL AVE,,,,,,G00008997,,11,11
9069,UNION ST,,,,,,G00008998,,10,10
9077,JAY ST,,,,,,G00009006,,2,2
9079,FIFTH AVE,,,,,,G00009008,,8,8
9080,KOSCIUSZKO ST,,,,,,G00009009,,9,9
9083,PACIFIC ST,,,,,,G00009012,,9,9
9098,55 ST,,,,,,G00009027,,8,8
9101,UNION PL,,,,,,G00009030,,7,7
9104,BOERUM ST,,,,,,G00009033,,,
9106,FRANKLIN AVE,,,,,,G00009035,,9,9
9113,SMITH ST,,,,,,G00009042,,10,10
9118,HOWARD AVE,,,,,,G00009047,,9,9
9119,WARREN ST,,,,,,G00009048,,10,10
9121,WILLOUGHBY ST,,,,,,G00009050,,4,4
9122,COLUMBIA ST,,,,,,G00009051,,6,6
9127,LAFAYETTE AVE,,,,,,G00009056,,11,11
9129,MARCY AVE,,,,,,G00009058,,7,7
9132,FOURTH AVE,,,,,,G00009061,,8,8
9137,RUTLEDGE AVE,,,,,,G00009066,,7,7
9139,FULTON ST,,,,,,G00009068,,7,7
9146,COFFEY ST,,,,,,G00009075,,6,6
9152,SACKETT ST,,,,,,G00009081,,10,10
9180,FLUSHING AVE,,,,,,G00009109,,7,7
9189,ROCHESTER AVE,,,,,,G00009118,,9,9
9198,WASHINGTON PARK,,,,,,G00009126,,11,11
9207,6 AVE,,,,,,G00009135,,8,8
9209,PARK AVE,,,,,,G00009137,,7,7
9210,N  FIRST ST,,,,,,G00009138,,,
9216,SACKETT ST,,,,,,G00009144,,6,6
9217,HUNTS LN,,,,,,G00009145,,3,3
9218,YORK ST,,,,,,G00009146,,5,5
9222,COURT ST,,,,,,G00009150,,10,6
9231,FULTON ST,,,,,,G00009159,,9,9
9240,SCHNECTADY AVE,,,,,,G00009168,,9,9
9245,HALSEY ST,,,,,,G00009173,,9,9
9247,FIRST ST,,,,,,G00009174,,8,8
9252,CONCORD ST,,,,,,G00009179,,5,5
9253,ROSS ST,,,,,,G00009180,,7,7
9255,NEW YORK AVE,,,,,,G00009182,,9,9
9256,MARCY AVE,,,,,,G00009183,,9,9
9259,GRAHAM AVE,,,,,,G00009186,,,
9261,CHAUNCEY ST,,,,,,G00009188,,9,9
9265,UTICA AVE,,,,,,G00009192,,9,9
9268,COMMERCE ST,,,,,,G00009195,,6,6
9277,BKLYN AVE,BROOKLYN AVE ,,,,,G00009204,,9,9
9279,FOURTH AVE,,,,,,G00009205,,8,8
9284,MESEROLE ST,,,,,,G00009210,,,
9290,LUQUER ST,,,,,,G00009216,,6,6
9292,ALBANY AVE,,,,,,G00009218,,9,9
9294,KEAP ST,,,,,,G00009220,,,
9297,PACIFIC ST,,,,,,G00009223,,9,9
9302,WYONA ST,,,,,,G00009228,,,
9309,RODNEY ST,,,,,,G00009235,,7,7
9320,DRIGGS AVE,,,,,,G00009246,,,
9322,BKLYN AVE,BROOKLYN AVE ,,,,,G00009248,,9,9
9325,11 ST,,,,,,G00009251,,8,8
9329,FULTON ST,,,,,,G00009255,,11,11
9341,MADISON ST,,,,,,G00009267,,9,9
9351,SEVENTH AVE,,,,,,G00009277,,8,8
9355,KOSCIUSZKO ST,,,,,,G00009281,,9,9
9361,58 ST,,,,,,G00009287,,8,8
9370,CONCORD ST,,,,,,G00009296,,5,5
9379,FOURTH AVE,,,,,,G00009305,,10,10
9384,LORIMER ST,,,,,,G00009310,,,
9388,CROWN ST,,,,,,G00009313,,,
9405,45 ST,,,,,,G00009329,,8,8
9412,FOURTH ST,,,,,,G00009336,,8,8
9413,SAINT FELIX ST,,,,,,G00009337,,11,11
9421,HARRISON AVE,,,,,,G00009345,,7,7
9424,FRANKLIN AVE,,,,,,G00009348,,7,7
9426,JAY ST,,,,,,G00009350,,2,2
9427,GRAHAM AVE,,,,,,G00009351,,,
9429,CLERMONT AVE,,,,,,G00009353,,11,11
9431,PULASKI ST,PULASKY ST ,,,,,G00009355,,9,9
9437,FOURTH AVE,,,,,,G00009361,,10,10
9439,BAY ST,,,,,,G00009363,,6,6
9440,YORK ST,,,,,,G00009364,,2,2
9443,WYTHE AVE,,,,,,G00009367,,,
9444,GARVEY BLVD,,,,,,G00009368,,9,9
9445,PACIFIC ST,,,,,,G00009369,,6,6
9448,HENRY ST,,,,,,G00009372,,3,3
9449,S  10 ST,,,,,,G00009373,,,
9450,VANDERBILT AVE,,,,,,G00009374,,11,11
9454,THOMAS BOYLAND ST,,,,,,G00009378,,9,9
9460,RALPH AVE,,,,,,G00009384,,9,9
9465,7 ST,,,,,,G00009389,,8,8
9470,SACKETT ST,,,,,,G00009394,,6,6
9473,NOSTRAND AVE,,,,,,G00009397,,9,9
9478,GREENE AVE,,,,,,G00009402,,9,9
9487,MANHATTAN AVE,,,,,,G00009411,,,
9489,COURT ST,,,,,,G00009413,,10,6
9498,TAAFFE PL,,,,,,G00009421,,7,7
9499,MARSHALL ST,,,,,,G00009422,,5,5
9501,DEAN ST,,,,,,G00009424,,9,9
9507,HENRY ST,,,,,,G00009430,,6,6
9512,MYRTLE AVE,,,,,,G00009435,,7,7
9514,PACIFIC ST,,,,,,G00009437,,9,9
9516,BERRY ST,,,,,,G00009439,,,
9518,GARVEY BLVD,,,,,,G00009441,,9,9
9521,PIERREPONT ST,,,,,,G00009443,,3,3
9522,THROOP AVE,,,,,,G00009444,,9,9
9525,PROSPECT  W,,,,,,G00009447,,8,8
9530,SMITH ST,,,,,,G00009452,,10,10
9537,LINCOLN PL,,,,,,G00009459,,9,9
9546,DIVISION AVE,,,,,,G00009468,,,7
9548,FOURTH AVE,,,,,,G00009470,,8,8
9554,HARRISON AVE,,,,,,G00009476,,7,7
9555,S  ELLIOTT PL,,,,,,G00009477,,11,11
9556,COURT ST,,,,,,G00009478,,10,6
9557,MONTGOMERY ST,,,,,,G00009479,,,
9568,CARLTON AVE,,,,,,G00009490,,11,11
9571,COLUMBIA ST,,,,,,G00009493,,6,6
9573,BERGEN ST,,,,,,G00009495,,9,9
9576,HOOPER ST,,,,,,G00009498,,7,7
9578,PENN ST,,,,,,G00009500,,7,7
9581,SKILLMAN AVE,,,,,,G00009503,,,
9582,METROPOLITAN AVE,,,,,,G00009504,,,
9584,FOURTH AVE,,,,,,G00009506,,8,8
9585,TENTH AVE,,,,,,G00009507,,8,8
9589,100 ST,,,,,,G00009511,,,
9590,CONOVER ST,,,,,,G00009512,,6,6
9591,DECATUR ST,,,,,,G00009513,,9,9
9593,BEDFORD AVE,PERRY AVE ,,,,,G00009515,,9,9
9594,FROST ST,,,,,,G00009516,,,
9596,PRESIDENT ST,,,,,,G00009518,,9,9
9598,MANHATTAN AVE,,,,,,G00009520,,,
9603,VANDERBILT AVE,,,,,,G00009525,,11,11
9607,TENTH ST,,,,,,G00009529,,8,8
9610,3 AVE,,,,,,G00009532,,8,8
9619,PRINCE ST,,,,,,G00009541,,5,5
9621,NINTH ST,,,,,,G00009543,,10,10
9623,3 ST,,,,,,G00009545,,8,8
9626,VERNON AVE,WOTHERSPOON ST ,,,,,G00009548,,9,9
9629,RALPH AVE,,,,,,G00009551,,9,9
9636,11 ST,,,,,,G00009557,,8,8
9639,TIFFANY PL,,,,,,G00009560,,6,6
9640,JOHN ST,,,,,,G00009561,,2,2
9642,HULL ST,,,,,,G00009563,,9,9
9645,PACIFIC ST,,,,,,G00009566,,9,9
9648,BOERUM PL,,,,,,G00009569,,10,10
9650,N  THIRD ST,,,,,,G00009571,,,
9652,RIVER ST,,,,,,G00009573,,,
9657,ATLANTIC AVE,,,,,,G00009578,,10,10
9658,PARK AVE,,,,,,G00009579,,9,9
9661,TOMPKINS PL,,,,,,G00009582,,6,6
9665,PARK AVE,,,,,,G00009586,,7,7
9673,GREENE AVE,,,,,,G00009594,,9,9
9674,THOMAS BOYLAND ST,,,,,,G00009595,,9,9
9676,WASHINGTON AVE,,,,,,G00009597,,9,9
9685,DEAN ST,,,,,,G00009606,,9,9
9690,PITKIN AVE,,,,,,G00009611,,,
9692,BEDFORD AVE,,,,,,G00009613,,9,7
9698,BREVOORT PL,,,,,,G00009619,,7,7
9701,39 ST,,,,,,G00009622,,8,8
9702,RALPH AVE,,,,,,G00009623,,9,9
9705,HUMBOLDT ST,,,,,,G00009626,,,
9710,WILLOUGHBY ST,,,,,,G00009631,,4,4
9713,2 AVE,,,,,,G00009634,,8,8
9715,GARVEY BLVD,,,,,,G00009636,,9,9
9716,BEDFORD AVE,,,,,,G00009637,,,
9717,ATLANTIC AVE,,,,,,G00009638,,10,10
9720,PROSPECT PL,,,,,,G00009641,,9,9
9737,COLUMBIA ST,,,,,,G00009657,,6,6
9739,COLUMBIA ST,,,,,,G00009659,,6,6
9743,DEAN ST,,,,,,G00009662,,9,9
9746,GARVEY BLVD,,,,,,G00009665,,9,9
9750,DE KALB AVE,,,,,,G00009669,,11,11
9754,GRAND AVE,,,,,,G00009673,,7,7
9759,2 ST,,,,,,G00009678,,8,8
9763,HENRY ST,,,,,,G00009682,,6,6
9774,PRESIDENT ST,,,,,,G00009693,,9,9
9780,PUTNAM AVE,,,,,,G00009699,,9,9
9781,BRIDGE ST,,,,,,G00009700,,5,4
9783,54 ST,,,,,,G00009702,,8,8
9787,6 AVE,,,,,,G00009706,,8,8
9791,GRAND ST,,,,,,G00009710,,,
9797,BROADWAY,,,,,,G00009716,,,7
9798,FLATBUSH AVE,,,,,,G00009717,,11,10
9800,FULTON ST,,,,,,G00009719,,9,9
9802,PUTNAM AVE,,,,,,G00009721,,7,7
9804,,,,,,,G00009723,,9,9
9809,HOWARD AVE,,,,,,G00009728,,9,9
9811,FLUSHING AVE,,,,,,G00009730,,7,7
9812,GRAND AVE,,,,,,G00009731,,9,9
9813,COLUMBIA ST,,,,,,G00009732,,6,6
9817,GARVEY BLVD,,,,,,G00009736,,9,9
9821,NINTH ST,,,,,,G00009740,,8,8
9825,PATCHEN AVE,,,,,,G00009744,,9,9
9827,PACIFIC ST,,,,,,G00009746,,9,9
9831,26 ST,,,,,,G00009750,,8,8
9832,DEAN ST,,,,,,G00009751,,9,9
9835,PARK PL,,,,,,G00009754,,9,9
9857,EIGHTH AVE,,,,,,G00009776,,8,8
9864,FIFTH AVE,,,,,,G00009783,,8,8
9872,TROY AVE,,,,,,G00009791,,9,9
9879,NEVINS ST,,,,,,G00009798,,10,10
9885,FIFTH AVE,,,,,,G00009804,,8,8
9886,BERGEN ST,,,,,,G00009805,,10,10
9902,GREENE AVE,,,,,,G00009820,,11,11
9904,15 ST,,,,,,G00009822,,8,8
9906,ALBANY AVE,,,,,,G00009824,,9,9
9910,FIFTH AVE,,,,,,G00009828,,8,8
9915,PROSPECT  W,,,,,,G00009833,,8,8
9916,3 AVE,,,,,,G00009834,,8,8
9918,MYRTLE AVE,,,,,,G00009836,,9,9
9921,THOMAS BOYLAND ST,,,,,,G00009839,,9,9
9928,JORALEMON ST,,,,,,G00009845,,3,3
9930,VANDERBILT AVE,,,,,,G00009847,,9,9
9933,47 ST,BERGEN LN,,,,,G00009850,,,
9939,HENRY ST,,,,,,G00009856,,6,6
9942,25 ST,,,,,,G00009859,,8,8
9947,FIFTH AVE,,,,,,G00009864,,8,8
9954,101 ST,,,,,,G00009871,,,
9960,CLINTON AVE,,,,,,G00009877,,11,11
9964,EIGHTH AVE,,,,,,G00009881,,8,8
9968,SARATOGA AVE,,,,,,G00009885,,9,9
9975,MARCY AVE,,,,,,G00009892,,,
9976,KENT AVE,,,,,,G00009893,,,
9981,PIONEER ST,,,,,,G00009898,,6,6
9986,PITKIN AVE,,,,,,G00009903,,,
9997,CADMAN PLZ W,,,,,,G00009914,,4,3
10001,METROPOLITAN AVE,,,,,,G00009918,,,
10009,LINCOLN PL,,,,,,G00009926,,9,9
10011,PEARL ST,,,,,,G00009928,,2,2
10013,NEVINS ST,,,,,,G00009930,,10,10
10030,KANE ST,,,,,,G00009947,,6,6
10032,LORIMER ST,,,,,,G00009949,,7,7
10035,BOERUM ST,,,,,,G00009952,,,
10041,ROCKAWAY AVE,,,,,,G00009958,,9,9
10048,PACIFIC ST,,,,,,G00009965,,9,9
10049,UNION AVE,,,,,,G00009966,,,
10051,GRAND ST,,,,,,G00009968,,,
10055,CROWN ST,,,,,,G00009972,,9,9
10067,LAFAYETTE AVE,,,,,,G00009984,,7,7
10075,47 ST,,,,,,G00009992,,8,8
10076,TROY AVE,,,,,,G00009993,,9,9
10078,MANHATTAN AVE,,,,,,G00009995,,,
10080,S  3 ST,,,,,,G00009997,,,
10082,NOSTRAND AVE,,,,,,G00009999,,7,7
10089,FRANKLIN AVE,,,,,,G00010006,,9,9
10092,CLINTON ST,,,,,,G00010009,,6,6
10093,FURMAN ST,,,,,,G00010010,,1,1
10094,DOUGHTY ST,,,,,,G00010011,,1,1
10098,HOYT ST,,,,,,G00010015,,10,10
10102,GRAHAM AVE,,,,,,G00010019,,,
10103,PARK PL,,,,,,G00010020,,9,9
10105,HICKS ST,,,,,,G00010022,,,
10110,FULTON ST,,,,,,G00010027,,9,9
10117,METROPOLITAN AVE,,,,,,G00010034,,,
10119,FRANKLIN AVE,,,,,,G00010036,,7,7
10136,LUQUER ST,,,,,,G00010053,,6,6
10143,PUTNAM AVE,,,,,,G00010060,,9,9
10149,GRAND AVE,,,,,,G00010066,,7,7
10152,HUMBOLDT ST,,,,,,G00010069,,,
10155,MALCOLM X BLVD,REED AVE ,,,,,G00010072,,9,9
10161,NINTH ST,,,,,,G00010078,,8,8
10170,SEVENTH AVE,,,,,,G00010086,,8,8
10171,LUQUER ST,,,,,,G00010087,,6,6
10179,MARCY AVE,,,,,,G00010095,,,
10203,DIVISION AVE,,,,,,G00010117,,,7
10204,FIFTH AVE,,,,,,G00010118,,8,8
10216,37 ST,,,,,,G00010130,,8,8
10222,6 AVE,,,,,,G00010136,,8,8
10225,CLINTON WHARF,,,,,,G00010139,,6,
10226,PUTNAM AVE,,,,,,G00010140,,9,9
10230,MONROE ST,,,,,,G00010144,,9,9
10231,FOURTH AVE,,,,,,G00010145,,8,8
10232,COURT ST,,,,,,G00010146,,10,6
10237,N  8 ST,,,,,,G00010151,,,
10240,BOND ST,,,,,,G00010154,,10,10
10241,WASHINGTON AVE,,,,,,G00010155,,7,11
10243,FULTON ST,,,,,,G00010157,,11,11
10248,DEVOE ST,,,,,,G00010162,,,
10256,UNDERHILL AVE,,,,,,G00010170,,9,9
10257,RALPH AVE,,,,,,G00010171,,9,9
10262,TOMPKINS AVE,,,,,,G00010176,,7,7
10272,FLEET PL,,,,,,G00010186,,11,11
10276,DUFFIELD ST,,,,,,G00010190,,11,11
10290,RICHARDSON ST,,,,,,G00010204,,,
10294,HANCOCK ST,,,,,,G00010208,,9,9
10298,HALL ST,,,,,,G00010212,,7,7
10305,VAN BRUNT ST,,,,,,G00010219,,6,6
10313,53 ST,,,,,,G00010227,,8,8
10317,TENTH ST,,,,,,G00010231,,8,8
10325,PUTNAM AVE,,,,,,G00010239,,7,7
10329,44 ST,,,,,,G00010243,,8,8
10333,SMITH ST,,,,,,G00010247,,10,10
10337,MALCOLM X BLVD,REED AVE ,,,,,G00010251,,9,9
10344,FULTON ST,,,,,,G00010258,,9,9
10346,MAUJER ST,,,,,,G00010260,,,
10353,COOK ST,,,,,,G00010267,,,
10354,MANHATTAN AVE,,,,,,G00010268,,,
10355,BROADWAY,,,,,,G00010269,,,
10364,DE KALB AVE,,,,,,G00010277,,9,9
10367,HEWES ST,,,,,,G00010279,,7,7
10371,KENT AVE,,,,,,G00010283,,,
10374,11 ST,,,,,,G00010286,,8,8
10378,TENEYCK ST,,,,,,G00010290,,,
10379,ROCKAWAY AVE,,,,,,G00010291,,9,9
10386,COURT ST,,,,,,G00010298,,10,6
10392,SACKETT ST,,,,,,G00010304,,6,6
10393,PACIFIC ST,,,,,,G00010305,,9,9
10396,N  7 ST,,,,,,G00010308,,,
10398,TENTH ST,,,,,,G00010310,,8,8
10407,WILLOUGHBY AVE,,,,,,G00010319,,9,9
10419,DE KALB AVE,,,,,,G00010331,,7,7
10421,GRAND AVE,,,,,,G00010333,,9,9
10427,LAFAYETTE AVE,,,,,,G00010339,,9,9
10429,BROADWAY,,,,,,G00010341,,,
10439,DEVOE ST,,,,,,G00010351,,,
10444,HALSEY ST,,,,,,G00010356,,9,9
10445,TENTH ST,,,,,,G00010357,,8,8
10454,MALCOLM X BLVD,REED AVE ,,,,,G00010366,,9,9
10480,BERGEN ST,,,,,,G00010392,,10,10
10481,ATLANTIC AVE,,,,,,G00010393,,3,6
10482,ADELPHI ST,,,,,,G00010394,,11,11
10487,KINGSTON AVE,,,,,,G00010399,,9,9
10488,DIKEMAN ST,,,,,,G00010400,,6,6
10493,6 AVE,,,,,,G00010405,,8,8
10495,PLYMOUTH ST,,,,,,G00010407,,2,2
10496,COLUMBIA ST,,,,,,G00010408,,6,6
10497,SULLIVAN ST,,,,,,G00010409,,6,6
10498,EMPIRE BLVD,,,,,,G00010410,,9,9
10500,PLYMOUTH ST,,,,,,G00010412,,5,5
10522,COURT ST,,,,,,G00010433,,10,6
10525,GATES AVE,,,,,,G00010436,,9,9
10527,PARK AVE,,,,,,G00010438,,11,11
10533,2 AVE,,,,,,G00010444,,8,8
10541,PROSPECT  W,,,,,,G00010452,,8,8
10544,MONROE ST,,,,,,G00010455,,9,9
10546,57 ST,,,,,,G00010457,,8,8
10556,19 ST,,,,,,G00010466,,8,8
10559,PROSPECT AVE,,,,,,G00010469,,8,8
10561,WARREN ST,,,,,,G00010471,,10,10
10564,MARCY AVE,,,,,,G00010474,,7,7
10570,BEDFORD AVE,,,,,,G00010480,,,
10573,CLARK ST,,,,,,G00010483,,3,3
10578,ATLANTIC AVE,,,,,,G00010487,,11,11
10582,HENRY ST,,,,,,G00010491,,3,3
10585,14 ST,,,,,,G00010494,,8,8
10590,DRIGGS AVE,,,,,,G00010499,,,
10591,FIFTH AVE,,,,,,G00010500,,8,8
10592,HAMILTON AVE,,,,,,G00010501,,6,6
10607,S  1 ST,,,,,,G00010516,,,
10609,NAVY ST,,,,,,G00010518,,,5
10612,THROOP AVE,,,,,,G00010521,,9,9
10615,HOOPER ST,,,,,,G00010524,,,
10619,GLENMORE AVE,,,,,,G00010528,,,
10625,RYERSON WALK,,,,,,G00010534,,7,7
10626,COLUMBIA ST,,,,,,G00010535,,6,6
10627,SMITH ST,,,,,,G00010536,,10,10
10629,CARROLL ST,,,,,,G00010538,,10,10
10665,N  7 ST,,,,,,G00010573,,,
10666,S  8 ST,,,,,,G00010574,,,
10668,2 PL,,,,,,G00010576,,6,6
10670,6 AVE,,,,,,G00010578,,9,9
10671,GRAND ST,,,,,,G00010579,,,
10676,DEAN ST,,,,,,G00010584,,9,9
10680,KENT AVE,,,,,,G00010588,,,
10683,POWERS ST,,,,,,G00010591,,,
10686,LITTLE ST,,,,,,G00010594,,,5
10687,NEW YORK AVE,,,,,,G00010595,,9,9
10691,BEDFORD AVE,,,,,,G00010599,,,
10692,SEVENTH AVE,,,,,,G00010600,,,
10695,WYTHE AVE,,,,,,G00010603,,,
10698,3 AVE,,,,,,G00010606,,10,10
10699,NOSTRAND AVE,,,,,,G00010607,,9,9
10701,HANCOCK ST,,,,,,G00010609,,9,9
10708,FOURTH AVE,,,,,,G00010616,,8,8
10710,VANDERBILT AVE,,,,,,G00010618,,11,11
10713,MESEROLE ST,,,,,,G00010621,,,
10719,FULTON ST,,,,,,G00010627,,11,11
10723,DIKEMAN ST,,,,,,G00010631,,6,6
10745,EIGHTH AVE,,,,,,G00010653,,8,8
10747,KENT AVE,,,,,,G00010655,,7,7
10754,UTICA AVE,,,,,,G00010662,,9,9
10755,FULTON ST,,,,,,G00010663,,9,9
10761,N  FIFTH ST,,,,,,G00010669,,,
10770,SAINT MARK'S AVE,,,,,,G00010678,,9,9
10771,12 ST,,,,,,G00010679,,8,8
10775,ADELPHI ST,,,,,,G00010683,,11,11
10780,S  FOURTH ST,,,,,,G00010688,,,
10800,FOURTH AVE,,,,,,G00010708,,8,8
10806,DE GRAW ST,,,,,,G00010714,,6,6
10807,GARVEY BLVD,,,,,,G00010715,,9,9
10815,MARCY AVE,,,,,,G00010723,,9,9
10817,LIVINGSTON ST,,,,,,G00010725,,3,3
10822,UNION AVE,,,,,,G00010730,,,
10823,MARCY AVE,,,,,,G00010731,,9,9
10825,45 ST,,,,,,G00010733,,8,8
10830,PARK PL,,,,,,G00010738,,8,8
10836,FOURTH AVE,,,,,,G00010744,,8,8
10843,SEVENTH AVE,,,,,,G00010751,,8,8
10844,HOWARD ALY,HOWARDS COURT,,,,,G00010752,,2,2
10847,KENT AVE,,,,,,G00010755,,,
10850,JAY ST,,,,,,G00010758,,2,2
10853,HOWARD AVE,,,,,,G00010761,,9,9
10854,44 ST,,,,,,G00010762,,8,8
10857,PACIFIC ST,,,,,,G00010765,,10,10
10861,GOLD ST,,,,,,G00010769,,5,5
10870,SNEDIKER AVE,,,,,,G00010778,,,
10881,KENT AVE,,,,,,G00010789,,,
10883,HICKS ST,,,,,,G00010791,,6,6
10893,DE KALB AVE,,,,,,G00010800,,11,11
10897,BRIDGE ST,,,,,,G00010804,,5,2
10900,CARROLL ST,,,,,,G00010807,,8,8
10902,BALTIC ST,,,,,,G00010809,,10,10
10904,EIGHTH AVE,,,,,,G00010811,,8,8
10905,BERGEN ST,,,,,,G00010812,,9,9
10906,SCHNECTADY AVE,,,,,,G00010813,,9,9
10907,PARK AVE,,,,,,G00010814,,7,7
10910,BRIDGE ST,,,,,,G00010817,,11,4
10915,VERNON AVE,WOTHERSPOON ST ,,,,,G00010822,,9,9
10917,SAINT JOHNS PL,,,,,,G00010824,,9,9
10928,SAINT JOHNS PL,,,,,,G00010835,,9,9
10933,LORIMER ST,,,,,,G00010840,,,
10936,LORIMER ST,,,,,,G00010843,,7,7
10944,HOOPER ST,,,,,,G00010851,,7,7
10950,PUTNAM AVE,,,,,,G00010857,,7,7
10952,HALSEY ST,,,,,,G00010859,,9,9
10959,MARCY AVE,,,,,,G00010866,,7,7
10962,EIGHTH AVE,,,,,,G00010869,,8,8
10966,GRAND ST,,,,,,G00010873,,,
10974,BALTIC ST,,,,,,G00010881,,10,10
10980,COURT ST,,,,,,G00010887,,10,6
10986,6 AVE,,,,,,G00010893,,11,11
10998,SCHNECTADY AVE,,,,,,G00010905,,9,9
11002,GARVEY BLVD,,,,,,G00010909,,9,9
11005,MYRTLE AVE,,,,,,G00010912,,7,7
11006,UTICA AVE,,,,,,G00010913,,,9
11008,,,,,,,G00010915,,7,7
11014,CARROLL ST,,,,,,G00010921,,9,9
11020,BERRY ST,,,,,,G00010927,,,
11029,PARK AVE,,,,,,G00010936,,7,7
11034,VAN BUREN ST,,,,,,G00010941,,9,9
11044,6 AVE,,,,,,G00010951,,8,8
11045,DRIGGS AVE,,,,,,G00010952,,,
11047,BERGEN ST,,,,,,G00010954,,9,9
11048,FULTON ST,,,,,,G00010955,,4,10
11051,HICKS ST,,,,,,G00010958,,6,6
11052,ROGERS AVE,,,,,,G00010959,,9,9
11060,PROSPECT PL,,,,,,G00010967,,8,8
11071,STAGG WALK,,,,,,G00010978,,,
11091,FOURTH AVE,,,,,,G00010997,,8,8
11096,DWIGHT ST,,,,,,G00011002,,6,6
11100,LIBERTY AVE,,,,,,G00011006,,,
11103,CARLTON AVE,,,,,,G00011009,,8,8
11109,N  9 ST,,,,,,G00011015,,,
11113,QUINCY ST,,,,,,G00011018,,9,9
11123,METROPOLITAN AVE,,,,,,G00011027,,,
11126,MYRTLE AVE,,,,,,G00011029,,4,4
11128,GARVEY BLVD,,,,,,G00011031,,9,9
11137,GRAND AVE,,,,,,G00011040,,7,7
11139,50 ST,,,,,,G00011042,,8,8
11144,,,,,,,G00011047,,7,7
11147,JORALEMON ST,,,,,,G00011050,,3,3
11154,PROSPECT  W,,,,,,G00011057,,8,8
11155,SAINT MARK'S AVE,,,,,,G00011058,,9,9
11157,LEWIS AVE,,,,,,G00011060,,9,9
11159,FOURTH AVE,,,,,,G00011062,,8,8
11163,LAFAYETTE AVE,,,,,,G00011066,,11,11
11167,N  PORTLAND AVE,,,,,,G00011070,,11,11
11175,GRAHAM AVE,,,,,,G00011078,,,
11177,FLUSHING AVE,NEWTOWN RD,,,,,G00011080,,,
11180,WILLOUGHBY ST,,,,,,G00011083,,11,11
11181,VAN BUREN ST,,,,,,G00011084,,9,9
11185,SOMERS ST,,,,,,G00011088,,9,9
11190,STERLING PL,,,,,,G00011093,,9,9
11191,BEARD ST,ELIZABETH ST,,,,,G00011094,,6,6
11198,THOMAS BOYLAND ST,,,,,,G00011101,,9,9
11203,TEN EYCK WALK,,,,,,G00011106,,,
11204,SCHERMERHORN ST,,,,,,G00011107,,10,10
11205,SEVENTH AVE,,,,,,G00011108,,8,8
11217,KOSCIUSZKO ST,,,,,,G00011120,,9,9
11220,MADISON ST,,,,,,G00011123,,9,9
11222,6 AVE,,,,,,G00011125,,8,8
11223,EIGHTH AVE,,,,,,G00011126,,8,8
11225,UNION AVE,,,,,,G00011128,,,
11232,HANSON PL,,,,,,G00011135,,11,11
11235,UNION ST,,,,,,G00011138,,10,10
11239,S  10 ST,,,,,,G00011142,,,
11242,LEXINGTON AVE,HICKORY ST ,,,,,G00011145,,9,9
11246,BOND ST,,,,,,G00011149,,10,10
11247,GRACE CT  ALLEY,,,,,,G00011150,,3,3
